location,forecast_date,target,target_end_date,type,quantile,value,pop
01,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.75,488.8965,4903185
01,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.8,531.8132,4903185
01,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.85,567.9411,4903185
01,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.9,638.6754,4903185
01,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.95,740.5968,4903185
01,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.975,858.5557,4903185
01,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.99,967.20246,4903185
01,2020-12-28,1 wk ahead cum death,2021-01-02,point,,4995.002,4903185
01,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.01,4792.5949,4903185
01,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.025,4811.2803,4903185
01,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.05,4830.527,4903185
01,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.1,4860.862,4903185
01,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.15,4884.7798,4903185
01,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.2,4898.6,4903185
01,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.25,4915.40725,4903185
01,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.3,4931.877,4903185
01,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.35,4947.80275,4903185
01,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.4,4963.4762,4903185
01,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.45,4978.323,4903185
01,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.5,4995.002,4903185
01,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.55,5013.25265,4903185
01,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.6,5030.11,4903185
01,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.65,5048.01,4903185
01,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.7,5069.5068,4903185
01,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.75,5092.976,4903185
01,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.8,5116.5664,4903185
01,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.85,5150.336,4903185
01,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.9,5194.1288,4903185
01,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.95,5288.9165,4903185
01,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.975,5337.92005,4903185
01,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.99,5458.53378,4903185
01,2020-12-28,2 wk ahead cum death,2021-01-09,point,,5340.136,4903185
01,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.01,4880.99155,4903185
01,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.025,4925.95445,4903185
01,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.05,4974.5773,4903185
01,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.1,5036.0823,4903185
01,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.15,5092.72415,4903185
01,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.2,5127.328,4903185
01,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.25,5165.39825,4903185
01,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.3,5201.053,4903185
01,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.35,5238.10875,4903185
01,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.4,5268.0962,4903185
01,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.45,5304.36175,4903185
01,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.5,5340.136,4903185
01,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.55,5380.1539,4903185
01,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.6,5421.153,4903185
01,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.65,5463.5101,4903185
01,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.7,5510.0056,4903185
01,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.75,5563.497,4903185
01,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.8,5623.2798,4903185
01,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.85,5689.952,4903185
01,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.9,5790.463,4903185
01,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.95,5961.4981,4903185
01,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.975,6091.5278,4903185
01,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.99,6349.94046,4903185
01,2020-12-28,3 wk ahead cum death,2021-01-16,point,,5695.984,4903185
01,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.01,4962.37836,4903185
01,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.025,5037.49575,4903185
01,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.05,5112.0822,4903185
01,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.1,5208.7669,4903185
01,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.15,5295.97315,4903185
01,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.2,5356.62,4903185
01,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.25,5414.96025,4903185
01,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.3,5469.7305,4903185
01,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.35,5525.62975,4903185
01,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.4,5575.1302,4903185
01,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.45,5632.6385,4903185
01,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.5,5695.984,4903185
01,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.55,5756.59215,4903185
01,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.6,5816.6428,4903185
01,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.65,5885.4533,4903185
01,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.7,5964.1158,4903185
01,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.75,6049.511,4903185
01,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.8,6139.6398,4903185
01,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.85,6250.2258,4903185
01,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.9,6407.6666,4903185
01,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.95,6699.3315,4903185
01,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.975,6915.84975,4903185
01,2020-12-28,3 wk ahead cum death,2021-01-16,quantile,0.99,7345.14998,4903185
01,2020-12-28,4 wk ahead cum death,2021-01-23,point,,6053.836,4903185
01,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.01,5010.35652,4903185
01,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.025,5122.896925,4903185
01,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.05,5230.47835,4903185
01,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.1,5370.2717,4903185
01,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.15,5491.11895,4903185
01,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.2,5579.951,4903185
01,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.25,5665.71475,4903185
01,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.3,5739.7025,4903185
01,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.35,5816.74975,4903185
01,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.4,5888.6622,4903185
01,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.45,5970.5935,4903185
01,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.5,6053.836,4903185
01,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.55,6138.6574,4903185
01,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.6,6222.1568,4903185
01,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.65,6317.2514,4903185
01,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.7,6422.8986,4903185
01,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.75,6538.4075,4903185
01,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.8,6671.453,4903185
01,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.85,6818.1669,4903185
01,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.9,7046.342,4903185
01,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.95,7439.9283,4903185
01,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.975,7774.40545,4903185
01,2020-12-28,4 wk ahead cum death,2021-01-23,quantile,0.99,8312.35244,4903185
02,2020-12-28,1 wk ahead inc death,2021-01-02,point,,17.521,731545
02,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.01,1.505,731545
02,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.025,3.003,731545
02,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.05,4.945,731545
02,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.1,6.443,731545
02,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.15,8.385,731545
02,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.2,10.045,731545
02,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.25,11.504,731545
02,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.3,12.503,731545
02,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.35,14.037,731545
02,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.4,15.523,731545
02,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.45,16.522,731545
02,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.5,17.521,731545
02,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.55,18.52,731545
02,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.6,19.966,731545
02,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.65,21.97,731545
02,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.7,23.416,731545
02,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.75,25.414,731545
02,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.8,27.858,731545
02,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.85,31.17,731545
02,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.9,34.604,731545
02,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.95,40.4937,731545
02,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.975,47.944,731545
02,2020-12-28,1 wk ahead inc death,2021-01-02,quantile,0.99,59.05604,731545
02,2020-12-28,2 wk ahead inc death,2021-01-09,point,,20.26,731545
02,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.01,1.995,731545
02,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.025,3.463,731545
02,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.05,5.428,731545
02,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.1,7.897,731545
02,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.15,9.365,731545
02,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.2,11.792,731545
02,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.25,12.862,731545
02,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.3,14.396,731545
02,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.35,15.93,731545
02,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.4,17.708,731545
02,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.45,19.704,731545
02,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.5,20.26,731545
02,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.55,22.256,731545
02,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.6,23.809,731545
02,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.65,25.364,731545
02,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.7,27.363,731545
02,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.75,29.913,731545
02,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.8,31.911,731545
02,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.85,34.8191,731545
02,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.9,39.188,731545
02,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.95,47.754,731545
02,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.975,54.886,731545
02,2020-12-28,2 wk ahead inc death,2021-01-09,quantile,0.99,63.08468,731545
02,2020-12-28,3 wk ahead inc death,2021-01-16,point,,21.403,731545
02,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.01,0.971,731545
02,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.025,2.946575,731545
02,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.05,4.924,731545
02,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.1,7.386,731545
02,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.15,9.878,731545
02,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.2,11.934,731545
02,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.25,13.86525,731545
02,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.3,15.073,731545
02,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.35,16.607,731545
02,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.4,18.47,731545
02,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.45,19.576,731545
02,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.5,21.403,731545
02,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.55,23.232,731545
02,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.6,24.783,731545
02,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.65,26.338,731545
02,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.7,28.443,731545
02,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.75,30.994,731545
02,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.8,33.1,731545
02,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.85,37.678,731545
02,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.9,41.376,731545
02,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.95,48.64,731545
02,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.975,55.52215,731545
02,2020-12-28,3 wk ahead inc death,2021-01-16,quantile,0.99,65.34234,731545
02,2020-12-28,4 wk ahead inc death,2021-01-23,point,,23.547,731545
02,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.01,1.491,731545
02,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.025,2.485,731545
02,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.05,4.45,731545
02,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.1,6.912,731545
02,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.15,9.871,731545
02,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.2,11.545,731545
02,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.25,14.145,731545
02,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.3,15.754,731545
02,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.35,17.819,731545
02,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.4,19.893,731545
02,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.45,21.444,731545
02,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.5,23.547,731545
02,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.55,24.653,731545
02,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.6,26.758,731545
02,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.65,28.863,731545
02,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.7,31.52,731545
02,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.75,33.626,731545
02,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.8,36.2884000000001,731545
02,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.85,41.036,731545
02,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.9,45.734,731545
02,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.95,53.3,731545
02,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.975,58.734,731545
02,2020-12-28,4 wk ahead inc death,2021-01-23,quantile,0.99,71.61634,731545
02,2020-12-28,1 wk ahead cum death,2021-01-02,point,,217.521,731545
02,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.01,201.505,731545
02,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.025,203.003,731545
02,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.05,204.945,731545
02,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.1,206.443,731545
02,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.15,208.385,731545
02,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.2,210.045,731545
02,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.25,211.504,731545
02,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.3,212.503,731545
02,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.35,214.037,731545
02,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.4,215.523,731545
02,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.45,216.522,731545
02,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.5,217.521,731545
02,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.55,218.52,731545
02,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.6,219.966,731545
02,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.65,221.97,731545
02,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.7,223.416,731545
02,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.75,225.414,731545
02,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.8,227.858,731545
02,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.85,231.17,731545
02,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.9,234.604,731545
02,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.95,240.4937,731545
02,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.975,247.944,731545
02,2020-12-28,1 wk ahead cum death,2021-01-02,quantile,0.99,259.05604,731545
02,2020-12-28,2 wk ahead cum death,2021-01-09,point,,237.781,731545
02,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.01,203.5,731545
02,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.025,206.466,731545
02,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.05,210.373,731545
02,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.1,214.34,731545
02,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.15,217.75,731545
02,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.2,221.837,731545
02,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.25,224.366,731545
02,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.3,226.899,731545
02,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.35,229.967,731545
02,2020-12-28,2 wk ahead cum death,2021-01-09,quantile,0.4,233.231,731545
