time,quantile,hosp_curr,cum_death,death,infections,cum_infections,hosp
2020-05-03,75%,862848.0000000006,98732,8175.000000000005,3852539,49517566.00000002,116235.00000000007
2020-05-03,80%,969686,111236.80000000002,9217.2,3952905,51739282.2,129010.20000000007
2020-05-03,85%,1247383.8000000012,140345.40000000014,11760.400000000001,4058718.6,53652442.60000001,173994.40000000017
2020-05-03,90%,1542889.0000000002,171743.2000000003,14602.000000000011,4184328,55772807,211048.40000000014
2020-05-03,95%,1808917.1999999997,203651,17107.8,4309924,59250676.8,242540.39999999997
2020-05-03,97.5%,1950037.5999999996,223953,18482,4438054,61131000,259131.19999999998
2020-05-03,99%,2086999.1199999987,242054.63999999984,19774.399999999987,4591118,64223459,274422.87999999995
2020-05-04,1%,91984.32,15232.6,823.52,1202955.4,13527450.84,14131.24
2020-05-04,2.5%,102918.2,17017,920,1291634.4,14828113,15739.2
2020-05-04,5%,113885,18732.4,1034,1381103.6,15842381,17329.4
2020-05-04,10%,128655.6,21023,1164,1466922.5999999999,17166463.400000002,19536
2020-05-04,15%,146163.60000000003,24893.2,1335,1518968,18187265,21925.4
2020-05-04,20%,214343.2,34761.2,1938,1561109.2000000002,18791819,32915.2
2020-05-04,25%,247736,39511,2244,1608041,19500179,37522
2020-05-04,30%,277725.6,43342.4,2535.6,1645148,20122423,41583.399999999994
2020-05-04,35%,349249.60000000003,47173.8,3216.800000000001,1682195.4000000001,20729665,49842.800000000054
2020-05-04,40%,415281.2,52460.40000000001,3848,1726249,21536207.6,59048.600000000006
2020-05-04,45%,452077.60000000003,57717.6,4191.8,1776897.7999999998,22663106.400000002,63847.600000000006
2020-05-04,50%,482469,64425,4462,1921080,26712909,67839
2020-05-04,55%,509586,73885,4731.200000000001,3531860,42903480.400000006,72307.20000000001
2020-05-04,60%,540549.6,80320.4,5026,3735768,46592457.20000001,77786.2
2020-05-04,65%,591938,87427.20000000001,5493.800000000001,3912975.400000002,49201451,85902.00000000001
2020-05-04,70%,807608.6000000001,96312.00000000004,7629.200000000002,4045257,51447836.6,109156.00000000015
2020-05-04,75%,940474.0000000001,107293.00000000001,8904.000000000013,4166950,53699292,125973.00000000006
2020-05-04,80%,1052987.4000000001,121182.6,10041.600000000006,4272948,55966916.60000001,139257.40000000002
2020-05-04,85%,1369176.600000002,153108.60000000003,13004.2,4384348,58027299,189666.0000000005
2020-05-04,90%,1690533.8000000007,187742.8000000001,15992.800000000012,4507524,60345901,229066.80000000016
2020-05-04,95%,1970345.799999999,222715.8,18707.399999999994,4650207.999999999,63932992.39999999,262032.99999999994
2020-05-04,97.5%,2115672.5999999987,244005,20104.2,4775046,65984527,278659
2020-05-04,99%,2264218.3999999994,263508.27999999997,21431.839999999997,4920000,69107683.39999995,294904.72
2020-05-05,1%,102735.32,16200.96,930.1600000000001,1322002.44,14837188,15917.12
2020-05-05,2.5%,115031.6,18057.6,1041.8,1425462,16276721.600000001,17821.8
2020-05-05,5%,127455.40000000001,19880.8,1162,1518500,17357763,19628
2020-05-05,10%,143780,22352,1314,1607041.6,18771897.6,21921.8
2020-05-05,15%,163123.80000000002,26418,1491,1660695,19850865,24527.800000000003
2020-05-05,20%,240409.6,37069,2182,1702207.8,20538748.200000003,37071.00000000001
2020-05-05,25%,276551,42176,2516,1746425,21244612,42259
2020-05-05,30%,309118.8,46332,2845.2,1789521,21911268.2,46473.6
2020-05-05,35%,386456.2000000002,50789.600000000006,3575.600000000001,1825647.8,22555909.4,54673.80000000001
2020-05-05,40%,457602.2000000001,56535.40000000001,4272,1871581.4000000001,23409591.200000003,64184.40000000001
2020-05-05,45%,498914.80000000005,62646,4648.4,1926713.2000000002,24583962,69679
2020-05-05,50%,532050,69673,4955,2085013,28574440,74351
2020-05-05,55%,558692,78865.60000000003,5233.6,3833858,46746917.6,79943.20000000001
2020-05-05,60%,594583.2000000001,86097.00000000001,5530.200000000001,4054385,50631460,86900.6
2020-05-05,65%,651710.8000000002,93661.80000000005,6050.4000000000015,4231757,53482374.00000003,95838.40000000002
2020-05-05,70%,879355.6000000001,104169.80000000003,8330.200000000004,4380767.4,55866452.400000006,118145.20000000001
2020-05-05,75%,1021617.0000000009,116467.00000000003,9704.000000000007,4498566,58222049.00000003,135245.0000000001
2020-05-05,80%,1141870,131996.40000000002,10833.6,4619035,60584868.2,148789.60000000003
2020-05-05,85%,1502839.4000000001,167295,14209.400000000009,4728396.800000001,62771710.80000001,206571.80000000008
2020-05-05,90%,1844833.8,205345.00000000058,17472.00000000001,4861862.8,65173038.20000005,247988.80000000002
2020-05-05,95%,2140595.5999999996,242683.99999999994,20392.4,5015404,68831340.6,282052.4
2020-05-05,97.5%,2295221,265593.8,21785,5137999.2,71025387.99999999,297958.6
2020-05-05,99%,2446521.0399999996,286955.4399999997,23248,5275730.479999997,74232640.27999999,314465.63999999996
2020-05-06,1%,115638.16,17286.239999999998,1053.52,1457143.3599999999,16326641.2,18000.6
2020-05-06,2.5%,129148.6,19251.8,1164.6,1556299.4000000001,17800933,20166.2
2020-05-06,5%,142935.6,21226,1303.6,1653495,19030954.200000003,22065.4
2020-05-06,10%,160970.80000000002,23840,1480.2,1752552.6,20565934.2,24503
2020-05-06,15%,181349.00000000003,28072.2,1678.8,1806971.6,21666891,27113.4
2020-05-06,20%,270306.4,39641.8,2469.4,1853192,22410258.8,41645.4
2020-05-06,25%,309817,45235,2843,1898960,23139491,47251
2020-05-06,30%,344259.4,49686.79999999999,3192,1943710.4,23852047,51741
2020-05-06,35%,425646.40000000014,54921.00000000001,3985.200000000003,1980583,24548655.400000002,59509.600000000006
2020-05-06,40%,505138.00000000006,60872.40000000001,4738.000000000001,2027920.8,25437971.400000002,69294.6
2020-05-06,45%,549970.8,68080.8,5123.8,2089934,26603277,75461.2
2020-05-06,50%,585663,75334,5474,2273955,30552076,80705
2020-05-06,55%,617034.4,84274.20000000001,5762,4197249,51051258,88369.6
2020-05-06,60%,656347.0000000001,92483.6,6136.200000000001,4424416.8,55092187.2,96910.2
2020-05-06,65%,715842.2000000002,100611.40000000002,6681.000000000004,4613334.4,58145444,106415.00000000003
2020-05-06,70%,957064.4000000001,112852.6,9054.600000000013,4770835,60670508,127030.8000000001
2020-05-06,75%,1108192,126329,10542.000000000011,4906035,63093720.000000015,144839.00000000006
2020-05-06,80%,1237164.8000000005,143902.80000000008,11751.800000000005,5023701,65652889,158468.6
2020-05-06,85%,1646357.8000000024,183223.40000000023,15641.2,5143830,67909789,223451.2000000004
2020-05-06,90%,2009671.2000000016,224400.40000000002,19079.80000000001,5275828.200000002,70515967.60000001,266483.60000000015
2020-05-06,95%,2319622.4,264977.5999999999,22032,5446049.3999999985,74310899.19999999,300773.6
2020-05-06,97.5%,2478407.7999999993,288947.6,23570.199999999997,5571702.6,76537354.4,317418.39999999997
2020-05-06,99%,2636772.0399999996,311119.03999999934,25109.199999999983,5724591.559999998,79988605.83999991,334021.19999999995
2020-05-07,1%,130397.76,18537.16,1203.2400000000002,1599209.48,18015853.68,20207.44
2020-05-07,2.5%,145839,20624.8,1339.6,1700633.2,19572038.8,22599.800000000003
2020-05-07,5%,160265.4,22721,1481,1803014,20869324.8,24563.4
2020-05-07,10%,180110.40000000002,25537.4,1676.2,1902219,22489796,27169.4
2020-05-07,15%,202079,29930.800000000003,1890.4,1961181,23619357.2,29912.8
2020-05-07,20%,303947.4000000001,42553.600000000006,2788.4,2009181,24458808,46803.8
2020-05-07,25%,346950,48555,3228,2061534,25206902,52499
2020-05-07,30%,384139.4,53475.399999999994,3584.2,2104310,25967564.799999997,57202.799999999996
2020-05-07,35%,469707.80000000005,59671.00000000001,4405.200000000001,2144837.8,26679234,64585
2020-05-07,40%,557113,66030.6,5254,2192717,27641320,74261
2020-05-07,45%,604486.8,73757.40000000001,5707.6,2263170.4,28930995.400000002,80496.4
2020-05-07,50%,641373,81418,6049,2479048,32912254,87151
2020-05-07,55%,679306.6000000001,90445.4,6387.6,4582242.4,55678760.000000015,98001.40000000002
2020-05-07,60%,725550.2,99609.6,6804.200000000001,4830047.4,59958593,107470.6
2020-05-07,65%,795266.6000000002,108390.6,7455.600000000008,5022373.800000001,63236945,117341.40000000001
2020-05-07,70%,1037929.200000002,121823.8,9923.400000000003,5185974.800000003,65901509.6,135732.60000000003
2020-05-07,75%,1199378.0000000007,137716.0000000001,11460,5330371,68427808.00000001,153756.0000000001
2020-05-07,80%,1333430.0000000002,156882.20000000007,12751.800000000001,5454099,71130578.80000001,168044.2
2020-05-07,85%,1801384.000000001,200165.40000000002,17162.20000000001,5585415,73469142,240658.00000000003
2020-05-07,90%,2179943.200000002,245213.60000000027,20810.800000000007,5718243.600000001,76202992,284604.20000000007
2020-05-07,95%,2507055.1999999997,288929.19999999995,23914.799999999996,5885308,80206975,319426.4
2020-05-07,97.5%,2668193.3999999994,314481,25514.599999999995,6036522.4,82499625,336158.19999999995
2020-05-07,99%,2833509.3999999994,337628.48,26987.48,6191035,86115794,352898.12
2020-05-08,1%,147129.2,19930.4,1374.08,1747048,19793321.76,22559.52
2020-05-08,2.5%,164189.2,22119.4,1520.8,1859014,21481094,25280.199999999997
2020-05-08,5%,180101.6,24433.2,1696.6,1953196,22826773.6,27337.6
2020-05-08,10%,201211.40000000002,27435.4,1893,2056244.8,24572540.8,29890.8
2020-05-08,15%,225273.4,31909.800000000003,2118.8,2124224,25744777,32808.4
2020-05-08,20%,341585.6,45796.2,3180.4,2172425,26621683,51893.40000000001
2020-05-08,25%,388462,52336,3640,2229714,27427243,58100
2020-05-08,30%,428669.19999999995,57668.399999999994,4023.3999999999996,2271110,28265893,62830
2020-05-08,35%,515025.80000000005,64522.8,4894.800000000001,2317111,28990660.2,69418.00000000001
2020-05-08,40%,608542.8,71895.2,5778.8,2367137,30007187.6,79256.20000000001
2020-05-08,45%,660067.4,80016.8,6264.4000000000005,2439995,31386598.800000004,85658.4
2020-05-08,50%,702014,87962,6666,2662670,35609010,93283
2020-05-08,55%,748305.6000000001,97420.80000000002,7075.6,4977863,60762413.8,108480.20000000004
2020-05-08,60%,803810.6,106994.80000000003,7562.200000000001,5230236.800000001,65175566,118617.80000000002
2020-05-08,65%,882768.6000000004,116962.80000000002,8329.200000000003,5441032.6,68614754,128393.2
2020-05-08,70%,1121577.0000000037,132084.20000000007,10745.000000000007,5611824.800000001,71606371,145067.40000000002
2020-05-08,75%,1293331.0000000012,150116.00000000003,12387.000000000002,5757917,74231062,163226.00000000003
2020-05-08,80%,1431525.6,170265.60000000003,13713.200000000003,5891850.4,77027205,177515.80000000002
2020-05-08,85%,1958384.4000000022,218852.8000000001,18711.400000000012,6032190,79448705.6,258497.40000000002
2020-05-08,90%,2359396.2,267907.20000000007,22646.000000000022,6164060,82395580,302838
2020-05-08,95%,2699517.3999999994,314635.99999999994,25825.4,6340829,86506893,338274.19999999984
2020-05-08,97.5%,2866864.9999999995,341814.4,27483.999999999996,6488744,88835818,355110.2
2020-05-08,99%,3034938.2799999993,366363.87999999954,29035.879999999997,6643160.199999996,92716648,371589.9999999999
2020-05-09,1%,166158.64,21475.559999999998,1548.08,1888731,21715094.6,25437.84
2020-05-09,2.5%,184694.40000000002,23867.199999999997,1741.8000000000002,2003311,23468202,28299.2
2020-05-09,5%,202677.2,26366.8,1901.2,2116875,24984044.6,30401
2020-05-09,10%,225300.2,29564.6,2129.4,2221061,26827653.000000004,33134.6
2020-05-09,15%,250980.20000000004,34189.00000000001,2371.8,2292524.6,28066472,36223.8
2020-05-09,20%,383583.4,49470.4,3584.8,2344288.8,28996386,58032
2020-05-09,25%,434689,56494,4114,2404409,29819012,64577
2020-05-09,30%,478082.6,62175,4524.6,2450184.4,30752522,69486.4
2020-05-09,35%,563439.6000000001,70098.20000000001,5372.000000000004,2498224.4,31469904,76292.80000000002
2020-05-09,40%,663509.4,78293.6,6307.6,2554862.4000000004,32551833.6,86277.8
2020-05-09,45%,719924,86851.8,6847.200000000001,2629935,33935822,93147.6
2020-05-09,50%,768322,95218,7292,2876862,38515767,101714
2020-05-09,55%,823482.6000000002,105270.20000000001,7775.600000000002,5382483,66269776,121149.20000000001
2020-05-09,60%,893404.6000000001,115548.4,8432.6,5654373,70774368,131625
2020-05-09,65%,982716.8000000003,126387,9267.400000000005,5878888.8,74513791.60000001,141786
2020-05-09,70%,1216505.6,143381.20000000004,11618.40000000002,6058701.600000001,77684305.20000002,157630.40000000008
2020-05-09,75%,1395138.0000000016,163390.00000000003,13326.000000000005,6195296,80532126.00000001,177204.00000000003
2020-05-09,80%,1536953.2000000002,184586.00000000006,14699.800000000001,6340434.2,83318158.00000001,192454.8
2020-05-09,85%,2130777.2000000016,239041.00000000017,20295.20000000006,6489512.800000001,86035714.8,282922.4000000005
2020-05-09,90%,2558269.000000003,292668.80000000075,24450.20000000001,6616352,88969150.00000003,330632.20000000007
2020-05-09,95%,2910503.3999999994,341977.19999999995,27794.399999999983,6794851,93269909,365915.19999999995
2020-05-09,97.5%,3075411.8,371101.2,29418.6,6954113.4,95845369,384718.99999999994
2020-05-09,99%,3251567.4399999995,397150.0399999999,31044.359999999997,7104315,99726984,400707.9999999999
2020-05-10,1%,186419,23252.239999999998,1744.1200000000001,2049114.2799999998,23818160.240000002,28407.28
2020-05-10,2.5%,207330,25832.2,1963.8,2163945.6,25683025.2,31516
2020-05-10,5%,227096.40000000002,28541.199999999997,2141,2283171.6,27254187,33802.4
2020-05-10,10%,251489.59999999998,31984.6,2381.2,2397241,29268785,36680.600000000006
2020-05-10,15%,277721.6,36784.4,2635.8000000000006,2474047.4,30527013.400000002,39740.8
2020-05-10,20%,430519,53563.80000000002,4043,2529980.4,31547456,64808.600000000006
2020-05-10,25%,485604,61217,4610,2587994,32389359,71547
2020-05-10,30%,531312.7999999999,67166.2,5031.4,2642774.5999999996,33345229.6,76560.6
2020-05-10,35%,614941.6000000001,75829.40000000001,5847.200000000001,2694961,34148318,83626.6
2020-05-10,40%,720432.3999999999,85092.80000000002,6836.4000000000005,2758667.8,35272327.400000006,94193.6
2020-05-10,45%,784238.4,94156.20000000001,7419.4,2839708,36747721.400000006,101554
2020-05-10,50%,839174,103105,7919,3095610,41648864,111616
2020-05-10,55%,910394.6000000001,113782.40000000007,8617.2,5810791,72139474,134597.00000000003
2020-05-10,60%,995213.0000000003,125156.60000000002,9409.4,6095810,76873745,145438.6
2020-05-10,65%,1092652.8000000003,137052.00000000003,10361.600000000002,6324781,80812879.4,156292.8
2020-05-10,70%,1319434.6,156028,12488.800000000007,6505771.200000001,84263701,172763.40000000002
2020-05-10,75%,1507696.0000000002,177581.00000000015,14316.000000000015,6643773,87130635,192863.00000000012
2020-05-10,80%,1652953,200063.40000000008,15681.800000000003,6789577.4,90024721.4,209084.40000000008
2020-05-10,85%,2317117.2,261094.2,22109.400000000005,6935741,93009749,311605.4000000001
2020-05-10,90%,2770981.200000001,319111.8000000001,26279.4,7064876,96041549.40000004,360452.80000000016
2020-05-10,95%,3134681.4,371257.99999999977,29692.399999999994,7257348,100340096,398574.8
2020-05-10,97.5%,3307380.7999999993,402205.4,31322.999999999996,7408567.8,103117090.4,418940.8
2020-05-10,99%,3483136.599999999,429878.8399999994,33022.999999999985,7534982.159999998,107003237.95999998,434926.16
2020-05-11,1%,209138.76,25213.08,1959.08,2216516.08,25997341.76,31597.92
2020-05-11,2.5%,233022.8,28014.6,2195,2334387,28070461,34877.4
2020-05-11,5%,253718.2,30993.6,2397.6,2465428.4000000004,29746310.6,37171.4
2020-05-11,10%,279684.6,34605,2642.2,2588935.2,31854167.8,40254.4
2020-05-11,15%,307352,39655.4,2910.8,2671303,33214085,43438.4
2020-05-11,20%,482114.6,58217,4547,2731797.5999999996,34331050,71443.4
2020-05-11,25%,541826,66356,5104,2794183,35170722,78586
2020-05-11,30%,588539,72650.59999999999,5588.6,2850870,36168197,83956.4
2020-05-11,35%,673360.4000000001,82068.20000000003,6356,2908907,37053527,91026.20000000001
2020-05-11,40%,781955.2000000001,92102.20000000001,7329,2975623,38257775.4,102157.40000000001
2020-05-11,45%,849829.8,101983.8,7942.4,3067662,39813047.2,109951.6
2020-05-11,50%,912861,111886,8560,3343886,45013067,121422
2020-05-11,55%,1011012.4000000001,123496.20000000001,9501.6,6236313.200000001,78416526.8,147944.40000000005
2020-05-11,60%,1106894.4000000001,135667.60000000003,10455.400000000001,6537375,83454539.4,159709.80000000002
2020-05-11,65%,1208893.6000000003,148805.60000000006,11413.6,6750446,87651955.60000001,171116.80000000005
2020-05-11,70%,1430744.0000000014,168945.2,13437.2,6941469.6000000015,91283005,187942.60000000003
2020-05-11,75%,1626294,192711.0000000001,15209.000000000005,7079623,94160318.00000001,208993.0000000001
2020-05-11,80%,1776987.8000000003,216928.20000000007,16610.2,7236532,97313182,226473.00000000003
2020-05-11,85%,2526107.2000000067,284748.00000000006,23703.400000000005,7366918,100341252,338688.20000000024
2020-05-11,90%,3001761.8000000003,347442.60000000027,28082.40000000001,7499366,103620863,391734.4000000001
2020-05-11,95%,3375175.4,402549.19999999984,31547.399999999994,7687039.199999999,107890243,431122.5999999999
2020-05-11,97.5%,3558151.8,434633.79999999993,33237.599999999984,7832147.599999999,110925589,452799.79999999993
2020-05-11,99%,3734656.5199999996,464857.07999999996,35008.119999999966,7964363.479999998,114769202.43999998,469444.79999999993
2020-05-12,1%,235149.76,27462.879999999997,2192.5600000000004,2386622.44,28402887.84,34929.32
2020-05-12,2.5%,260934.6,30473,2459.8,2521746,30660880,38340.8
2020-05-12,5%,282869.8,33710.6,2650.4,2655728,32368594.2,40662.4
2020-05-12,10%,309502.8,37504.4,2917,2793557.2,34673913.6,43929
2020-05-12,15%,339029,42794.8,3201.8,2881779.2,36098490.6,47178.799999999996
2020-05-12,20%,538285.6,63636.40000000001,5060.200000000001,2949260.2,37263677.8,78685.6
2020-05-12,25%,601774,72098,5651,3012681,38179866,85785
2020-05-12,30%,651788.2,78863.79999999999,6133.6,3074531.6,39215560,91312
2020-05-12,35%,734966.8000000002,89000,6827.000000000002,3133854,40176791,98830.8
2020-05-12,40%,848927.8,99905.8,7844.4000000000015,3216159.6,41479148,110715.60000000002
2020-05-12,45%,917520,110547.20000000001,8491.4,3309272.4000000004,43095573.8,119111.6
2020-05-12,50%,996335,121279,9209,3590860,48628298,132267
2020-05-12,55%,1123710.6,134217.6,10550.2,6642651.2,85055225,161933.8
2020-05-12,60%,1227040.4,147056.80000000002,11493,6963203,90432287.2,174324.80000000002
2020-05-12,65%,1331561.6,161553.40000000002,12519.800000000001,7172308,94911231.20000002,186442
2020-05-12,70%,1547618.8000000003,183240.8000000001,14285.8,7361761.000000002,98646868.6,204927.80000000008
2020-05-12,75%,1753219.0000000023,209009,16149.000000000004,7512165.000000001,101655221,226332
2020-05-12,80%,1912977.6,234207.6000000001,17565.60000000001,7653441,105006712,243586.2
2020-05-12,85%,2755956.8000000007,310192.8000000003,25481.200000000033,7778272,108014331.4,368824.80000000156
2020-05-12,90%,3253034.600000003,377398.6,29924.600000000013,7897696,111556638,425488.80000000016
2020-05-12,95%,3633671.999999999,435794.8,33510.8,8084986.2,115925195,466026.2
2020-05-12,97.5%,3826673.6,469700.5999999999,35167.99999999999,8228173,119131941.79999998,489050.6
2020-05-12,99%,4001076.1999999983,501305.51999999967,36811.15999999998,8353060.479999999,123026011,506403.88
2020-05-13,1%,263101.72000000003,30035.6,2470.6000000000004,2571103.3600000003,31035519.96,38363.08
2020-05-13,2.5%,290937.8,33230,2733,2715661.8000000003,33447067.6,41805.8
2020-05-13,5%,313858,36652,2957,2863966,35290463.6,44518
2020-05-13,10%,341781.2,40789.2,3242.2,3013322,37731526,47897.8
2020-05-13,15%,372306.4,46309,3540.8,3114486,39236929,51394
2020-05-13,20%,598357,69366,5671.800000000001,3183350,40468159.4,86298
2020-05-13,25%,665019,78419,6284,3251233,41480636,93489
2020-05-13,30%,718379.8,85534,6778.6,3318125.4,42550517,99247.6
2020-05-13,35%,800752.4,96724,7535.200000000003,3388157,43581892.2,108091
2020-05-13,40%,918894.2000000001,108407.20000000001,8543.400000000001,3481147,44997570,120869.8
2020-05-13,45%,991743.2000000001,119940.79999999999,9233.4,3572002,46616339,129692.20000000001
2020-05-13,50%,1080472,131450,10043,3924691,52520242,143919
2020-05-13,55%,1245990,146068.40000000002,11801.6,7073895,92158733.20000002,177319.6
2020-05-13,60%,1353682.6,160023.40000000002,12840,7375686.8,97823322.4,190327.60000000003
2020-05-13,65%,1464456,175211.20000000004,13872,7573822.800000001,102476715.20000002,203658.20000000004
2020-05-13,70%,1679332.2000000011,198709.80000000034,15647.800000000003,7757348,106395088.20000002,223874.2
2020-05-13,75%,1891789.0000000014,226321,17564,7917324,109593772.00000001,246754
2020-05-13,80%,2059624.4000000004,252937.20000000007,19058.800000000003,8035056,113072642,264561
2020-05-13,85%,3009437.6000000024,337557.20000000054,27986.600000000002,8152999,116184629.00000003,404605.80000000243
2020-05-13,90%,3519663.0000000005,409898.8000000002,32647.400000000038,8276837.000000001,119805535.20000002,465646.6000000001
2020-05-13,95%,3915502.999999999,472384,36367.79999999998,8447054.4,124398291.79999998,507318.4
2020-05-13,97.5%,4120881.5999999996,507078.2,38163.399999999994,8583039.599999998,127501312,530979.4
2020-05-13,99%,4300227.639999997,540647.4399999998,39763,8704296,131621180,549724.9199999997
2020-05-14,1%,292343.2,32843,2751.56,2780415.88,33876675.88,41982.28
2020-05-14,2.5%,323294,36313.2,3082.6000000000004,2930538.6,36384401.6,45866
2020-05-14,5%,346400.4,39978,3293.2,3093108,38368983,48503.8
2020-05-14,10%,376087.4,44413.600000000006,3595.2,3257266.6,41043743.2,52023.4
2020-05-14,15%,408548.60000000003,50160.399999999994,3888.6000000000004,3365017.4000000004,42603367.4,55954
2020-05-14,20%,664528.6000000001,75621,6325.6,3446643,43942288.400000006,94152.6
2020-05-14,25%,734919,85472,6978,3517319,45040360,102009
2020-05-14,30%,789034,93180.79999999999,7526.199999999999,3588291,46132757,108060.6
2020-05-14,35%,872139.0000000006,104946.40000000002,8255.2,3671903.6,47254699,117973.80000000002
2020-05-14,40%,995528.4000000001,117846.6,9352.6,3765442.6,48745228,131519.2
2020-05-14,45%,1072864.2,130156,10099.6,3870402,50453958.400000006,140943
2020-05-14,50%,1171204,142669,11031,4248990,56565087,155819
2020-05-14,55%,1379720.4000000008,159320.6,13137.6,7467857.6,99678214,193014.60000000003
2020-05-14,60%,1493038.8000000003,174468.00000000003,14239.2,7764285.6,105620804.00000001,206913.2
2020-05-14,65%,1608826.8000000003,190738.20000000007,15349.8,7954098,110511549,221316.20000000007
2020-05-14,70%,1823941.4000000015,215568.2,17135.2,8130354.4,114546860.80000001,244457.0000000001
2020-05-14,75%,2041117,245570.00000000006,19160,8270732,117862955,268429
2020-05-14,80%,2219016.2,273649.80000000005,20776.800000000003,8375780,121413998,287201.4
2020-05-14,85%,3274607.400000002,369328.2,30897.80000000002,8488555.4,124653697,444172.2000000011
2020-05-14,90%,3814602.600000004,445688.4000000005,35762.80000000002,8601101,128356222.60000001,506900.4
2020-05-14,95%,4222495.199999999,511110.5999999998,39650.79999999999,8762506.2,133092493,551287.7999999999
2020-05-14,97.5%,4445911.6,547776.2,41601.6,8895116,136214871,575170.2
2020-05-14,99%,4622292.2399999965,583407.3999999999,43229,8985312,140475304,595885.3599999999
2020-05-15,1%,324741.64,35972.56,3096.2799999999997,2995093.3600000003,36973444.84,45977.2
2020-05-15,2.5%,356944.6,39811.8,3410,3161474,39554063,49854.8
2020-05-15,5%,380887.19999999995,43665,3640.2,3336026,41618159.4,52631.8
2020-05-15,10%,413432.2,48340.4,3952.6000000000004,3511015.4000000004,44547016,56407.600000000006
2020-05-15,15%,447354.4,54347.20000000001,4266,3636929,46260200.6,60456
2020-05-15,20%,735355,82747.80000000002,7008.6,3723237,47660732,102252.8
2020-05-15,25%,808430,93260,7697,3804183,48866565,110726
2020-05-15,30%,864799.2,101377.19999999998,8237.2,3880829,50012729,117136.2
2020-05-15,35%,950817.4000000001,113867.00000000003,9041.6,3973910.2,51218071,127994
2020-05-15,40%,1077349.4000000001,128191.8,10154.400000000001,4073310,52816995.20000001,142480.4
2020-05-15,45%,1160694.6,141011.40000000002,10938.2,4193692,54592107,152204.80000000002
2020-05-15,50%,1272064,154732,12035,4620781,61382743,167962
2020-05-15,55%,1519318.6,173555.2,14510.2,7826285.000000002,107607114.4,209917.40000000002
2020-05-15,60%,1639041.4000000004,189949,15683,8104262.8,113809549.4,224161
2020-05-15,65%,1764031.0000000002,207729.80000000008,16804.600000000006,8289346,118832904.2,240440.6
2020-05-15,70%,1979608.4,234345.20000000013,18655.200000000008,8436305.2,123048415,265634.6000000001
2020-05-15,75%,2203876.000000002,266755,20791.000000000025,8564746,126436607,290570.00000000006
2020-05-15,80%,2386979.4,295846.6,22480.200000000004,8664338.8,130179792,309145
2020-05-15,85%,3570275.200000003,403327.4000000004,33719.60000000001,8765613,133449444,484765.40000000014
2020-05-15,90%,4133890.000000001,485528.0000000007,39020.60000000001,8869337,137168577,549906.0000000005
2020-05-15,95%,4553354.8,553575.3999999999,42964.8,9010804.4,141955474.79999995,595468.7999999999
2020-05-15,97.5%,4785882.6,592697.2,45080.6,9124095,145101424,619975.7999999999
2020-05-15,99%,4976092.76,630703.5199999993,46775.47999999999,9227530.6,149507894,641574.3199999998
2020-05-16,1%,358489.88,39561.72,3401,3228497.2,40135792.760000005,49969.840000000004
2020-05-16,2.5%,392789.4,43553.399999999994,3734.8,3417202.6,42955346.4,54003.4
2020-05-16,5%,418898.80000000005,47641.2,3995.4,3597183,45215709,57101
2020-05-16,10%,452293.8,52636.2,4314.4,3800220,48329134,61093.2
2020-05-16,15%,488060.60000000003,59056.400000000016,4670.4,3929826,50183157.599999994,65482.6
2020-05-16,20%,809388.6000000001,90436.79999999999,7724.4,4029375.5999999996,51709915,110818.40000000001
2020-05-16,25%,884908,101730,8439,4110504,52972966,119858
2020-05-16,30%,944078.4,110406,8997,4207137,54246842.400000006,126866.6
2020-05-16,35%,1036625.0000000001,123372.20000000001,9808.600000000004,4304539.000000001,55507333,138580
2020-05-16,40%,1166601,139394.19999999998,11041.8,4406562.2,57256948,153982.40000000002
2020-05-16,45%,1254937,153026,11860,4550799,59071139.800000004,163684.2
2020-05-16,50%,1379084,167896,13125,5018756,66395407,180437
2020-05-16,55%,1666137.8,189199.40000000008,15922,8159044.2,115726928,227921.40000000002
2020-05-16,60%,1796034.6,207050.40000000002,17135.4,8397440,122281629.2,243107.60000000003
2020-05-16,65%,1928573.8000000005,226403.8000000001,18400.800000000003,8565640.8,127436662.6,259938.60000000003
2020-05-16,70%,2150488.4000000004,254446.80000000002,20351.2,8684843,131679243,286680.60000000003
2020-05-16,75%,2380997.000000001,289514.00000000006,22567.000000000015,8793899,135203511.00000003,313074
2020-05-16,80%,2568264.8,320186.6000000001,24304.800000000003,8876104.2,139145097.8,332327.4000000001
2020-05-16,85%,3884106.4000000046,440466.8000000007,36749.60000000001,8971742,142400859,525697.0000000002
2020-05-16,90%,4473777.200000001,527447.6000000004,42414.20000000004,9066339,146121538,593590
2020-05-16,95%,4914780.6,600133.8,46482.6,9189273.600000001,150987696,641243.8
2020-05-16,97.5%,5152650.8,641226.2,48702.600000000006,9296937,154180550.79999998,665686.7999999999
2020-05-16,99%,5342684.359999998,681703.6799999995,50478.88,9409535.319999997,158636517,688784.84
