target_id,location_id,location_name,type,quantile,value
7 day ahead inc,16,Idaho,point,NA,2.06
1 day ahead inc,17,Illinois,point,NA,18.233
2 day ahead inc,17,Illinois,point,NA,22.195
3 day ahead inc,17,Illinois,point,NA,26.628
4 day ahead inc,17,Illinois,point,NA,31.498
5 day ahead inc,17,Illinois,point,NA,36.688
6 day ahead inc,17,Illinois,point,NA,42.129
7 day ahead inc,17,Illinois,point,NA,47.601
1 day ahead inc,18,Indiana,point,NA,7.067
2 day ahead inc,18,Indiana,point,NA,8.369
3 day ahead inc,18,Indiana,point,NA,9.715
4 day ahead inc,18,Indiana,point,NA,11.049
5 day ahead inc,18,Indiana,point,NA,12.602
6 day ahead inc,18,Indiana,point,NA,14.214
7 day ahead inc,18,Indiana,point,NA,15.979
1 day ahead inc,19,Iowa,point,NA,1
2 day ahead inc,19,Iowa,point,NA,1.001
3 day ahead inc,19,Iowa,point,NA,1.476
4 day ahead inc,19,Iowa,point,NA,1.961
5 day ahead inc,19,Iowa,point,NA,2.007
6 day ahead inc,19,Iowa,point,NA,2.2
7 day ahead inc,19,Iowa,point,NA,2.599
1 day ahead inc,20,Kansas,point,NA,1.864
2 day ahead inc,20,Kansas,point,NA,2.001
3 day ahead inc,20,Kansas,point,NA,2.149
4 day ahead inc,20,Kansas,point,NA,2.809
5 day ahead inc,20,Kansas,point,NA,3.121
6 day ahead inc,20,Kansas,point,NA,3.668
7 day ahead inc,20,Kansas,point,NA,4.208
1 day ahead inc,21,Kentucky,point,NA,1.57
2 day ahead inc,21,Kentucky,point,NA,1.863
3 day ahead inc,21,Kentucky,point,NA,1.982
4 day ahead inc,21,Kentucky,point,NA,2.182
5 day ahead inc,21,Kentucky,point,NA,2.537
6 day ahead inc,21,Kentucky,point,NA,2.709
7 day ahead inc,21,Kentucky,point,NA,3.086
1 day ahead inc,22,Louisiana,point,NA,34.072
2 day ahead inc,22,Louisiana,point,NA,39.166
3 day ahead inc,22,Louisiana,point,NA,44.563
4 day ahead inc,22,Louisiana,point,NA,50.301
5 day ahead inc,22,Louisiana,point,NA,56.342
6 day ahead inc,22,Louisiana,point,NA,61.599
7 day ahead inc,22,Louisiana,point,NA,66.508
1 day ahead inc,23,Maine,point,NA,1.357
2 day ahead inc,23,Maine,point,NA,2.035
3 day ahead inc,23,Maine,point,NA,2.869
4 day ahead inc,23,Maine,point,NA,3.855
5 day ahead inc,23,Maine,point,NA,5.137
6 day ahead inc,23,Maine,point,NA,6.721
7 day ahead inc,23,Maine,point,NA,8.663
1 day ahead inc,24,Maryland,point,NA,1.958
2 day ahead inc,24,Maryland,point,NA,2.261
3 day ahead inc,24,Maryland,point,NA,2.617
4 day ahead inc,24,Maryland,point,NA,3.065
5 day ahead inc,24,Maryland,point,NA,3.503
6 day ahead inc,24,Maryland,point,NA,4.007
7 day ahead inc,24,Maryland,point,NA,4.568
1 day ahead inc,25,Massachusetts,point,NA,13.755
2 day ahead inc,25,Massachusetts,point,NA,16.773
3 day ahead inc,25,Massachusetts,point,NA,20.001
4 day ahead inc,25,Massachusetts,point,NA,23.563
5 day ahead inc,25,Massachusetts,point,NA,27.502
6 day ahead inc,25,Massachusetts,point,NA,31.837
7 day ahead inc,25,Massachusetts,point,NA,36.568
1 day ahead inc,26,Michigan,point,NA,41.56
2 day ahead inc,26,Michigan,point,NA,50.079
3 day ahead inc,26,Michigan,point,NA,59.431
4 day ahead inc,26,Michigan,point,NA,69.604
5 day ahead inc,26,Michigan,point,NA,80.58
6 day ahead inc,26,Michigan,point,NA,92.379
7 day ahead inc,26,Michigan,point,NA,104.88
1 day ahead inc,27,Minnesota,point,NA,3.537
2 day ahead inc,27,Minnesota,point,NA,4.639
3 day ahead inc,27,Minnesota,point,NA,5.946
4 day ahead inc,27,Minnesota,point,NA,7.583
5 day ahead inc,27,Minnesota,point,NA,9.495
6 day ahead inc,27,Minnesota,point,NA,11.742
7 day ahead inc,27,Minnesota,point,NA,14.311
1 day ahead inc,28,Mississippi,point,NA,4.851
2 day ahead inc,28,Mississippi,point,NA,6.449
3 day ahead inc,28,Mississippi,point,NA,8.06
4 day ahead inc,28,Mississippi,point,NA,9.942
5 day ahead inc,28,Mississippi,point,NA,12.245
6 day ahead inc,28,Mississippi,point,NA,14.866
7 day ahead inc,28,Mississippi,point,NA,17.851
1 day ahead inc,29,Missouri,point,NA,2.002
2 day ahead inc,29,Missouri,point,NA,2.109
3 day ahead inc,29,Missouri,point,NA,2.644
4 day ahead inc,29,Missouri,point,NA,2.981
5 day ahead inc,29,Missouri,point,NA,3.08
6 day ahead inc,29,Missouri,point,NA,3.518
7 day ahead inc,29,Missouri,point,NA,3.964
1 day ahead inc,30,Montana,point,NA,0
2 day ahead inc,30,Montana,point,NA,0
3 day ahead inc,30,Montana,point,NA,0
4 day ahead inc,30,Montana,point,NA,0.003
5 day ahead inc,30,Montana,point,NA,0.022
6 day ahead inc,30,Montana,point,NA,0.075
7 day ahead inc,30,Montana,point,NA,0.185
1 day ahead inc,31,Nebraska,point,NA,0
2 day ahead inc,31,Nebraska,point,NA,0.09
3 day ahead inc,31,Nebraska,point,NA,0.108
4 day ahead inc,31,Nebraska,point,NA,0.173
5 day ahead inc,31,Nebraska,point,NA,0.246
6 day ahead inc,31,Nebraska,point,NA,0.328
7 day ahead inc,31,Nebraska,point,NA,0.431
1 day ahead inc,32,Nevada,point,NA,3.002
2 day ahead inc,32,Nevada,point,NA,3.904
3 day ahead inc,32,Nevada,point,NA,4.216
4 day ahead inc,32,Nevada,point,NA,4.916
5 day ahead inc,32,Nevada,point,NA,5.631
6 day ahead inc,32,Nevada,point,NA,6.327
7 day ahead inc,32,Nevada,point,NA,7.1
1 day ahead inc,33,New Hampshire,point,NA,0
2 day ahead inc,33,New Hampshire,point,NA,0
3 day ahead inc,33,New Hampshire,point,NA,0
4 day ahead inc,33,New Hampshire,point,NA,0.008
5 day ahead inc,33,New Hampshire,point,NA,0.042
6 day ahead inc,33,New Hampshire,point,NA,0.118
7 day ahead inc,33,New Hampshire,point,NA,0.229
1 day ahead inc,34,New Jersey,point,NA,40.654
2 day ahead inc,34,New Jersey,point,NA,47.3
3 day ahead inc,34,New Jersey,point,NA,54.344
4 day ahead inc,34,New Jersey,point,NA,61.649
5 day ahead inc,34,New Jersey,point,NA,69.157
6 day ahead inc,34,New Jersey,point,NA,76.74
7 day ahead inc,34,New Jersey,point,NA,84.369
1 day ahead inc,35,New Mexico,point,NA,0
2 day ahead inc,35,New Mexico,point,NA,0.106
3 day ahead inc,35,New Mexico,point,NA,0.136
4 day ahead inc,35,New Mexico,point,NA,0.208
5 day ahead inc,35,New Mexico,point,NA,0.319
6 day ahead inc,35,New Mexico,point,NA,0.441
7 day ahead inc,35,New Mexico,point,NA,0.565
1 day ahead inc,36,New York,point,NA,277.237
2 day ahead inc,36,New York,point,NA,332.278
3 day ahead inc,36,New York,point,NA,391.115
4 day ahead inc,36,New York,point,NA,452.206
5 day ahead inc,36,New York,point,NA,513.734
6 day ahead inc,36,New York,point,NA,573.636
7 day ahead inc,36,New York,point,NA,631.822
1 day ahead inc,37,North Carolina,point,NA,2.835
2 day ahead inc,37,North Carolina,point,NA,3.526
3 day ahead inc,37,North Carolina,point,NA,4.538
4 day ahead inc,37,North Carolina,point,NA,5.739
5 day ahead inc,37,North Carolina,point,NA,7.189
6 day ahead inc,37,North Carolina,point,NA,8.853
7 day ahead inc,37,North Carolina,point,NA,10.785
1 day ahead inc,38,North Dakota,point,NA,0
2 day ahead inc,38,North Dakota,point,NA,0
3 day ahead inc,38,North Dakota,point,NA,0
4 day ahead inc,38,North Dakota,point,NA,0
5 day ahead inc,38,North Dakota,point,NA,0
6 day ahead inc,38,North Dakota,point,NA,0.005
7 day ahead inc,38,North Dakota,point,NA,0.043
1 day ahead inc,39,Ohio,point,NA,7.051
2 day ahead inc,39,Ohio,point,NA,8.397
3 day ahead inc,39,Ohio,point,NA,9.921
4 day ahead inc,39,Ohio,point,NA,11.444
5 day ahead inc,39,Ohio,point,NA,13.102
6 day ahead inc,39,Ohio,point,NA,14.87
7 day ahead inc,39,Ohio,point,NA,16.756
1 day ahead inc,40,Oklahoma,point,NA,5.215
2 day ahead inc,40,Oklahoma,point,NA,6.477
3 day ahead inc,40,Oklahoma,point,NA,7.951
4 day ahead inc,40,Oklahoma,point,NA,9.618
5 day ahead inc,40,Oklahoma,point,NA,11.516
6 day ahead inc,40,Oklahoma,point,NA,13.646
7 day ahead inc,40,Oklahoma,point,NA,16.033
1 day ahead inc,41,Oregon,point,NA,2
2 day ahead inc,41,Oregon,point,NA,2
3 day ahead inc,41,Oregon,point,NA,2.127
4 day ahead inc,41,Oregon,point,NA,2.991
5 day ahead inc,41,Oregon,point,NA,3
6 day ahead inc,41,Oregon,point,NA,3.079
7 day ahead inc,41,Oregon,point,NA,3.555
1 day ahead inc,42,Pennsylvania,point,NA,11.95
2 day ahead inc,42,Pennsylvania,point,NA,14.457
3 day ahead inc,42,Pennsylvania,point,NA,17.234
4 day ahead inc,42,Pennsylvania,point,NA,20.301
5 day ahead inc,42,Pennsylvania,point,NA,23.606
6 day ahead inc,42,Pennsylvania,point,NA,27.132
7 day ahead inc,42,Pennsylvania,point,NA,30.926
1 day ahead inc,44,Rhode Island,point,NA,1
2 day ahead inc,44,Rhode Island,point,NA,1.003
3 day ahead inc,44,Rhode Island,point,NA,1.682
4 day ahead inc,44,Rhode Island,point,NA,1.99
5 day ahead inc,44,Rhode Island,point,NA,2.248
6 day ahead inc,44,Rhode Island,point,NA,2.793
7 day ahead inc,44,Rhode Island,point,NA,3.275
1 day ahead inc,45,South Carolina,point,NA,3.446
2 day ahead inc,45,South Carolina,point,NA,4
3 day ahead inc,45,South Carolina,point,NA,4.967
4 day ahead inc,45,South Carolina,point,NA,5.551
5 day ahead inc,45,South Carolina,point,NA,6.228
6 day ahead inc,45,South Carolina,point,NA,7.213
7 day ahead inc,45,South Carolina,point,NA,8.303
1 day ahead inc,46,South Dakota,point,NA,0
2 day ahead inc,46,South Dakota,point,NA,0
3 day ahead inc,46,South Dakota,point,NA,0
4 day ahead inc,46,South Dakota,point,NA,0
5 day ahead inc,46,South Dakota,point,NA,0.007
6 day ahead inc,46,South Dakota,point,NA,0.034
7 day ahead inc,46,South Dakota,point,NA,0.078
1 day ahead inc,47,Tennessee,point,NA,2
2 day ahead inc,47,Tennessee,point,NA,2.926
3 day ahead inc,47,Tennessee,point,NA,3.011
4 day ahead inc,47,Tennessee,point,NA,3.957
5 day ahead inc,47,Tennessee,point,NA,4.553
6 day ahead inc,47,Tennessee,point,NA,5.276
7 day ahead inc,47,Tennessee,point,NA,6.213
1 day ahead inc,48,Texas,point,NA,7.699
2 day ahead inc,48,Texas,point,NA,9.024
3 day ahead inc,48,Texas,point,NA,10.497
4 day ahead inc,48,Texas,point,NA,12.157
5 day ahead inc,48,Texas,point,NA,14.01
6 day ahead inc,48,Texas,point,NA,16.056
7 day ahead inc,48,Texas,point,NA,18.286
1 day ahead inc,49,Utah,point,NA,0
2 day ahead inc,49,Utah,point,NA,0.379
3 day ahead inc,49,Utah,point,NA,0.471
4 day ahead inc,49,Utah,point,NA,0.66
5 day ahead inc,49,Utah,point,NA,0.813
6 day ahead inc,49,Utah,point,NA,1.015
7 day ahead inc,49,Utah,point,NA,1.224
1 day ahead inc,50,Vermont,point,NA,1.997
2 day ahead inc,50,Vermont,point,NA,2.008
3 day ahead inc,50,Vermont,point,NA,2.331
4 day ahead inc,50,Vermont,point,NA,2.527
5 day ahead inc,50,Vermont,point,NA,2.623
6 day ahead inc,50,Vermont,point,NA,2.929
7 day ahead inc,50,Vermont,point,NA,3.123
1 day ahead inc,51,Virginia,point,NA,3.212
2 day ahead inc,51,Virginia,point,NA,3.618
3 day ahead inc,51,Virginia,point,NA,4.09
4 day ahead inc,51,Virginia,point,NA,4.621
5 day ahead inc,51,Virginia,point,NA,5.165
6 day ahead inc,51,Virginia,point,NA,5.801
7 day ahead inc,51,Virginia,point,NA,6.515
1 day ahead inc,53,Washington,point,NA,16.319
2 day ahead inc,53,Washington,point,NA,17.189
3 day ahead inc,53,Washington,point,NA,18.136
4 day ahead inc,53,Washington,point,NA,18.905
5 day ahead inc,53,Washington,point,NA,19.599
6 day ahead inc,53,Washington,point,NA,20.331
7 day ahead inc,53,Washington,point,NA,21.041
1 day ahead inc,54,West Virginia,point,NA,0.065
2 day ahead inc,54,West Virginia,point,NA,0.098
3 day ahead inc,54,West Virginia,point,NA,0.125
4 day ahead inc,54,West Virginia,point,NA,0.166
5 day ahead inc,54,West Virginia,point,NA,0.25
6 day ahead inc,54,West Virginia,point,NA,0.37
7 day ahead inc,54,West Virginia,point,NA,0.496
1 day ahead inc,55,Wisconsin,point,NA,4.135
2 day ahead inc,55,Wisconsin,point,NA,4.945
3 day ahead inc,55,Wisconsin,point,NA,5.885
4 day ahead inc,55,Wisconsin,point,NA,6.919
5 day ahead inc,55,Wisconsin,point,NA,8.083
6 day ahead inc,55,Wisconsin,point,NA,9.355
7 day ahead inc,55,Wisconsin,point,NA,10.742
1 day ahead inc,56,Wyoming,point,NA,0
2 day ahead inc,56,Wyoming,point,NA,0
3 day ahead inc,56,Wyoming,point,NA,0
4 day ahead inc,56,Wyoming,point,NA,0
5 day ahead inc,56,Wyoming,point,NA,0
6 day ahead inc,56,Wyoming,point,NA,0.002
7 day ahead inc,56,Wyoming,point,NA,0.009
1 day ahead inc,1,Alabama,quantile,0.025,3
2 day ahead inc,1,Alabama,quantile,0.025,4
3 day ahead inc,1,Alabama,quantile,0.025,5
4 day ahead inc,1,Alabama,quantile,0.025,6
5 day ahead inc,1,Alabama,quantile,0.025,7
6 day ahead inc,1,Alabama,quantile,0.025,8
7 day ahead inc,1,Alabama,quantile,0.025,10
1 day ahead inc,2,Alaska,quantile,0.025,0
2 day ahead inc,2,Alaska,quantile,0.025,0
3 day ahead inc,2,Alaska,quantile,0.025,0
4 day ahead inc,2,Alaska,quantile,0.025,0
5 day ahead inc,2,Alaska,quantile,0.025,0
6 day ahead inc,2,Alaska,quantile,0.025,0
7 day ahead inc,2,Alaska,quantile,0.025,0
1 day ahead inc,4,Arizona,quantile,0.025,4
2 day ahead inc,4,Arizona,quantile,0.025,5
3 day ahead inc,4,Arizona,quantile,0.025,6
4 day ahead inc,4,Arizona,quantile,0.025,7
5 day ahead inc,4,Arizona,quantile,0.025,8
6 day ahead inc,4,Arizona,quantile,0.025,9
7 day ahead inc,4,Arizona,quantile,0.025,11
1 day ahead inc,5,Arkansas,quantile,0.025,2
2 day ahead inc,5,Arkansas,quantile,0.025,2
3 day ahead inc,5,Arkansas,quantile,0.025,3
4 day ahead inc,5,Arkansas,quantile,0.025,3
5 day ahead inc,5,Arkansas,quantile,0.025,4
6 day ahead inc,5,Arkansas,quantile,0.025,4
7 day ahead inc,5,Arkansas,quantile,0.025,5
1 day ahead inc,6,California,quantile,0.025,21
2 day ahead inc,6,California,quantile,0.025,24
3 day ahead inc,6,California,quantile,0.025,27
4 day ahead inc,6,California,quantile,0.025,31
5 day ahead inc,6,California,quantile,0.025,34
6 day ahead inc,6,California,quantile,0.025,38
7 day ahead inc,6,California,quantile,0.025,43
1 day ahead inc,8,Colorado,quantile,0.025,11
2 day ahead inc,8,Colorado,quantile,0.025,13
3 day ahead inc,8,Colorado,quantile,0.025,16
4 day ahead inc,8,Colorado,quantile,0.025,18
5 day ahead inc,8,Colorado,quantile,0.025,21
6 day ahead inc,8,Colorado,quantile,0.025,24
7 day ahead inc,8,Colorado,quantile,0.025,27
1 day ahead inc,9,Connecticut,quantile,0.025,7
2 day ahead inc,9,Connecticut,quantile,0.025,8
3 day ahead inc,9,Connecticut,quantile,0.025,8
4 day ahead inc,9,Connecticut,quantile,0.025,9
5 day ahead inc,9,Connecticut,quantile,0.025,10
6 day ahead inc,9,Connecticut,quantile,0.025,11
7 day ahead inc,9,Connecticut,quantile,0.025,12
1 day ahead inc,10,Delaware,quantile,0.025,2
2 day ahead inc,10,Delaware,quantile,0.025,2
3 day ahead inc,10,Delaware,quantile,0.025,3
4 day ahead inc,10,Delaware,quantile,0.025,3
5 day ahead inc,10,Delaware,quantile,0.025,4
6 day ahead inc,10,Delaware,quantile,0.025,5
7 day ahead inc,10,Delaware,quantile,0.025,6
1 day ahead inc,11,District of Columbia,quantile,0.025,1
2 day ahead inc,11,District of Columbia,quantile,0.025,1
3 day ahead inc,11,District of Columbia,quantile,0.025,1
4 day ahead inc,11,District of Columbia,quantile,0.025,1
5 day ahead inc,11,District of Columbia,quantile,0.025,2
6 day ahead inc,11,District of Columbia,quantile,0.025,2
7 day ahead inc,11,District of Columbia,quantile,0.025,2
1 day ahead inc,12,Florida,quantile,0.025,9
2 day ahead inc,12,Florida,quantile,0.025,11
3 day ahead inc,12,Florida,quantile,0.025,12
4 day ahead inc,12,Florida,quantile,0.025,14
5 day ahead inc,12,Florida,quantile,0.025,16
6 day ahead inc,12,Florida,quantile,0.025,18
7 day ahead inc,12,Florida,quantile,0.025,20
1 day ahead inc,13,Georgia,quantile,0.025,14
2 day ahead inc,13,Georgia,quantile,0.025,16
3 day ahead inc,13,Georgia,quantile,0.025,18
4 day ahead inc,13,Georgia,quantile,0.025,21
5 day ahead inc,13,Georgia,quantile,0.025,24
6 day ahead inc,13,Georgia,quantile,0.025,26
7 day ahead inc,13,Georgia,quantile,0.025,29
1 day ahead inc,15,Hawaii,quantile,0.025,0
2 day ahead inc,15,Hawaii,quantile,0.025,0
3 day ahead inc,15,Hawaii,quantile,0.025,0
4 day ahead inc,15,Hawaii,quantile,0.025,0
5 day ahead inc,15,Hawaii,quantile,0.025,0
6 day ahead inc,15,Hawaii,quantile,0.025,0
7 day ahead inc,15,Hawaii,quantile,0.025,0
1 day ahead inc,16,Idaho,quantile,0.025,1
2 day ahead inc,16,Idaho,quantile,0.025,1
3 day ahead inc,16,Idaho,quantile,0.025,1
4 day ahead inc,16,Idaho,quantile,0.025,1
5 day ahead inc,16,Idaho,quantile,0.025,1
6 day ahead inc,16,Idaho,quantile,0.025,2
7 day ahead inc,16,Idaho,quantile,0.025,2
1 day ahead inc,17,Illinois,quantile,0.025,18
2 day ahead inc,17,Illinois,quantile,0.025,21
3 day ahead inc,17,Illinois,quantile,0.025,26
4 day ahead inc,17,Illinois,quantile,0.025,30
5 day ahead inc,17,Illinois,quantile,0.025,35
6 day ahead inc,17,Illinois,quantile,0.025,39
7 day ahead inc,17,Illinois,quantile,0.025,44
1 day ahead inc,18,Indiana,quantile,0.025,7
2 day ahead inc,18,Indiana,quantile,0.025,8
3 day ahead inc,18,Indiana,quantile,0.025,9
4 day ahead inc,18,Indiana,quantile,0.025,10
5 day ahead inc,18,Indiana,quantile,0.025,11
6 day ahead inc,18,Indiana,quantile,0.025,12
7 day ahead inc,18,Indiana,quantile,0.025,14
1 day ahead inc,19,Iowa,quantile,0.025,1
2 day ahead inc,19,Iowa,quantile,0.025,1
3 day ahead inc,19,Iowa,quantile,0.025,1
4 day ahead inc,19,Iowa,quantile,0.025,1
5 day ahead inc,19,Iowa,quantile,0.025,2
6 day ahead inc,19,Iowa,quantile,0.025,2
7 day ahead inc,19,Iowa,quantile,0.025,2
1 day ahead inc,20,Kansas,quantile,0.025,1
2 day ahead inc,20,Kansas,quantile,0.025,2
3 day ahead inc,20,Kansas,quantile,0.025,2
4 day ahead inc,20,Kansas,quantile,0.025,2
5 day ahead inc,20,Kansas,quantile,0.025,3
6 day ahead inc,20,Kansas,quantile,0.025,3
7 day ahead inc,20,Kansas,quantile,0.025,4
1 day ahead inc,21,Kentucky,quantile,0.025,1
2 day ahead inc,21,Kentucky,quantile,0.025,1
3 day ahead inc,21,Kentucky,quantile,0.025,2
4 day ahead inc,21,Kentucky,quantile,0.025,2
5 day ahead inc,21,Kentucky,quantile,0.025,2
6 day ahead inc,21,Kentucky,quantile,0.025,2
7 day ahead inc,21,Kentucky,quantile,0.025,2
1 day ahead inc,22,Louisiana,quantile,0.025,28
2 day ahead inc,22,Louisiana,quantile,0.025,30
3 day ahead inc,22,Louisiana,quantile,0.025,33
4 day ahead inc,22,Louisiana,quantile,0.025,35
5 day ahead inc,22,Louisiana,quantile,0.025,37
6 day ahead inc,22,Louisiana,quantile,0.025,38
7 day ahead inc,22,Louisiana,quantile,0.025,38
1 day ahead inc,23,Maine,quantile,0.025,1
2 day ahead inc,23,Maine,quantile,0.025,2
3 day ahead inc,23,Maine,quantile,0.025,2
4 day ahead inc,23,Maine,quantile,0.025,3
5 day ahead inc,23,Maine,quantile,0.025,4
6 day ahead inc,23,Maine,quantile,0.025,5
7 day ahead inc,23,Maine,quantile,0.025,6
1 day ahead inc,24,Maryland,quantile,0.025,1
2 day ahead inc,24,Maryland,quantile,0.025,2
3 day ahead inc,24,Maryland,quantile,0.025,2
4 day ahead inc,24,Maryland,quantile,0.025,2
5 day ahead inc,24,Maryland,quantile,0.025,2
6 day ahead inc,24,Maryland,quantile,0.025,2
7 day ahead inc,24,Maryland,quantile,0.025,3
1 day ahead inc,25,Massachusetts,quantile,0.025,13
2 day ahead inc,25,Massachusetts,quantile,0.025,16
3 day ahead inc,25,Massachusetts,quantile,0.025,18
4 day ahead inc,25,Massachusetts,quantile,0.025,21
5 day ahead inc,25,Massachusetts,quantile,0.025,24
6 day ahead inc,25,Massachusetts,quantile,0.025,28
7 day ahead inc,25,Massachusetts,quantile,0.025,31
1 day ahead inc,26,Michigan,quantile,0.025,37
2 day ahead inc,26,Michigan,quantile,0.025,42
3 day ahead inc,26,Michigan,quantile,0.025,48
4 day ahead inc,26,Michigan,quantile,0.025,54
5 day ahead inc,26,Michigan,quantile,0.025,60
6 day ahead inc,26,Michigan,quantile,0.025,66
7 day ahead inc,26,Michigan,quantile,0.025,73
1 day ahead inc,27,Minnesota,quantile,0.025,3
2 day ahead inc,27,Minnesota,quantile,0.025,4
3 day ahead inc,27,Minnesota,quantile,0.025,5
4 day ahead inc,27,Minnesota,quantile,0.025,6
5 day ahead inc,27,Minnesota,quantile,0.025,7
6 day ahead inc,27,Minnesota,quantile,0.025,8
7 day ahead inc,27,Minnesota,quantile,0.025,10
1 day ahead inc,28,Mississippi,quantile,0.025,2
2 day ahead inc,28,Mississippi,quantile,0.025,3
3 day ahead inc,28,Mississippi,quantile,0.025,3
4 day ahead inc,28,Mississippi,quantile,0.025,4
5 day ahead inc,28,Mississippi,quantile,0.025,4
6 day ahead inc,28,Mississippi,quantile,0.025,5
7 day ahead inc,28,Mississippi,quantile,0.025,6
1 day ahead inc,29,Missouri,quantile,0.025,2
2 day ahead inc,29,Missouri,quantile,0.025,2
3 day ahead inc,29,Missouri,quantile,0.025,2
4 day ahead inc,29,Missouri,quantile,0.025,3
5 day ahead inc,29,Missouri,quantile,0.025,3
6 day ahead inc,29,Missouri,quantile,0.025,3
7 day ahead inc,29,Missouri,quantile,0.025,3
1 day ahead inc,30,Montana,quantile,0.025,0
2 day ahead inc,30,Montana,quantile,0.025,0
3 day ahead inc,30,Montana,quantile,0.025,0
4 day ahead inc,30,Montana,quantile,0.025,0
5 day ahead inc,30,Montana,quantile,0.025,0
6 day ahead inc,30,Montana,quantile,0.025,0
7 day ahead inc,30,Montana,quantile,0.025,0
1 day ahead inc,31,Nebraska,quantile,0.025,0
