location,target_id,quantile,value,location_id,type
North Carolina,5 day ahead inc,NA,9.789,37,point
North Carolina,6 day ahead inc,NA,11.68,37,point
North Carolina,7 day ahead inc,NA,13.756,37,point
New York,1 day ahead inc,NA,468.581,36,point
New York,2 day ahead inc,NA,538.162,36,point
New York,3 day ahead inc,NA,607.292,36,point
New York,4 day ahead inc,NA,672.21,36,point
New York,5 day ahead inc,NA,730.887,36,point
New York,6 day ahead inc,NA,780.65,36,point
New York,7 day ahead inc,NA,819.114,36,point
New Mexico,1 day ahead inc,NA,1.001,35,point
New Mexico,2 day ahead inc,NA,1.181,35,point
New Mexico,3 day ahead inc,NA,1.785,35,point
New Mexico,4 day ahead inc,NA,2.14,35,point
New Mexico,5 day ahead inc,NA,2.688,35,point
New Mexico,6 day ahead inc,NA,3.306,35,point
New Mexico,7 day ahead inc,NA,3.999,35,point
New Jersey,1 day ahead inc,NA,66.362,34,point
New Jersey,2 day ahead inc,NA,74.025,34,point
New Jersey,3 day ahead inc,NA,81.486,34,point
New Jersey,4 day ahead inc,NA,88.635,34,point
New Jersey,5 day ahead inc,NA,95.343,34,point
New Jersey,6 day ahead inc,NA,99.823,34,point
New Jersey,7 day ahead inc,NA,102.859,34,point
New Hampshire,1 day ahead inc,NA,2.997,33,point
New Hampshire,2 day ahead inc,NA,3.539,33,point
New Hampshire,3 day ahead inc,NA,4.121,33,point
New Hampshire,4 day ahead inc,NA,4.752,33,point
New Hampshire,5 day ahead inc,NA,5.413,33,point
New Hampshire,6 day ahead inc,NA,6.095,33,point
New Hampshire,7 day ahead inc,NA,6.788,33,point
Nevada,1 day ahead inc,NA,7,32,point
Nevada,2 day ahead inc,NA,8.036,32,point
Nevada,3 day ahead inc,NA,9.32,32,point
Nevada,4 day ahead inc,NA,10.543,32,point
Nevada,5 day ahead inc,NA,11.845,32,point
Nevada,6 day ahead inc,NA,13.16,32,point
Nevada,7 day ahead inc,NA,14.354,32,point
Nebraska,1 day ahead inc,NA,1.018,31,point
Nebraska,2 day ahead inc,NA,1.403,31,point
Nebraska,3 day ahead inc,NA,1.901,31,point
Nebraska,4 day ahead inc,NA,2.26,31,point
Nebraska,5 day ahead inc,NA,2.804,31,point
Nebraska,6 day ahead inc,NA,3.387,31,point
Nebraska,7 day ahead inc,NA,4.048,31,point
Montana,1 day ahead inc,NA,0,30,point
Montana,2 day ahead inc,NA,0.004,30,point
Montana,3 day ahead inc,NA,0.485,30,point
Montana,4 day ahead inc,NA,0.967,30,point
Montana,5 day ahead inc,NA,0.999,30,point
Montana,6 day ahead inc,NA,1.009,30,point
Montana,7 day ahead inc,NA,1.174,30,point
Missouri,1 day ahead inc,NA,2.019,29,point
Missouri,2 day ahead inc,NA,2.384,29,point
Missouri,3 day ahead inc,NA,2.937,29,point
Missouri,4 day ahead inc,NA,3.042,29,point
Missouri,5 day ahead inc,NA,3.251,29,point
Missouri,6 day ahead inc,NA,3.569,29,point
Missouri,7 day ahead inc,NA,4.026,29,point
Mississippi,1 day ahead inc,NA,5.804,28,point
Mississippi,2 day ahead inc,NA,6.807,28,point
Mississippi,3 day ahead inc,NA,7.932,28,point
Mississippi,4 day ahead inc,NA,9.217,28,point
Mississippi,5 day ahead inc,NA,10.613,28,point
Mississippi,6 day ahead inc,NA,12.196,28,point
Mississippi,7 day ahead inc,NA,13.93,28,point
Minnesota,1 day ahead inc,NA,4.241,27,point
Minnesota,2 day ahead inc,NA,5.216,27,point
Minnesota,3 day ahead inc,NA,6.322,27,point
Minnesota,4 day ahead inc,NA,7.506,27,point
Minnesota,5 day ahead inc,NA,8.814,27,point
Minnesota,6 day ahead inc,NA,10.254,27,point
Minnesota,7 day ahead inc,NA,11.817,27,point
Michigan,1 day ahead inc,NA,81.352,26,point
Michigan,2 day ahead inc,NA,93.825,26,point
Michigan,3 day ahead inc,NA,106.89,26,point
Michigan,4 day ahead inc,NA,120.371,26,point
Michigan,5 day ahead inc,NA,134.159,26,point
Michigan,6 day ahead inc,NA,147.95,26,point
Michigan,7 day ahead inc,NA,161.495,26,point
Massachusetts,1 day ahead inc,NA,26.165,25,point
Massachusetts,2 day ahead inc,NA,30.579,25,point
Massachusetts,3 day ahead inc,NA,35.408,25,point
Massachusetts,4 day ahead inc,NA,40.735,25,point
Massachusetts,5 day ahead inc,NA,46.59,25,point
Massachusetts,6 day ahead inc,NA,52.993,25,point
Massachusetts,7 day ahead inc,NA,59.983,25,point
Maryland,1 day ahead inc,NA,5.754,24,point
Maryland,2 day ahead inc,NA,6.8,24,point
Maryland,3 day ahead inc,NA,8.082,24,point
Maryland,4 day ahead inc,NA,9.496,24,point
Maryland,5 day ahead inc,NA,11.026,24,point
Maryland,6 day ahead inc,NA,12.684,24,point
Maryland,7 day ahead inc,NA,14.43,24,point
Maine,1 day ahead inc,NA,3.204,23,point
Maine,2 day ahead inc,NA,3.794,23,point
Maine,3 day ahead inc,NA,4.442,23,point
Maine,4 day ahead inc,NA,5.136,23,point
Maine,5 day ahead inc,NA,5.856,23,point
Maine,6 day ahead inc,NA,6.624,23,point
Maine,7 day ahead inc,NA,7.402,23,point
Louisiana,1 day ahead inc,NA,51.698,22,point
Louisiana,2 day ahead inc,NA,56.88,22,point
Louisiana,3 day ahead inc,NA,61.312,22,point
Louisiana,4 day ahead inc,NA,65.233,22,point
Louisiana,5 day ahead inc,NA,68.616,22,point
Louisiana,6 day ahead inc,NA,71.383,22,point
Louisiana,7 day ahead inc,NA,73.485,22,point
Kentucky,1 day ahead inc,NA,2,21,point
Kentucky,2 day ahead inc,NA,2.001,21,point
Kentucky,3 day ahead inc,NA,2.025,21,point
Kentucky,4 day ahead inc,NA,2.582,21,point
Kentucky,5 day ahead inc,NA,2.984,21,point
Kentucky,6 day ahead inc,NA,3.029,21,point
Kentucky,7 day ahead inc,NA,3.276,21,point
Kansas,1 day ahead inc,NA,2.111,20,point
Kansas,2 day ahead inc,NA,2.962,20,point
Kansas,3 day ahead inc,NA,3.13,20,point
Kansas,4 day ahead inc,NA,3.715,20,point
Kansas,5 day ahead inc,NA,4.255,20,point
Kansas,6 day ahead inc,NA,4.769,20,point
Kansas,7 day ahead inc,NA,5.521,20,point
Iowa,1 day ahead inc,NA,2,19,point
Iowa,2 day ahead inc,NA,3,19,point
Iowa,3 day ahead inc,NA,3.298,19,point
Iowa,4 day ahead inc,NA,4.014,19,point
Iowa,5 day ahead inc,NA,4.998,19,point
Iowa,6 day ahead inc,NA,5.956,19,point
Iowa,7 day ahead inc,NA,6.989,19,point
Indiana,1 day ahead inc,NA,10.595,18,point
Indiana,2 day ahead inc,NA,12.048,18,point
Indiana,3 day ahead inc,NA,13.587,18,point
Indiana,4 day ahead inc,NA,15.253,18,point
Indiana,5 day ahead inc,NA,17.045,18,point
Indiana,6 day ahead inc,NA,18.947,18,point
Indiana,7 day ahead inc,NA,20.969,18,point
Illinois,1 day ahead inc,NA,29.491,17,point
Illinois,2 day ahead inc,NA,34.623,17,point
Illinois,3 day ahead inc,NA,40.101,17,point
Illinois,4 day ahead inc,NA,45.798,17,point
Illinois,5 day ahead inc,NA,51.565,17,point
Illinois,6 day ahead inc,NA,57.237,17,point
Illinois,7 day ahead inc,NA,62.63,17,point
Idaho,1 day ahead inc,NA,2.009,16,point
Idaho,2 day ahead inc,NA,2.19,16,point
Idaho,3 day ahead inc,NA,2.717,16,point
Idaho,4 day ahead inc,NA,3.155,16,point
Idaho,5 day ahead inc,NA,3.397,16,point
Idaho,6 day ahead inc,NA,3.793,16,point
Idaho,7 day ahead inc,NA,4.437,16,point
Hawaii,1 day ahead inc,NA,0,15,point
Hawaii,2 day ahead inc,NA,0,15,point
Hawaii,3 day ahead inc,NA,0.012,15,point
Hawaii,4 day ahead inc,NA,0.042,15,point
Hawaii,5 day ahead inc,NA,0.108,15,point
Hawaii,6 day ahead inc,NA,0.222,15,point
Hawaii,7 day ahead inc,NA,0.356,15,point
Georgia,1 day ahead inc,NA,21.742,13,point
Georgia,2 day ahead inc,NA,24.745,13,point
Georgia,3 day ahead inc,NA,27.866,13,point
Georgia,4 day ahead inc,NA,31.206,13,point
Georgia,5 day ahead inc,NA,34.767,13,point
Georgia,6 day ahead inc,NA,38.486,13,point
Georgia,7 day ahead inc,NA,42.459,13,point
Florida,1 day ahead inc,NA,19.465,12,point
Florida,2 day ahead inc,NA,22.484,12,point
Florida,3 day ahead inc,NA,25.778,12,point
Florida,4 day ahead inc,NA,29.374,12,point
Florida,5 day ahead inc,NA,33.227,12,point
Florida,6 day ahead inc,NA,37.308,12,point
Florida,7 day ahead inc,NA,41.944,12,point
District of Columbia,1 day ahead inc,NA,2.933,11,point
District of Columbia,2 day ahead inc,NA,3.106,11,point
District of Columbia,3 day ahead inc,NA,3.875,11,point
District of Columbia,4 day ahead inc,NA,4.22,11,point
District of Columbia,5 day ahead inc,NA,4.936,11,point
District of Columbia,6 day ahead inc,NA,5.417,11,point
District of Columbia,7 day ahead inc,NA,6.088,11,point
Delaware,1 day ahead inc,NA,3.322,10,point
Delaware,2 day ahead inc,NA,3.816,10,point
Delaware,3 day ahead inc,NA,4.378,10,point
Delaware,4 day ahead inc,NA,4.975,10,point
Delaware,5 day ahead inc,NA,5.555,10,point
Delaware,6 day ahead inc,NA,6.185,10,point
Delaware,7 day ahead inc,NA,6.793,10,point
Connecticut,1 day ahead inc,NA,15.591,9,point
Connecticut,2 day ahead inc,NA,17.777,9,point
Connecticut,3 day ahead inc,NA,20.136,9,point
Connecticut,4 day ahead inc,NA,22.758,9,point
Connecticut,5 day ahead inc,NA,25.598,9,point
Connecticut,6 day ahead inc,NA,28.106,9,point
Connecticut,7 day ahead inc,NA,30.599,9,point
Colorado,1 day ahead inc,NA,20.717,8,point
Colorado,2 day ahead inc,NA,24.49,8,point
Colorado,3 day ahead inc,NA,28.581,8,point
Colorado,4 day ahead inc,NA,32.916,8,point
Colorado,5 day ahead inc,NA,37.466,8,point
Colorado,6 day ahead inc,NA,42.383,8,point
Colorado,7 day ahead inc,NA,47.491,8,point
California,1 day ahead inc,NA,35.285,6,point
California,2 day ahead inc,NA,39.766,6,point
California,3 day ahead inc,NA,44.525,6,point
California,4 day ahead inc,NA,49.53,6,point
California,5 day ahead inc,NA,54.718,6,point
California,6 day ahead inc,NA,60.072,6,point
California,7 day ahead inc,NA,65.028,6,point
Arkansas,1 day ahead inc,NA,2.095,5,point
Arkansas,2 day ahead inc,NA,2.879,5,point
Arkansas,3 day ahead inc,NA,3.101,5,point
Arkansas,4 day ahead inc,NA,3.736,5,point
Arkansas,5 day ahead inc,NA,4.24,5,point
Arkansas,6 day ahead inc,NA,4.937,5,point
Arkansas,7 day ahead inc,NA,5.657,5,point
Arizona,1 day ahead inc,NA,5.99,4,point
Arizona,2 day ahead inc,NA,6.877,4,point
Arizona,3 day ahead inc,NA,7.741,4,point
Arizona,4 day ahead inc,NA,8.835,4,point
Arizona,5 day ahead inc,NA,10.109,4,point
Arizona,6 day ahead inc,NA,11.513,4,point
Arizona,7 day ahead inc,NA,13.006,4,point
Alaska,1 day ahead inc,NA,1.846,2,point
Alaska,2 day ahead inc,NA,2.078,2,point
Alaska,3 day ahead inc,NA,2.34,2,point
Alaska,4 day ahead inc,NA,2.622,2,point
Alaska,5 day ahead inc,NA,2.912,2,point
Alaska,6 day ahead inc,NA,3.187,2,point
Alaska,7 day ahead inc,NA,3.465,2,point
Alabama,1 day ahead inc,NA,17.571,1,point
Alabama,2 day ahead inc,NA,24.746,1,point
Alabama,3 day ahead inc,NA,34.108,1,point
Alabama,4 day ahead inc,NA,45.923,1,point
Alabama,5 day ahead inc,NA,60.388,1,point
Alabama,6 day ahead inc,NA,77.632,1,point
Alabama,7 day ahead inc,NA,97.528,1,point
Wyoming,1 day ahead inc,0.025,0,56,quantile
Wyoming,2 day ahead inc,0.025,0,56,quantile
Wyoming,3 day ahead inc,0.025,0,56,quantile
Wyoming,4 day ahead inc,0.025,0,56,quantile
Wyoming,5 day ahead inc,0.025,0,56,quantile
Wyoming,6 day ahead inc,0.025,0,56,quantile
Wyoming,7 day ahead inc,0.025,0,56,quantile
Wisconsin,1 day ahead inc,0.025,5,55,quantile
Wisconsin,2 day ahead inc,0.025,5,55,quantile
Wisconsin,3 day ahead inc,0.025,6,55,quantile
Wisconsin,4 day ahead inc,0.025,6,55,quantile
Wisconsin,5 day ahead inc,0.025,7,55,quantile
Wisconsin,6 day ahead inc,0.025,7,55,quantile
Wisconsin,7 day ahead inc,0.025,8,55,quantile
West Virginia,1 day ahead inc,0.025,0,54,quantile
West Virginia,2 day ahead inc,0.025,0,54,quantile
West Virginia,3 day ahead inc,0.025,0,54,quantile
West Virginia,4 day ahead inc,0.025,0,54,quantile
West Virginia,5 day ahead inc,0.025,0,54,quantile
West Virginia,6 day ahead inc,0.025,0,54,quantile
West Virginia,7 day ahead inc,0.025,0,54,quantile
Washington,1 day ahead inc,0.025,12,53,quantile
Washington,2 day ahead inc,0.025,12,53,quantile
Washington,3 day ahead inc,0.025,11,53,quantile
Washington,4 day ahead inc,0.025,11,53,quantile
Washington,5 day ahead inc,0.025,10,53,quantile
Washington,6 day ahead inc,0.025,9,53,quantile
Washington,7 day ahead inc,0.025,10,53,quantile
Virginia,1 day ahead inc,0.025,4,51,quantile
Virginia,2 day ahead inc,0.025,5,51,quantile
Virginia,3 day ahead inc,0.025,5,51,quantile
Virginia,4 day ahead inc,0.025,6,51,quantile
Virginia,5 day ahead inc,0.025,6,51,quantile
Virginia,6 day ahead inc,0.025,7,51,quantile
Virginia,7 day ahead inc,0.025,7,51,quantile
Vermont,1 day ahead inc,0.025,1,50,quantile
Vermont,2 day ahead inc,0.025,1,50,quantile
Vermont,3 day ahead inc,0.025,2,50,quantile
Vermont,4 day ahead inc,0.025,1,50,quantile
Vermont,5 day ahead inc,0.025,1,50,quantile
Vermont,6 day ahead inc,0.025,1,50,quantile
Vermont,7 day ahead inc,0.025,1,50,quantile
Utah,1 day ahead inc,0.025,1,49,quantile
Utah,2 day ahead inc,0.025,1,49,quantile
Utah,3 day ahead inc,0.025,2,49,quantile
Utah,4 day ahead inc,0.025,2,49,quantile
Utah,5 day ahead inc,0.025,3,49,quantile
Utah,6 day ahead inc,0.025,3,49,quantile
Utah,7 day ahead inc,0.025,4,49,quantile
Texas,1 day ahead inc,0.025,12,48,quantile
Texas,2 day ahead inc,0.025,14,48,quantile
Texas,3 day ahead inc,0.025,16,48,quantile
Texas,4 day ahead inc,0.025,18,48,quantile
Texas,5 day ahead inc,0.025,20,48,quantile
Texas,6 day ahead inc,0.025,22,48,quantile
Texas,7 day ahead inc,0.025,25,48,quantile
Tennessee,1 day ahead inc,0.025,11,47,quantile
Tennessee,2 day ahead inc,0.025,15,47,quantile
Tennessee,3 day ahead inc,0.025,19,47,quantile
Tennessee,4 day ahead inc,0.025,24,47,quantile
Tennessee,5 day ahead inc,0.025,30,47,quantile
Tennessee,6 day ahead inc,0.025,36,47,quantile
Tennessee,7 day ahead inc,0.025,44,47,quantile
South Dakota,1 day ahead inc,0.025,0,46,quantile
South Dakota,2 day ahead inc,0.025,0,46,quantile
South Dakota,3 day ahead inc,0.025,0,46,quantile
South Dakota,4 day ahead inc,0.025,0,46,quantile
South Dakota,5 day ahead inc,0.025,0,46,quantile
South Dakota,6 day ahead inc,0.025,0,46,quantile
South Dakota,7 day ahead inc,0.025,0,46,quantile
South Carolina,1 day ahead inc,0.025,5,45,quantile
South Carolina,2 day ahead inc,0.025,5,45,quantile
South Carolina,3 day ahead inc,0.025,6,45,quantile
South Carolina,4 day ahead inc,0.025,6,45,quantile
South Carolina,5 day ahead inc,0.025,7,45,quantile
South Carolina,6 day ahead inc,0.025,8,45,quantile
South Carolina,7 day ahead inc,0.025,9,45,quantile
Rhode Island,1 day ahead inc,0.025,1,44,quantile
Rhode Island,2 day ahead inc,0.025,1,44,quantile
Rhode Island,3 day ahead inc,0.025,1,44,quantile
Rhode Island,4 day ahead inc,0.025,2,44,quantile
Rhode Island,5 day ahead inc,0.025,2,44,quantile
Rhode Island,6 day ahead inc,0.025,2,44,quantile
Rhode Island,7 day ahead inc,0.025,2,44,quantile
Pennsylvania,1 day ahead inc,0.025,17,42,quantile
Pennsylvania,2 day ahead inc,0.025,20,42,quantile
Pennsylvania,3 day ahead inc,0.025,22,42,quantile
Pennsylvania,4 day ahead inc,0.025,25,42,quantile
Pennsylvania,5 day ahead inc,0.025,28,42,quantile
Pennsylvania,6 day ahead inc,0.025,31,42,quantile
Pennsylvania,7 day ahead inc,0.025,34,42,quantile
Oregon,1 day ahead inc,0.025,2,41,quantile
Oregon,2 day ahead inc,0.025,3,41,quantile
Oregon,3 day ahead inc,0.025,3,41,quantile
Oregon,4 day ahead inc,0.025,3,41,quantile
Oregon,5 day ahead inc,0.025,3,41,quantile
Oregon,6 day ahead inc,0.025,3,41,quantile
Oregon,7 day ahead inc,0.025,4,41,quantile
Oklahoma,1 day ahead inc,0.025,7,40,quantile
Oklahoma,2 day ahead inc,0.025,8,40,quantile
Oklahoma,3 day ahead inc,0.025,9,40,quantile
Oklahoma,4 day ahead inc,0.025,10,40,quantile
Oklahoma,5 day ahead inc,0.025,12,40,quantile
Oklahoma,6 day ahead inc,0.025,14,40,quantile
Oklahoma,7 day ahead inc,0.025,15,40,quantile
Ohio,1 day ahead inc,0.025,16,39,quantile
Ohio,2 day ahead inc,0.025,19,39,quantile
Ohio,3 day ahead inc,0.025,22,39,quantile
Ohio,4 day ahead inc,0.025,25,39,quantile
Ohio,5 day ahead inc,0.025,27,39,quantile
Ohio,6 day ahead inc,0.025,29,39,quantile
Ohio,7 day ahead inc,0.025,31,39,quantile
North Dakota,1 day ahead inc,0.025,1,38,quantile
North Dakota,2 day ahead inc,0.025,1,38,quantile
North Dakota,3 day ahead inc,0.025,1,38,quantile
North Dakota,4 day ahead inc,0.025,1,38,quantile
North Dakota,5 day ahead inc,0.025,1,38,quantile
North Dakota,6 day ahead inc,0.025,1,38,quantile
North Dakota,7 day ahead inc,0.025,1,38,quantile
North Carolina,1 day ahead inc,0.025,4,37,quantile
North Carolina,2 day ahead inc,0.025,5,37,quantile
North Carolina,3 day ahead inc,0.025,6,37,quantile
North Carolina,4 day ahead inc,0.025,8,37,quantile
North Carolina,5 day ahead inc,0.025,9,37,quantile
North Carolina,6 day ahead inc,0.025,11,37,quantile
North Carolina,7 day ahead inc,0.025,12,37,quantile
New York,1 day ahead inc,0.025,422,36,quantile
New York,2 day ahead inc,0.025,466,36,quantile
New York,3 day ahead inc,0.025,503,36,quantile
New York,4 day ahead inc,0.025,534.95,36,quantile
New York,5 day ahead inc,0.025,554.975,36,quantile
New York,6 day ahead inc,0.025,563,36,quantile
New York,7 day ahead inc,0.025,560,36,quantile
New Mexico,1 day ahead inc,0.025,1,35,quantile
New Mexico,2 day ahead inc,0.025,1,35,quantile
New Mexico,3 day ahead inc,0.025,1,35,quantile
New Mexico,4 day ahead inc,0.025,2,35,quantile
New Mexico,5 day ahead inc,0.025,2,35,quantile
New Mexico,6 day ahead inc,0.025,2,35,quantile
New Mexico,7 day ahead inc,0.025,3,35,quantile
New Jersey,1 day ahead inc,0.025,60,34,quantile
New Jersey,2 day ahead inc,0.025,64.975,34,quantile
New Jersey,3 day ahead inc,0.025,68,34,quantile
New Jersey,4 day ahead inc,0.025,70,34,quantile
New Jersey,5 day ahead inc,0.025,70,34,quantile
New Jersey,6 day ahead inc,0.025,69,34,quantile
New Jersey,7 day ahead inc,0.025,67,34,quantile
New Hampshire,1 day ahead inc,0.025,2,33,quantile
New Hampshire,2 day ahead inc,0.025,2,33,quantile
New Hampshire,3 day ahead inc,0.025,3,33,quantile
New Hampshire,4 day ahead inc,0.025,3,33,quantile
New Hampshire,5 day ahead inc,0.025,4,33,quantile
New Hampshire,6 day ahead inc,0.025,4,33,quantile
New Hampshire,7 day ahead inc,0.025,4,33,quantile
Nevada,1 day ahead inc,0.025,7,32,quantile
Nevada,2 day ahead inc,0.025,8,32,quantile
Nevada,3 day ahead inc,0.025,9,32,quantile
Nevada,4 day ahead inc,0.025,10,32,quantile
Nevada,5 day ahead inc,0.025,10,32,quantile
Nevada,6 day ahead inc,0.025,11,32,quantile
Nevada,7 day ahead inc,0.025,12,32,quantile
Nebraska,1 day ahead inc,0.025,1,31,quantile
Nebraska,2 day ahead inc,0.025,1,31,quantile
Nebraska,3 day ahead inc,0.025,1,31,quantile
Nebraska,4 day ahead inc,0.025,2,31,quantile
Nebraska,5 day ahead inc,0.025,2,31,quantile
Nebraska,6 day ahead inc,0.025,2,31,quantile
Nebraska,7 day ahead inc,0.025,3,31,quantile
Montana,1 day ahead inc,0.025,0,30,quantile
Montana,2 day ahead inc,0.025,0,30,quantile
Montana,3 day ahead inc,0.025,0,30,quantile
Montana,4 day ahead inc,0.025,0,30,quantile
Montana,5 day ahead inc,0.025,1,30,quantile
Montana,6 day ahead inc,0.025,1,30,quantile
Montana,7 day ahead inc,0.025,1,30,quantile
Missouri,1 day ahead inc,0.025,2,29,quantile
Missouri,2 day ahead inc,0.025,2,29,quantile
Missouri,3 day ahead inc,0.025,2,29,quantile
Missouri,4 day ahead inc,0.025,3,29,quantile
Missouri,5 day ahead inc,0.025,3,29,quantile
Missouri,6 day ahead inc,0.025,3,29,quantile
Missouri,7 day ahead inc,0.025,3,29,quantile
Mississippi,1 day ahead inc,0.025,5,28,quantile
Mississippi,2 day ahead inc,0.025,5,28,quantile
Mississippi,3 day ahead inc,0.025,6,28,quantile
