target_end_date,location,value,type,quantile,forecast_date,target
2024-01-14,10,7.29,point,NA,2024-01-01,13 day ahead inc hosp
2024-01-15,10,7.26,point,NA,2024-01-01,14 day ahead inc hosp
2024-01-16,10,7.24,point,NA,2024-01-01,15 day ahead inc hosp
2024-01-17,10,7.23,point,NA,2024-01-01,16 day ahead inc hosp
2024-01-18,10,7.23,point,NA,2024-01-01,17 day ahead inc hosp
2024-01-19,10,7.24,point,NA,2024-01-01,18 day ahead inc hosp
2024-01-20,10,7.26,point,NA,2024-01-01,19 day ahead inc hosp
2024-01-21,10,7.28,point,NA,2024-01-01,20 day ahead inc hosp
2024-01-22,10,7.3,point,NA,2024-01-01,21 day ahead inc hosp
2024-01-23,10,7.32,point,NA,2024-01-01,22 day ahead inc hosp
2024-01-24,10,7.34,point,NA,2024-01-01,23 day ahead inc hosp
2024-01-25,10,7.36,point,NA,2024-01-01,24 day ahead inc hosp
2024-01-26,10,7.38,point,NA,2024-01-01,25 day ahead inc hosp
2024-01-27,10,7.38,point,NA,2024-01-01,26 day ahead inc hosp
2024-01-28,10,7.38,point,NA,2024-01-01,27 day ahead inc hosp
2024-01-29,10,7.36,point,NA,2024-01-01,28 day ahead inc hosp
2024-01-30,10,7.34,point,NA,2024-01-01,29 day ahead inc hosp
2024-01-01,11,7.21,point,NA,2024-01-01,0 day ahead inc hosp
2024-01-02,11,7.2,point,NA,2024-01-01,1 day ahead inc hosp
2024-01-03,11,7.19,point,NA,2024-01-01,2 day ahead inc hosp
2024-01-04,11,7.18,point,NA,2024-01-01,3 day ahead inc hosp
2024-01-05,11,7.18,point,NA,2024-01-01,4 day ahead inc hosp
2024-01-06,11,7.18,point,NA,2024-01-01,5 day ahead inc hosp
2024-01-07,11,7.18,point,NA,2024-01-01,6 day ahead inc hosp
2024-01-08,11,7.19,point,NA,2024-01-01,7 day ahead inc hosp
2024-01-09,11,7.2,point,NA,2024-01-01,8 day ahead inc hosp
2024-01-10,11,7.22,point,NA,2024-01-01,9 day ahead inc hosp
2024-01-11,11,7.24,point,NA,2024-01-01,10 day ahead inc hosp
2024-01-12,11,7.26,point,NA,2024-01-01,11 day ahead inc hosp
2024-01-13,11,7.27,point,NA,2024-01-01,12 day ahead inc hosp
2024-01-14,11,7.29,point,NA,2024-01-01,13 day ahead inc hosp
2024-01-15,11,7.31,point,NA,2024-01-01,14 day ahead inc hosp
2024-01-16,11,7.31,point,NA,2024-01-01,15 day ahead inc hosp
2024-01-17,11,7.32,point,NA,2024-01-01,16 day ahead inc hosp
2024-01-18,11,7.32,point,NA,2024-01-01,17 day ahead inc hosp
2024-01-19,11,7.32,point,NA,2024-01-01,18 day ahead inc hosp
2024-01-20,11,7.31,point,NA,2024-01-01,19 day ahead inc hosp
2024-01-21,11,7.31,point,NA,2024-01-01,20 day ahead inc hosp
2024-01-22,11,7.31,point,NA,2024-01-01,21 day ahead inc hosp
2024-01-23,11,7.31,point,NA,2024-01-01,22 day ahead inc hosp
2024-01-24,11,7.31,point,NA,2024-01-01,23 day ahead inc hosp
2024-01-25,11,7.33,point,NA,2024-01-01,24 day ahead inc hosp
2024-01-26,11,7.35,point,NA,2024-01-01,25 day ahead inc hosp
2024-01-27,11,7.38,point,NA,2024-01-01,26 day ahead inc hosp
2024-01-28,11,7.42,point,NA,2024-01-01,27 day ahead inc hosp
2024-01-29,11,7.47,point,NA,2024-01-01,28 day ahead inc hosp
2024-01-30,11,7.53,point,NA,2024-01-01,29 day ahead inc hosp
2024-01-01,12,196.63,point,NA,2024-01-01,0 day ahead inc hosp
2024-01-02,12,198.19,point,NA,2024-01-01,1 day ahead inc hosp
2024-01-03,12,199.69,point,NA,2024-01-01,2 day ahead inc hosp
2024-01-04,12,201.12,point,NA,2024-01-01,3 day ahead inc hosp
2024-01-05,12,202.49,point,NA,2024-01-01,4 day ahead inc hosp
2024-01-06,12,203.8,point,NA,2024-01-01,5 day ahead inc hosp
2024-01-07,12,205.06,point,NA,2024-01-01,6 day ahead inc hosp
2024-01-08,12,206.27,point,NA,2024-01-01,7 day ahead inc hosp
2024-01-09,12,207.43,point,NA,2024-01-01,8 day ahead inc hosp
2024-01-10,12,208.55,point,NA,2024-01-01,9 day ahead inc hosp
2024-01-11,12,209.63,point,NA,2024-01-01,10 day ahead inc hosp
2024-01-12,12,210.68,point,NA,2024-01-01,11 day ahead inc hosp
2024-01-13,12,211.71,point,NA,2024-01-01,12 day ahead inc hosp
2024-01-14,12,212.73,point,NA,2024-01-01,13 day ahead inc hosp
2024-01-15,12,213.75,point,NA,2024-01-01,14 day ahead inc hosp
2024-01-16,12,214.78,point,NA,2024-01-01,15 day ahead inc hosp
2024-01-17,12,215.82,point,NA,2024-01-01,16 day ahead inc hosp
2024-01-18,12,216.86,point,NA,2024-01-01,17 day ahead inc hosp
2024-01-19,12,217.9,point,NA,2024-01-01,18 day ahead inc hosp
2024-01-20,12,218.93,point,NA,2024-01-01,19 day ahead inc hosp
2024-01-21,12,219.93,point,NA,2024-01-01,20 day ahead inc hosp
2024-01-22,12,220.9,point,NA,2024-01-01,21 day ahead inc hosp
2024-01-23,12,221.83,point,NA,2024-01-01,22 day ahead inc hosp
2024-01-24,12,222.71,point,NA,2024-01-01,23 day ahead inc hosp
2024-01-25,12,223.53,point,NA,2024-01-01,24 day ahead inc hosp
2024-01-26,12,224.27,point,NA,2024-01-01,25 day ahead inc hosp
2024-01-27,12,224.94,point,NA,2024-01-01,26 day ahead inc hosp
2024-01-28,12,225.52,point,NA,2024-01-01,27 day ahead inc hosp
2024-01-29,12,226.0,point,NA,2024-01-01,28 day ahead inc hosp
2024-01-30,12,226.37,point,NA,2024-01-01,29 day ahead inc hosp
2024-01-01,13,95.36,point,NA,2024-01-01,0 day ahead inc hosp
2024-01-02,13,96.13,point,NA,2024-01-01,1 day ahead inc hosp
2024-01-03,13,96.96,point,NA,2024-01-01,2 day ahead inc hosp
2024-01-04,13,97.83,point,NA,2024-01-01,3 day ahead inc hosp
2024-01-05,13,98.74,point,NA,2024-01-01,4 day ahead inc hosp
2024-01-06,13,99.66,point,NA,2024-01-01,5 day ahead inc hosp
2024-01-07,13,100.59,point,NA,2024-01-01,6 day ahead inc hosp
2024-01-08,13,101.51,point,NA,2024-01-01,7 day ahead inc hosp
2024-01-09,13,102.41,point,NA,2024-01-01,8 day ahead inc hosp
2024-01-10,13,103.28,point,NA,2024-01-01,9 day ahead inc hosp
2024-01-11,13,104.1,point,NA,2024-01-01,10 day ahead inc hosp
2024-01-12,13,104.86,point,NA,2024-01-01,11 day ahead inc hosp
2024-01-13,13,105.56,point,NA,2024-01-01,12 day ahead inc hosp
2024-01-14,13,106.19,point,NA,2024-01-01,13 day ahead inc hosp
2024-01-15,13,106.74,point,NA,2024-01-01,14 day ahead inc hosp
2024-01-16,13,107.2,point,NA,2024-01-01,15 day ahead inc hosp
2024-01-17,13,107.56,point,NA,2024-01-01,16 day ahead inc hosp
2024-01-18,13,107.84,point,NA,2024-01-01,17 day ahead inc hosp
2024-01-19,13,108.06,point,NA,2024-01-01,18 day ahead inc hosp
2024-01-20,13,108.25,point,NA,2024-01-01,19 day ahead inc hosp
2024-01-21,13,108.41,point,NA,2024-01-01,20 day ahead inc hosp
2024-01-22,13,108.57,point,NA,2024-01-01,21 day ahead inc hosp
2024-01-23,13,108.75,point,NA,2024-01-01,22 day ahead inc hosp
2024-01-24,13,108.97,point,NA,2024-01-01,23 day ahead inc hosp
2024-01-25,13,109.25,point,NA,2024-01-01,24 day ahead inc hosp
2024-01-26,13,109.61,point,NA,2024-01-01,25 day ahead inc hosp
2024-01-27,13,110.06,point,NA,2024-01-01,26 day ahead inc hosp
2024-01-28,13,110.63,point,NA,2024-01-01,27 day ahead inc hosp
2024-01-29,13,111.34,point,NA,2024-01-01,28 day ahead inc hosp
2024-01-30,13,112.21,point,NA,2024-01-01,29 day ahead inc hosp
2024-01-01,15,11.36,point,NA,2024-01-01,0 day ahead inc hosp
2024-01-02,15,11.43,point,NA,2024-01-01,1 day ahead inc hosp
2024-01-03,15,11.49,point,NA,2024-01-01,2 day ahead inc hosp
2024-01-04,15,11.53,point,NA,2024-01-01,3 day ahead inc hosp
2024-01-05,15,11.57,point,NA,2024-01-01,4 day ahead inc hosp
2024-01-06,15,11.61,point,NA,2024-01-01,5 day ahead inc hosp
2024-01-07,15,11.65,point,NA,2024-01-01,6 day ahead inc hosp
2024-01-08,15,11.69,point,NA,2024-01-01,7 day ahead inc hosp
2024-01-09,15,11.74,point,NA,2024-01-01,8 day ahead inc hosp
2024-01-10,15,11.81,point,NA,2024-01-01,9 day ahead inc hosp
2024-01-11,15,11.88,point,NA,2024-01-01,10 day ahead inc hosp
2024-01-12,15,11.97,point,NA,2024-01-01,11 day ahead inc hosp
2024-01-13,15,12.05,point,NA,2024-01-01,12 day ahead inc hosp
2024-01-14,15,12.13,point,NA,2024-01-01,13 day ahead inc hosp
2024-01-15,15,12.21,point,NA,2024-01-01,14 day ahead inc hosp
2024-01-16,15,12.29,point,NA,2024-01-01,15 day ahead inc hosp
2024-01-17,15,12.35,point,NA,2024-01-01,16 day ahead inc hosp
2024-01-18,15,12.4,point,NA,2024-01-01,17 day ahead inc hosp
2024-01-19,15,12.44,point,NA,2024-01-01,18 day ahead inc hosp
2024-01-20,15,12.47,point,NA,2024-01-01,19 day ahead inc hosp
2024-01-21,15,12.49,point,NA,2024-01-01,20 day ahead inc hosp
2024-01-22,15,12.51,point,NA,2024-01-01,21 day ahead inc hosp
2024-01-23,15,12.52,point,NA,2024-01-01,22 day ahead inc hosp
2024-01-24,15,12.52,point,NA,2024-01-01,23 day ahead inc hosp
2024-01-25,15,12.52,point,NA,2024-01-01,24 day ahead inc hosp
2024-01-26,15,12.52,point,NA,2024-01-01,25 day ahead inc hosp
2024-01-27,15,12.51,point,NA,2024-01-01,26 day ahead inc hosp
2024-01-28,15,12.5,point,NA,2024-01-01,27 day ahead inc hosp
2024-01-29,15,12.48,point,NA,2024-01-01,28 day ahead inc hosp
2024-01-30,15,12.47,point,NA,2024-01-01,29 day ahead inc hosp
2024-01-01,16,17.75,point,NA,2024-01-01,0 day ahead inc hosp
2024-01-02,16,17.54,point,NA,2024-01-01,1 day ahead inc hosp
2024-01-03,16,17.35,point,NA,2024-01-01,2 day ahead inc hosp
2024-01-04,16,17.19,point,NA,2024-01-01,3 day ahead inc hosp
2024-01-05,16,17.06,point,NA,2024-01-01,4 day ahead inc hosp
2024-01-06,16,16.93,point,NA,2024-01-01,5 day ahead inc hosp
2024-01-07,16,16.82,point,NA,2024-01-01,6 day ahead inc hosp
2024-01-08,16,16.71,point,NA,2024-01-01,7 day ahead inc hosp
2024-01-09,16,16.6,point,NA,2024-01-01,8 day ahead inc hosp
2024-01-10,16,16.48,point,NA,2024-01-01,9 day ahead inc hosp
2024-01-11,16,16.35,point,NA,2024-01-01,10 day ahead inc hosp
2024-01-12,16,16.23,point,NA,2024-01-01,11 day ahead inc hosp
2024-01-13,16,16.12,point,NA,2024-01-01,12 day ahead inc hosp
2024-01-14,16,16.01,point,NA,2024-01-01,13 day ahead inc hosp
2024-01-15,16,15.92,point,NA,2024-01-01,14 day ahead inc hosp
2024-01-16,16,15.85,point,NA,2024-01-01,15 day ahead inc hosp
2024-01-17,16,15.79,point,NA,2024-01-01,16 day ahead inc hosp
