location,abbreviation,location_name,COVIDhub-baseline,LNQ-ens1,UCLA-SuEIR,UMass-MechBayes,LANL-GrowthRate,Columbia_UNC-SurvCon
01099,0,Monroe County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
01101,0,Montgomery County,0.2,0.2,0.2,0.2,0.2,0
01103,0,Morgan County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
01105,0,Perry County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
01107,0,Pickens County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
01109,0,Pike County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
01111,0,Randolph County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
01113,0,Russell County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
01115,0,St. Clair County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
01117,0,Shelby County,0.2,0.2,0.2,0.2,0.2,0
01119,0,Sumter County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
01121,0,Talladega County,0.25,0.25,0.25,0,0.25,0
01123,0,Tallapoosa County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
01125,0,Tuscaloosa County,0.2,0.2,0.2,0.2,0.2,0
01127,0,Walker County,0.25,0.25,0.25,0,0.25,0
01129,0,Washington County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
01131,0,Wilcox County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
01133,0,Winston County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
02,AK,Alaska,0.25,0.25,0.25,0,0.25,0
02013,0,Aleutians East County,0.5,0.5,0,0,0,0
02016,0,Aleutians West County,0.5,0.5,0,0,0,0
02020,0,Anchorage County,0.2,0.2,0.2,0.2,0.2,0
02050,0,Bethel County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
02060,0,Bristol Bay County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
02068,0,Denali County,0.5,0.5,0,0,0,0
02070,0,Dillingham County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
02090,0,Fairbanks North Star County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
02100,0,Haines County,0.5,0.5,0,0,0,0
02105,0,Hoonah-Angoon County,0.5,0.5,0,0,0,0
02110,0,Juneau County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
02122,0,Kenai Peninsula County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
02130,0,Ketchikan Gateway County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
02150,0,Kodiak Island County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
02158,0,Kusilvak County,0.5,0.5,0,0,0,0
02164,0,Lake and Peninsula County,0.5,0.5,0,0,0,0
02170,0,Matanuska-Susitna County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
02180,0,Nome County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
02185,0,North Slope County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
02188,0,Northwest Arctic County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
02195,0,Petersburg County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
02198,0,Prince of Wales-Hyder County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
02220,0,Sitka County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
02230,0,Skagway County,0.5,0.5,0,0,0,0
02240,0,Southeast Fairbanks County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
02261,0,Valdez-Cordova County,0.5,0.5,0,0,0,0
02275,0,Wrangell County,0.5,0.5,0,0,0,0
02282,0,Yakutat County,0.5,0.5,0,0,0,0
02290,0,Yukon-Koyukuk County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
04,AZ,Arizona,0.25,0.25,0.25,0,0.25,0
04001,0,Apache County,0.25,0.25,0.25,0,0.25,0
04003,0,Cochise County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
04005,0,Coconino County,0.2,0.2,0.2,0.2,0.2,0
04007,0,Gila County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
04009,0,Graham County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
04011,0,Greenlee County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
04012,0,La Paz County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
04013,0,Maricopa County,0.2,0.2,0.2,0.2,0.2,0
04015,0,Mohave County,0.2,0.2,0.2,0.2,0.2,0
04017,0,Navajo County,0.25,0.25,0.25,0,0.25,0
04019,0,Pima County,0.2,0.2,0.2,0.2,0.2,0
04021,0,Pinal County,0.2,0.2,0.2,0.2,0.2,0
04023,0,Santa Cruz County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
04025,0,Yavapai County,0.2,0.2,0.2,0.2,0.2,0
04027,0,Yuma County,0.2,0.2,0.2,0.2,0.2,0
05,AR,Arkansas,0.25,0.25,0.25,0,0.25,0
05001,0,Arkansas County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05003,0,Ashley County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05005,0,Baxter County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05007,0,Benton County,0.2,0.2,0.2,0.2,0.2,0
05009,0,Boone County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05011,0,Bradley County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05013,0,Calhoun County,0.5,0.5,0,0,0,0
05015,0,Carroll County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05017,0,Chicot County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05019,0,Clark County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05021,0,Clay County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05023,0,Cleburne County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05025,0,Cleveland County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05027,0,Columbia County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05029,0,Conway County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05031,0,Craighead County,0.25,0.25,0.25,0,0.25,0
05033,0,Crawford County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05035,0,Crittenden County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05037,0,Cross County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05039,0,Dallas County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05041,0,Desha County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05043,0,Drew County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05045,0,Faulkner County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05047,0,Franklin County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05049,0,Fulton County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05051,0,Garland County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05053,0,Grant County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05055,0,Greene County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05057,0,Hempstead County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05059,0,Hot Spring County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05061,0,Howard County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05063,0,Independence County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05065,0,Izard County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05067,0,Jackson County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05069,0,Jefferson County,0.25,0.25,0.25,0,0.25,0
05071,0,Johnson County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05073,0,Lafayette County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05075,0,Lawrence County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05077,0,Lee County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05079,0,Lincoln County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05081,0,Little River County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05083,0,Logan County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05085,0,Lonoke County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05087,0,Madison County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05089,0,Marion County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05091,0,Miller County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05093,0,Mississippi County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05095,0,Monroe County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05097,0,Montgomery County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05099,0,Nevada County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05101,0,Newton County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05103,0,Ouachita County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05105,0,Perry County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05107,0,Phillips County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05109,0,Pike County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05111,0,Poinsett County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05113,0,Polk County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05115,0,Pope County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05117,0,Prairie County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05119,0,Pulaski County,0.2,0.2,0.2,0.2,0.2,0
05121,0,Randolph County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05123,0,St. Francis County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05125,0,Saline County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05127,0,Scott County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05129,0,Searcy County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05131,0,Sebastian County,0.25,0.25,0,0.25,0.25,0
05133,0,Sevier County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05135,0,Sharp County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05137,0,Stone County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05139,0,Union County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05141,0,Van Buren County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05143,0,Washington County,0.2,0.2,0.2,0.2,0.2,0
05145,0,White County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05147,0,Woodruff County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
05149,0,Yell County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
06,CA,California,0.25,0.25,0.25,0,0.25,0
06001,0,Alameda County,0.2,0.2,0.2,0.2,0.2,0
06003,0,Alpine County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
06005,0,Amador County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
06007,0,Butte County,0.25,0.25,0,0.25,0.25,0
06009,0,Calaveras County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
06011,0,Colusa County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
06013,0,Contra Costa County,0.2,0.2,0.2,0.2,0.2,0
06015,0,Del Norte County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
06017,0,El Dorado County,0.25,0.25,0,0.25,0.25,0
06019,0,Fresno County,0.2,0.2,0.2,0.2,0.2,0
06021,0,Glenn County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
06023,0,Humboldt County,0.25,0.25,0,0.25,0.25,0
06025,0,Imperial County,0.2,0.2,0.2,0.2,0.2,0
06027,0,Inyo County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
06029,0,Kern County,0.2,0.2,0.2,0.2,0.2,0
06031,0,Kings County,0.2,0.2,0.2,0.2,0.2,0
06033,0,Lake County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
06035,0,Lassen County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
06037,0,Los Angeles County,0.2,0.2,0.2,0.2,0.2,0
06039,0,Madera County,0.25,0.25,0,0.25,0.25,0
06041,0,Marin County,0.2,0.2,0.2,0.2,0.2,0
06043,0,Mariposa County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
06045,0,Mendocino County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
06047,0,Merced County,0.2,0.2,0.2,0.2,0.2,0
06049,0,Modoc County,0.5,0.5,0,0,0,0
06051,0,Mono County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
06053,0,Monterey County,0.2,0.2,0.2,0.2,0.2,0
06055,0,Napa County,0.25,0.25,0,0.25,0.25,0
06057,0,Nevada County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
06059,0,Orange County,0.2,0.2,0.2,0.2,0.2,0
06061,0,Placer County,0.2,0.2,0.2,0.2,0.2,0
06063,0,Plumas County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
06065,0,Riverside County,0.2,0.2,0.2,0.2,0.2,0
06067,0,Sacramento County,0.2,0.2,0.2,0.2,0.2,0
06069,0,San Benito County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
06071,0,San Bernardino County,0.2,0.2,0.2,0.2,0.2,0
06073,0,San Diego County,0.2,0.2,0.2,0.2,0.2,0
06075,0,San Francisco County,0.2,0.2,0.2,0.2,0.2,0
06077,0,San Joaquin County,0.2,0.2,0.2,0.2,0.2,0
06079,0,San Luis Obispo County,0.25,0.25,0,0.25,0.25,0
06081,0,San Mateo County,0.2,0.2,0.2,0.2,0.2,0
06083,0,Santa Barbara County,0.2,0.2,0.2,0.2,0.2,0
06085,0,Santa Clara County,0.2,0.2,0.2,0.2,0.2,0
06087,0,Santa Cruz County,0.25,0.25,0,0.25,0.25,0
06089,0,Shasta County,0.25,0.25,0,0.25,0.25,0
06091,0,Sierra County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
06093,0,Siskiyou County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
06095,0,Solano County,0.2,0.2,0.2,0.2,0.2,0
06097,0,Sonoma County,0.2,0.2,0.2,0.2,0.2,0
06099,0,Stanislaus County,0.2,0.2,0.2,0.2,0.2,0
06101,0,Sutter County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
06103,0,Tehama County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
06105,0,Trinity County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
06107,0,Tulare County,0.2,0.2,0.2,0.2,0.2,0
06109,0,Tuolumne County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
06111,0,Ventura County,0.2,0.2,0.2,0.2,0.2,0
06113,0,Yolo County,0.2,0.2,0.2,0.2,0.2,0
06115,0,Yuba County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08,CO,Colorado,0.25,0.25,0.25,0,0.25,0
08001,0,Adams County,0.2,0.2,0.2,0.2,0.2,0
08003,0,Alamosa County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08005,0,Arapahoe County,0.2,0.2,0.2,0.2,0.2,0
08007,0,Archuleta County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08009,0,Baca County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08011,0,Bent County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08013,0,Boulder County,0.2,0.2,0.2,0.2,0.2,0
08014,0,Broomfield County,0.25,0.25,0.25,0,0.25,0
08015,0,Chaffee County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08017,0,Cheyenne County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08019,0,Clear Creek County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08021,0,Conejos County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08023,0,Costilla County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08025,0,Crowley County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08027,0,Custer County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08029,0,Delta County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08031,0,Denver County,0.2,0.2,0.2,0.2,0.2,0
08033,0,Dolores County,0.5,0.5,0,0,0,0
08035,0,Douglas County,0.2,0.2,0.2,0.2,0.2,0
08037,0,Eagle County,0.25,0.25,0.25,0,0.25,0
08039,0,Elbert County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08041,0,El Paso County,0.2,0.2,0.2,0.2,0.2,0
08043,0,Fremont County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08045,0,Garfield County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08047,0,Gilpin County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08049,0,Grand County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08051,0,Gunnison County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08053,0,Hinsdale County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08055,0,Huerfano County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08057,0,Jackson County,0.5,0.5,0,0,0,0
08059,0,Jefferson County,0.2,0.2,0.2,0.2,0.2,0
08061,0,Kiowa County,0.5,0.5,0,0,0,0
08063,0,Kit Carson County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08065,0,Lake County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08067,0,La Plata County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08069,0,Larimer County,0.2,0.2,0.2,0.2,0.2,0
08071,0,Las Animas County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08073,0,Lincoln County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08075,0,Logan County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08077,0,Mesa County,0.25,0.25,0,0.25,0.25,0
08079,0,Mineral County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08081,0,Moffat County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08083,0,Montezuma County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08085,0,Montrose County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08087,0,Morgan County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08089,0,Otero County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08091,0,Ouray County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08093,0,Park County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08095,0,Phillips County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08097,0,Pitkin County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08099,0,Prowers County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08101,0,Pueblo County,0.2,0.2,0.2,0.2,0.2,0
08103,0,Rio Blanco County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08105,0,Rio Grande County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08107,0,Routt County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08109,0,Saguache County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08111,0,San Juan County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08113,0,San Miguel County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08115,0,Sedgwick County,0.5,0.5,0,0,0,0
08117,0,Summit County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08119,0,Teller County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08121,0,Washington County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
08123,0,Weld County,0.2,0.2,0.2,0.2,0.2,0
08125,0,Yuma County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
09,CT,Connecticut,0.25,0.25,0.25,0,0.25,0
09001,0,Fairfield County,0.2,0.2,0.2,0.2,0.2,0
09003,0,Hartford County,0.2,0.2,0.2,0.2,0.2,0
09005,0,Litchfield County,0.2,0.2,0.2,0.2,0.2,0
09007,0,Middlesex County,0.2,0.2,0.2,0.2,0.2,0
09009,0,New Haven County,0.2,0.2,0.2,0.2,0.2,0
09011,0,New London County,0.2,0.2,0.2,0.2,0.2,0
09013,0,Tolland County,0.2,0.2,0.2,0.2,0.2,0
09015,0,Windham County,0.25,0.25,0.25,0,0.25,0
10,DE,Delaware,0.25,0.25,0.25,0,0.25,0
10001,0,Kent County,0.2,0.2,0.2,0.2,0.2,0
10003,0,New Castle County,0.2,0.2,0.2,0.2,0.2,0
10005,0,Sussex County,0.2,0.2,0.2,0.2,0.2,0
11,DC,District of Columbia,0.25,0.25,0.25,0,0.25,0
11001,0,District of Columbia,0.2,0.2,0.2,0.2,0.2,0
12,FL,Florida,0.25,0.25,0.25,0,0.25,0
12001,0,Alachua County,0.2,0.2,0.2,0.2,0.2,0
12003,0,Baker County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
12005,0,Bay County,0.2,0.2,0.2,0.2,0.2,0
12007,0,Bradford County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
12009,0,Brevard County,0.2,0.2,0.2,0.2,0.2,0
12011,0,Broward County,0.2,0.2,0.2,0.2,0.2,0
12013,0,Calhoun County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
12015,0,Charlotte County,0.2,0.2,0.2,0.2,0.2,0
12017,0,Citrus County,0.2,0.2,0.2,0.2,0.2,0
12019,0,Clay County,0.2,0.2,0.2,0.2,0.2,0
12021,0,Collier County,0.2,0.2,0.2,0.2,0.2,0
12023,0,Columbia County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
12027,0,DeSoto County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
12029,0,Dixie County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
12031,0,Duval County,0.2,0.2,0.2,0.2,0.2,0
12033,0,Escambia County,0.2,0.2,0.2,0.2,0.2,0
12035,0,Flagler County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
12037,0,Franklin County,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0
