location,fips,Date, hosp_new_1, hosp_new_2point5, hosp_new_5, hosp_new_10, hosp_new_15, hosp_new_20, hosp_new_25, hosp_new_30, hosp_new_35, hosp_new_40, hosp_new_45, hosp_new_50, hosp_new_55, hosp_new_60, hosp_new_65, hosp_new_70, hosp_new_75, hosp_new_80, hosp_new_85, hosp_new_90, hosp_new_95, hosp_new_97point5, hosp_new_99, death_1, death_2point5, death_5, death_10, death_15, death_20, death_25, death_30, death_35, death_40, death_45, death_50, death_55, death_60, death_65, death_70, death_75, death_80, death_85, death_90, death_95, death_97point5, death_99, cdeath_1, cdeath_2point5, cdeath_5, cdeath_10, cdeath_15, cdeath_20, cdeath_25, cdeath_30, cdeath_35, cdeath_40, cdeath_45, cdeath_50, cdeath_55, cdeath_60, cdeath_65, cdeath_70, cdeath_75, cdeath_80, cdeath_85, cdeath_90, cdeath_95, cdeath_97point5, cdeath_99
Hawaii,15,04/12/20, 0, 0, 0, 1, 1, 2, 2, 3, 5, 6, 8, 9, 11, 13, 17, 19, 21, 25, 36, 41, 63, 67, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 3, 4, 6, 7, 10, 1, 2, 3, 13, 25, 27, 34, 40, 53, 59, 67, 74, 84, 87, 98, 106, 108, 110, 110, 124, 127, 129, 132
Idaho,16,04/12/20, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 4, 4, 5, 6, 6, 12, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 0, 0, 0, 0, 1, 1, 3, 3, 3, 3, 5, 5, 5, 6, 6, 7, 7, 10, 10, 10, 10, 10, 10
Illinois,17,04/12/20, 234, 262, 267, 373, 423, 511, 544, 562, 633, 675, 693, 728, 776, 836, 892, 970, 1077, 1120, 1242, 1356, 1538, 2559, 3486, 20, 26, 33, 39, 48, 51, 55, 59, 64, 67, 69, 75, 80, 81, 86, 93, 100, 103, 113, 125, 144, 183, 229, 83, 240, 394, 870, 1372, 1959, 2444, 2826, 3161, 3476, 3993, 4396, 4764, 5143, 5497, 5908, 6270, 6650, 7012, 7411, 7711, 7875, 7984
Indiana,18,04/12/20, 30, 45, 48, 55, 69, 77, 84, 90, 94, 103, 113, 128, 140, 146, 157, 164, 178, 188, 223, 246, 280, 328, 412, 1, 1, 3, 4, 5, 6, 6, 7, 8, 9, 9, 10, 11, 13, 13, 14, 15, 16, 17, 21, 25, 28, 35, 15, 40, 66, 126, 205, 247, 310, 363, 451, 497, 541, 589, 626, 667, 717, 775, 838, 904, 954, 1044, 1097, 1139, 1146
Iowa,19,04/12/20, 4, 4, 6, 9, 14, 15, 18, 22, 24, 24, 26, 27, 30, 32, 35, 38, 40, 43, 56, 62, 83, 104, 205, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 7, 8, 9, 1, 1, 2, 4, 5, 10, 31, 33, 46, 49, 62, 67, 85, 92, 97, 103, 110, 120, 125, 143, 154, 155, 158
Kansas,20,04/12/20, 6, 6, 11, 13, 14, 14, 15, 16, 17, 19, 20, 21, 23, 25, 26, 30, 35, 39, 47, 58, 64, 88, 114, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 4, 4, 5, 7, 8, 10, 1, 2, 9, 29, 44, 51, 67, 79, 93, 103, 123, 137, 149, 160, 169, 180, 189, 204, 215, 225, 235, 244, 246
Kentucky,21,04/12/20, 4, 6, 8, 10, 12, 16, 18, 21, 23, 28, 30, 34, 39, 41, 46, 52, 61, 71, 85, 90, 125, 147, 187, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 4, 5, 6, 8, 10, 15, 17, 3, 4, 15, 38, 52, 63, 86, 111, 132, 141, 153, 175, 199, 211, 219, 234, 244, 256, 270, 293, 302, 311, 315
Louisiana,22,04/12/20, 75, 84, 93, 110, 128, 144, 163, 181, 194, 213, 241, 256, 271, 287, 298, 353, 391, 464, 523, 559, 748, 802, 903, 5, 6, 8, 11, 12, 13, 14, 16, 17, 19, 22, 24, 26, 28, 30, 31, 37, 40, 45, 56, 71, 74, 78, 46, 70, 127, 236, 431, 520, 662, 825, 1072, 1153, 1273, 1361, 1442, 1549, 1687, 1829, 2045, 2203, 2345, 2517, 2611, 2688, 2750
Maine,23,04/12/20, 4, 6, 8, 10, 11, 14, 16, 17, 18, 20, 20, 22, 24, 25, 28, 31, 33, 37, 41, 53, 61, 63, 134, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 5, 6, 6, 9, 6, 8, 12, 21, 31, 43, 58, 71, 79, 89, 102, 116, 126, 143, 160, 167, 179, 187, 197, 216, 229, 233, 235
Maryland,24,04/12/20, 28, 32, 46, 57, 64, 74, 82, 92, 95, 102, 112, 116, 130, 138, 142, 153, 165, 175, 195, 230, 293, 397, 508, 1, 1, 3, 4, 5, 6, 7, 7, 8, 9, 9, 10, 10, 11, 12, 13, 13, 16, 17, 23, 29, 33, 44, 11, 27, 51, 100, 162, 190, 283, 352, 401, 454, 509, 578, 640, 698, 760, 828, 874, 922, 973, 1066, 1103, 1130, 1141
Massachusetts,25,04/12/20, 381, 399, 420, 451, 484, 501, 536, 567, 606, 626, 635, 643, 674, 701, 797, 831, 866, 915, 955, 1101, 1255, 1372, 2391, 33, 35, 42, 47, 52, 55, 57, 59, 61, 62, 62, 64, 66, 68, 74, 81, 86, 89, 95, 101, 115, 127, 188, 88, 206, 324, 670, 1095, 1445, 1947, 2327, 2645, 2945, 3372, 3739, 4065, 4407, 4730, 5099, 5426, 5831, 6186, 6601, 6892, 7054, 7153
Michigan,26,04/12/20, 500, 647, 759, 817, 846, 873, 916, 998, 1097, 1208, 1259, 1319, 1395, 1481, 1532, 1621, 1722, 1774, 1977, 2250, 2783, 3058, 3401, 60, 71, 76, 80, 85, 89, 94, 99, 102, 106, 116, 122, 125, 129, 134, 137, 141, 152, 162, 177, 209, 262, 272, 150, 303, 580, 1307, 1947, 2640, 3328, 3978, 4606, 5049, 5713, 6206, 6655, 7236, 7917, 8583, 9238, 9865, 10474, 11392, 11965, 12277, 12445
Minnesota,27,04/12/20, 14, 15, 19, 23, 24, 27, 30, 32, 37, 40, 43, 45, 48, 53, 62, 66, 76, 82, 96, 118, 167, 228, 282, 0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 6, 7, 8, 9, 11, 12, 19, 5, 14, 22, 38, 53, 75, 114, 137, 160, 176, 213, 230, 250, 276, 309, 329, 344, 359, 373, 402, 419, 429, 435
Mississippi,28,04/12/20, 4, 7, 9, 12, 14, 15, 16, 18, 19, 20, 20, 22, 26, 28, 31, 35, 37, 40, 43, 53, 66, 74, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 3, 4, 5, 5, 1, 3, 4, 10, 20, 23, 30, 35, 44, 50, 56, 63, 67, 77, 83, 85, 90, 97, 103, 107, 111, 112, 112
Missouri,29,04/12/20, 67, 78, 81, 90, 98, 101, 106, 111, 122, 131, 142, 151, 153, 163, 172, 183, 189, 196, 211, 231, 265, 310, 350, 4, 5, 6, 7, 8, 9, 9, 10, 11, 11, 12, 12, 13, 15, 15, 16, 17, 18, 19, 21, 23, 25, 28, 14, 40, 85, 140, 211, 278, 360, 433, 484, 547, 607, 682, 752, 824, 895, 955, 1035, 1084, 1137, 1209, 1282, 1310, 1323
Montana,30,04/12/20, 3, 5, 6, 9, 12, 13, 16, 16, 19, 21, 23, 24, 24, 29, 30, 33, 35, 36, 40, 46, 64, 77, 89, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 4, 5, 6, 7, 8, 3, 4, 8, 19, 33, 42, 56, 60, 69, 76, 89, 95, 105, 120, 126, 138, 148, 155, 162, 180, 192, 203, 203
Nebraska,31,04/12/20, 0, 0, 0, 0, 0, 1, 1, 2, 3, 3, 4, 5, 7, 8, 9, 10, 14, 16, 19, 29, 35, 54, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 3, 5, 6, 0, 2, 2, 3, 12, 12, 14, 22, 27, 29, 35, 35, 38, 39, 39, 39, 41, 43, 44, 46, 47, 50, 50
Nevada,32,04/12/20, 0, 3, 7, 10, 15, 17, 19, 23, 24, 26, 29, 32, 35, 38, 40, 44, 53, 59, 77, 81, 97, 112, 181, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 4, 4, 5, 6, 7, 8, 11, 13, 14, 1, 4, 9, 34, 51, 61, 89, 121, 130, 155, 183, 190, 201, 214, 229, 256, 265, 287, 313, 338, 346, 355, 362
New Hampshire,33,04/12/20, 7, 8, 11, 12, 14, 16, 18, 20, 22, 24, 27, 29, 32, 35, 40, 44, 49, 52, 60, 78, 111, 164, 173, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 4, 5, 5, 7, 8, 12, 15, 4, 7, 12, 32, 46, 59, 90, 112, 131, 143, 170, 180, 191, 206, 218, 229, 239, 254, 261, 268, 281, 287, 289
New Jersey,34,04/12/20, 733, 821, 852, 969, 1050, 1107, 1196, 1257, 1287, 1378, 1461, 1536, 1625, 1685, 1722, 1801, 1866, 1969, 2028, 2337, 2877, 3118, 3499, 77, 81, 91, 96, 107, 119, 129, 137, 142, 145, 148, 161, 166, 170, 175, 180, 189, 197, 207, 232, 265, 287, 308, 240, 408, 723, 1467, 2487, 3260, 4292, 5090, 5961, 6725, 7593, 8377, 9100, 10009, 10825, 11730, 12569, 13389, 14121, 14953, 15595, 15948, 16196
New Mexico,35,04/12/20, 1, 2, 3, 4, 5, 6, 6, 8, 10, 11, 14, 15, 16, 19, 21, 24, 28, 35, 40, 51, 74, 88, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 3, 4, 5, 7, 8, 12, 1, 1, 9, 14, 20, 36, 48, 64, 74, 81, 91, 94, 106, 122, 138, 144, 146, 153, 156, 161, 162, 162, 162
New York,36,04/12/20, 3500, 4407, 5269, 5631, 5917, 6262, 6603, 6973, 7126, 7490, 7761, 8108, 8510, 8856, 8968, 9232, 9745, 10322, 11185, 11849, 12575, 13598, 14832, 496, 583, 649, 680, 692, 738, 776, 793, 834, 872, 890, 907, 930, 945, 955, 972, 1036, 1059, 1174, 1192, 1303, 1394, 1548, 1052, 2315, 4448, 9036, 14007, 18870, 24340, 28894, 32774, 36911, 41966, 46844, 50950, 55579, 60117, 64529, 69293, 74037, 78485, 83651, 87956, 90167, 91662
North Carolina,37,04/12/20, 56, 71, 82, 96, 112, 118, 122, 128, 135, 143, 157, 169, 182, 197, 215, 220, 230, 244, 269, 281, 326, 379, 502, 5, 5, 6, 7, 7, 8, 9, 10, 11, 11, 12, 13, 14, 14, 16, 16, 18, 19, 20, 23, 25, 28, 39, 11, 24, 49, 115, 184, 272, 369, 436, 505, 573, 665, 726, 779, 851, 903, 981, 1048, 1107, 1175, 1258, 1333, 1355, 1380
North Dakota,38,04/12/20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 6, 11, 23, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 3, 3, 4, 5, 5, 5, 5, 5, 5, 5
Ohio,39,04/12/20, 29, 32, 36, 48, 52, 56, 58, 60, 67, 74, 78, 81, 86, 89, 93, 105, 118, 136, 161, 196, 260, 288, 317, 2, 2, 2, 3, 3, 4, 5, 5, 6, 6, 7, 7, 8, 8, 10, 11, 12, 13, 15, 18, 26, 31, 32, 9, 15, 30, 70, 115, 161, 233, 279, 344, 385, 418, 451, 499, 558, 633, 668, 712, 751, 778, 834, 866, 878, 911
Oklahoma,40,04/12/20, 9, 10, 13, 20, 22, 25, 28, 30, 34, 38, 41, 42, 45, 47, 49, 54, 58, 63, 78, 88, 101, 114, 127, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 4, 5, 5, 5, 6, 7, 8, 9, 10, 4, 7, 14, 32, 45, 59, 80, 93, 102, 117, 135, 160, 185, 203, 222, 232, 250, 262, 277, 303, 315, 321, 324
Oregon,41,04/12/20, 12, 17, 27, 32, 37, 41, 47, 54, 63, 67, 72, 76, 78, 88, 98, 102, 111, 123, 134, 161, 190, 231, 497, 0, 0, 1, 2, 3, 3, 3, 3, 4, 4, 5, 5, 6, 7, 8, 9, 9, 10, 11, 12, 14, 21, 28, 7, 10, 25, 52, 76, 107, 164, 204, 233, 253, 285, 323, 366, 394, 417, 439, 472, 489, 523, 588, 612, 633, 651
Pennsylvania,42,04/12/20, 187, 197, 232, 291, 331, 367, 397, 422, 456, 487, 498, 530, 560, 583, 638, 667, 696, 743, 802, 893, 995, 1341, 1505, 17, 18, 21, 30, 32, 36, 38, 40, 43, 47, 49, 50, 52, 54, 58, 60, 64, 70, 75, 81, 97, 118, 126, 72, 154, 255, 495, 816, 1110, 1413, 1684, 1907, 2193, 2477, 2823, 3058, 3325, 3624, 3838, 4120, 4364, 4582, 4845, 5074, 5226, 5323
Rhode Island,44,04/12/20, 11, 13, 15, 18, 20, 21, 22, 24, 26, 28, 29, 31, 32, 34, 36, 38, 41, 43, 49, 53, 60, 74, 91, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 5, 6, 8, 8, 10, 4, 8, 17, 34, 42, 52, 75, 90, 106, 121, 145, 159, 167, 181, 195, 202, 212, 219, 229, 249, 257, 266, 270
South Carolina,45,04/12/20, 24, 30, 34, 42, 47, 49, 51, 56, 57, 62, 66, 71, 76, 87, 92, 98, 107, 122, 133, 159, 188, 245, 262, 0, 0, 1, 2, 2, 2, 3, 3, 3, 4, 4, 5, 6, 6, 7, 7, 8, 9, 11, 12, 16, 17, 21, 5, 10, 21, 61, 92, 122, 178, 200, 225, 238, 260, 285, 313, 357, 387, 417, 452, 480, 506, 545, 576, 592, 600
South Dakota,46,04/12/20, 0, 0, 0, 2, 3, 5, 6, 7, 8, 11, 12, 15, 15, 19, 23, 28, 34, 40, 57, 94, 112, 163, 320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 3, 5, 6, 8, 12, 21, 0, 0, 1, 22, 22, 24, 46, 58, 71, 80, 113, 116, 123, 151, 160, 163, 167, 171, 180, 196, 199, 202, 202
Tennessee,47,04/12/20, 40, 45, 55, 74, 84, 91, 97, 112, 117, 119, 126, 143, 148, 162, 176, 190, 211, 226, 243, 263, 313, 343, 361, 2, 3, 5, 6, 7, 7, 8, 9, 10, 11, 11, 12, 13, 14, 14, 15, 16, 18, 21, 24, 27, 31, 33, 21, 40, 75, 134, 207, 277, 367, 454, 532, 580, 647, 724, 762, 832, 895, 945, 1009, 1088, 1144, 1214, 1280, 1297, 1313
Texas,48,04/12/20, 135, 157, 164, 178, 196, 213, 233, 242, 265, 273, 288, 299, 313, 327, 341, 360, 373, 403, 430, 494, 606, 661, 735, 11, 13, 15, 17, 17, 19, 19, 20, 21, 23, 24, 25, 25, 27, 28, 29, 30, 32, 34, 36, 42, 45, 56, 30, 74, 131, 251, 382, 501, 656, 784, 909, 1024, 1184, 1304, 1432, 1562, 1694, 1819, 1953, 2088, 2216, 2376, 2481, 2525, 2550
Utah,49,04/12/20, 9, 12, 15, 17, 22, 23, 26, 29, 34, 37, 42, 49, 51, 56, 61, 72, 80, 82, 93, 107, 129, 158, 165, 0, 0, 0, 0, 1, 1, 2, 2, 2, 2, 3, 3, 4, 4, 5, 5, 6, 7, 7, 9, 11, 12, 13, 11, 12, 20, 57, 87, 109, 131, 149, 169, 184, 205, 221, 241, 261, 282, 300, 324, 334, 353, 367, 375, 380, 394
Vermont,50,04/12/20, 10, 17, 19, 23, 27, 33, 35, 36, 39, 42, 45, 48, 52, 54, 57, 61, 67, 71, 77, 88, 104, 108, 148, 0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 4, 4, 5, 5, 6, 6, 7, 8, 9, 14, 5, 9, 25, 54, 68, 87, 104, 112, 134, 143, 174, 198, 214, 226, 243, 262, 286, 301, 317, 336, 352, 359, 362
Virginia,51,04/12/20, 27, 32, 36, 48, 54, 60, 73, 79, 85, 93, 95, 104, 112, 124, 128, 135, 147, 154, 174, 192, 272, 344, 475, 1, 1, 1, 2, 2, 3, 3, 4, 4, 5, 6, 6, 6, 7, 7, 9, 10, 12, 13, 14, 17, 18, 31, 11, 21, 30, 63, 97, 112, 179, 215, 253, 291, 344, 381, 410, 445, 473, 512, 534, 560, 588, 669, 693, 714, 722
Washington,53,04/12/20, 50, 59, 72, 85, 101, 117, 132, 138, 143, 157, 178, 202, 236, 273, 290, 325, 387, 468, 611, 717, 821, 904, 1439, 4, 5, 6, 8, 10, 11, 12, 12, 14, 16, 17, 19, 22, 23, 25, 30, 34, 43, 51, 62, 79, 87, 107, 111, 166, 210, 319, 477, 565, 747, 886, 1052, 1130, 1210, 1366, 1522, 1642, 1756, 1902, 2049, 2132, 2232, 2460, 2616, 2705, 2725
West Virginia,54,04/12/20, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 4, 6, 9, 18, 25, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 7, 7, 10, 10, 10, 10
Wisconsin,55,04/12/20, 31, 38, 50, 67, 73, 82, 97, 104, 106, 116, 120, 143, 150, 158, 165, 172, 184, 192, 226, 263, 312, 331, 427, 2, 2, 4, 5, 6, 7, 8, 9, 9, 10, 10, 11, 12, 13, 14, 14, 15, 16, 19, 21, 25, 33, 37, 22, 41, 69, 135, 213, 278, 336, 390, 455, 519, 576, 648, 733, 790, 844, 891, 947, 993, 1040, 1121, 1163, 1203, 1227
Wyoming,56,04/12/20, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 4, 5, 6, 6, 7, 10, 11, 12, 17, 26, 29, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 3, 5, 1, 2, 2, 5, 8, 9, 10, 10, 10, 11, 12, 13, 19, 19, 20, 24, 26, 31, 31, 32, 33, 33, 33
US National,US,04/12/20, 9987, 11457, 11706, 12954, 13869, 14648, 15720, 16211, 16414, 16771, 17409, 18743, 19862, 20259, 20774, 21322, 22270, 23670, 24866, 26934, 30737, 34537, 39912, 1277, 1337, 1364, 1425, 1453, 1507, 1575, 1605, 1658, 1692, 1781, 1842, 1920, 1948, 1983, 2044, 2168, 2223, 2291, 2445, 2803, 3061, 3540, 2376, 4999, 9125, 18818, 29447, 39280, 51104, 60849, 69852, 78175, 88524, 97924, 106505, 116160, 125478, 134792, 144435, 153961, 162707, 173866, 182364, 187034, 189877
Alabama,1,04/13/20, 17, 20, 34, 37, 41, 44, 51, 53, 56, 58, 60, 63, 65, 70, 73, 78, 85, 91, 100, 109, 149, 170, 230, 0, 1, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 6, 6, 6, 7, 8, 8, 9, 10, 11, 12, 13, 6, 12, 31, 56, 82, 109, 143, 174, 198, 225, 253, 275, 294, 321, 351, 377, 400, 428, 462, 503, 528, 537, 545
Alaska,2,04/13/20, 0, 0, 2, 3, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 22, 26, 33, 42, 49, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 4, 4, 5, 1, 1, 2, 8, 17, 25, 40, 47, 49, 56, 62, 65, 67, 74, 78, 86, 92, 99, 106, 112, 118, 120, 123
Arizona,4,04/13/20, 35, 69, 76, 100, 129, 145, 156, 173, 190, 199, 211, 225, 236, 255, 275, 292, 319, 340, 369, 402, 430, 459, 627, 3, 4, 5, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 22, 24, 26, 28, 31, 34, 37, 42, 53, 32, 55, 96, 194, 303, 397, 519, 633, 766, 829, 912, 1006, 1099, 1207, 1292, 1392, 1499, 1613, 1692, 1773, 1887, 1927, 1968
Arkansas,5,04/13/20, 1, 2, 3, 4, 4, 5, 6, 8, 11, 11, 12, 15, 18, 19, 22, 23, 25, 27, 31, 35, 44, 54, 62, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 5, 6, 7, 3, 6, 11, 19, 36, 43, 53, 61, 74, 78, 86, 91, 94, 100, 103, 110, 116, 121, 129, 139, 152, 155, 155
California,6,04/13/20, 122, 172, 272, 345, 396, 442, 519, 563, 656, 686, 739, 852, 892, 942, 1029, 1081, 1186, 1291, 1456, 1728, 2044, 2798, 4005, 11, 15, 19, 35, 40, 44, 50, 54, 60, 68, 72, 74, 78, 83, 88, 96, 106, 118, 132, 143, 179, 203, 323, 117, 222, 362, 887, 1345, 1807, 2333, 2721, 3209, 3620, 4127, 4430, 4874, 5363, 5717, 6150, 6493, 6903, 7206, 7787, 8107, 8386, 8443
Colorado,8,04/13/20, 89, 114, 135, 149, 170, 198, 217, 231, 237, 267, 282, 291, 294, 311, 321, 349, 366, 385, 434, 520, 669, 775, 878, 7, 10, 12, 14, 17, 18, 19, 21, 23, 25, 25, 27, 27, 28, 29, 32, 34, 35, 38, 43, 50, 61, 73, 30, 65, 145, 276, 443, 567, 714, 840, 992, 1120, 1267, 1384, 1522, 1689, 1792, 1944, 2094, 2237, 2367, 2547, 2662, 2729, 2766
