location,fips,Date, hosp_new_1, hosp_new_2point5, hosp_new_5, hosp_new_10, hosp_new_15, hosp_new_20, hosp_new_25, hosp_new_30, hosp_new_35, hosp_new_40, hosp_new_45, hosp_new_50, hosp_new_55, hosp_new_60, hosp_new_65, hosp_new_70, hosp_new_75, hosp_new_80, hosp_new_85, hosp_new_90, hosp_new_95, hosp_new_97point5, hosp_new_99, death_1, death_2point5, death_5, death_10, death_15, death_20, death_25, death_30, death_35, death_40, death_45, death_50, death_55, death_60, death_65, death_70, death_75, death_80, death_85, death_90, death_95, death_97point5, death_99, cdeath_1, cdeath_2point5, cdeath_5, cdeath_10, cdeath_15, cdeath_20, cdeath_25, cdeath_30, cdeath_35, cdeath_40, cdeath_45, cdeath_50, cdeath_55, cdeath_60, cdeath_65, cdeath_70, cdeath_75, cdeath_80, cdeath_85, cdeath_90, cdeath_95, cdeath_97point5, cdeath_99
Rhode Island,44,05/04/20, 2, 3, 6, 7, 9, 10, 10, 13, 15, 17, 20, 21, 22, 24, 25, 27, 29, 33, 37, 43, 55, 59, 78, 0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 4, 4, 5, 5, 6, 7, 9, 12, 13, 21, 1, 4, 24, 54, 79, 90, 115, 137, 157, 172, 201, 218, 229, 241, 259, 276, 292, 312, 335, 384, 392, 396, 401
South Carolina,45,05/04/20, 11, 17, 21, 33, 45, 54, 62, 74, 89, 116, 130, 136, 151, 164, 232, 248, 281, 302, 335, 426, 536, 597, 661, 0, 1, 2, 3, 4, 5, 6, 6, 10, 11, 12, 14, 17, 20, 23, 27, 31, 35, 40, 48, 59, 71, 83, 20, 42, 83, 198, 298, 409, 625, 741, 806, 849, 990, 1081, 1136, 1265, 1357, 1459, 1542, 1664, 1775, 1941, 2026, 2044, 2053
South Dakota,46,05/04/20, 0, 0, 5, 12, 16, 25, 30, 39, 48, 56, 69, 79, 113, 132, 161, 178, 204, 264, 317, 486, 540, 620, 649, 0, 0, 0, 1, 1, 3, 4, 5, 6, 8, 9, 13, 16, 18, 22, 25, 31, 43, 63, 80, 103, 115, 120, 9, 22, 52, 262, 309, 455, 753, 882, 1024, 1098, 1415, 1477, 1569, 1752, 1867, 1893, 2000, 2082, 2129, 2369, 2463, 2508, 2525
Tennessee,47,05/04/20, 35, 68, 78, 105, 127, 145, 163, 175, 218, 259, 273, 301, 335, 388, 425, 453, 486, 531, 602, 723, 914, 1264, 1421, 5, 6, 7, 11, 13, 15, 17, 21, 23, 26, 31, 34, 39, 44, 46, 51, 57, 64, 77, 84, 114, 143, 170, 20, 48, 205, 386, 629, 940, 1276, 1500, 1684, 1783, 2104, 2273, 2373, 2652, 2902, 3078, 3227, 3498, 3725, 4081, 4184, 4216, 4244
Texas,48,05/04/20, 49, 89, 114, 160, 214, 276, 313, 367, 422, 441, 483, 533, 585, 613, 670, 698, 796, 997, 1141, 1367, 1712, 1940, 3078, 7, 11, 17, 21, 24, 31, 35, 44, 48, 53, 57, 63, 66, 71, 79, 84, 94, 103, 127, 164, 218, 297, 392, 38, 103, 286, 655, 1092, 1724, 2440, 2848, 3195, 3417, 4249, 4491, 4743, 5208, 5607, 5903, 6225, 6551, 6933, 7571, 7825, 7883, 7981
Utah,49,05/04/20, 4, 5, 7, 10, 15, 17, 18, 21, 23, 26, 29, 37, 42, 50, 56, 67, 74, 81, 93, 125, 174, 205, 263, 0, 0, 0, 1, 1, 2, 2, 3, 3, 4, 4, 5, 5, 7, 8, 9, 11, 13, 14, 16, 23, 27, 35, 3, 9, 47, 141, 176, 205, 246, 300, 331, 363, 412, 430, 468, 504, 534, 579, 609, 634, 657, 685, 700, 705, 726
Vermont,50,05/04/20, 11, 14, 20, 36, 47, 66, 79, 87, 102, 124, 131, 139, 147, 161, 177, 190, 207, 243, 256, 285, 339, 444, 578, 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 17, 18, 20, 21, 22, 27, 30, 34, 37, 40, 49, 65, 91, 6, 37, 96, 270, 380, 529, 695, 794, 888, 938, 1183, 1281, 1332, 1429, 1522, 1626, 1722, 1810, 1907, 2020, 2066, 2089, 2106
Virginia,51,05/04/20, 34, 57, 80, 171, 226, 288, 315, 338, 367, 404, 456, 483, 520, 583, 645, 694, 788, 895, 1131, 1262, 1459, 1528, 1997, 3, 6, 10, 16, 22, 28, 32, 38, 42, 44, 46, 53, 57, 68, 75, 85, 100, 111, 137, 163, 186, 208, 317, 18, 81, 315, 785, 1036, 1359, 2033, 2374, 2704, 2948, 3736, 4009, 4211, 4565, 4880, 5176, 5425, 5677, 6010, 6817, 6998, 7096, 7231
Washington,53,05/04/20, 85, 92, 127, 201, 269, 413, 437, 473, 538, 592, 654, 685, 750, 821, 867, 998, 1097, 1184, 1236, 1377, 1592, 1714, 2159, 8, 11, 15, 22, 31, 46, 49, 53, 65, 72, 75, 80, 86, 90, 98, 121, 136, 149, 159, 193, 211, 229, 330, 84, 176, 418, 857, 1480, 1942, 2690, 3243, 3816, 4039, 4517, 4946, 5325, 5800, 6225, 6682, 7072, 7551, 7990, 8882, 9289, 9440, 9494
West Virginia,54,05/04/20, 0, 1, 1, 3, 3, 5, 6, 8, 9, 11, 13, 15, 18, 22, 25, 27, 31, 33, 47, 64, 131, 190, 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 3, 3, 4, 6, 9, 17, 29, 42, 1, 3, 3, 24, 43, 86, 139, 152, 159, 160, 180, 185, 190, 213, 223, 231, 243, 280, 284, 344, 345, 348, 350
Wisconsin,55,05/04/20, 18, 33, 68, 103, 112, 131, 144, 184, 210, 219, 247, 275, 298, 331, 365, 444, 489, 547, 612, 657, 860, 966, 1684, 1, 3, 7, 11, 14, 17, 19, 21, 26, 29, 34, 37, 42, 44, 48, 55, 61, 69, 84, 100, 122, 157, 240, 21, 52, 172, 494, 663, 1148, 1455, 1748, 2032, 2200, 2603, 2825, 3057, 3283, 3482, 3693, 3856, 4017, 4190, 4464, 4623, 4680, 4737
Wyoming,56,05/04/20, 0, 0, 0, 0, 1, 2, 3, 4, 5, 6, 9, 10, 14, 20, 24, 31, 49, 67, 86, 145, 181, 207, 268, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 3, 4, 5, 7, 10, 12, 20, 22, 25, 6, 11, 11, 34, 50, 62, 87, 103, 107, 129, 174, 198, 236, 249, 256, 287, 296, 317, 333, 354, 374, 374, 375
US National,US,05/04/20, 2090, 3315, 5019, 6706, 7763, 9704, 11217, 11713, 12833, 13293, 13962, 15443, 16883, 17971, 18502, 19656, 21337, 23075, 25668, 28738, 34858, 40105, 43861, 403, 590, 857, 1104, 1375, 1546, 1803, 1876, 1986, 2117, 2218, 2383, 2548, 2708, 2894, 2947, 3142, 3477, 3864, 4299, 5461, 6346, 6860, 1142, 3473, 10156, 24546, 38187, 53069, 73167, 88727, 101604, 110942, 130133, 141096, 150129, 163186, 175724, 188489, 200032, 213224, 224598, 243043, 252354, 256457, 259701
Alabama,1,05/05/20, 22, 22, 33, 60, 91, 116, 133, 149, 165, 173, 186, 200, 238, 252, 289, 319, 348, 399, 447, 554, 632, 741, 917, 0, 1, 3, 5, 8, 10, 11, 13, 16, 17, 19, 21, 24, 25, 28, 30, 34, 39, 48, 54, 72, 79, 119, 10, 26, 131, 272, 436, 636, 820, 964, 1052, 1154, 1392, 1485, 1564, 1704, 1827, 1925, 2009, 2126, 2284, 2503, 2566, 2600, 2624
Alaska,2,05/05/20, 0, 1, 2, 4, 6, 8, 11, 14, 17, 19, 22, 27, 32, 37, 42, 60, 84, 95, 164, 231, 294, 302, 354, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 3, 4, 5, 7, 8, 11, 15, 21, 29, 32, 36, 9, 17, 17, 56, 71, 122, 249, 278, 309, 317, 366, 381, 388, 408, 431, 449, 501, 538, 559, 608, 617, 619, 627
Arizona,4,05/05/20, 14, 32, 60, 102, 122, 159, 188, 234, 268, 334, 397, 453, 490, 531, 629, 663, 742, 846, 967, 1020, 1320, 1505, 1688, 2, 5, 7, 13, 20, 23, 29, 35, 40, 45, 48, 57, 59, 62, 66, 72, 82, 89, 105, 114, 138, 194, 227, 17, 53, 193, 577, 762, 1113, 1472, 1860, 2213, 2399, 3055, 3437, 3619, 3973, 4197, 4422, 4719, 5084, 5327, 5703, 5974, 6024, 6097
Arkansas,5,05/05/20, 1, 1, 2, 4, 7, 11, 15, 18, 22, 25, 29, 36, 40, 45, 49, 56, 61, 70, 81, 102, 144, 276, 551, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 4, 5, 6, 7, 7, 9, 14, 20, 28, 62, 5, 11, 15, 77, 130, 147, 184, 214, 249, 255, 297, 302, 309, 335, 362, 375, 399, 478, 493, 525, 546, 549, 552
California,6,05/05/20, 64, 135, 145, 214, 257, 310, 413, 460, 551, 594, 633, 706, 797, 901, 952, 1068, 1295, 1418, 1603, 1748, 2381, 3018, 3908, 7, 22, 24, 34, 43, 49, 72, 84, 87, 94, 98, 106, 122, 136, 154, 172, 194, 229, 253, 277, 399, 484, 620, 58, 160, 336, 1246, 1903, 2814, 4117, 4984, 5922, 6409, 7602, 8118, 8784, 9443, 9983, 10595, 11105, 11743, 12251, 13477, 13948, 14498, 14574
Colorado,8,05/05/20, 22, 42, 50, 94, 112, 135, 173, 190, 206, 220, 228, 243, 267, 284, 297, 338, 377, 396, 451, 562, 637, 829, 995, 4, 5, 8, 12, 18, 22, 28, 30, 35, 37, 39, 41, 43, 47, 49, 53, 61, 65, 71, 93, 108, 140, 165, 22, 77, 254, 548, 797, 1108, 1445, 1682, 1895, 2073, 2365, 2534, 2699, 2956, 3114, 3360, 3597, 3829, 4047, 4409, 4576, 4624, 4693
Connecticut,9,05/05/20, 28, 37, 48, 80, 91, 107, 126, 143, 158, 174, 199, 217, 237, 244, 285, 300, 334, 358, 405, 449, 528, 613, 692, 8, 11, 13, 16, 20, 27, 29, 31, 34, 38, 41, 47, 51, 53, 60, 65, 70, 75, 85, 92, 117, 134, 157, 40, 97, 192, 613, 863, 1091, 1454, 1681, 1920, 2120, 2483, 2668, 2941, 3121, 3448, 3731, 3992, 4285, 4462, 4761, 4986, 5093, 5162
Delaware,10,05/05/20, 0, 1, 1, 2, 3, 5, 5, 5, 6, 7, 8, 10, 12, 13, 16, 17, 20, 25, 27, 41, 67, 81, 111, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 3, 3, 4, 4, 5, 6, 8, 13, 17, 22, 1, 2, 4, 8, 22, 38, 59, 88, 123, 149, 164, 177, 179, 186, 212, 219, 228, 255, 271, 276, 297, 307, 315
Florida,12,05/05/20, 39, 110, 156, 228, 282, 346, 384, 422, 448, 492, 536, 657, 731, 766, 897, 993, 1021, 1123, 1235, 1390, 1787, 2492, 2695, 6, 16, 24, 34, 46, 49, 64, 70, 74, 81, 91, 107, 115, 127, 152, 162, 169, 191, 211, 235, 326, 399, 467, 47, 138, 563, 1280, 2078, 2985, 4004, 5226, 5783, 6217, 6776, 7226, 7672, 8299, 8784, 9417, 9879, 10545, 11068, 11881, 12437, 12633, 12742
Georgia,13,05/05/20, 27, 36, 75, 117, 160, 187, 224, 243, 261, 315, 356, 385, 416, 435, 451, 487, 556, 645, 728, 864, 994, 1245, 1292, 1, 3, 9, 15, 20, 23, 27, 29, 32, 36, 44, 48, 51, 54, 56, 60, 70, 76, 97, 105, 140, 169, 189, 24, 57, 157, 425, 645, 958, 1520, 1916, 2178, 2345, 2800, 3029, 3198, 3528, 3713, 3921, 4150, 4407, 4654, 5099, 5271, 5335, 5391
Hawaii,15,05/05/20, 0, 0, 0, 0, 0, 0, 1, 1, 2, 4, 6, 7, 8, 9, 11, 13, 15, 18, 23, 37, 53, 104, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 3, 4, 6, 10, 11, 39, 0, 0, 0, 8, 23, 24, 42, 58, 69, 73, 89, 98, 108, 116, 147, 179, 180, 191, 191, 227, 229, 232, 242
Idaho,16,05/05/20, 0, 0, 0, 1, 1, 2, 2, 3, 3, 5, 6, 6, 7, 7, 8, 10, 14, 17, 21, 27, 40, 79, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 3, 5, 10, 12, 0, 0, 3, 13, 18, 25, 38, 55, 56, 56, 68, 70, 70, 80, 80, 80, 80, 83, 88, 91, 94, 95, 99
Illinois,17,05/05/20, 38, 71, 80, 120, 150, 184, 232, 296, 325, 343, 415, 463, 492, 551, 569, 678, 773, 922, 1044, 1188, 1396, 3285, 3913, 7, 12, 17, 24, 26, 35, 43, 48, 55, 64, 70, 79, 86, 95, 102, 113, 132, 157, 165, 187, 238, 502, 655, 12, 135, 317, 852, 1607, 2675, 3304, 3938, 4485, 4720, 5615, 6100, 6517, 6851, 7352, 7967, 8364, 8916, 9407, 9951, 10226, 10299, 10394
Indiana,18,05/05/20, 15, 19, 35, 65, 93, 102, 144, 162, 180, 194, 221, 240, 264, 283, 312, 353, 418, 434, 482, 596, 757, 873, 917, 1, 4, 5, 7, 11, 13, 15, 18, 21, 23, 28, 30, 33, 35, 40, 43, 48, 53, 61, 72, 88, 101, 117, 17, 38, 99, 326, 519, 724, 959, 1189, 1394, 1479, 1694, 1900, 2018, 2204, 2338, 2492, 2636, 2809, 2965, 3245, 3378, 3462, 3488
Iowa,19,05/05/20, 18, 32, 44, 58, 71, 89, 104, 114, 126, 138, 149, 166, 183, 202, 247, 266, 278, 346, 365, 462, 641, 846, 1079, 0, 3, 4, 5, 8, 9, 11, 13, 15, 15, 17, 19, 21, 25, 29, 30, 33, 41, 48, 64, 96, 136, 162, 2, 12, 64, 195, 321, 507, 840, 964, 1185, 1252, 1496, 1609, 1704, 1953, 2047, 2151, 2290, 2364, 2456, 2767, 2857, 2887, 2908
Kansas,20,05/05/20, 1, 4, 7, 13, 18, 19, 22, 25, 28, 33, 38, 42, 44, 48, 55, 59, 73, 89, 124, 164, 285, 363, 468, 0, 0, 0, 1, 1, 2, 2, 3, 4, 4, 4, 5, 6, 7, 9, 10, 11, 14, 16, 21, 45, 61, 77, 3, 10, 23, 113, 147, 202, 305, 340, 443, 478, 604, 636, 680, 744, 778, 809, 839, 869, 901, 965, 988, 1003, 1009
Kentucky,21,05/05/20, 10, 13, 27, 38, 61, 71, 98, 124, 133, 161, 171, 195, 235, 253, 281, 345, 395, 459, 519, 636, 758, 892, 1088, 0, 0, 2, 3, 5, 8, 10, 12, 17, 19, 22, 24, 26, 31, 34, 41, 46, 56, 69, 87, 116, 130, 156, 19, 47, 136, 376, 508, 708, 1060, 1308, 1539, 1636, 1969, 2089, 2233, 2448, 2575, 2732, 2869, 2983, 3118, 3389, 3444, 3471, 3500
Louisiana,22,05/05/20, 14, 18, 27, 50, 61, 67, 82, 92, 102, 115, 135, 149, 164, 182, 195, 205, 231, 256, 306, 367, 433, 493, 551, 1, 2, 4, 7, 10, 11, 13, 15, 18, 19, 22, 24, 26, 28, 31, 35, 40, 48, 55, 59, 70, 83, 100, 13, 33, 99, 230, 447, 540, 731, 949, 1154, 1239, 1405, 1493, 1562, 1665, 1802, 1966, 2128, 2310, 2481, 2723, 2806, 2876, 2920
Maine,23,05/05/20, 4, 5, 11, 13, 16, 19, 23, 28, 37, 45, 51, 59, 66, 80, 86, 114, 127, 137, 179, 245, 423, 470, 615, 0, 0, 0, 1, 1, 1, 2, 3, 4, 4, 6, 7, 8, 10, 12, 15, 16, 17, 22, 32, 55, 68, 83, 3, 21, 35, 89, 136, 239, 348, 406, 465, 490, 646, 706, 735, 858, 954, 1014, 1081, 1110, 1153, 1250, 1261, 1264, 1270
Maryland,24,05/05/20, 5, 6, 17, 24, 40, 47, 54, 62, 66, 79, 86, 95, 105, 118, 128, 136, 156, 175, 226, 298, 352, 385, 561, 0, 0, 1, 3, 4, 8, 9, 10, 11, 12, 14, 16, 18, 19, 20, 22, 26, 29, 35, 47, 60, 68, 73, 7, 23, 92, 236, 346, 409, 578, 697, 819, 880, 1042, 1155, 1234, 1319, 1408, 1526, 1605, 1679, 1769, 1907, 1953, 1988, 2001
Massachusetts,25,05/05/20, 41, 61, 104, 143, 172, 209, 234, 263, 292, 314, 342, 366, 389, 406, 447, 475, 498, 555, 619, 717, 800, 889, 1179, 12, 26, 28, 35, 41, 45, 48, 50, 56, 64, 71, 74, 80, 83, 84, 89, 96, 109, 131, 147, 156, 161, 271, 30, 98, 226, 681, 1113, 1457, 2021, 2585, 2978, 3333, 3969, 4350, 4630, 4911, 5273, 5704, 6097, 6562, 6975, 7564, 7839, 7967, 8037
Michigan,26,05/05/20, 113, 188, 219, 299, 405, 437, 495, 549, 611, 688, 760, 886, 934, 1014, 1075, 1199, 1295, 1420, 1670, 1894, 2127, 2254, 2486, 23, 36, 43, 64, 73, 85, 103, 117, 123, 131, 143, 162, 174, 187, 209, 217, 241, 264, 303, 344, 417, 453, 488, 65, 178, 713, 1665, 2732, 3781, 4912, 6169, 7000, 7547, 8769, 9417, 9951, 10690, 11587, 12730, 13630, 14477, 15310, 16865, 17505, 17784, 18089
Minnesota,27,05/05/20, 26, 38, 48, 70, 120, 140, 163, 181, 210, 243, 271, 293, 310, 338, 372, 450, 577, 694, 926, 1065, 1489, 1956, 2084, 2, 3, 4, 8, 10, 14, 16, 19, 21, 24, 27, 31, 36, 39, 43, 45, 53, 73, 105, 142, 198, 243, 334, 28, 92, 180, 487, 702, 892, 1655, 1956, 2246, 2458, 3173, 3286, 3432, 3829, 4075, 4191, 4394, 4486, 4634, 5061, 5180, 5217, 5329
Mississippi,28,05/05/20, 9, 13, 20, 33, 41, 46, 64, 79, 83, 98, 104, 121, 132, 141, 169, 185, 202, 251, 284, 356, 481, 648, 722, 0, 0, 1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 15, 16, 19, 23, 26, 31, 41, 57, 72, 89, 7, 22, 43, 139, 189, 242, 408, 521, 665, 725, 874, 916, 979, 1054, 1119, 1192, 1251, 1356, 1483, 1625, 1708, 1734, 1741
Missouri,29,05/05/20, 16, 29, 52, 67, 79, 87, 102, 121, 137, 145, 163, 167, 184, 202, 209, 235, 252, 283, 343, 421, 500, 572, 613, 2, 5, 6, 8, 10, 12, 14, 16, 17, 19, 22, 26, 28, 29, 31, 35, 38, 41, 48, 66, 77, 97, 100, 13, 33, 162, 322, 461, 622, 830, 961, 1072, 1142, 1340, 1494, 1616, 1788, 1979, 2136, 2308, 2405, 2512, 2770, 2848, 2875, 2929
Montana,30,05/05/20, 6, 7, 15, 28, 38, 47, 56, 59, 74, 83, 107, 115, 123, 144, 164, 190, 204, 227, 257, 285, 374, 426, 514, 0, 0, 1, 3, 4, 5, 6, 8, 9, 9, 11, 12, 14, 15, 19, 22, 23, 28, 33, 39, 47, 53, 73, 6, 20, 50, 132, 240, 358, 473, 576, 660, 712, 840, 898, 949, 1081, 1135, 1200, 1271, 1361, 1457, 1587, 1637, 1663, 1680
Nebraska,31,05/05/20, 0, 1, 2, 4, 6, 7, 9, 10, 13, 17, 21, 27, 30, 35, 40, 48, 54, 63, 84, 120, 150, 225, 256, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 3, 3, 5, 6, 8, 8, 9, 11, 15, 21, 29, 31, 48, 3, 26, 34, 62, 111, 145, 204, 241, 291, 299, 406, 418, 440, 478, 506, 522, 542, 561, 591, 645, 686, 694, 707
Nevada,32,05/05/20, 1, 2, 4, 7, 10, 13, 15, 21, 24, 30, 39, 49, 76, 85, 97, 113, 131, 218, 291, 339, 444, 570, 630, 0, 0, 0, 0, 1, 1, 2, 2, 3, 3, 5, 6, 7, 8, 10, 13, 16, 24, 28, 38, 57, 82, 83, 9, 11, 13, 110, 175, 286, 488, 615, 630, 661, 800, 831, 875, 921, 958, 1017, 1064, 1105, 1217, 1265, 1299, 1309, 1318
New Hampshire,33,05/05/20, 13, 20, 25, 40, 56, 77, 85, 100, 119, 130, 148, 159, 180, 212, 234, 279, 323, 414, 472, 562, 642, 691, 789, 0, 1, 2, 3, 6, 8, 10, 11, 12, 14, 15, 18, 22, 27, 32, 38, 42, 52, 62, 77, 99, 106, 114, 1, 11, 105, 313, 479, 626, 905, 1083, 1244, 1344, 1646, 1758, 1840, 1946, 2098, 2173, 2285, 2472, 2569, 2885, 2954, 2977, 3000
New Jersey,34,05/05/20, 81, 205, 230, 299, 349, 385, 432, 474, 568, 604, 671, 722, 745, 769, 831, 893, 956, 1014, 1062, 1159, 1326, 1473, 1512, 29, 49, 61, 71, 81, 85, 89, 105, 114, 124, 135, 143, 152, 159, 170, 184, 195, 204, 210, 242, 269, 303, 312, 63, 156, 523, 1280, 2178, 2938, 3864, 4775, 5503, 6038, 6922, 7572, 8124, 8812, 9595, 10517, 11254, 12146, 12906, 13788, 14324, 14542, 14727
New Mexico,35,05/05/20, 0, 1, 8, 13, 17, 26, 30, 37, 48, 53, 57, 62, 69, 79, 87, 103, 117, 129, 160, 211, 272, 312, 386, 0, 0, 0, 1, 1, 2, 3, 4, 5, 6, 6, 8, 9, 9, 11, 12, 14, 16, 23, 31, 36, 37, 51, 4, 11, 33, 74, 124, 172, 261, 351, 452, 478, 556, 583, 600, 670, 726, 769, 811, 845, 917, 1023, 1068, 1078, 1091
New York,36,05/05/20, 295, 577, 829, 1052, 1255, 1482, 1652, 1717, 1809, 1963, 2040, 2182, 2363, 2567, 2733, 2902, 3067, 3212, 3309, 3477, 3627, 4025, 4094, 96, 165, 207, 253, 301, 321, 378, 399, 417, 439, 457, 490, 526, 555, 597, 625, 656, 680, 714, 732, 795, 815, 831, 258, 850, 2509, 5233, 7753, 9868, 12953, 15576, 17662, 20078, 22981, 25579, 27507, 29974, 32521, 35349, 37804, 40742, 43068, 45805, 47944, 48837, 49703
North Carolina,37,05/05/20, 27, 50, 113, 179, 219, 232, 265, 301, 333, 393, 422, 452, 496, 567, 604, 619, 763, 827, 900, 1019, 1186, 1440, 1955, 5, 9, 15, 19, 20, 25, 31, 35, 39, 41, 49, 55, 58, 61, 65, 75, 81, 88, 101, 115, 145, 187, 236, 20, 56, 194, 547, 827, 1204, 1634, 2050, 2312, 2507, 3030, 3247, 3424, 3757, 4085, 4386, 4739, 5051, 5386, 5784, 6000, 6058, 6153
North Dakota,38,05/05/20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 3, 5, 6, 12, 24, 41, 71, 140, 186, 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 5, 9, 17, 20, 29, 0, 0, 2, 14, 14, 31, 47, 58, 106, 109, 116, 119, 120, 147, 149, 159, 170, 176, 184, 216, 216, 219, 236
Ohio,39,05/05/20, 12, 21, 31, 55, 65, 70, 78, 100, 121, 129, 147, 165, 179, 202, 223, 270, 321, 416, 480, 521, 659, 982, 1218, 1, 1, 3, 4, 5, 7, 8, 11, 13, 14, 16, 18, 21, 24, 26, 30, 36, 43, 48, 58, 93, 110, 119, 6, 15, 81, 245, 421, 518, 782, 964, 1087, 1162, 1339, 1443, 1513, 1721, 1876, 1995, 2109, 2252, 2320, 2511, 2565, 2601, 2652
Oklahoma,40,05/05/20, 5, 11, 14, 28, 35, 44, 55, 64, 76, 83, 96, 111, 126, 144, 161, 167, 197, 213, 273, 374, 438, 504, 644, 0, 0, 1, 2, 3, 5, 5, 6, 6, 7, 10, 12, 14, 15, 18, 20, 23, 28, 33, 40, 50, 62, 85, 9, 27, 60, 169, 231, 380, 534, 613, 657, 724, 878, 955, 1025, 1149, 1239, 1294, 1381, 1450, 1488, 1605, 1653, 1665, 1683
Oregon,41,05/05/20, 13, 22, 37, 49, 70, 110, 123, 138, 153, 172, 215, 253, 287, 305, 337, 377, 511, 554, 636, 728, 819, 949, 1177, 0, 3, 4, 6, 7, 11, 14, 17, 19, 20, 24, 29, 33, 36, 46, 50, 58, 68, 79, 92, 102, 113, 158, 3, 44, 150, 300, 482, 629, 1007, 1268, 1586, 1715, 1977, 2158, 2272, 2498, 2648, 2896, 3085, 3244, 3411, 3748, 3860, 3916, 3957
Pennsylvania,42,05/05/20, 29, 59, 74, 132, 179, 218, 234, 257, 276, 295, 309, 344, 399, 438, 470, 538, 587, 615, 677, 729, 924, 1003, 1220, 5, 6, 15, 20, 30, 40, 43, 45, 50, 51, 56, 63, 66, 78, 85, 90, 98, 105, 111, 122, 147, 188, 200, 34, 104, 343, 631, 1079, 1424, 1867, 2304, 2576, 2840, 3292, 3702, 3916, 4283, 4775, 5108, 5482, 5826, 6089, 6512, 6766, 6937, 7039
Rhode Island,44,05/05/20, 1, 3, 4, 6, 8, 9, 10, 11, 13, 14, 17, 18, 20, 23, 28, 29, 31, 33, 36, 42, 49, 54, 71, 0, 0, 0, 1, 1, 1, 1, 2, 2, 3, 3, 4, 4, 4, 5, 5, 6, 6, 7, 9, 10, 12, 16, 1, 2, 13, 47, 78, 92, 115, 140, 160, 177, 208, 224, 234, 242, 259, 287, 305, 327, 344, 371, 381, 389, 393
South Carolina,45,05/05/20, 8, 13, 25, 34, 46, 54, 66, 76, 93, 109, 124, 139, 151, 178, 220, 267, 284, 311, 374, 465, 533, 584, 698, 1, 1, 1, 3, 4, 4, 6, 7, 10, 11, 14, 16, 18, 20, 23, 28, 31, 37, 42, 47, 62, 75, 83, 20, 43, 81, 205, 291, 428, 648, 769, 847, 894, 1029, 1117, 1174, 1322, 1416, 1516, 1601, 1698, 1816, 2004, 2089, 2104, 2114
South Dakota,46,05/05/20, 0, 1, 6, 8, 16, 22, 27, 36, 47, 55, 61, 77, 91, 106, 135, 145, 173, 259, 307, 427, 473, 537, 590, 0, 0, 0, 1, 2, 3, 4, 6, 6, 7, 8, 9, 13, 16, 22, 24, 31, 42, 66, 81, 101, 110, 117, 18, 35, 58, 271, 312, 454, 756, 881, 1047, 1131, 1450, 1500, 1583, 1742, 1865, 1889, 1966, 2043, 2089, 2304, 2403, 2450, 2471
Tennessee,47,05/05/20, 36, 61, 82, 98, 117, 150, 164, 179, 204, 242, 265, 300, 340, 379, 409, 440, 476, 528, 601, 703, 967, 1270, 1339, 2, 5, 7, 10, 12, 17, 19, 23, 24, 29, 31, 34, 42, 47, 53, 57, 58, 64, 75, 86, 96, 143, 192, 18, 55, 203, 406, 648, 985, 1329, 1557, 1746, 1846, 2168, 2305, 2411, 2722, 2998, 3191, 3374, 3620, 3843, 4171, 4308, 4336, 4372
Texas,48,05/05/20, 57, 87, 107, 132, 199, 276, 317, 348, 414, 456, 478, 512, 569, 629, 675, 697, 782, 1003, 1110, 1371, 1698, 2016, 2909, 5, 11, 14, 19, 23, 32, 37, 43, 49, 56, 63, 65, 72, 77, 81, 87, 102, 113, 133, 165, 228, 284, 403, 39, 95, 303, 713, 1201, 1869, 2559, 2984, 3310, 3482, 4321, 4616, 4909, 5405, 5800, 6080, 6392, 6741, 7141, 7826, 8097, 8151, 8258
Utah,49,05/05/20, 3, 3, 5, 7, 11, 14, 16, 20, 24, 27, 30, 33, 38, 41, 51, 61, 73, 81, 87, 128, 180, 227, 259, 0, 0, 0, 1, 1, 2, 2, 2, 3, 4, 5, 6, 6, 7, 7, 8, 10, 11, 14, 18, 25, 28, 35, 1, 3, 35, 102, 129, 168, 211, 273, 305, 344, 402, 423, 457, 497, 523, 574, 604, 622, 652, 690, 712, 719, 736
