location,fips,Date, hosp_new_1, hosp_new_2point5, hosp_new_5, hosp_new_10, hosp_new_15, hosp_new_20, hosp_new_25, hosp_new_30, hosp_new_35, hosp_new_40, hosp_new_45, hosp_new_50, hosp_new_55, hosp_new_60, hosp_new_65, hosp_new_70, hosp_new_75, hosp_new_80, hosp_new_85, hosp_new_90, hosp_new_95, hosp_new_97point5, hosp_new_99, death_1, death_2point5, death_5, death_10, death_15, death_20, death_25, death_30, death_35, death_40, death_45, death_50, death_55, death_60, death_65, death_70, death_75, death_80, death_85, death_90, death_95, death_97point5, death_99, cdeath_1, cdeath_2point5, cdeath_5, cdeath_10, cdeath_15, cdeath_20, cdeath_25, cdeath_30, cdeath_35, cdeath_40, cdeath_45, cdeath_50, cdeath_55, cdeath_60, cdeath_65, cdeath_70, cdeath_75, cdeath_80, cdeath_85, cdeath_90, cdeath_95, cdeath_97point5, cdeath_99
Colorado,8,05/18/20, 36, 118, 147, 279, 352, 454, 541, 622, 725, 834, 875, 910, 953, 1033, 1088, 1253, 1398, 1605, 1669, 1769, 2007, 2138, 2715, 4, 23, 26, 50, 60, 71, 85, 100, 121, 129, 140, 146, 150, 165, 172, 197, 225, 244, 265, 288, 335, 361, 456, 62, 177, 795, 1607, 2552, 3401, 4366, 5332, 6037, 6748, 7944, 8476, 8975, 9568, 10244, 11304, 12234, 13096, 13894, 15012, 15553, 15709, 15908
Connecticut,9,05/18/20, 51, 69, 156, 203, 239, 291, 343, 377, 425, 464, 581, 624, 675, 744, 798, 825, 884, 986, 1044, 1106, 1458, 1551, 1794, 12, 17, 24, 39, 52, 58, 64, 73, 84, 98, 108, 120, 128, 139, 157, 164, 175, 198, 210, 222, 265, 297, 349, 66, 176, 500, 1375, 2054, 2776, 3491, 4025, 4648, 5185, 6021, 6432, 6960, 7415, 8288, 9105, 9804, 10621, 11105, 11902, 12379, 12539, 12671
Delaware,10,05/18/20, 2, 4, 6, 12, 14, 16, 18, 23, 28, 34, 38, 44, 60, 69, 72, 86, 96, 113, 141, 171, 260, 365, 462, 0, 0, 0, 1, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 15, 16, 21, 26, 30, 40, 57, 74, 1, 8, 48, 95, 166, 219, 328, 445, 560, 641, 712, 754, 778, 801, 892, 939, 982, 1096, 1145, 1181, 1250, 1270, 1282
Florida,12,05/18/20, 76, 302, 539, 777, 908, 1217, 1449, 1540, 1715, 1853, 2015, 2453, 2747, 3067, 3730, 3921, 4336, 4883, 5279, 5683, 6261, 6973, 8051, 15, 52, 86, 130, 159, 196, 228, 254, 270, 296, 338, 389, 469, 548, 587, 631, 690, 806, 868, 970, 1051, 1213, 1372, 148, 541, 2419, 5504, 8313, 11822, 15433, 19402, 21665, 23241, 25638, 27306, 28784, 30858, 33042, 35535, 37505, 40000, 42192, 45307, 47030, 47644, 48167
Georgia,13,05/18/20, 60, 118, 195, 351, 500, 564, 647, 745, 809, 884, 966, 1075, 1165, 1289, 1392, 1540, 1704, 1860, 2244, 2582, 3007, 3207, 3669, 3, 7, 22, 49, 61, 70, 91, 100, 108, 118, 130, 145, 157, 177, 192, 225, 243, 260, 324, 384, 453, 478, 582, 56, 171, 480, 1311, 2242, 3258, 5044, 6375, 7196, 7719, 9192, 10041, 10609, 11436, 12086, 12950, 13699, 14796, 15692, 17012, 17591, 17744, 17897
Hawaii,15,05/18/20, 0, 0, 1, 4, 6, 8, 13, 23, 28, 37, 51, 60, 78, 86, 97, 121, 203, 263, 298, 370, 614, 788, 1459, 0, 0, 0, 0, 0, 1, 2, 2, 3, 4, 7, 9, 11, 12, 13, 19, 26, 34, 39, 52, 76, 130, 195, 1, 2, 5, 185, 493, 541, 674, 863, 1026, 1065, 1202, 1263, 1310, 1416, 1483, 1572, 1615, 1741, 1753, 1863, 1920, 1934, 2010
Idaho,16,05/18/20, 2, 2, 3, 6, 8, 11, 13, 16, 22, 28, 32, 40, 46, 51, 66, 85, 96, 125, 152, 206, 296, 342, 655, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 3, 4, 5, 5, 5, 6, 8, 10, 11, 18, 27, 31, 65, 2, 3, 13, 50, 70, 120, 183, 213, 234, 254, 329, 341, 346, 389, 407, 419, 432, 544, 593, 639, 672, 672, 679
Illinois,17,05/18/20, 52, 112, 167, 243, 329, 394, 614, 823, 916, 1001, 1071, 1201, 1292, 1394, 1538, 1676, 2121, 2623, 2851, 3305, 3616, 3963, 5071, 8, 16, 26, 40, 55, 64, 104, 122, 147, 169, 184, 197, 207, 220, 241, 279, 324, 427, 476, 554, 616, 661, 953, 26, 249, 867, 2121, 3754, 4915, 6311, 7654, 8966, 9563, 11987, 12975, 14121, 14989, 16466, 18077, 19106, 20730, 22025, 23582, 24158, 24272, 24489
Indiana,18,05/18/20, 41, 85, 104, 196, 319, 332, 401, 521, 631, 689, 750, 786, 827, 849, 928, 1059, 1152, 1292, 1433, 1595, 1795, 2461, 2754, 3, 8, 12, 23, 37, 43, 51, 57, 81, 89, 95, 101, 112, 116, 123, 131, 148, 173, 196, 224, 266, 342, 350, 29, 95, 414, 1108, 1797, 2388, 3075, 3719, 4332, 4620, 5403, 5902, 6282, 6750, 7309, 7961, 8423, 9050, 9743, 10620, 11059, 11226, 11304
Iowa,19,05/18/20, 19, 40, 52, 72, 110, 149, 191, 211, 232, 256, 299, 318, 361, 424, 446, 472, 542, 586, 604, 769, 908, 985, 1287, 2, 4, 6, 10, 13, 22, 26, 29, 31, 34, 37, 39, 42, 53, 57, 60, 67, 75, 82, 92, 126, 132, 146, 15, 40, 158, 341, 652, 959, 1346, 1574, 1847, 1966, 2333, 2611, 2767, 3019, 3275, 3546, 3767, 4007, 4183, 4571, 4733, 4767, 4810
Kansas,20,05/18/20, 4, 10, 18, 36, 43, 56, 79, 87, 104, 109, 121, 139, 163, 190, 217, 282, 320, 371, 452, 514, 648, 780, 955, 0, 1, 2, 4, 6, 7, 9, 9, 11, 13, 14, 18, 20, 22, 30, 37, 43, 47, 57, 64, 86, 109, 144, 2, 16, 102, 295, 470, 554, 753, 864, 1002, 1065, 1375, 1529, 1701, 1833, 1940, 2074, 2191, 2318, 2527, 2738, 2806, 2830, 2840
Kentucky,21,05/18/20, 8, 10, 23, 46, 85, 104, 120, 166, 201, 217, 238, 292, 338, 381, 437, 489, 517, 604, 648, 768, 918, 1070, 1173, 0, 1, 2, 4, 9, 11, 14, 19, 23, 27, 30, 35, 42, 48, 54, 64, 73, 84, 97, 119, 138, 153, 169, 21, 53, 219, 523, 774, 950, 1393, 1727, 2046, 2162, 2496, 2681, 2860, 3066, 3208, 3492, 3672, 3999, 4311, 4651, 4765, 4811, 4838
Louisiana,22,05/18/20, 41, 97, 159, 221, 310, 358, 430, 545, 581, 608, 650, 722, 799, 858, 908, 1004, 1081, 1284, 1384, 1499, 1598, 1699, 1814, 5, 12, 22, 39, 48, 55, 62, 75, 88, 99, 105, 111, 122, 135, 149, 169, 190, 205, 222, 236, 271, 278, 285, 27, 108, 360, 1080, 1868, 2428, 3224, 4007, 4553, 4932, 5907, 6504, 6856, 7414, 8096, 8804, 9443, 10286, 10982, 11944, 12313, 12511, 12703
Maine,23,05/18/20, 7, 21, 33, 46, 64, 81, 98, 124, 145, 169, 198, 235, 259, 278, 304, 371, 400, 469, 567, 606, 758, 886, 979, 1, 2, 4, 5, 7, 12, 15, 19, 24, 25, 28, 33, 36, 38, 44, 48, 58, 72, 85, 96, 111, 130, 172, 13, 44, 135, 381, 549, 801, 1119, 1357, 1599, 1693, 2179, 2376, 2491, 2662, 2913, 3096, 3328, 3549, 3783, 4120, 4179, 4194, 4212
Maryland,24,05/18/20, 20, 36, 46, 94, 169, 203, 259, 285, 337, 383, 440, 477, 502, 556, 605, 678, 773, 875, 1011, 1193, 1522, 1935, 2518, 1, 5, 9, 16, 24, 30, 37, 43, 50, 58, 67, 72, 76, 83, 90, 99, 117, 129, 147, 189, 238, 344, 377, 19, 70, 266, 952, 1605, 1916, 2611, 3040, 3503, 3823, 4570, 5033, 5383, 5676, 6008, 6518, 6915, 7363, 7880, 8486, 8712, 8822, 8882
Massachusetts,25,05/18/20, 56, 139, 277, 383, 476, 533, 650, 700, 786, 853, 944, 1083, 1128, 1181, 1243, 1343, 1459, 1574, 1701, 1835, 1991, 2120, 2262, 15, 40, 53, 73, 93, 104, 116, 125, 143, 164, 178, 195, 207, 218, 229, 243, 265, 285, 321, 349, 377, 394, 432, 64, 218, 561, 1738, 2871, 3669, 4979, 6415, 7329, 8242, 9534, 10618, 11312, 12074, 12980, 14132, 15025, 16203, 17240, 18568, 19256, 19554, 19700
Michigan,26,05/18/20, 221, 496, 542, 774, 1010, 1137, 1346, 1443, 1604, 1773, 1864, 1998, 2121, 2228, 2317, 2537, 2677, 2718, 2948, 3105, 3256, 3484, 3769, 48, 84, 94, 139, 182, 210, 232, 265, 309, 319, 342, 376, 389, 411, 439, 462, 493, 530, 553, 581, 609, 636, 702, 127, 418, 1641, 3454, 5512, 7235, 9320, 12037, 13963, 15188, 17373, 18800, 20059, 21450, 23442, 25496, 27618, 29770, 31630, 33945, 35262, 35822, 36324
Minnesota,27,05/18/20, 29, 54, 91, 117, 154, 219, 248, 282, 303, 381, 405, 481, 571, 600, 646, 721, 800, 959, 1053, 1260, 1496, 1736, 1861, 3, 5, 10, 14, 18, 24, 36, 39, 43, 48, 52, 62, 76, 84, 90, 96, 110, 126, 149, 188, 247, 264, 270, 26, 105, 276, 667, 999, 1373, 2209, 2754, 3215, 3498, 4263, 4608, 4869, 5253, 5778, 6130, 6565, 6879, 7202, 7799, 8024, 8079, 8207
Mississippi,28,05/18/20, 30, 38, 64, 103, 143, 160, 195, 239, 285, 319, 349, 371, 411, 435, 515, 582, 612, 704, 869, 1024, 1257, 1366, 1672, 3, 3, 5, 10, 12, 17, 21, 25, 27, 33, 42, 46, 51, 54, 58, 62, 69, 85, 99, 119, 139, 166, 216, 13, 35, 117, 386, 660, 884, 1372, 1717, 1986, 2159, 2577, 2778, 2969, 3195, 3432, 3699, 3900, 4244, 4628, 5013, 5249, 5325, 5356
Missouri,29,05/18/20, 32, 54, 95, 160, 217, 264, 321, 346, 358, 396, 445, 546, 606, 641, 712, 747, 834, 948, 1081, 1226, 1785, 1997, 2042, 4, 8, 14, 24, 29, 34, 40, 46, 50, 60, 67, 77, 86, 91, 99, 105, 117, 137, 148, 197, 231, 278, 312, 38, 105, 558, 1035, 1447, 1900, 2437, 2855, 3165, 3380, 4086, 4566, 4896, 5216, 5745, 6329, 6955, 7452, 7755, 8598, 8818, 8874, 8989
Montana,30,05/18/20, 8, 15, 29, 53, 66, 76, 108, 114, 148, 164, 194, 203, 214, 226, 240, 255, 302, 376, 469, 524, 647, 733, 834, 1, 2, 4, 6, 8, 11, 13, 17, 19, 21, 23, 25, 26, 31, 33, 37, 41, 49, 52, 66, 78, 93, 110, 11, 25, 118, 236, 445, 620, 789, 928, 1071, 1174, 1449, 1556, 1643, 1803, 1913, 2066, 2176, 2357, 2545, 2848, 2934, 3021, 3064
Nebraska,31,05/18/20, 1, 2, 3, 5, 8, 12, 13, 16, 22, 27, 36, 43, 47, 57, 62, 70, 89, 109, 126, 152, 231, 338, 420, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 3, 4, 5, 7, 8, 8, 11, 13, 16, 21, 30, 43, 62, 3, 12, 22, 55, 126, 181, 238, 343, 371, 384, 455, 480, 522, 553, 593, 607, 645, 670, 711, 763, 764, 780, 789
Nevada,32,05/18/20, 5, 9, 20, 35, 49, 69, 91, 111, 141, 189, 206, 227, 240, 278, 292, 341, 413, 465, 608, 716, 945, 1223, 2232, 0, 0, 1, 3, 7, 10, 13, 15, 20, 23, 26, 30, 33, 35, 43, 54, 61, 71, 86, 114, 124, 181, 339, 19, 26, 59, 601, 919, 1105, 1407, 1639, 1733, 1918, 2395, 2563, 2746, 2874, 3101, 3383, 3608, 3774, 4017, 4311, 4442, 4477, 4551
New Hampshire,33,05/18/20, 20, 37, 54, 86, 129, 156, 177, 199, 211, 229, 250, 285, 304, 341, 377, 407, 430, 456, 474, 565, 681, 826, 864, 2, 6, 9, 11, 20, 23, 27, 30, 35, 36, 38, 41, 51, 57, 60, 66, 72, 77, 82, 101, 129, 150, 180, 5, 36, 196, 571, 872, 1108, 1638, 2033, 2296, 2477, 2778, 2996, 3195, 3387, 3638, 3846, 4027, 4356, 4579, 4954, 5121, 5174, 5232
New Jersey,34,05/18/20, 109, 355, 412, 596, 708, 777, 891, 974, 1099, 1195, 1262, 1343, 1427, 1588, 1638, 1670, 1815, 1998, 2059, 2172, 2458, 2632, 2972, 28, 81, 95, 123, 142, 159, 175, 192, 232, 248, 264, 286, 307, 319, 339, 350, 372, 392, 408, 436, 472, 498, 565, 83, 315, 1082, 2601, 4017, 5433, 7135, 8866, 10287, 11377, 13209, 14387, 15420, 16621, 18058, 19704, 21213, 23099, 24582, 26284, 27243, 27588, 27911
New Mexico,35,05/18/20, 3, 3, 10, 26, 35, 44, 51, 61, 66, 77, 100, 111, 125, 152, 186, 224, 239, 316, 384, 506, 846, 933, 1129, 0, 0, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 16, 20, 26, 30, 36, 41, 50, 63, 105, 146, 189, 9, 18, 95, 205, 373, 560, 846, 1023, 1194, 1255, 1486, 1568, 1607, 1765, 1946, 2077, 2162, 2246, 2365, 2686, 2753, 2788, 2798
New York,36,05/18/20, 302, 579, 1301, 1672, 1826, 2049, 2288, 2362, 2504, 2655, 2867, 3010, 3177, 3349, 3525, 3666, 4026, 4259, 4382, 4554, 5171, 5576, 6237, 66, 131, 248, 320, 368, 401, 436, 467, 487, 516, 550, 591, 621, 639, 681, 696, 771, 801, 850, 879, 966, 1069, 1161, 211, 900, 3127, 6397, 9316, 11820, 15165, 18672, 21375, 24209, 27973, 30646, 32891, 35827, 39205, 42355, 45042, 48578, 51536, 54815, 57252, 58236, 59072
North Carolina,37,05/18/20, 46, 145, 368, 525, 672, 797, 865, 950, 1040, 1130, 1211, 1351, 1585, 1753, 1913, 2059, 2304, 2521, 2854, 3251, 4364, 5140, 5831, 2, 18, 55, 75, 88, 104, 117, 131, 137, 151, 164, 185, 198, 234, 258, 279, 313, 369, 394, 431, 620, 758, 821, 45, 162, 656, 2132, 3296, 4758, 6474, 7771, 8805, 9583, 11241, 12205, 12854, 14164, 15301, 16560, 17816, 19194, 20546, 22026, 22844, 23052, 23406
North Dakota,38,05/18/20, 0, 0, 0, 0, 0, 0, 1, 1, 2, 4, 5, 7, 14, 21, 35, 57, 78, 114, 146, 198, 251, 283, 293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 5, 6, 11, 13, 17, 28, 30, 37, 0, 0, 3, 19, 39, 86, 143, 173, 233, 258, 285, 318, 321, 337, 347, 355, 402, 418, 457, 484, 498, 503, 514
Ohio,39,05/18/20, 48, 104, 127, 200, 258, 319, 357, 453, 577, 645, 670, 748, 800, 879, 947, 1089, 1215, 1355, 1519, 2055, 2556, 2813, 3814, 5, 11, 15, 19, 26, 39, 47, 52, 66, 76, 83, 90, 102, 109, 122, 134, 159, 166, 200, 270, 353, 412, 558, 26, 69, 378, 1070, 1959, 2608, 3584, 4528, 4945, 5217, 6174, 6686, 6979, 7575, 8269, 8975, 9468, 10181, 10565, 11401, 11696, 11795, 12010
Oklahoma,40,05/18/20, 14, 25, 38, 90, 105, 139, 177, 201, 231, 280, 356, 406, 466, 490, 546, 626, 679, 709, 862, 1073, 1319, 1760, 1886, 1, 1, 3, 8, 11, 14, 20, 23, 29, 34, 40, 45, 51, 59, 63, 71, 86, 89, 115, 155, 190, 223, 273, 15, 31, 207, 631, 1056, 1511, 1979, 2181, 2369, 2568, 3053, 3465, 3709, 3969, 4281, 4547, 4959, 5238, 5426, 5969, 6079, 6106, 6164
Oregon,41,05/18/20, 42, 66, 103, 164, 253, 294, 383, 467, 543, 580, 613, 652, 728, 744, 781, 876, 1057, 1291, 1421, 1549, 1790, 2046, 2471, 6, 8, 15, 22, 35, 41, 53, 66, 72, 75, 87, 94, 99, 103, 113, 136, 154, 170, 205, 230, 264, 295, 333, 25, 63, 380, 987, 1547, 2052, 2880, 3566, 4267, 4694, 5482, 6062, 6371, 6761, 7135, 7874, 8483, 9059, 9534, 10323, 10647, 10805, 10927
Pennsylvania,42,05/18/20, 63, 103, 201, 397, 594, 770, 827, 887, 958, 1028, 1121, 1200, 1280, 1419, 1679, 1812, 2014, 2292, 2495, 2740, 3177, 3556, 3847, 7, 12, 34, 54, 101, 123, 131, 139, 144, 157, 170, 189, 200, 217, 256, 291, 314, 342, 384, 426, 483, 520, 561, 78, 254, 1044, 2074, 3414, 4537, 6108, 7487, 8520, 9303, 10746, 11869, 12457, 13378, 14851, 16058, 17173, 18470, 19463, 20757, 21365, 21761, 22047
Rhode Island,44,05/18/20, 3, 7, 16, 23, 26, 28, 33, 37, 50, 58, 65, 75, 86, 98, 107, 120, 139, 150, 163, 185, 207, 288, 430, 0, 1, 1, 3, 4, 5, 6, 7, 9, 10, 12, 13, 15, 17, 19, 21, 23, 26, 29, 35, 39, 50, 66, 2, 10, 81, 158, 237, 295, 376, 490, 614, 654, 796, 864, 918, 983, 1054, 1144, 1229, 1316, 1402, 1537, 1567, 1592, 1611
South Carolina,45,05/18/20, 27, 67, 99, 182, 210, 259, 319, 365, 417, 515, 570, 617, 689, 797, 876, 978, 1090, 1203, 1432, 1668, 1942, 2047, 2186, 2, 7, 15, 21, 27, 31, 41, 53, 60, 69, 73, 81, 93, 104, 113, 131, 147, 163, 193, 242, 259, 272, 312, 65, 157, 417, 1130, 1690, 2146, 3012, 3503, 3932, 4197, 4953, 5445, 5676, 6182, 6625, 7304, 7807, 8407, 8974, 9701, 10098, 10190, 10265
South Dakota,46,05/18/20, 0, 0, 0, 1, 5, 8, 9, 14, 18, 25, 31, 41, 49, 53, 60, 73, 83, 106, 138, 163, 228, 284, 384, 0, 0, 0, 0, 0, 0, 1, 2, 2, 3, 4, 5, 6, 7, 8, 10, 11, 14, 17, 21, 27, 36, 52, 0, 0, 2, 67, 104, 121, 206, 229, 263, 300, 406, 435, 459, 499, 541, 571, 598, 653, 689, 756, 772, 776, 800
Tennessee,47,05/18/20, 40, 92, 170, 272, 356, 383, 422, 489, 552, 620, 650, 853, 984, 1082, 1213, 1311, 1472, 1588, 1754, 2023, 2222, 2291, 2701, 6, 7, 20, 30, 44, 54, 59, 61, 70, 80, 87, 114, 139, 157, 172, 186, 208, 226, 253, 296, 313, 338, 391, 31, 117, 600, 1378, 2189, 3121, 4316, 5057, 5566, 5834, 6736, 7275, 7653, 8271, 9132, 9849, 10561, 11377, 12188, 13224, 13595, 13689, 13784
Texas,48,05/18/20, 104, 208, 298, 417, 513, 669, 873, 1021, 1133, 1328, 1547, 1614, 1787, 1952, 2241, 2540, 2862, 3472, 3657, 3948, 4916, 5632, 6104, 16, 32, 42, 58, 79, 90, 128, 141, 168, 191, 199, 224, 232, 273, 307, 334, 371, 437, 508, 578, 691, 826, 854, 95, 270, 1136, 2261, 4081, 5666, 7730, 9339, 10754, 11499, 13948, 14975, 15695, 16822, 18525, 19758, 20933, 22555, 24142, 26236, 27058, 27238, 27512
Utah,49,05/18/20, 8, 13, 27, 37, 44, 68, 79, 98, 112, 127, 142, 163, 193, 205, 229, 255, 275, 353, 428, 593, 707, 797, 1031, 0, 1, 2, 5, 5, 9, 12, 14, 16, 17, 20, 22, 24, 27, 32, 35, 41, 47, 63, 78, 92, 109, 136, 6, 15, 176, 468, 611, 749, 993, 1213, 1389, 1469, 1668, 1762, 1901, 2059, 2214, 2398, 2501, 2650, 2754, 2908, 2995, 3026, 3089
Vermont,50,05/18/20, 12, 18, 33, 50, 66, 89, 110, 116, 142, 150, 155, 177, 190, 203, 210, 244, 257, 269, 292, 302, 343, 369, 394, 1, 2, 4, 7, 12, 14, 16, 21, 22, 24, 26, 28, 32, 35, 38, 40, 44, 49, 54, 56, 66, 69, 78, 11, 41, 153, 390, 573, 730, 899, 1053, 1213, 1323, 1543, 1697, 1777, 1859, 2027, 2202, 2423, 2596, 2746, 2943, 3043, 3087, 3111
Virginia,51,05/18/20, 47, 108, 144, 262, 360, 442, 503, 557, 590, 686, 735, 774, 840, 921, 997, 1083, 1200, 1377, 1723, 1942, 2172, 2387, 2851, 3, 8, 14, 29, 48, 57, 63, 73, 85, 92, 98, 112, 124, 128, 135, 147, 174, 208, 246, 287, 314, 319, 430, 33, 115, 437, 1292, 1939, 2625, 3776, 4409, 4982, 5375, 6548, 7092, 7505, 7959, 8587, 9304, 9958, 10628, 11273, 12412, 12840, 13006, 13138
Washington,53,05/18/20, 116, 179, 186, 327, 424, 552, 640, 723, 838, 913, 994, 1106, 1211, 1362, 1494, 1697, 1971, 2196, 2710, 2850, 3325, 3829, 4501, 15, 23, 27, 52, 69, 85, 96, 112, 120, 129, 160, 173, 187, 211, 228, 265, 283, 328, 428, 478, 519, 630, 741, 147, 344, 911, 1971, 3714, 4486, 6224, 7394, 8746, 9274, 10447, 11476, 12358, 13253, 14133, 15395, 16328, 17408, 18322, 20246, 21128, 21453, 21630
West Virginia,54,05/18/20, 0, 0, 1, 4, 8, 9, 11, 13, 15, 18, 20, 27, 32, 33, 38, 50, 56, 63, 80, 86, 135, 168, 440, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 3, 3, 4, 5, 5, 7, 8, 9, 11, 13, 17, 23, 49, 4, 8, 16, 43, 123, 152, 195, 222, 235, 243, 292, 310, 351, 365, 379, 401, 426, 465, 480, 530, 538, 542, 544
Wisconsin,55,05/18/20, 28, 78, 130, 167, 216, 281, 332, 384, 441, 461, 522, 588, 681, 754, 803, 969, 1049, 1167, 1293, 1585, 2089, 2267, 2916, 5, 9, 17, 27, 33, 43, 55, 65, 67, 71, 76, 81, 99, 109, 122, 143, 161, 176, 200, 237, 298, 320, 415, 40, 99, 509, 1321, 1853, 2658, 3466, 4121, 4823, 5299, 6035, 6688, 7203, 7566, 8068, 8635, 9114, 9545, 10036, 10692, 11062, 11202, 11357
Wyoming,56,05/18/20, 1, 1, 2, 5, 8, 13, 18, 25, 32, 44, 46, 54, 63, 74, 89, 99, 149, 163, 186, 218, 260, 264, 357, 0, 0, 0, 0, 0, 1, 2, 3, 4, 4, 5, 6, 7, 9, 11, 13, 17, 20, 24, 28, 34, 38, 53, 5, 9, 17, 70, 141, 219, 308, 350, 381, 425, 536, 582, 649, 684, 726, 802, 832, 872, 929, 1001, 1046, 1048, 1055
US National,US,05/18/20, 2944, 5600, 9582, 13940, 17542, 21065, 23172, 27356, 29699, 31568, 33339, 37806, 41996, 45459, 47645, 50597, 53852, 59797, 63423, 69542, 81029, 89683, 97864, 489, 947, 1518, 2223, 2869, 3257, 3647, 4330, 4688, 4900, 5338, 5802, 6422, 6992, 7344, 7637, 8299, 9180, 9516, 11021, 13091, 13613, 14559, 2077, 6768, 24529, 60453, 96521, 129787, 174357, 213663, 245830, 267193, 311787, 338465, 359922, 385870, 417208, 451294, 480696, 516211, 547134, 589697, 610081, 618648, 625508
Alabama,1,05/19/20, 49, 81, 104, 192, 236, 351, 370, 418, 497, 552, 612, 651, 727, 824, 887, 900, 990, 1163, 1383, 1601, 1846, 1947, 2180, 4, 6, 11, 26, 32, 40, 51, 55, 64, 75, 81, 86, 94, 103, 111, 117, 125, 158, 179, 211, 258, 270, 333, 42, 95, 576, 1104, 1707, 2141, 2859, 3505, 3954, 4397, 5182, 5589, 5865, 6272, 6697, 7226, 7697, 8128, 8713, 9578, 9823, 9952, 10061
Alaska,2,05/19/20, 0, 0, 1, 5, 13, 18, 23, 37, 50, 58, 64, 76, 88, 118, 142, 176, 203, 231, 266, 311, 408, 494, 510, 0, 0, 0, 0, 1, 2, 3, 4, 4, 6, 7, 11, 12, 16, 18, 20, 26, 32, 38, 41, 53, 75, 79, 9, 22, 30, 129, 184, 314, 554, 655, 728, 771, 878, 930, 945, 1013, 1121, 1170, 1298, 1398, 1473, 1597, 1616, 1628, 1663
Arizona,4,05/19/20, 17, 39, 64, 186, 306, 397, 470, 596, 676, 732, 796, 931, 1058, 1157, 1250, 1373, 1461, 1534, 1743, 1916, 2590, 3100, 3768, 2, 5, 9, 29, 40, 47, 72, 90, 96, 102, 113, 137, 150, 169, 185, 200, 229, 238, 253, 307, 434, 487, 576, 40, 110, 537, 1501, 2129, 2864, 3841, 4841, 5787, 6331, 7565, 8677, 9248, 9800, 10473, 11316, 12017, 13070, 13812, 14932, 15449, 15561, 15786
Arkansas,5,05/19/20, 2, 3, 7, 18, 27, 38, 48, 67, 80, 93, 118, 153, 177, 243, 286, 317, 361, 404, 484, 624, 718, 808, 875, 0, 0, 0, 1, 2, 3, 4, 6, 7, 10, 15, 16, 19, 23, 27, 32, 36, 43, 54, 66, 82, 107, 129, 2, 10, 51, 246, 512, 614, 821, 958, 1159, 1231, 1440, 1485, 1563, 1615, 1793, 1880, 2011, 2185, 2296, 2462, 2529, 2544, 2548
California,6,05/19/20, 96, 172, 394, 619, 941, 1465, 1652, 1906, 2066, 2353, 2654, 2841, 3097, 3440, 3814, 4373, 4966, 5952, 6623, 7810, 9392, 10772, 12035, 8, 19, 65, 104, 142, 220, 259, 293, 326, 354, 394, 428, 479, 511, 589, 680, 781, 879, 1036, 1223, 1530, 1791, 2070, 244, 738, 1648, 5104, 8425, 12259, 16425, 20307, 24329, 26230, 30136, 32017, 34310, 36309, 38437, 41358, 43441, 46312, 48831, 52301, 54103, 55912, 56340
Colorado,8,05/19/20, 24, 108, 144, 282, 337, 411, 553, 618, 690, 790, 866, 889, 921, 978, 1078, 1214, 1324, 1521, 1628, 1672, 1847, 1997, 2467, 3, 20, 27, 39, 53, 66, 93, 100, 112, 131, 139, 146, 152, 165, 176, 198, 210, 232, 257, 291, 322, 344, 422, 71, 180, 777, 1624, 2564, 3347, 4329, 5226, 5913, 6589, 7725, 8200, 8725, 9322, 9938, 10983, 11843, 12689, 13522, 14596, 15144, 15312, 15520
Connecticut,9,05/19/20, 44, 70, 127, 180, 231, 275, 310, 360, 416, 453, 571, 612, 632, 699, 751, 784, 850, 910, 996, 1047, 1404, 1512, 1752, 10, 21, 26, 37, 45, 61, 65, 74, 82, 94, 110, 114, 121, 131, 145, 161, 170, 178, 188, 217, 270, 273, 325, 64, 184, 504, 1382, 1959, 2589, 3279, 3808, 4403, 4941, 5728, 6137, 6628, 7028, 7797, 8576, 9220, 10002, 10498, 11283, 11760, 11938, 12086
Delaware,10,05/19/20, 2, 4, 6, 9, 13, 14, 17, 20, 25, 32, 37, 42, 48, 61, 70, 83, 100, 117, 142, 160, 249, 339, 416, 0, 0, 0, 1, 2, 2, 2, 3, 4, 5, 6, 7, 9, 10, 13, 14, 16, 21, 24, 31, 39, 51, 70, 0, 4, 51, 95, 144, 195, 298, 401, 503, 576, 633, 688, 708, 733, 811, 863, 899, 1006, 1059, 1102, 1166, 1190, 1200
Florida,12,05/19/20, 80, 265, 484, 696, 881, 1158, 1387, 1484, 1593, 1826, 1961, 2350, 2612, 2862, 3609, 3740, 4142, 4633, 5107, 5489, 5904, 6364, 7796, 11, 57, 80, 128, 151, 194, 208, 250, 261, 290, 326, 393, 426, 524, 589, 631, 709, 794, 860, 922, 993, 1227, 1317, 136, 491, 2362, 5461, 8282, 11637, 15061, 18860, 21080, 22630, 25013, 26655, 28039, 30017, 32059, 34585, 36444, 38842, 40928, 43984, 45663, 46321, 46816
