location,fips,Date, hosp_new_1, hosp_new_2point5, hosp_new_5, hosp_new_10, hosp_new_15, hosp_new_20, hosp_new_25, hosp_new_30, hosp_new_35, hosp_new_40, hosp_new_45, hosp_new_50, hosp_new_55, hosp_new_60, hosp_new_65, hosp_new_70, hosp_new_75, hosp_new_80, hosp_new_85, hosp_new_90, hosp_new_95, hosp_new_97point5, hosp_new_99, death_1, death_2point5, death_5, death_10, death_15, death_20, death_25, death_30, death_35, death_40, death_45, death_50, death_55, death_60, death_65, death_70, death_75, death_80, death_85, death_90, death_95, death_97point5, death_99, cdeath_1, cdeath_2point5, cdeath_5, cdeath_10, cdeath_15, cdeath_20, cdeath_25, cdeath_30, cdeath_35, cdeath_40, cdeath_45, cdeath_50, cdeath_55, cdeath_60, cdeath_65, cdeath_70, cdeath_75, cdeath_80, cdeath_85, cdeath_90, cdeath_95, cdeath_97point5, cdeath_99
Colorado,8,04/20/20, 126, 198, 243, 315, 368, 416, 519, 555, 609, 642, 668, 720, 769, 826, 847, 939, 985, 1047, 1252, 1611, 2039, 2385, 2705, 17, 20, 24, 32, 37, 41, 44, 50, 52, 57, 61, 64, 69, 75, 79, 82, 89, 99, 111, 121, 171, 213, 220, 56, 136, 380, 811, 1247, 1669, 2125, 2490, 2844, 3162, 3578, 3853, 4107, 4530, 4806, 5167, 5538, 5935, 6292, 6825, 7123, 7256, 7359
Connecticut,9,04/20/20, 202, 301, 350, 436, 492, 560, 631, 707, 766, 827, 910, 975, 1033, 1167, 1242, 1320, 1409, 1523, 1778, 1913, 2230, 2374, 2737, 25, 31, 40, 48, 57, 60, 67, 76, 83, 94, 97, 104, 114, 126, 132, 139, 153, 161, 177, 196, 239, 257, 320, 121, 290, 539, 1377, 1972, 2464, 3290, 3719, 4273, 4681, 5485, 5922, 6576, 7065, 7703, 8325, 8912, 9499, 9936, 10630, 11159, 11402, 11588
Delaware,10,04/20/20, 4, 6, 9, 12, 16, 20, 23, 26, 29, 32, 36, 44, 52, 58, 68, 76, 94, 111, 132, 160, 224, 291, 373, 0, 0, 0, 1, 1, 2, 2, 2, 3, 3, 4, 4, 5, 6, 7, 8, 9, 11, 13, 18, 25, 33, 36, 0, 8, 19, 41, 72, 107, 152, 187, 254, 293, 349, 382, 397, 420, 467, 487, 514, 574, 597, 619, 650, 672, 694
Florida,12,04/20/20, 337, 560, 648, 929, 1000, 1095, 1330, 1390, 1551, 1639, 1858, 2087, 2328, 2401, 2651, 2869, 3131, 3442, 3817, 4309, 5908, 6489, 7873, 39, 62, 73, 91, 107, 117, 129, 144, 159, 168, 185, 196, 210, 230, 254, 264, 281, 294, 332, 400, 529, 572, 702, 187, 424, 1045, 2192, 3633, 5157, 6883, 8616, 9711, 10605, 11584, 12519, 13378, 14580, 15507, 16459, 17375, 18489, 19315, 20827, 21873, 22290, 22535
Georgia,13,04/20/20, 115, 137, 186, 267, 297, 333, 377, 422, 445, 468, 492, 547, 591, 625, 667, 731, 790, 881, 1118, 1219, 1643, 2169, 2267, 10, 14, 16, 23, 27, 30, 32, 34, 38, 42, 43, 47, 53, 58, 63, 69, 72, 78, 88, 100, 146, 182, 190, 35, 85, 174, 417, 724, 1006, 1564, 2002, 2310, 2521, 2855, 3078, 3279, 3580, 3814, 4079, 4334, 4653, 4934, 5307, 5556, 5684, 5743
Hawaii,15,04/20/20, 0, 0, 1, 2, 4, 5, 7, 9, 13, 17, 18, 26, 33, 39, 46, 53, 67, 84, 107, 137, 220, 263, 472, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 3, 4, 4, 5, 7, 11, 13, 17, 19, 33, 3, 5, 8, 39, 78, 83, 99, 126, 137, 149, 174, 209, 247, 269, 293, 322, 328, 342, 344, 393, 409, 416, 428
Idaho,16,04/20/20, 0, 0, 1, 1, 1, 2, 2, 3, 3, 4, 5, 5, 5, 6, 7, 7, 8, 9, 12, 14, 22, 26, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 6, 1, 1, 1, 1, 6, 8, 11, 14, 16, 18, 22, 22, 23, 24, 25, 26, 27, 39, 40, 40, 40, 40, 40
Illinois,17,04/20/20, 309, 415, 473, 548, 692, 804, 994, 1095, 1267, 1404, 1500, 1547, 1667, 1881, 2114, 2450, 2649, 2872, 3129, 3670, 4476, 8461, 12146, 37, 47, 60, 73, 79, 102, 113, 127, 138, 161, 168, 176, 188, 197, 235, 257, 288, 296, 309, 342, 450, 787, 1181, 92, 452, 811, 1974, 3654, 5802, 7077, 8191, 9263, 9850, 11488, 12529, 13467, 14376, 15392, 16492, 17340, 18523, 19520, 20673, 21415, 21664, 21921
Indiana,18,04/20/20, 48, 98, 106, 126, 158, 204, 236, 248, 265, 289, 311, 325, 359, 385, 409, 451, 475, 515, 669, 780, 874, 989, 1237, 4, 7, 9, 12, 15, 17, 21, 22, 23, 25, 27, 29, 31, 34, 35, 37, 43, 51, 59, 65, 79, 102, 120, 16, 44, 129, 316, 557, 678, 871, 1061, 1333, 1449, 1621, 1795, 1933, 2037, 2197, 2362, 2527, 2727, 2887, 3153, 3299, 3416, 3452
Iowa,19,04/20/20, 13, 15, 21, 34, 42, 50, 60, 64, 70, 75, 84, 102, 106, 115, 128, 136, 146, 157, 179, 225, 298, 436, 703, 0, 0, 0, 1, 2, 2, 3, 4, 4, 5, 6, 7, 7, 8, 9, 9, 10, 12, 14, 17, 19, 28, 60, 5, 9, 19, 50, 73, 114, 234, 264, 314, 332, 381, 423, 470, 531, 559, 587, 625, 655, 681, 774, 813, 822, 833
Kansas,20,04/20/20, 9, 17, 20, 24, 30, 38, 43, 49, 55, 59, 62, 67, 68, 74, 80, 88, 99, 113, 131, 187, 250, 333, 397, 0, 0, 1, 2, 2, 3, 4, 4, 4, 5, 5, 5, 6, 6, 7, 8, 9, 10, 11, 13, 20, 23, 28, 2, 8, 20, 67, 99, 128, 186, 213, 250, 280, 327, 357, 398, 434, 467, 496, 522, 565, 596, 638, 660, 672, 676
Kentucky,21,04/20/20, 7, 12, 18, 27, 35, 46, 58, 68, 76, 81, 100, 109, 115, 134, 147, 177, 194, 222, 265, 347, 442, 510, 619, 0, 0, 1, 1, 2, 3, 4, 5, 5, 6, 7, 8, 8, 10, 11, 13, 15, 19, 22, 23, 30, 42, 53, 12, 28, 58, 122, 167, 203, 288, 391, 462, 497, 560, 621, 668, 730, 760, 812, 847, 888, 950, 1047, 1070, 1077, 1086
Louisiana,22,04/20/20, 140, 171, 190, 255, 281, 391, 416, 448, 473, 511, 563, 601, 677, 754, 839, 973, 1060, 1187, 1257, 1487, 1818, 2098, 2456, 14, 15, 20, 23, 25, 31, 37, 43, 45, 49, 57, 62, 66, 74, 79, 91, 100, 112, 129, 152, 191, 208, 240, 46, 87, 272, 573, 1139, 1411, 1878, 2416, 3004, 3207, 3548, 3852, 4049, 4353, 4727, 5087, 5579, 5992, 6387, 6960, 7167, 7353, 7495
Maine,23,04/20/20, 8, 9, 17, 28, 34, 39, 47, 51, 59, 64, 67, 69, 75, 78, 90, 94, 102, 128, 155, 202, 247, 432, 635, 1, 1, 1, 2, 2, 2, 3, 4, 4, 5, 5, 6, 6, 7, 7, 8, 10, 11, 13, 16, 25, 25, 49, 7, 16, 28, 59, 104, 134, 194, 241, 270, 284, 333, 366, 390, 441, 498, 530, 557, 605, 638, 740, 768, 773, 785
Maryland,24,04/20/20, 50, 63, 86, 105, 170, 196, 218, 231, 239, 243, 263, 283, 303, 346, 387, 435, 462, 493, 603, 697, 959, 1015, 1493, 2, 6, 10, 13, 17, 17, 20, 21, 24, 26, 27, 29, 32, 35, 39, 42, 47, 51, 58, 67, 95, 111, 146, 25, 54, 113, 329, 548, 673, 1025, 1205, 1390, 1524, 1688, 1906, 2110, 2320, 2500, 2698, 2861, 3025, 3191, 3447, 3561, 3633, 3671
Massachusetts,25,04/20/20, 545, 676, 741, 902, 1000, 1051, 1162, 1253, 1374, 1444, 1503, 1556, 1632, 1709, 1836, 1974, 2276, 2445, 2622, 2775, 3407, 3900, 7072, 70, 83, 90, 101, 114, 123, 129, 137, 151, 156, 162, 165, 171, 179, 203, 215, 232, 257, 265, 292, 335, 392, 705, 169, 408, 647, 1659, 2802, 3685, 5079, 6135, 6951, 7745, 9234, 10249, 11005, 11895, 12706, 13632, 14497, 15547, 16498, 17814, 18526, 18881, 19086
Michigan,26,04/20/20, 754, 971, 1353, 1572, 1715, 1843, 2046, 2322, 2749, 2872, 3065, 3223, 3422, 3858, 4246, 4554, 4927, 5304, 6050, 6478, 8062, 8990, 9373, 98, 123, 157, 181, 195, 204, 228, 244, 282, 309, 318, 344, 361, 388, 416, 460, 504, 519, 586, 653, 804, 914, 985, 275, 662, 1588, 3651, 5943, 8134, 10492, 12788, 14561, 15825, 18124, 19382, 20643, 22314, 24350, 26529, 28539, 30355, 32088, 35178, 36707, 37460, 38176
Minnesota,27,04/20/20, 26, 46, 50, 58, 66, 76, 86, 92, 111, 123, 128, 143, 155, 174, 200, 215, 250, 280, 335, 492, 603, 920, 1086, 2, 2, 3, 4, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 18, 20, 23, 30, 33, 44, 68, 83, 10, 27, 50, 117, 187, 226, 429, 543, 645, 713, 867, 923, 978, 1081, 1152, 1202, 1269, 1325, 1378, 1469, 1528, 1546, 1571
Mississippi,28,04/20/20, 15, 17, 23, 32, 40, 45, 50, 54, 57, 65, 69, 80, 87, 101, 109, 115, 124, 133, 157, 183, 225, 262, 279, 0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 5, 6, 6, 7, 8, 8, 9, 10, 13, 14, 16, 21, 25, 5, 12, 20, 54, 83, 118, 170, 198, 238, 262, 311, 327, 360, 382, 405, 439, 464, 511, 563, 612, 639, 648, 651
Missouri,29,04/20/20, 82, 111, 145, 177, 213, 222, 239, 259, 293, 307, 331, 379, 410, 421, 446, 485, 509, 543, 588, 764, 930, 1138, 1295, 11, 12, 15, 18, 20, 22, 24, 25, 28, 30, 33, 36, 38, 42, 43, 47, 50, 56, 59, 67, 86, 95, 114, 34, 83, 249, 446, 681, 891, 1138, 1366, 1515, 1632, 1882, 2135, 2312, 2495, 2712, 2916, 3128, 3292, 3446, 3739, 3863, 3908, 3957
Montana,30,04/20/20, 8, 12, 17, 27, 32, 37, 42, 47, 56, 60, 64, 66, 70, 79, 90, 97, 102, 110, 131, 151, 230, 285, 377, 0, 1, 1, 1, 2, 3, 3, 4, 4, 5, 5, 5, 6, 7, 7, 8, 8, 9, 10, 12, 16, 21, 29, 5, 11, 19, 52, 96, 139, 191, 223, 248, 274, 307, 331, 350, 390, 416, 437, 472, 500, 533, 600, 618, 633, 643
Nebraska,31,04/20/20, 0, 0, 0, 1, 2, 3, 5, 7, 7, 9, 11, 13, 18, 22, 24, 29, 37, 45, 61, 73, 110, 137, 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 3, 4, 4, 6, 8, 12, 19, 1, 7, 9, 19, 33, 38, 47, 62, 79, 83, 116, 121, 135, 145, 152, 152, 161, 162, 166, 183, 194, 199, 200
Nevada,32,04/20/20, 3, 6, 11, 22, 29, 38, 43, 49, 53, 57, 64, 76, 81, 92, 98, 114, 135, 174, 201, 279, 311, 407, 804, 0, 0, 1, 1, 3, 3, 4, 4, 5, 6, 6, 7, 8, 8, 9, 11, 13, 16, 18, 20, 24, 34, 67, 10, 22, 33, 154, 204, 237, 290, 341, 380, 427, 508, 520, 559, 589, 620, 673, 729, 770, 846, 908, 934, 953, 971
New Hampshire,33,04/20/20, 21, 25, 31, 45, 56, 62, 66, 70, 80, 88, 97, 101, 111, 123, 132, 151, 167, 183, 238, 333, 478, 583, 730, 1, 1, 2, 3, 3, 4, 4, 5, 6, 6, 7, 8, 9, 10, 13, 14, 15, 19, 23, 27, 39, 51, 67, 5, 14, 39, 117, 180, 238, 378, 477, 535, 578, 714, 750, 798, 853, 907, 944, 975, 1049, 1095, 1170, 1197, 1207, 1225
New Jersey,34,04/20/20, 984, 1277, 1557, 1849, 2013, 2116, 2274, 2471, 2679, 3029, 3180, 3278, 3626, 3743, 4070, 4206, 4347, 4466, 4957, 5740, 6513, 7324, 8156, 156, 171, 205, 224, 246, 262, 290, 295, 305, 338, 352, 373, 394, 428, 454, 468, 484, 502, 532, 638, 787, 852, 956, 314, 694, 1539, 3348, 5964, 8073, 10743, 12958, 15080, 16676, 19099, 21265, 22793, 24993, 26935, 29179, 31236, 33477, 35332, 37647, 39127, 39794, 40387
New Mexico,35,04/20/20, 2, 5, 8, 11, 13, 16, 18, 22, 25, 30, 33, 40, 50, 58, 63, 73, 84, 91, 129, 160, 248, 314, 598, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 5, 6, 7, 7, 11, 16, 23, 25, 42, 2, 2, 8, 36, 67, 100, 159, 215, 249, 268, 332, 343, 357, 401, 436, 455, 463, 478, 488, 530, 543, 555, 557
New York,36,04/20/20, 3701, 5473, 6499, 7729, 8074, 8655, 9450, 10369, 11008, 11238, 11850, 12153, 13101, 13732, 14507, 15901, 16904, 17212, 17793, 18977, 20229, 20900, 22233, 579, 874, 962, 1097, 1154, 1229, 1301, 1356, 1494, 1512, 1559, 1663, 1704, 1829, 1923, 2005, 2061, 2216, 2417, 2528, 2650, 2783, 3136, 1335, 3650, 8139, 16878, 26005, 34692, 45678, 54144, 61318, 68933, 79195, 88622, 95573, 105017, 113437, 121832, 130342, 139618, 147442, 157243, 164919, 168374, 171511
North Carolina,37,04/20/20, 87, 168, 202, 231, 291, 313, 340, 351, 389, 434, 475, 516, 574, 624, 657, 697, 772, 812, 926, 1008, 1459, 1664, 2254, 10, 11, 18, 21, 23, 26, 29, 31, 34, 36, 38, 42, 45, 50, 52, 56, 60, 65, 69, 83, 107, 125, 172, 21, 72, 168, 429, 682, 1032, 1347, 1551, 1775, 1966, 2327, 2534, 2681, 2955, 3179, 3469, 3738, 3947, 4205, 4460, 4674, 4729, 4815
North Dakota,38,04/20/20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 3, 7, 12, 23, 48, 85, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 4, 7, 10, 0, 0, 1, 2, 2, 4, 8, 9, 24, 25, 25, 25, 25, 30, 30, 36, 42, 42, 44, 47, 47, 47, 51
Ohio,39,04/20/20, 40, 68, 83, 104, 108, 126, 148, 169, 191, 197, 216, 230, 243, 261, 285, 300, 324, 383, 436, 622, 796, 1025, 1171, 3, 4, 7, 9, 10, 12, 14, 15, 17, 18, 20, 21, 22, 24, 25, 28, 31, 37, 44, 50, 70, 91, 101, 16, 37, 87, 201, 386, 571, 799, 981, 1106, 1216, 1358, 1445, 1536, 1684, 1879, 1995, 2113, 2258, 2336, 2478, 2555, 2580, 2643
Oklahoma,40,04/20/20, 17, 22, 33, 45, 50, 62, 74, 79, 88, 97, 104, 116, 142, 148, 154, 162, 184, 202, 250, 305, 420, 475, 561, 0, 0, 2, 3, 4, 5, 5, 7, 8, 9, 9, 10, 11, 12, 13, 14, 15, 15, 19, 23, 30, 37, 39, 5, 11, 51, 134, 177, 245, 316, 360, 390, 433, 500, 571, 655, 732, 797, 835, 917, 971, 1005, 1081, 1124, 1135, 1146
Oregon,41,04/20/20, 38, 52, 61, 86, 103, 120, 149, 169, 182, 191, 216, 237, 263, 288, 330, 370, 394, 442, 497, 571, 702, 929, 1702, 2, 2, 4, 7, 9, 9, 11, 12, 13, 14, 15, 18, 20, 23, 25, 29, 32, 33, 37, 43, 54, 76, 147, 17, 27, 70, 203, 314, 412, 630, 750, 871, 949, 1058, 1201, 1287, 1383, 1483, 1595, 1725, 1833, 1919, 2215, 2297, 2337, 2377
Pennsylvania,42,04/20/20, 227, 315, 447, 543, 711, 793, 862, 909, 1025, 1121, 1169, 1235, 1314, 1584, 1679, 1805, 1892, 1982, 2232, 2419, 2867, 4371, 4519, 30, 39, 48, 57, 75, 84, 93, 99, 106, 118, 127, 131, 145, 162, 171, 178, 186, 195, 206, 234, 303, 461, 492, 139, 317, 674, 1222, 2134, 2932, 3854, 4630, 5200, 5912, 6879, 7862, 8396, 9196, 10196, 10829, 11598, 12304, 12879, 13818, 14382, 14751, 14981
Rhode Island,44,04/20/20, 16, 25, 29, 33, 41, 49, 52, 57, 59, 63, 68, 72, 81, 86, 93, 99, 108, 122, 135, 155, 185, 213, 254, 0, 2, 2, 3, 4, 4, 5, 5, 6, 6, 7, 7, 8, 8, 9, 10, 11, 12, 14, 17, 20, 24, 28, 8, 16, 32, 97, 130, 182, 239, 285, 331, 362, 441, 477, 499, 536, 573, 623, 658, 697, 738, 798, 825, 837, 852
South Carolina,45,04/20/20, 48, 58, 73, 89, 98, 116, 130, 141, 155, 179, 194, 210, 238, 262, 289, 310, 335, 386, 457, 585, 756, 979, 1053, 3, 4, 5, 8, 8, 9, 10, 11, 13, 14, 16, 17, 19, 23, 24, 25, 28, 33, 37, 44, 56, 68, 85, 24, 51, 92, 198, 311, 444, 671, 777, 885, 971, 1085, 1197, 1260, 1379, 1458, 1562, 1682, 1810, 1940, 2062, 2157, 2179, 2196
South Dakota,46,04/20/20, 1, 1, 1, 5, 10, 14, 18, 24, 28, 33, 39, 48, 55, 63, 78, 94, 116, 149, 190, 256, 335, 414, 779, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 3, 3, 4, 4, 5, 7, 9, 11, 16, 20, 28, 39, 74, 2, 3, 8, 67, 77, 89, 162, 205, 252, 295, 449, 463, 487, 545, 575, 575, 592, 614, 640, 702, 729, 735, 737
Tennessee,47,04/20/20, 87, 96, 104, 144, 185, 199, 218, 252, 285, 311, 350, 412, 443, 502, 546, 556, 598, 653, 786, 916, 1080, 1132, 1163, 7, 8, 12, 14, 16, 17, 20, 25, 28, 29, 31, 39, 40, 44, 47, 54, 57, 61, 65, 79, 92, 101, 109, 36, 68, 189, 311, 581, 801, 1135, 1376, 1602, 1689, 1903, 2084, 2172, 2385, 2643, 2831, 3043, 3313, 3560, 3840, 3995, 4051, 4102
Texas,48,04/20/20, 220, 306, 341, 380, 434, 482, 544, 625, 681, 721, 749, 807, 879, 974, 1023, 1068, 1129, 1247, 1535, 1764, 2385, 2559, 2905, 25, 29, 32, 35, 40, 45, 52, 59, 64, 68, 72, 75, 77, 84, 91, 95, 103, 111, 124, 142, 191, 222, 246, 71, 168, 369, 713, 1215, 1669, 2233, 2673, 3103, 3410, 4047, 4350, 4672, 5164, 5600, 5954, 6387, 6857, 7326, 7920, 8219, 8345, 8449
Utah,49,04/20/20, 25, 28, 30, 40, 49, 57, 69, 76, 82, 97, 106, 113, 121, 143, 168, 192, 222, 248, 261, 287, 395, 477, 563, 1, 1, 2, 3, 4, 5, 5, 6, 7, 8, 9, 10, 13, 14, 16, 17, 20, 22, 24, 27, 33, 43, 51, 18, 32, 82, 234, 318, 383, 468, 545, 608, 633, 702, 740, 815, 874, 940, 1001, 1073, 1127, 1177, 1246, 1286, 1303, 1341
Vermont,50,04/20/20, 16, 20, 39, 52, 60, 76, 81, 93, 108, 116, 120, 132, 146, 162, 168, 185, 204, 228, 262, 305, 353, 510, 591, 1, 1, 2, 5, 5, 6, 7, 8, 9, 9, 10, 11, 12, 14, 14, 16, 19, 20, 23, 26, 29, 40, 61, 6, 21, 62, 159, 241, 324, 429, 476, 528, 560, 714, 805, 844, 890, 961, 1016, 1089, 1152, 1206, 1286, 1332, 1354, 1362
Virginia,51,04/20/20, 49, 84, 107, 129, 148, 184, 197, 206, 238, 271, 280, 301, 343, 350, 378, 422, 456, 487, 585, 685, 940, 1163, 1765, 2, 2, 5, 9, 11, 13, 14, 15, 17, 20, 20, 22, 24, 26, 28, 29, 34, 37, 48, 55, 72, 89, 138, 18, 43, 103, 246, 386, 475, 780, 937, 1105, 1214, 1450, 1553, 1658, 1815, 1919, 2022, 2121, 2230, 2333, 2672, 2740, 2782, 2816
Washington,53,04/20/20, 126, 137, 169, 233, 281, 314, 371, 398, 436, 475, 567, 632, 660, 697, 781, 897, 1248, 1531, 1790, 2145, 2507, 2898, 4583, 9, 12, 15, 20, 23, 29, 32, 34, 36, 40, 50, 54, 61, 65, 75, 82, 104, 130, 154, 190, 227, 259, 413, 197, 328, 463, 773, 1316, 1524, 2072, 2493, 3076, 3277, 3608, 4025, 4419, 4750, 5071, 5522, 5911, 6197, 6482, 7416, 7862, 8076, 8121
West Virginia,54,04/20/20, 0, 0, 1, 1, 2, 3, 3, 4, 4, 5, 5, 6, 7, 9, 11, 13, 15, 17, 23, 30, 62, 97, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 3, 6, 7, 0, 0, 0, 2, 5, 13, 16, 16, 16, 17, 20, 22, 24, 30, 32, 33, 35, 44, 46, 55, 55, 55, 55
Wisconsin,55,04/20/20, 48, 82, 99, 153, 180, 199, 233, 255, 297, 319, 343, 364, 379, 414, 426, 471, 548, 654, 738, 806, 977, 1238, 1367, 4, 7, 10, 15, 16, 19, 22, 24, 25, 28, 31, 36, 39, 40, 43, 46, 52, 57, 63, 71, 94, 106, 140, 35, 71, 173, 383, 622, 892, 1101, 1308, 1583, 1772, 1977, 2156, 2430, 2593, 2765, 2964, 3134, 3270, 3449, 3665, 3793, 3890, 3965
Wyoming,56,04/20/20, 0, 1, 1, 2, 2, 3, 4, 4, 5, 7, 9, 10, 12, 13, 16, 21, 24, 29, 39, 62, 101, 108, 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 4, 8, 10, 15, 2, 3, 3, 12, 28, 30, 37, 43, 45, 50, 56, 58, 79, 80, 83, 95, 98, 110, 118, 134, 134, 134, 134
US National,US,04/20/20, 12288, 17364, 19168, 22077, 24693, 29291, 30530, 33109, 34291, 36119, 38409, 40211, 41246, 43388, 46639, 47965, 50982, 56121, 58774, 67285, 81715, 95363, 102814, 1775, 2218, 2324, 2647, 2930, 3203, 3491, 3614, 3811, 4003, 4100, 4338, 4614, 4703, 5019, 5199, 5273, 5909, 6065, 6690, 8238, 9542, 10697, 3675, 9151, 19786, 43501, 70304, 95235, 126191, 151017, 173216, 191429, 219751, 242096, 260502, 284153, 306297, 329031, 351234, 375104, 395435, 425453, 444133, 453270, 460332
Alabama,1,04/21/20, 39, 64, 70, 84, 98, 119, 132, 146, 154, 160, 172, 176, 193, 207, 224, 242, 265, 279, 320, 349, 575, 757, 827, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 15, 17, 18, 20, 21, 22, 24, 29, 39, 53, 69, 12, 28, 89, 154, 290, 374, 509, 621, 703, 797, 906, 964, 1028, 1096, 1161, 1227, 1283, 1368, 1476, 1597, 1646, 1673, 1694
Alaska,2,04/21/20, 1, 1, 3, 6, 10, 14, 16, 18, 19, 21, 24, 26, 29, 35, 42, 47, 57, 63, 75, 85, 115, 150, 156, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 4, 5, 6, 6, 7, 8, 10, 13, 18, 1, 2, 10, 17, 38, 60, 118, 139, 151, 166, 191, 211, 219, 237, 257, 277, 296, 314, 327, 347, 364, 370, 373
Arizona,4,04/21/20, 56, 72, 146, 205, 312, 369, 434, 460, 512, 533, 589, 656, 690, 736, 775, 842, 968, 1020, 1114, 1259, 1835, 2224, 2363, 9, 14, 14, 22, 31, 37, 41, 43, 46, 50, 56, 58, 61, 67, 71, 81, 84, 88, 94, 111, 144, 184, 200, 48, 113, 272, 609, 936, 1198, 1615, 2015, 2379, 2616, 3042, 3478, 3723, 4077, 4333, 4672, 4991, 5367, 5642, 6003, 6267, 6350, 6499
Arkansas,5,04/21/20, 2, 4, 5, 9, 12, 16, 20, 24, 27, 30, 34, 40, 44, 51, 62, 71, 80, 87, 103, 113, 149, 196, 225, 0, 0, 0, 0, 0, 0, 1, 1, 2, 3, 3, 3, 4, 4, 4, 5, 6, 6, 8, 9, 14, 18, 20, 9, 12, 24, 41, 100, 121, 146, 167, 200, 207, 224, 234, 238, 251, 269, 281, 302, 327, 348, 380, 406, 408, 408
California,6,04/21/20, 259, 551, 605, 740, 899, 1030, 1326, 1443, 1669, 1806, 1963, 2196, 2428, 2615, 2710, 3078, 3318, 3884, 4556, 5309, 7377, 9353, 14236, 37, 56, 65, 78, 89, 106, 124, 138, 161, 172, 195, 212, 235, 246, 280, 300, 318, 351, 414, 452, 619, 850, 1280, 210, 449, 861, 2374, 3774, 5523, 7297, 8631, 10285, 11320, 12984, 13919, 15121, 16475, 17530, 18761, 19799, 21007, 21778, 23952, 24811, 25810, 25954
Colorado,8,04/21/20, 128, 173, 248, 331, 412, 467, 542, 590, 636, 686, 735, 799, 818, 896, 932, 971, 1065, 1140, 1346, 1696, 2228, 2498, 2917, 16, 23, 25, 31, 42, 46, 49, 53, 59, 63, 66, 68, 72, 76, 80, 85, 91, 103, 113, 158, 184, 231, 240, 54, 134, 378, 784, 1301, 1763, 2305, 2689, 3061, 3375, 3816, 4141, 4428, 4885, 5168, 5555, 5997, 6378, 6795, 7365, 7673, 7786, 7910
Connecticut,9,04/21/20, 214, 325, 349, 420, 506, 583, 652, 742, 779, 917, 974, 1037, 1074, 1199, 1295, 1352, 1520, 1566, 1853, 2029, 2334, 2473, 2841, 27, 43, 46, 52, 57, 66, 72, 84, 90, 98, 103, 107, 117, 131, 143, 150, 161, 186, 200, 217, 244, 262, 322, 121, 292, 538, 1454, 2051, 2581, 3459, 3921, 4505, 4944, 5755, 6228, 6889, 7452, 8172, 8826, 9478, 10122, 10614, 11399, 11965, 12231, 12399
Delaware,10,04/21/20, 5, 7, 11, 14, 17, 19, 23, 28, 32, 39, 42, 47, 54, 61, 71, 77, 93, 124, 141, 175, 248, 342, 389, 0, 0, 0, 1, 1, 2, 2, 3, 3, 4, 5, 5, 6, 7, 7, 9, 11, 14, 16, 18, 24, 32, 37, 3, 15, 22, 49, 73, 106, 154, 184, 255, 317, 373, 397, 417, 454, 506, 539, 568, 624, 659, 689, 723, 739, 756
Florida,12,04/21/20, 346, 575, 650, 915, 1027, 1180, 1366, 1497, 1667, 1708, 1961, 2207, 2456, 2654, 2851, 3171, 3420, 3714, 4145, 4596, 6382, 6917, 8434, 42, 61, 78, 95, 108, 121, 138, 152, 166, 174, 197, 216, 237, 251, 269, 296, 313, 355, 376, 436, 607, 628, 736, 193, 462, 1145, 2519, 4043, 5710, 7665, 9593, 10775, 11744, 12875, 13854, 14840, 16051, 17100, 18148, 19097, 20229, 21157, 22754, 23880, 24341, 24602
Georgia,13,04/21/20, 112, 140, 208, 274, 310, 342, 390, 460, 491, 515, 554, 578, 633, 682, 708, 799, 885, 964, 1219, 1344, 1717, 2211, 2548, 8, 16, 19, 24, 28, 31, 35, 40, 47, 49, 50, 53, 58, 62, 66, 69, 72, 81, 106, 120, 151, 188, 198, 50, 118, 209, 458, 768, 1088, 1715, 2191, 2522, 2774, 3170, 3470, 3724, 4043, 4260, 4551, 4816, 5136, 5419, 5826, 6089, 6217, 6286
Hawaii,15,04/21/20, 1, 1, 1, 2, 4, 5, 7, 8, 11, 16, 21, 30, 36, 42, 49, 63, 69, 93, 119, 141, 237, 254, 502, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 3, 3, 4, 4, 5, 6, 8, 9, 12, 15, 24, 41, 2, 5, 7, 28, 82, 88, 108, 128, 147, 163, 187, 207, 238, 264, 293, 323, 336, 358, 361, 428, 439, 444, 459
