cnty,step_ahead,horizon,fct_date,fct_mean,fct_lb,fct_ub,fct_std
01061,2-step_ahead,2021-01-03,2021-01-17,138.0272282264625,130.49828833174362,145.55603318764048,3.802460822196176
01061,3-step_ahead,2021-01-03,2021-01-24,205.96047980994544,0.0,505.04138047002886,127.53570213889617
01061,4-step_ahead,2021-01-03,2021-01-31,215.58025274965266,0.0001075238226622254,0.0012860607338437554,0.00029761033110644697
01063,1-step_ahead,2021-01-03,2021-01-10,60.26794279788233,0.0,163.25960631381463,41.22717331156935
01063,2-step_ahead,2021-01-03,2021-01-17,44.41154032958747,18.424956198225374,70.39812200255069,13.12453681927407
01063,3-step_ahead,2021-01-03,2021-01-24,59.5351368418481,10.570691651577071,108.49958193756552,24.729517748986982
01063,4-step_ahead,2021-01-03,2021-01-31,47.7458251173953,22.68303989877748,72.80861010668917,12.657972274725175
01065,1-step_ahead,2021-01-03,2021-01-10,247.65481954887704,0.0,822.6365056853152,207.73649133467558
01065,2-step_ahead,2021-01-03,2021-01-17,347.24093402858375,0.0,1673.7652735559939,422.6679983727257
01065,3-step_ahead,2021-01-03,2021-01-24,162.60042996799018,0.0,334.92267345673923,84.57643269109576
01065,4-step_ahead,2021-01-03,2021-01-31,204.03548737080436,0.0,184.9929231941892,46.71538464499727
01067,1-step_ahead,2021-01-03,2021-01-10,115.22382791972376,110.91876685265848,119.52888898219044,2.174273265033323
01067,2-step_ahead,2021-01-03,2021-01-17,105.30111016560906,60.77353257872345,149.82868774504232,22.48867554705022
01067,3-step_ahead,2021-01-03,2021-01-24,147.7983554863416,0.0005241431764034134,0.001130509132546277,0.00015312271619769281
01067,4-step_ahead,2021-01-03,2021-01-31,148.31613874172868,9.912276400271532e-05,0.0001231918900808978,6.0780621409551726e-06
01069,1-step_ahead,2021-01-03,2021-01-10,892.2234947269609,0.0,1461.8172521849335,369.1457707537711
01069,2-step_ahead,2021-01-03,2021-01-17,644.0586675742358,0.0,1402.2046214955255,354.09207613523375
01069,3-step_ahead,2021-01-03,2021-01-24,756.4679851532139,0.0,796.3185053082797,201.09053164350496
01069,4-step_ahead,2021-01-03,2021-01-31,565.978329975168,106.41255061362014,762.761822249068,165.74476556450702
01071,1-step_ahead,2021-01-03,2021-01-10,393.9075896374708,0.0,924.0242568671256,233.3394588048297
01071,2-step_ahead,2021-01-03,2021-01-17,255.6547614305686,88.48038433886684,422.654206140296,84.38732873773465
01071,3-step_ahead,2021-01-03,2021-01-24,308.35092510827127,274.35998882019044,342.3418604325849,17.167139296059208
01071,4-step_ahead,2021-01-03,2021-01-31,281.13507111704246,124.75268083813623,188.96699135653716,16.215734979394174
01073,1-step_ahead,2021-01-03,2021-01-10,3371.773208376737,3008.342291735061,3735.204124281109,183.5509678146587
01073,2-step_ahead,2021-01-03,2021-01-17,8382.204928217068,0.0,57552.58123385612,14533.480109559627
01073,3-step_ahead,2021-01-03,2021-01-24,3654.8834416694776,2235.3109934844133,5074.455886762543,716.9557811308408
01073,4-step_ahead,2021-01-03,2021-01-31,3627.548049046593,2151.559114466193,5103.536983489033,745.4489568239496
01075,1-step_ahead,2021-01-03,2021-01-10,66.64897947429792,0.0,145.65833508475902,36.78240784968662
01075,2-step_ahead,2021-01-03,2021-01-17,64.92878572027489,15.135898034832914,94.2398159693079,19.975736852140145
01075,3-step_ahead,2021-01-03,2021-01-24,56.02263742530911,19.91993102862885,92.125343821736,18.23369009926948
01075,4-step_ahead,2021-01-03,2021-01-31,26.000008296553407,16.81629413108065,35.18372246124805,4.638239477315
01077,1-step_ahead,2021-01-03,2021-01-10,707.6057446838557,0.0,2722.262248199097,687.4399616664386
01077,2-step_ahead,2021-01-03,2021-01-17,572.8083225749036,0.0,965.7965585017897,243.8880198236843
01077,3-step_ahead,2021-01-03,2021-01-24,522.0278000651714,202.11564335514657,841.9399567409732,161.57179630955218
01077,4-step_ahead,2021-01-03,2021-01-31,553.6427860478415,444.2268403262265,469.396874716226,6.356069290403914
01079,1-step_ahead,2021-01-03,2021-01-10,202.87217088964363,79.73438548629491,251.47868932538486,43.369773696739884
01079,2-step_ahead,2021-01-03,2021-01-17,201.79890954594646,159.0147080245597,172.8697561440746,3.4987495251300227
01079,3-step_ahead,2021-01-03,2021-01-24,205.4916929994101,110.88645068407013,300.09693502026266,47.78042533742236
01079,4-step_ahead,2021-01-03,2021-01-31,152.95649964793836,14.818366146737304,151.37968159852502,34.48518066964336
01081,1-step_ahead,2021-01-03,2021-01-10,1055.10592535235,0.0,0.00026227711964359104,6.62315958695937e-05
01081,2-step_ahead,2021-01-03,2021-01-17,1555.7973774642724,0.0,5215.74144742539,1317.1064261175227
01081,3-step_ahead,2021-01-03,2021-01-24,1109.275208582589,0.0,3390.0308535329273,856.0683973567998
01081,4-step_ahead,2021-01-03,2021-01-31,1114.5664811446936,0.0,2461.467114101099,621.5826045709846
01083,1-step_ahead,2021-01-03,2021-01-10,593.1342991353606,185.79007335607818,1000.4785249108943,205.7294069582869
01083,2-step_ahead,2021-01-03,2021-01-17,387.3508481589572,12.875684483744266,585.6836310304325,144.6484713501738
01083,3-step_ahead,2021-01-03,2021-01-24,992.584902543833,0.0,4393.148974964614,1109.3810542839935
01083,4-step_ahead,2021-01-03,2021-01-31,972.2176001025678,0.0,4555.161280134378,1150.2932525591864
01085,1-step_ahead,2021-01-03,2021-01-10,89.48786521466795,0.0,196.06642771891083,49.51172417144213
01085,2-step_ahead,2021-01-03,2021-01-17,105.79334793965752,0.0,199.79047756645076,50.45214079960878
01085,3-step_ahead,2021-01-03,2021-01-24,89.21007523266519,0.0,293.0863020231845,74.0116924300971
01085,4-step_ahead,2021-01-03,2021-01-31,62.06737140695192,13.914260037710006,110.22048273237174,24.31975320572266
01087,1-step_ahead,2021-01-03,2021-01-10,141.64725712126142,0.0,1195.5356214538456,301.9029347105671
01087,2-step_ahead,2021-01-03,2021-01-17,85.26966723861857,0.0,115.95014610359587,29.28033992515047
01087,3-step_ahead,2021-01-03,2021-01-24,89.82020798794457,0.0,184.99417420221616,46.715700556115195
01087,4-step_ahead,2021-01-03,2021-01-31,62.25972370462407,46.706029749215965,77.81341652122174,7.855400700001458
01089,1-step_ahead,2021-01-03,2021-01-10,2340.693667656134,0.0,4538.5878356922385,1146.108039316222
01089,2-step_ahead,2021-01-03,2021-01-17,3004.69462183034,0.0,8898.962965145158,2247.212869986151
01089,3-step_ahead,2021-01-03,2021-01-24,2569.999455959573,0.0,5985.9262189006995,1511.5975300254293
01089,4-step_ahead,2021-01-03,2021-01-31,1766.3909924469865,943.3108985885876,1870.7341885628373,234.1978004985479
01091,1-step_ahead,2021-01-03,2021-01-10,113.90423673638115,0.0,410.34313888639366,103.62200476929132
01091,2-step_ahead,2021-01-03,2021-01-17,74.0573908143505,58.57037018363671,89.54441144355242,7.8217275908878054
01091,3-step_ahead,2021-01-03,2021-01-24,100.14365600262259,82.78338714586108,117.50392484484136,8.767812550247546
01091,4-step_ahead,2021-01-03,2021-01-31,43.089493754275075,29.9737471849848,56.20524031927297,6.6241144278505475
01093,1-step_ahead,2021-01-03,2021-01-10,237.90519224143318,0.0,727.2549087794375,183.65022948975695
01093,2-step_ahead,2021-01-03,2021-01-17,285.5737634237919,0.0,863.8344237209739,218.1400059901449
01093,3-step_ahead,2021-01-03,2021-01-24,203.59489137240465,0.0,481.88113217948165,121.68715459077819
01093,4-step_ahead,2021-01-03,2021-01-31,131.9662550176618,89.20887039015284,174.7236396278055,21.594638696376936
01095,1-step_ahead,2021-01-03,2021-01-10,496.64394611550256,0.0,709.2157355925743,179.09488272539755
01095,2-step_ahead,2021-01-03,2021-01-17,588.9540529416362,0.0,1352.0690954373147,341.43158975689767
01095,3-step_ahead,2021-01-03,2021-01-24,675.7364836826664,0.0,2037.691961542183,514.5686771571169
01095,4-step_ahead,2021-01-03,2021-01-31,503.2080866308949,0.0,960.5759874179272,242.56969379240587
01097,1-step_ahead,2021-01-03,2021-01-10,2321.0880688481084,0.0,5841.012648105228,1475.0031939659668
01097,2-step_ahead,2021-01-03,2021-01-17,2789.2978300978807,0.0,10904.826471000317,2753.7440583334132
01097,3-step_ahead,2021-01-03,2021-01-24,1727.2318132884222,1716.5030506458334,1737.96057584359,5.418566969130478
01097,4-step_ahead,2021-01-03,2021-01-31,2352.53446671488,1260.4963670677978,3444.071490973966,551.4078595722648
01099,1-step_ahead,2021-01-03,2021-01-10,430.19119908964797,0.0,4074.552373243802,1028.927366980758
01099,2-step_ahead,2021-01-03,2021-01-17,155.24092864454695,3.925578759675512,306.5562782347258,76.4218938068309
01099,3-step_ahead,2021-01-03,2021-01-24,126.53556054327015,115.19154184186924,137.87957923509498,5.7293023720267025
01099,4-step_ahead,2021-01-03,2021-01-31,140.34616237590186,75.86873940659615,204.82358533757161,32.56435503307461
01101,1-step_ahead,2021-01-03,2021-01-10,2175.701150083782,0.0,5865.374523843245,1481.155182788698
01101,2-step_ahead,2021-01-03,2021-01-17,2485.7026279023708,0.0,8928.286238693288,2254.61773704376
01101,3-step_ahead,2021-01-03,2021-01-24,1804.2225447522067,0.0,34.785241445639485,8.784151880211992
01101,4-step_ahead,2021-01-03,2021-01-31,1698.000007127529,696.3162886808908,2699.683725568437,505.90086790089543
01103,1-step_ahead,2021-01-03,2021-01-10,769.7300869048854,93.0309329359085,789.1115957342818,175.77794515110438
01103,2-step_ahead,2021-01-03,2021-01-17,752.8148576083072,0.0,1.1706219383368835e-05,2.956116005901221e-06
01103,3-step_ahead,2021-01-03,2021-01-24,1063.5908594439918,0.0,3222.3029561345647,813.7128677107487
01103,4-step_ahead,2021-01-03,2021-01-31,1347.6295600997614,0.0,5768.251493691998,1456.6291650737369
01105,1-step_ahead,2021-01-03,2021-01-10,45.647598828408206,29.80282458534221,61.40267368105468,7.979759872654664
01105,2-step_ahead,2021-01-03,2021-01-17,59.30612485955196,0.0,228.64209052094355,57.737901646702916
01105,3-step_ahead,2021-01-03,2021-01-24,39.58940730216616,0.08521499239185171,0.18741001371499708,0.02580682356645085
01105,4-step_ahead,2021-01-03,2021-01-31,97.0002898049122,0.0,457.06541458221153,115.42055923793221
01107,1-step_ahead,2021-01-03,2021-01-10,173.1281229316478,0.0,623.2085235969217,157.37588979720246
01107,2-step_ahead,2021-01-03,2021-01-17,125.35768811253064,0.0,250.72074881806998,63.31332040860353
01107,3-step_ahead,2021-01-03,2021-01-24,151.110993617145,0.0,377.03363745430414,95.21051450866267
01107,4-step_ahead,2021-01-03,2021-01-31,160.8505613432972,0.0,456.5755559065475,115.29685755215846
01109,1-step_ahead,2021-01-03,2021-01-10,571.1157628159581,0.0,2575.469445373281,650.3710720639598
01109,2-step_ahead,2021-01-03,2021-01-17,360.385987164354,0.0,1302.14114145144,328.82352056854546
01109,3-step_ahead,2021-01-03,2021-01-24,195.58144673641775,184.35153500252358,206.81135838057025,5.671672570213808
01109,4-step_ahead,2021-01-03,2021-01-31,273.18742686586415,0.0,1221.4137948820844,308.4378269904254
01111,1-step_ahead,2021-01-03,2021-01-10,154.29736957508703,0.0,740.7047933192847,187.04666497961736
01111,2-step_ahead,2021-01-03,2021-01-17,98.13630947995928,0.0,236.3195499462555,59.676654026832196
01111,3-step_ahead,2021-01-03,2021-01-24,85.49540925858169,0.0,217.285532393921,54.87008393785884
01111,4-step_ahead,2021-01-03,2021-01-31,85.66032692916791,0.0,143.58541074716058,36.25894210786883
01113,1-step_ahead,2021-01-03,2021-01-10,353.74768753706724,0.0,1416.8015954415446,357.7781806670567
01113,2-step_ahead,2021-01-03,2021-01-17,181.44395053342203,16.70759517724782,346.1803041811226,83.20017904138253
01113,3-step_ahead,2021-01-03,2021-01-24,156.89913985692374,0.0,366.6364069399665,92.5849512474663
01113,4-step_ahead,2021-01-03,2021-01-31,157.04806547481797,141.9054789905337,172.19065195096826,7.647770949604684
01115,1-step_ahead,2021-01-03,2021-01-10,593.277627863322,0.0,1898.7946291051826,479.4935932083794
01115,2-step_ahead,2021-01-03,2021-01-17,434.85376358965067,305.16589097263216,564.5416361804103,65.49892555751973
01115,3-step_ahead,2021-01-03,2021-01-24,383.04911816615646,169.7593873023431,294.78540410022566,31.572226464111758
01115,4-step_ahead,2021-01-03,2021-01-31,408.28427781309114,265.427906195947,551.1406494269729,72.14968263409746
01117,1-step_ahead,2021-01-03,2021-01-10,2351.6041899582274,0.0,9694.117103015094,2448.009369448256
01117,2-step_ahead,2021-01-03,2021-01-17,1348.045171813814,283.30562863579695,307.1672637296959,6.025665427752258
01117,3-step_ahead,2021-01-03,2021-01-24,1083.7656466952733,677.1891111892552,1488.8474697379274,204.96423195673543
01117,4-step_ahead,2021-01-03,2021-01-31,1193.9235105523844,530.1748204455735,1228.5103936091955,176.3473669605106
01119,1-step_ahead,2021-01-03,2021-01-10,12.751083743786365,1.0100319889053661e-07,1.6434746653282293e-07,1.5996027182395537e-08
01119,2-step_ahead,2021-01-03,2021-01-17,10.281665115814329,2.065747785762002e-07,3.2511504218175395e-07,2.993441000140246e-08
01119,3-step_ahead,2021-01-03,2021-01-24,54.61481591397472,0.0,251.82534886308216,63.592259813909635
01119,4-step_ahead,2021-01-03,2021-01-31,24.250304863422933,3.0265107511963394,45.47409897558706,10.719087935452203
01121,1-step_ahead,2021-01-03,2021-01-10,573.3466811890968,0.0,1304.3021819155472,329.3692378574614
01121,2-step_ahead,2021-01-03,2021-01-17,437.93263485722235,0.0,998.8827122170577,252.24310914572163
01121,3-step_ahead,2021-01-03,2021-01-24,729.5200733743089,0.0,3477.338155536429,878.1156958425325
01121,4-step_ahead,2021-01-03,2021-01-31,522.0582945059266,0.0,878.1484579168884,221.75466109012334
01123,1-step_ahead,2021-01-03,2021-01-10,142.505189354382,0.0,389.07776396411407,98.2519605969985
01123,2-step_ahead,2021-01-03,2021-01-17,132.55256365554632,67.87536061252344,197.22976276722284,32.66525306936854
01123,3-step_ahead,2021-01-03,2021-01-24,209.72276765014888,0.0,670.7935179012659,169.39230250031966
01123,4-step_ahead,2021-01-03,2021-01-31,131.75084963739488,10.944273930789816,30.842886335133766,5.024902122309078
01125,1-step_ahead,2021-01-03,2021-01-10,1370.8244779557128,0.0,3425.2639887255964,864.9656537185849
01125,2-step_ahead,2021-01-03,2021-01-17,1388.8896284819837,0.0,2627.624710388182,663.5415935323692
01125,3-step_ahead,2021-01-03,2021-01-24,1746.1913258729003,0.0,6419.560983445017,1621.1012584457114
