location,forecast_date,value,target_end_date,target,type,quantile
01069,2020-08-08,21,2020-08-22,2 wk ahead inc case,point,NA
01071,2020-08-08,372,2020-08-22,2 wk ahead inc case,point,NA
01073,2020-08-08,2178,2020-08-22,2 wk ahead inc case,point,NA
01075,2020-08-08,24,2020-08-22,2 wk ahead inc case,point,NA
01077,2020-08-08,186,2020-08-22,2 wk ahead inc case,point,NA
01079,2020-08-08,69,2020-08-22,2 wk ahead inc case,point,NA
01081,2020-08-08,163,2020-08-22,2 wk ahead inc case,point,NA
01083,2020-08-08,202,2020-08-22,2 wk ahead inc case,point,NA
01085,2020-08-08,50,2020-08-22,2 wk ahead inc case,point,NA
01087,2020-08-08,56,2020-08-22,2 wk ahead inc case,point,NA
01089,2020-08-08,818,2020-08-22,2 wk ahead inc case,point,NA
01091,2020-08-08,64,2020-08-22,2 wk ahead inc case,point,NA
01093,2020-08-08,62,2020-08-22,2 wk ahead inc case,point,NA
01095,2020-08-08,227,2020-08-22,2 wk ahead inc case,point,NA
01097,2020-08-08,1833,2020-08-22,2 wk ahead inc case,point,NA
01099,2020-08-08,76,2020-08-22,2 wk ahead inc case,point,NA
01101,2020-08-08,724,2020-08-22,2 wk ahead inc case,point,NA
01103,2020-08-08,212,2020-08-22,2 wk ahead inc case,point,NA
01105,2020-08-08,44,2020-08-22,2 wk ahead inc case,point,NA
01107,2020-08-08,46,2020-08-22,2 wk ahead inc case,point,NA
01109,2020-08-08,79,2020-08-22,2 wk ahead inc case,point,NA
01111,2020-08-08,8,2020-08-22,2 wk ahead inc case,point,NA
01113,2020-08-08,427,2020-08-22,2 wk ahead inc case,point,NA
01117,2020-08-08,458,2020-08-22,2 wk ahead inc case,point,NA
01119,2020-08-08,9,2020-08-22,2 wk ahead inc case,point,NA
01121,2020-08-08,231,2020-08-22,2 wk ahead inc case,point,NA
01123,2020-08-08,76,2020-08-22,2 wk ahead inc case,point,NA
01125,2020-08-08,483,2020-08-22,2 wk ahead inc case,point,NA
01127,2020-08-08,1,2020-08-22,2 wk ahead inc case,point,NA
01129,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
01131,2020-08-08,20,2020-08-22,2 wk ahead inc case,point,NA
01133,2020-08-08,31,2020-08-22,2 wk ahead inc case,point,NA
02013,2020-08-08,1,2020-08-22,2 wk ahead inc case,point,NA
02016,2020-08-08,3,2020-08-22,2 wk ahead inc case,point,NA
02020,2020-08-08,592,2020-08-22,2 wk ahead inc case,point,NA
02050,2020-08-08,4,2020-08-22,2 wk ahead inc case,point,NA
02060,2020-08-08,9,2020-08-22,2 wk ahead inc case,point,NA
02070,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
02090,2020-08-08,30,2020-08-22,2 wk ahead inc case,point,NA
02100,2020-08-08,1,2020-08-22,2 wk ahead inc case,point,NA
02110,2020-08-08,13,2020-08-22,2 wk ahead inc case,point,NA
02122,2020-08-08,23,2020-08-22,2 wk ahead inc case,point,NA
02150,2020-08-08,3,2020-08-22,2 wk ahead inc case,point,NA
02164,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
02170,2020-08-08,49,2020-08-22,2 wk ahead inc case,point,NA
02180,2020-08-08,3,2020-08-22,2 wk ahead inc case,point,NA
02185,2020-08-08,4,2020-08-22,2 wk ahead inc case,point,NA
02188,2020-08-08,27,2020-08-22,2 wk ahead inc case,point,NA
02220,2020-08-08,5,2020-08-22,2 wk ahead inc case,point,NA
02240,2020-08-08,1,2020-08-22,2 wk ahead inc case,point,NA
02261,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
04001,2020-08-08,234,2020-08-22,2 wk ahead inc case,point,NA
04003,2020-08-08,202,2020-08-22,2 wk ahead inc case,point,NA
04005,2020-08-08,211,2020-08-22,2 wk ahead inc case,point,NA
04007,2020-08-08,203,2020-08-22,2 wk ahead inc case,point,NA
04009,2020-08-08,154,2020-08-22,2 wk ahead inc case,point,NA
04011,2020-08-08,14,2020-08-22,2 wk ahead inc case,point,NA
04012,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
04013,2020-08-08,15839,2020-08-22,2 wk ahead inc case,point,NA
04015,2020-08-08,468,2020-08-22,2 wk ahead inc case,point,NA
04017,2020-08-08,399,2020-08-22,2 wk ahead inc case,point,NA
04019,2020-08-08,2291,2020-08-22,2 wk ahead inc case,point,NA
04021,2020-08-08,363,2020-08-22,2 wk ahead inc case,point,NA
04023,2020-08-08,173,2020-08-22,2 wk ahead inc case,point,NA
04025,2020-08-08,343,2020-08-22,2 wk ahead inc case,point,NA
04027,2020-08-08,1749,2020-08-22,2 wk ahead inc case,point,NA
05001,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
05003,2020-08-08,51,2020-08-22,2 wk ahead inc case,point,NA
05005,2020-08-08,10,2020-08-22,2 wk ahead inc case,point,NA
05007,2020-08-08,216,2020-08-22,2 wk ahead inc case,point,NA
05009,2020-08-08,16,2020-08-22,2 wk ahead inc case,point,NA
05011,2020-08-08,50,2020-08-22,2 wk ahead inc case,point,NA
05013,2020-08-08,14,2020-08-22,2 wk ahead inc case,point,NA
05015,2020-08-08,40,2020-08-22,2 wk ahead inc case,point,NA
05017,2020-08-08,329,2020-08-22,2 wk ahead inc case,point,NA
05019,2020-08-08,6,2020-08-22,2 wk ahead inc case,point,NA
05021,2020-08-08,59,2020-08-22,2 wk ahead inc case,point,NA
05023,2020-08-08,18,2020-08-22,2 wk ahead inc case,point,NA
05025,2020-08-08,26,2020-08-22,2 wk ahead inc case,point,NA
05027,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
05029,2020-08-08,29,2020-08-22,2 wk ahead inc case,point,NA
05031,2020-08-08,297,2020-08-22,2 wk ahead inc case,point,NA
05033,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
05035,2020-08-08,175,2020-08-22,2 wk ahead inc case,point,NA
05037,2020-08-08,49,2020-08-22,2 wk ahead inc case,point,NA
05039,2020-08-08,22,2020-08-22,2 wk ahead inc case,point,NA
05041,2020-08-08,50,2020-08-22,2 wk ahead inc case,point,NA
05043,2020-08-08,37,2020-08-22,2 wk ahead inc case,point,NA
05045,2020-08-08,198,2020-08-22,2 wk ahead inc case,point,NA
05047,2020-08-08,66,2020-08-22,2 wk ahead inc case,point,NA
05049,2020-08-08,32,2020-08-22,2 wk ahead inc case,point,NA
05051,2020-08-08,228,2020-08-22,2 wk ahead inc case,point,NA
05053,2020-08-08,5,2020-08-22,2 wk ahead inc case,point,NA
05055,2020-08-08,250,2020-08-22,2 wk ahead inc case,point,NA
05057,2020-08-08,10,2020-08-22,2 wk ahead inc case,point,NA
05059,2020-08-08,31,2020-08-22,2 wk ahead inc case,point,NA
05061,2020-08-08,78,2020-08-22,2 wk ahead inc case,point,NA
05063,2020-08-08,256,2020-08-22,2 wk ahead inc case,point,NA
05065,2020-08-08,20,2020-08-22,2 wk ahead inc case,point,NA
05067,2020-08-08,73,2020-08-22,2 wk ahead inc case,point,NA
05069,2020-08-08,280,2020-08-22,2 wk ahead inc case,point,NA
05071,2020-08-08,45,2020-08-22,2 wk ahead inc case,point,NA
05073,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
05075,2020-08-08,26,2020-08-22,2 wk ahead inc case,point,NA
05077,2020-08-08,18,2020-08-22,2 wk ahead inc case,point,NA
05079,2020-08-08,89,2020-08-22,2 wk ahead inc case,point,NA
05081,2020-08-08,79,2020-08-22,2 wk ahead inc case,point,NA
05083,2020-08-08,151,2020-08-22,2 wk ahead inc case,point,NA
05085,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
05087,2020-08-08,29,2020-08-22,2 wk ahead inc case,point,NA
05089,2020-08-08,5,2020-08-22,2 wk ahead inc case,point,NA
05091,2020-08-08,99,2020-08-22,2 wk ahead inc case,point,NA
05093,2020-08-08,376,2020-08-22,2 wk ahead inc case,point,NA
05095,2020-08-08,23,2020-08-22,2 wk ahead inc case,point,NA
05097,2020-08-08,7,2020-08-22,2 wk ahead inc case,point,NA
05099,2020-08-08,6,2020-08-22,2 wk ahead inc case,point,NA
05101,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
05103,2020-08-08,64,2020-08-22,2 wk ahead inc case,point,NA
05105,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
05107,2020-08-08,60,2020-08-22,2 wk ahead inc case,point,NA
05109,2020-08-08,64,2020-08-22,2 wk ahead inc case,point,NA
05111,2020-08-08,124,2020-08-22,2 wk ahead inc case,point,NA
05113,2020-08-08,18,2020-08-22,2 wk ahead inc case,point,NA
05115,2020-08-08,47,2020-08-22,2 wk ahead inc case,point,NA
05117,2020-08-08,36,2020-08-22,2 wk ahead inc case,point,NA
05119,2020-08-08,1207,2020-08-22,2 wk ahead inc case,point,NA
05121,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
05125,2020-08-08,233,2020-08-22,2 wk ahead inc case,point,NA
05127,2020-08-08,48,2020-08-22,2 wk ahead inc case,point,NA
05129,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
05131,2020-08-08,594,2020-08-22,2 wk ahead inc case,point,NA
05133,2020-08-08,84,2020-08-22,2 wk ahead inc case,point,NA
05135,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
05137,2020-08-08,17,2020-08-22,2 wk ahead inc case,point,NA
05139,2020-08-08,91,2020-08-22,2 wk ahead inc case,point,NA
05141,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
05143,2020-08-08,173,2020-08-22,2 wk ahead inc case,point,NA
05145,2020-08-08,188,2020-08-22,2 wk ahead inc case,point,NA
05147,2020-08-08,5,2020-08-22,2 wk ahead inc case,point,NA
05149,2020-08-08,111,2020-08-22,2 wk ahead inc case,point,NA
06001,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
06003,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
06005,2020-08-08,123,2020-08-22,2 wk ahead inc case,point,NA
06007,2020-08-08,230,2020-08-22,2 wk ahead inc case,point,NA
06009,2020-08-08,25,2020-08-22,2 wk ahead inc case,point,NA
06011,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
06013,2020-08-08,2053,2020-08-22,2 wk ahead inc case,point,NA
06015,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
06017,2020-08-08,291,2020-08-22,2 wk ahead inc case,point,NA
06019,2020-08-08,271,2020-08-22,2 wk ahead inc case,point,NA
06021,2020-08-08,21,2020-08-22,2 wk ahead inc case,point,NA
06023,2020-08-08,183,2020-08-22,2 wk ahead inc case,point,NA
06025,2020-08-08,102,2020-08-22,2 wk ahead inc case,point,NA
06027,2020-08-08,42,2020-08-22,2 wk ahead inc case,point,NA
06029,2020-08-08,144,2020-08-22,2 wk ahead inc case,point,NA
06031,2020-08-08,508,2020-08-22,2 wk ahead inc case,point,NA
06033,2020-08-08,51,2020-08-22,2 wk ahead inc case,point,NA
06035,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
06037,2020-08-08,43434,2020-08-22,2 wk ahead inc case,point,NA
06039,2020-08-08,281,2020-08-22,2 wk ahead inc case,point,NA
06041,2020-08-08,469,2020-08-22,2 wk ahead inc case,point,NA
06043,2020-08-08,14,2020-08-22,2 wk ahead inc case,point,NA
06045,2020-08-08,167,2020-08-22,2 wk ahead inc case,point,NA
06047,2020-08-08,367,2020-08-22,2 wk ahead inc case,point,NA
06049,2020-08-08,7,2020-08-22,2 wk ahead inc case,point,NA
06051,2020-08-08,14,2020-08-22,2 wk ahead inc case,point,NA
06053,2020-08-08,2485,2020-08-22,2 wk ahead inc case,point,NA
06055,2020-08-08,420,2020-08-22,2 wk ahead inc case,point,NA
06057,2020-08-08,47,2020-08-22,2 wk ahead inc case,point,NA
06059,2020-08-08,11329,2020-08-22,2 wk ahead inc case,point,NA
06061,2020-08-08,729,2020-08-22,2 wk ahead inc case,point,NA
06063,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
06065,2020-08-08,6485,2020-08-22,2 wk ahead inc case,point,NA
06067,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
06069,2020-08-08,149,2020-08-22,2 wk ahead inc case,point,NA
06071,2020-08-08,5351,2020-08-22,2 wk ahead inc case,point,NA
06073,2020-08-08,3113,2020-08-22,2 wk ahead inc case,point,NA
06075,2020-08-08,693,2020-08-22,2 wk ahead inc case,point,NA
06077,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
06079,2020-08-08,386,2020-08-22,2 wk ahead inc case,point,NA
06081,2020-08-08,803,2020-08-22,2 wk ahead inc case,point,NA
06083,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
06085,2020-08-08,2523,2020-08-22,2 wk ahead inc case,point,NA
06087,2020-08-08,309,2020-08-22,2 wk ahead inc case,point,NA
06089,2020-08-08,101,2020-08-22,2 wk ahead inc case,point,NA
06091,2020-08-08,3,2020-08-22,2 wk ahead inc case,point,NA
06093,2020-08-08,33,2020-08-22,2 wk ahead inc case,point,NA
06095,2020-08-08,303,2020-08-22,2 wk ahead inc case,point,NA
06097,2020-08-08,1207,2020-08-22,2 wk ahead inc case,point,NA
06099,2020-08-08,2744,2020-08-22,2 wk ahead inc case,point,NA
06101,2020-08-08,85,2020-08-22,2 wk ahead inc case,point,NA
06103,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
06105,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
06107,2020-08-08,85,2020-08-22,2 wk ahead inc case,point,NA
06109,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
06111,2020-08-08,602,2020-08-22,2 wk ahead inc case,point,NA
06113,2020-08-08,93,2020-08-22,2 wk ahead inc case,point,NA
06115,2020-08-08,32,2020-08-22,2 wk ahead inc case,point,NA
08003,2020-08-08,6,2020-08-22,2 wk ahead inc case,point,NA
08005,2020-08-08,447,2020-08-22,2 wk ahead inc case,point,NA
08007,2020-08-08,20,2020-08-22,2 wk ahead inc case,point,NA
08009,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
08011,2020-08-08,16,2020-08-22,2 wk ahead inc case,point,NA
08015,2020-08-08,72,2020-08-22,2 wk ahead inc case,point,NA
08017,2020-08-08,1,2020-08-22,2 wk ahead inc case,point,NA
08019,2020-08-08,10,2020-08-22,2 wk ahead inc case,point,NA
08021,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
08023,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
08025,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
08027,2020-08-08,1,2020-08-22,2 wk ahead inc case,point,NA
08029,2020-08-08,66,2020-08-22,2 wk ahead inc case,point,NA
08031,2020-08-08,1204,2020-08-22,2 wk ahead inc case,point,NA
08033,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
08035,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
08037,2020-08-08,166,2020-08-22,2 wk ahead inc case,point,NA
08039,2020-08-08,68,2020-08-22,2 wk ahead inc case,point,NA
08041,2020-08-08,989,2020-08-22,2 wk ahead inc case,point,NA
08043,2020-08-08,40,2020-08-22,2 wk ahead inc case,point,NA
08045,2020-08-08,128,2020-08-22,2 wk ahead inc case,point,NA
08047,2020-08-08,3,2020-08-22,2 wk ahead inc case,point,NA
08049,2020-08-08,14,2020-08-22,2 wk ahead inc case,point,NA
08051,2020-08-08,87,2020-08-22,2 wk ahead inc case,point,NA
08053,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
08055,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
08057,2020-08-08,2,2020-08-22,2 wk ahead inc case,point,NA
08061,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
08063,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
08065,2020-08-08,55,2020-08-22,2 wk ahead inc case,point,NA
08067,2020-08-08,30,2020-08-22,2 wk ahead inc case,point,NA
08069,2020-08-08,329,2020-08-22,2 wk ahead inc case,point,NA
08071,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
08073,2020-08-08,7,2020-08-22,2 wk ahead inc case,point,NA
08075,2020-08-08,6,2020-08-22,2 wk ahead inc case,point,NA
08077,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
08079,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
08081,2020-08-08,5,2020-08-22,2 wk ahead inc case,point,NA
08083,2020-08-08,23,2020-08-22,2 wk ahead inc case,point,NA
08085,2020-08-08,91,2020-08-22,2 wk ahead inc case,point,NA
08087,2020-08-08,5,2020-08-22,2 wk ahead inc case,point,NA
08089,2020-08-08,47,2020-08-22,2 wk ahead inc case,point,NA
08091,2020-08-08,6,2020-08-22,2 wk ahead inc case,point,NA
08093,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
08095,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
08097,2020-08-08,124,2020-08-22,2 wk ahead inc case,point,NA
08099,2020-08-08,29,2020-08-22,2 wk ahead inc case,point,NA
08101,2020-08-08,145,2020-08-22,2 wk ahead inc case,point,NA
08103,2020-08-08,73,2020-08-22,2 wk ahead inc case,point,NA
08105,2020-08-08,4,2020-08-22,2 wk ahead inc case,point,NA
08107,2020-08-08,58,2020-08-22,2 wk ahead inc case,point,NA
08109,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
08111,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
08113,2020-08-08,27,2020-08-22,2 wk ahead inc case,point,NA
08115,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
08117,2020-08-08,10,2020-08-22,2 wk ahead inc case,point,NA
08119,2020-08-08,83,2020-08-22,2 wk ahead inc case,point,NA
08121,2020-08-08,1,2020-08-22,2 wk ahead inc case,point,NA
08125,2020-08-08,10,2020-08-22,2 wk ahead inc case,point,NA
09001,2020-08-08,522,2020-08-22,2 wk ahead inc case,point,NA
09003,2020-08-08,319,2020-08-22,2 wk ahead inc case,point,NA
09005,2020-08-08,48,2020-08-22,2 wk ahead inc case,point,NA
09007,2020-08-08,56,2020-08-22,2 wk ahead inc case,point,NA
09009,2020-08-08,96,2020-08-22,2 wk ahead inc case,point,NA
09011,2020-08-08,144,2020-08-22,2 wk ahead inc case,point,NA
09013,2020-08-08,79,2020-08-22,2 wk ahead inc case,point,NA
09015,2020-08-08,148,2020-08-22,2 wk ahead inc case,point,NA
10001,2020-08-08,35,2020-08-22,2 wk ahead inc case,point,NA
10003,2020-08-08,615,2020-08-22,2 wk ahead inc case,point,NA
10005,2020-08-08,401,2020-08-22,2 wk ahead inc case,point,NA
11001,2020-08-08,2306,2020-08-22,2 wk ahead inc case,point,NA
12001,2020-08-08,816,2020-08-22,2 wk ahead inc case,point,NA
12003,2020-08-08,810,2020-08-22,2 wk ahead inc case,point,NA
12005,2020-08-08,1450,2020-08-22,2 wk ahead inc case,point,NA
12007,2020-08-08,566,2020-08-22,2 wk ahead inc case,point,NA
12009,2020-08-08,384,2020-08-22,2 wk ahead inc case,point,NA
12011,2020-08-08,11091,2020-08-22,2 wk ahead inc case,point,NA
12013,2020-08-08,421,2020-08-22,2 wk ahead inc case,point,NA
12015,2020-08-08,377,2020-08-22,2 wk ahead inc case,point,NA
12017,2020-08-08,397,2020-08-22,2 wk ahead inc case,point,NA
12019,2020-08-08,472,2020-08-22,2 wk ahead inc case,point,NA
12021,2020-08-08,1253,2020-08-22,2 wk ahead inc case,point,NA
12023,2020-08-08,4,2020-08-22,2 wk ahead inc case,point,NA
12027,2020-08-08,161,2020-08-22,2 wk ahead inc case,point,NA
12029,2020-08-08,164,2020-08-22,2 wk ahead inc case,point,NA
12031,2020-08-08,1942,2020-08-22,2 wk ahead inc case,point,NA
12033,2020-08-08,1210,2020-08-22,2 wk ahead inc case,point,NA
12035,2020-08-08,199,2020-08-22,2 wk ahead inc case,point,NA
12037,2020-08-08,363,2020-08-22,2 wk ahead inc case,point,NA
12039,2020-08-08,436,2020-08-22,2 wk ahead inc case,point,NA
12041,2020-08-08,53,2020-08-22,2 wk ahead inc case,point,NA
12043,2020-08-08,100,2020-08-22,2 wk ahead inc case,point,NA
12045,2020-08-08,491,2020-08-22,2 wk ahead inc case,point,NA
12047,2020-08-08,82,2020-08-22,2 wk ahead inc case,point,NA
12049,2020-08-08,103,2020-08-22,2 wk ahead inc case,point,NA
12051,2020-08-08,221,2020-08-22,2 wk ahead inc case,point,NA
12053,2020-08-08,522,2020-08-22,2 wk ahead inc case,point,NA
12055,2020-08-08,66,2020-08-22,2 wk ahead inc case,point,NA
12057,2020-08-08,3118,2020-08-22,2 wk ahead inc case,point,NA
12059,2020-08-08,56,2020-08-22,2 wk ahead inc case,point,NA
12061,2020-08-08,285,2020-08-22,2 wk ahead inc case,point,NA
12063,2020-08-08,390,2020-08-22,2 wk ahead inc case,point,NA
12065,2020-08-08,232,2020-08-22,2 wk ahead inc case,point,NA
12067,2020-08-08,72,2020-08-22,2 wk ahead inc case,point,NA
12069,2020-08-08,387,2020-08-22,2 wk ahead inc case,point,NA
12071,2020-08-08,681,2020-08-22,2 wk ahead inc case,point,NA
12073,2020-08-08,1100,2020-08-22,2 wk ahead inc case,point,NA
12075,2020-08-08,102,2020-08-22,2 wk ahead inc case,point,NA
12077,2020-08-08,47,2020-08-22,2 wk ahead inc case,point,NA
12079,2020-08-08,116,2020-08-22,2 wk ahead inc case,point,NA
12081,2020-08-08,207,2020-08-22,2 wk ahead inc case,point,NA
12083,2020-08-08,2222,2020-08-22,2 wk ahead inc case,point,NA
12085,2020-08-08,312,2020-08-22,2 wk ahead inc case,point,NA
12086,2020-08-08,20201,2020-08-22,2 wk ahead inc case,point,NA
12087,2020-08-08,12,2020-08-22,2 wk ahead inc case,point,NA
12089,2020-08-08,233,2020-08-22,2 wk ahead inc case,point,NA
12091,2020-08-08,1187,2020-08-22,2 wk ahead inc case,point,NA
12093,2020-08-08,101,2020-08-22,2 wk ahead inc case,point,NA
12095,2020-08-08,1015,2020-08-22,2 wk ahead inc case,point,NA
12097,2020-08-08,739,2020-08-22,2 wk ahead inc case,point,NA
12099,2020-08-08,6875,2020-08-22,2 wk ahead inc case,point,NA
12101,2020-08-08,740,2020-08-22,2 wk ahead inc case,point,NA
12103,2020-08-08,1243,2020-08-22,2 wk ahead inc case,point,NA
12105,2020-08-08,1368,2020-08-22,2 wk ahead inc case,point,NA
12107,2020-08-08,201,2020-08-22,2 wk ahead inc case,point,NA
12113,2020-08-08,1055,2020-08-22,2 wk ahead inc case,point,NA
12115,2020-08-08,827,2020-08-22,2 wk ahead inc case,point,NA
12117,2020-08-08,386,2020-08-22,2 wk ahead inc case,point,NA
12119,2020-08-08,295,2020-08-22,2 wk ahead inc case,point,NA
12121,2020-08-08,363,2020-08-22,2 wk ahead inc case,point,NA
12123,2020-08-08,653,2020-08-22,2 wk ahead inc case,point,NA
12125,2020-08-08,188,2020-08-22,2 wk ahead inc case,point,NA
12127,2020-08-08,951,2020-08-22,2 wk ahead inc case,point,NA
12129,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
12131,2020-08-08,146,2020-08-22,2 wk ahead inc case,point,NA
12133,2020-08-08,721,2020-08-22,2 wk ahead inc case,point,NA
13001,2020-08-08,168,2020-08-22,2 wk ahead inc case,point,NA
13003,2020-08-08,23,2020-08-22,2 wk ahead inc case,point,NA
13005,2020-08-08,1,2020-08-22,2 wk ahead inc case,point,NA
13007,2020-08-08,13,2020-08-22,2 wk ahead inc case,point,NA
13009,2020-08-08,205,2020-08-22,2 wk ahead inc case,point,NA
13011,2020-08-08,67,2020-08-22,2 wk ahead inc case,point,NA
13013,2020-08-08,350,2020-08-22,2 wk ahead inc case,point,NA
13015,2020-08-08,502,2020-08-22,2 wk ahead inc case,point,NA
13017,2020-08-08,90,2020-08-22,2 wk ahead inc case,point,NA
13019,2020-08-08,0,2020-08-22,2 wk ahead inc case,point,NA
13021,2020-08-08,458,2020-08-22,2 wk ahead inc case,point,NA
13023,2020-08-08,120,2020-08-22,2 wk ahead inc case,point,NA
13025,2020-08-08,30,2020-08-22,2 wk ahead inc case,point,NA
13027,2020-08-08,125,2020-08-22,2 wk ahead inc case,point,NA
13029,2020-08-08,199,2020-08-22,2 wk ahead inc case,point,NA
13031,2020-08-08,306,2020-08-22,2 wk ahead inc case,point,NA
13033,2020-08-08,155,2020-08-22,2 wk ahead inc case,point,NA
13035,2020-08-08,28,2020-08-22,2 wk ahead inc case,point,NA
13037,2020-08-08,18,2020-08-22,2 wk ahead inc case,point,NA
13039,2020-08-08,118,2020-08-22,2 wk ahead inc case,point,NA
13043,2020-08-08,6,2020-08-22,2 wk ahead inc case,point,NA
13045,2020-08-08,294,2020-08-22,2 wk ahead inc case,point,NA
13047,2020-08-08,202,2020-08-22,2 wk ahead inc case,point,NA
13049,2020-08-08,112,2020-08-22,2 wk ahead inc case,point,NA
13051,2020-08-08,686,2020-08-22,2 wk ahead inc case,point,NA
13053,2020-08-08,190,2020-08-22,2 wk ahead inc case,point,NA
13055,2020-08-08,109,2020-08-22,2 wk ahead inc case,point,NA
13057,2020-08-08,717,2020-08-22,2 wk ahead inc case,point,NA
13059,2020-08-08,626,2020-08-22,2 wk ahead inc case,point,NA
