location_name,forecast_date,target,target_end_date,location,type,quantile,value
US,2021-06-06,14 wk ahead inc death,2021-09-11,US,quantile,0.025,2453.7228966948574
US,2021-06-06,1 wk ahead cum death,2021-06-12,US,quantile,0.05,600060.0062725777
US,2021-06-06,2 wk ahead cum death,2021-06-19,US,quantile,0.05,602445.013595765
US,2021-06-06,3 wk ahead cum death,2021-06-26,US,quantile,0.05,604832.4980593638
US,2021-06-06,4 wk ahead cum death,2021-07-03,US,quantile,0.05,607232.2165780414
US,2021-06-06,5 wk ahead cum death,2021-07-10,US,quantile,0.05,609646.5328855012
US,2021-06-06,6 wk ahead cum death,2021-07-17,US,quantile,0.05,612076.8748729752
US,2021-06-06,7 wk ahead cum death,2021-07-24,US,quantile,0.05,614523.306914481
US,2021-06-06,8 wk ahead cum death,2021-07-31,US,quantile,0.05,616990.8918658549
US,2021-06-06,9 wk ahead cum death,2021-08-07,US,quantile,0.05,619532.2148326215
US,2021-06-06,10 wk ahead cum death,2021-08-14,US,quantile,0.05,622062.5874854601
US,2021-06-06,11 wk ahead cum death,2021-08-21,US,quantile,0.05,624645.3283634431
US,2021-06-06,12 wk ahead cum death,2021-08-28,US,quantile,0.05,627255.8876640301
US,2021-06-06,13 wk ahead cum death,2021-09-04,US,quantile,0.05,629863.1082628134
US,2021-06-06,14 wk ahead cum death,2021-09-11,US,quantile,0.05,632472.6049449969
US,2021-06-06,1 wk ahead inc death,2021-06-12,US,quantile,0.05,2683.0062725776575
US,2021-06-06,2 wk ahead inc death,2021-06-19,US,quantile,0.05,2384.507835585624
US,2021-06-06,3 wk ahead inc death,2021-06-26,US,quantile,0.05,2387.484463598742
US,2021-06-06,4 wk ahead inc death,2021-07-03,US,quantile,0.05,2399.7185186777033
US,2021-06-06,5 wk ahead inc death,2021-07-10,US,quantile,0.05,2414.316307459725
US,2021-06-06,6 wk ahead inc death,2021-07-17,US,quantile,0.05,2440.2550253523277
US,2021-06-06,7 wk ahead inc death,2021-07-24,US,quantile,0.05,2465.808251826116
US,2021-06-06,8 wk ahead inc death,2021-07-31,US,quantile,0.05,2494.3277125840773
US,2021-06-06,9 wk ahead inc death,2021-08-07,US,quantile,0.05,2515.1648224580567
US,2021-06-06,10 wk ahead inc death,2021-08-14,US,quantile,0.05,2537.173585663387
US,2021-06-06,11 wk ahead inc death,2021-08-21,US,quantile,0.05,2558.4534073882737
US,2021-06-06,12 wk ahead inc death,2021-08-28,US,quantile,0.05,2566.7702686353823
US,2021-06-06,13 wk ahead inc death,2021-09-04,US,quantile,0.05,2570.9048479840394
US,2021-06-06,14 wk ahead inc death,2021-09-11,US,quantile,0.05,2576.5666139955165
US,2021-06-06,1 wk ahead cum death,2021-06-12,US,quantile,0.1,600076.9543354707
US,2021-06-06,2 wk ahead cum death,2021-06-19,US,quantile,0.1,602510.9803407278
US,2021-06-06,3 wk ahead cum death,2021-06-26,US,quantile,0.1,604978.5957719416
US,2021-06-06,4 wk ahead cum death,2021-07-03,US,quantile,0.1,607488.1989415545
US,2021-06-06,5 wk ahead cum death,2021-07-10,US,quantile,0.1,610035.8931687551
US,2021-06-06,6 wk ahead cum death,2021-07-17,US,quantile,0.1,612618.149101747
US,2021-06-06,7 wk ahead cum death,2021-07-24,US,quantile,0.1,615220.1712461491
US,2021-06-06,8 wk ahead cum death,2021-07-31,US,quantile,0.1,617841.4062429927
US,2021-06-06,9 wk ahead cum death,2021-08-07,US,quantile,0.1,620484.2180573075
US,2021-06-06,10 wk ahead cum death,2021-08-14,US,quantile,0.1,623146.5543683963
US,2021-06-06,11 wk ahead cum death,2021-08-21,US,quantile,0.1,625820.7064778473
US,2021-06-06,12 wk ahead cum death,2021-08-28,US,quantile,0.1,628498.0000411535
US,2021-06-06,13 wk ahead cum death,2021-09-04,US,quantile,0.1,631223.9806335676
US,2021-06-06,14 wk ahead cum death,2021-09-11,US,quantile,0.1,634030.8156240255
US,2021-06-06,1 wk ahead inc death,2021-06-12,US,quantile,0.1,2699.9543354706607
US,2021-06-06,2 wk ahead inc death,2021-06-19,US,quantile,0.1,2434.008743213117
US,2021-06-06,3 wk ahead inc death,2021-06-26,US,quantile,0.1,2468.5263063976076
US,2021-06-06,4 wk ahead inc death,2021-07-03,US,quantile,0.1,2504.598358723079
US,2021-06-06,5 wk ahead inc death,2021-07-10,US,quantile,0.1,2542.2544414466015
US,2021-06-06,6 wk ahead inc death,2021-07-17,US,quantile,0.1,2571.1684854312334
US,2021-06-06,7 wk ahead inc death,2021-07-24,US,quantile,0.1,2596.979148555524
US,2021-06-06,8 wk ahead inc death,2021-07-31,US,quantile,0.1,2617.318054209184
US,2021-06-06,9 wk ahead inc death,2021-08-07,US,quantile,0.1,2652.939077131171
US,2021-06-06,10 wk ahead inc death,2021-08-14,US,quantile,0.1,2686.892157076369
US,2021-06-06,11 wk ahead inc death,2021-08-21,US,quantile,0.1,2702.5852372185327
US,2021-06-06,12 wk ahead inc death,2021-08-28,US,quantile,0.1,2717.583366663475
US,2021-06-06,13 wk ahead inc death,2021-09-04,US,quantile,0.1,2741.258417577902
US,2021-06-06,14 wk ahead inc death,2021-09-11,US,quantile,0.1,2764.230943214172
US,2021-06-06,1 wk ahead cum death,2021-06-12,US,quantile,0.15,600094.4826961171
US,2021-06-06,2 wk ahead cum death,2021-06-19,US,quantile,0.15,602582.4717896455
US,2021-06-06,3 wk ahead cum death,2021-06-26,US,quantile,0.15,605127.752742841
US,2021-06-06,4 wk ahead cum death,2021-07-03,US,quantile,0.15,607715.8234912797
US,2021-06-06,5 wk ahead cum death,2021-07-10,US,quantile,0.15,610341.2674477177
US,2021-06-06,6 wk ahead cum death,2021-07-17,US,quantile,0.15,613000.6739772876
US,2021-06-06,7 wk ahead cum death,2021-07-24,US,quantile,0.15,615701.1006522634
US,2021-06-06,8 wk ahead cum death,2021-07-31,US,quantile,0.15,618499.0362169706
US,2021-06-06,9 wk ahead cum death,2021-08-07,US,quantile,0.15,621374.1472465352
US,2021-06-06,10 wk ahead cum death,2021-08-14,US,quantile,0.15,624251.478538126
US,2021-06-06,11 wk ahead cum death,2021-08-21,US,quantile,0.15,627105.5011755016
US,2021-06-06,12 wk ahead cum death,2021-08-28,US,quantile,0.15,629975.3887987919
US,2021-06-06,13 wk ahead cum death,2021-09-04,US,quantile,0.15,632901.0402210471
US,2021-06-06,14 wk ahead cum death,2021-09-11,US,quantile,0.15,635813.4443221677
US,2021-06-06,1 wk ahead inc death,2021-06-12,US,quantile,0.15,2717.482696117205
US,2021-06-06,2 wk ahead inc death,2021-06-19,US,quantile,0.15,2487.989093528292
US,2021-06-06,3 wk ahead inc death,2021-06-26,US,quantile,0.15,2541.4744443611244
US,2021-06-06,4 wk ahead inc death,2021-07-03,US,quantile,0.15,2587.69470499896
US,2021-06-06,5 wk ahead inc death,2021-07-10,US,quantile,0.15,2631.1111372263636
US,2021-06-06,6 wk ahead inc death,2021-07-17,US,quantile,0.15,2692.896566678607
US,2021-06-06,7 wk ahead inc death,2021-07-24,US,quantile,0.15,2737.1130952907497
US,2021-06-06,8 wk ahead inc death,2021-07-31,US,quantile,0.15,2771.8027383941226
US,2021-06-06,9 wk ahead inc death,2021-08-07,US,quantile,0.15,2799.1649677004434
US,2021-06-06,10 wk ahead inc death,2021-08-14,US,quantile,0.15,2819.2371978074543
US,2021-06-06,11 wk ahead inc death,2021-08-21,US,quantile,0.15,2837.713912257226
US,2021-06-06,12 wk ahead inc death,2021-08-28,US,quantile,0.15,2855.4654831289545
US,2021-06-06,13 wk ahead inc death,2021-09-04,US,quantile,0.15,2875.988051044056
US,2021-06-06,14 wk ahead inc death,2021-09-11,US,quantile,0.15,2904.527605387778
US,2021-06-06,1 wk ahead cum death,2021-06-12,US,quantile,0.2,600111.0817639575
US,2021-06-06,2 wk ahead cum death,2021-06-19,US,quantile,0.2,602644.334133419
US,2021-06-06,3 wk ahead cum death,2021-06-26,US,quantile,0.2,605249.4126088198
US,2021-06-06,4 wk ahead cum death,2021-07-03,US,quantile,0.2,607916.6520194868
US,2021-06-06,5 wk ahead cum death,2021-07-10,US,quantile,0.2,610656.2991897885
US,2021-06-06,6 wk ahead cum death,2021-07-17,US,quantile,0.2,613451.9977061132
US,2021-06-06,7 wk ahead cum death,2021-07-24,US,quantile,0.2,616287.7439158297
US,2021-06-06,8 wk ahead cum death,2021-07-31,US,quantile,0.2,619164.2747028123
US,2021-06-06,9 wk ahead cum death,2021-08-07,US,quantile,0.2,622077.3614567862
US,2021-06-06,10 wk ahead cum death,2021-08-14,US,quantile,0.2,625015.2011399803
US,2021-06-06,11 wk ahead cum death,2021-08-21,US,quantile,0.2,627988.2096971279
US,2021-06-06,12 wk ahead cum death,2021-08-28,US,quantile,0.2,631007.6499025214
US,2021-06-06,13 wk ahead cum death,2021-09-04,US,quantile,0.2,634010.6441757106
US,2021-06-06,14 wk ahead cum death,2021-09-11,US,quantile,0.2,637033.7842593882
US,2021-06-06,1 wk ahead inc death,2021-06-12,US,quantile,0.2,2734.0817639575343
US,2021-06-06,2 wk ahead inc death,2021-06-19,US,quantile,0.2,2533.130583743355
US,2021-06-06,3 wk ahead inc death,2021-06-26,US,quantile,0.2,2605.043522496382
US,2021-06-06,4 wk ahead inc death,2021-07-03,US,quantile,0.2,2677.1459589693927
US,2021-06-06,5 wk ahead inc death,2021-07-10,US,quantile,0.2,2737.143911604793
US,2021-06-06,6 wk ahead inc death,2021-07-17,US,quantile,0.2,2789.726308708103
US,2021-06-06,7 wk ahead inc death,2021-07-24,US,quantile,0.2,2833.377121891337
US,2021-06-06,8 wk ahead inc death,2021-07-31,US,quantile,0.2,2875.4209469986613
US,2021-06-06,9 wk ahead inc death,2021-08-07,US,quantile,0.2,2906.782195511134
US,2021-06-06,10 wk ahead inc death,2021-08-14,US,quantile,0.2,2939.104295999091
US,2021-06-06,11 wk ahead inc death,2021-08-21,US,quantile,0.2,2971.5074259662533
US,2021-06-06,12 wk ahead inc death,2021-08-28,US,quantile,0.2,3007.3341087353647
US,2021-06-06,13 wk ahead inc death,2021-09-04,US,quantile,0.2,3030.266966874106
US,2021-06-06,14 wk ahead inc death,2021-09-11,US,quantile,0.2,3053.1097447172738
US,2021-06-06,1 wk ahead cum death,2021-06-12,US,quantile,0.25,600127.1695424055
US,2021-06-06,2 wk ahead cum death,2021-06-19,US,quantile,0.25,602703.7180032267
US,2021-06-06,3 wk ahead cum death,2021-06-26,US,quantile,0.25,605371.6581409817
US,2021-06-06,4 wk ahead cum death,2021-07-03,US,quantile,0.25,608119.7262522166
US,2021-06-06,5 wk ahead cum death,2021-07-10,US,quantile,0.25,610941.4759995302
US,2021-06-06,6 wk ahead cum death,2021-07-17,US,quantile,0.25,613822.0221741269
US,2021-06-06,7 wk ahead cum death,2021-07-24,US,quantile,0.25,616753.0382472723
US,2021-06-06,8 wk ahead cum death,2021-07-31,US,quantile,0.25,619776.1050618083
US,2021-06-06,9 wk ahead cum death,2021-08-07,US,quantile,0.25,622798.3210131344
US,2021-06-06,10 wk ahead cum death,2021-08-14,US,quantile,0.25,625824.7910872815
US,2021-06-06,11 wk ahead cum death,2021-08-21,US,quantile,0.25,628874.3568016358
US,2021-06-06,12 wk ahead cum death,2021-08-28,US,quantile,0.25,631981.8835037233
US,2021-06-06,13 wk ahead cum death,2021-09-04,US,quantile,0.25,635118.3889609608
US,2021-06-06,14 wk ahead cum death,2021-09-11,US,quantile,0.25,638278.9045802633
US,2021-06-06,1 wk ahead inc death,2021-06-12,US,quantile,0.25,2750.1695424055215
US,2021-06-06,2 wk ahead inc death,2021-06-19,US,quantile,0.25,2576.5484608211555
US,2021-06-06,3 wk ahead inc death,2021-06-26,US,quantile,0.25,2669.478526697727
US,2021-06-06,4 wk ahead inc death,2021-07-03,US,quantile,0.25,2752.5141782891005
US,2021-06-06,5 wk ahead inc death,2021-07-10,US,quantile,0.25,2822.9777646531584
US,2021-06-06,6 wk ahead inc death,2021-07-17,US,quantile,0.25,2888.3594926088117
US,2021-06-06,7 wk ahead inc death,2021-07-24,US,quantile,0.25,2932.1664994428866
US,2021-06-06,8 wk ahead inc death,2021-07-31,US,quantile,0.25,2975.066708978964
US,2021-06-06,9 wk ahead inc death,2021-08-07,US,quantile,0.25,3014.082808211795
US,2021-06-06,10 wk ahead inc death,2021-08-14,US,quantile,0.25,3046.5995618937304
US,2021-06-06,11 wk ahead inc death,2021-08-21,US,quantile,0.25,3072.707668256713
US,2021-06-06,12 wk ahead inc death,2021-08-28,US,quantile,0.25,3109.8188318762695
US,2021-06-06,13 wk ahead inc death,2021-09-04,US,quantile,0.25,3136.5054572374793
US,2021-06-06,14 wk ahead inc death,2021-09-11,US,quantile,0.25,3160.5156193025177
US,2021-06-06,1 wk ahead cum death,2021-06-12,US,quantile,0.3,600143.1173959818
US,2021-06-06,2 wk ahead cum death,2021-06-19,US,quantile,0.3,602769.158102808
US,2021-06-06,3 wk ahead cum death,2021-06-26,US,quantile,0.3,605517.0186911151
US,2021-06-06,4 wk ahead cum death,2021-07-03,US,quantile,0.3,608367.0591799677
US,2021-06-06,5 wk ahead cum death,2021-07-10,US,quantile,0.3,611304.0256341995
US,2021-06-06,6 wk ahead cum death,2021-07-17,US,quantile,0.3,614308.0292449428
US,2021-06-06,7 wk ahead cum death,2021-07-24,US,quantile,0.3,617349.0391520952
US,2021-06-06,8 wk ahead cum death,2021-07-31,US,quantile,0.3,620426.7400901252
US,2021-06-06,9 wk ahead cum death,2021-08-07,US,quantile,0.3,623536.9714310914
US,2021-06-06,10 wk ahead cum death,2021-08-14,US,quantile,0.3,626674.4561252367
US,2021-06-06,11 wk ahead cum death,2021-08-21,US,quantile,0.3,629850.4281681883
US,2021-06-06,12 wk ahead cum death,2021-08-28,US,quantile,0.3,633078.4789180444
US,2021-06-06,13 wk ahead cum death,2021-09-04,US,quantile,0.3,636358.826253925
US,2021-06-06,14 wk ahead cum death,2021-09-11,US,quantile,0.3,639667.5392177908
US,2021-06-06,1 wk ahead inc death,2021-06-12,US,quantile,0.3,2766.117395981797
US,2021-06-06,2 wk ahead inc death,2021-06-19,US,quantile,0.3,2626.4208209137196
US,2021-06-06,3 wk ahead inc death,2021-06-26,US,quantile,0.3,2748.074919488002
US,2021-06-06,4 wk ahead inc death,2021-07-03,US,quantile,0.3,2851.6638787871225
US,2021-06-06,5 wk ahead inc death,2021-07-10,US,quantile,0.3,2929.544575865776
US,2021-06-06,6 wk ahead inc death,2021-07-17,US,quantile,0.3,2989.937330272468
US,2021-06-06,7 wk ahead inc death,2021-07-24,US,quantile,0.3,3039.3961898844454
US,2021-06-06,8 wk ahead inc death,2021-07-31,US,quantile,0.3,3089.2143384590745
US,2021-06-06,9 wk ahead inc death,2021-08-07,US,quantile,0.3,3134.572333885077
US,2021-06-06,10 wk ahead inc death,2021-08-14,US,quantile,0.3,3158.817450010916
US,2021-06-06,11 wk ahead inc death,2021-08-21,US,quantile,0.3,3189.956148014241
US,2021-06-06,12 wk ahead inc death,2021-08-28,US,quantile,0.3,3224.4295701059045
US,2021-06-06,13 wk ahead inc death,2021-09-04,US,quantile,0.3,3252.812102702027
US,2021-06-06,14 wk ahead inc death,2021-09-11,US,quantile,0.3,3278.9924934296405
US,2021-06-06,1 wk ahead cum death,2021-06-12,US,quantile,0.35,600159.0716424404
US,2021-06-06,2 wk ahead cum death,2021-06-19,US,quantile,0.35,602831.4866278882
US,2021-06-06,3 wk ahead cum death,2021-06-26,US,quantile,0.35,605645.9362314654
US,2021-06-06,4 wk ahead cum death,2021-07-03,US,quantile,0.35,608575.0436501359
US,2021-06-06,5 wk ahead cum death,2021-07-10,US,quantile,0.35,611594.8450097891
US,2021-06-06,6 wk ahead cum death,2021-07-17,US,quantile,0.35,614687.6149690783
US,2021-06-06,7 wk ahead cum death,2021-07-24,US,quantile,0.35,617839.9205504536
US,2021-06-06,8 wk ahead cum death,2021-07-31,US,quantile,0.35,621028.2986719899
US,2021-06-06,9 wk ahead cum death,2021-08-07,US,quantile,0.35,624283.9903899623
US,2021-06-06,10 wk ahead cum death,2021-08-14,US,quantile,0.35,627585.8195002032
US,2021-06-06,11 wk ahead cum death,2021-08-21,US,quantile,0.35,630913.128643095
US,2021-06-06,12 wk ahead cum death,2021-08-28,US,quantile,0.35,634270.5212658361
US,2021-06-06,13 wk ahead cum death,2021-09-04,US,quantile,0.35,637652.7415189868
US,2021-06-06,14 wk ahead cum death,2021-09-11,US,quantile,0.35,641046.3728428597
US,2021-06-06,1 wk ahead inc death,2021-06-12,US,quantile,0.35,2782.071642440348
US,2021-06-06,2 wk ahead inc death,2021-06-19,US,quantile,0.35,2672.615139166568
US,2021-06-06,3 wk ahead inc death,2021-06-26,US,quantile,0.35,2814.4496035773072
US,2021-06-06,4 wk ahead inc death,2021-07-03,US,quantile,0.35,2929.1074186704122
US,2021-06-06,5 wk ahead inc death,2021-07-10,US,quantile,0.35,3019.2481927952963
US,2021-06-06,6 wk ahead inc death,2021-07-17,US,quantile,0.35,3092.7059679656522
US,2021-06-06,7 wk ahead inc death,2021-07-24,US,quantile,0.35,3156.5110863640207
US,2021-06-06,8 wk ahead inc death,2021-07-31,US,quantile,0.35,3209.2372803810517
US,2021-06-06,9 wk ahead inc death,2021-08-07,US,quantile,0.35,3252.2819687049832
US,2021-06-06,10 wk ahead inc death,2021-08-14,US,quantile,0.35,3288.4652631317263
US,2021-06-06,11 wk ahead inc death,2021-08-21,US,quantile,0.35,3318.3760310380253
US,2021-06-06,12 wk ahead inc death,2021-08-28,US,quantile,0.35,3346.523671685997
US,2021-06-06,13 wk ahead inc death,2021-09-04,US,quantile,0.35,3372.53987439312
US,2021-06-06,14 wk ahead inc death,2021-09-11,US,quantile,0.35,3393.6313238730186
US,2021-06-06,1 wk ahead cum death,2021-06-12,US,quantile,0.4,600175.2996684914
US,2021-06-06,2 wk ahead cum death,2021-06-19,US,quantile,0.4,602894.8873784159
US,2021-06-06,3 wk ahead cum death,2021-06-26,US,quantile,0.4,605777.0114321987
US,2021-06-06,4 wk ahead cum death,2021-07-03,US,quantile,0.4,608787.6074275967
US,2021-06-06,5 wk ahead cum death,2021-07-10,US,quantile,0.4,611897.979123166
US,2021-06-06,6 wk ahead cum death,2021-07-17,US,quantile,0.4,615087.0324592479
US,2021-06-06,7 wk ahead cum death,2021-07-24,US,quantile,0.4,618338.7674660415
US,2021-06-06,8 wk ahead cum death,2021-07-31,US,quantile,0.4,621642.0617913919
US,2021-06-06,9 wk ahead cum death,2021-08-07,US,quantile,0.4,624990.011473047
US,2021-06-06,10 wk ahead cum death,2021-08-14,US,quantile,0.4,628373.7635077505
US,2021-06-06,11 wk ahead cum death,2021-08-21,US,quantile,0.4,631787.8740370474
US,2021-06-06,12 wk ahead cum death,2021-08-28,US,quantile,0.4,635228.0261380932
US,2021-06-06,13 wk ahead cum death,2021-09-04,US,quantile,0.4,638690.6490853598
US,2021-06-06,14 wk ahead cum death,2021-09-11,US,quantile,0.4,642172.206802336
US,2021-06-06,1 wk ahead inc death,2021-06-12,US,quantile,0.4,2798.2996684913523
US,2021-06-06,2 wk ahead inc death,2021-06-19,US,quantile,0.4,2719.587709924532
US,2021-06-06,3 wk ahead inc death,2021-06-26,US,quantile,0.4,2882.1240537828066
US,2021-06-06,4 wk ahead inc death,2021-07-03,US,quantile,0.4,3010.595995398029
US,2021-06-06,5 wk ahead inc death,2021-07-10,US,quantile,0.4,3110.3716955692275
US,2021-06-06,6 wk ahead inc death,2021-07-17,US,quantile,0.4,3189.7086925294952
US,2021-06-06,7 wk ahead inc death,2021-07-24,US,quantile,0.4,3253.3917127795985
US,2021-06-06,8 wk ahead inc death,2021-07-31,US,quantile,0.4,3305.186420893809
US,2021-06-06,9 wk ahead inc death,2021-08-07,US,quantile,0.4,3347.949681655015
US,2021-06-06,10 wk ahead inc death,2021-08-14,US,quantile,0.4,3384.391949637979
US,2021-06-06,11 wk ahead inc death,2021-08-21,US,quantile,0.4,3417.8207292155366
US,2021-06-06,12 wk ahead inc death,2021-08-28,US,quantile,0.4,3450.702297110972
US,2021-06-06,13 wk ahead inc death,2021-09-04,US,quantile,0.4,3477.59168700187
US,2021-06-06,14 wk ahead inc death,2021-09-11,US,quantile,0.4,3497.2915638677778
US,2021-06-06,1 wk ahead cum death,2021-06-12,US,quantile,0.45,600188.9455035613
US,2021-06-06,2 wk ahead cum death,2021-06-19,US,quantile,0.45,602948.3919547303
US,2021-06-06,3 wk ahead cum death,2021-06-26,US,quantile,0.45,605889.4272318275
US,2021-06-06,4 wk ahead cum death,2021-07-03,US,quantile,0.45,608972.9030284772
US,2021-06-06,5 wk ahead cum death,2021-07-10,US,quantile,0.45,612166.463265014
US,2021-06-06,6 wk ahead cum death,2021-07-17,US,quantile,0.45,615446.4132390076
US,2021-06-06,7 wk ahead cum death,2021-07-24,US,quantile,0.45,618795.0031485193
US,2021-06-06,8 wk ahead cum death,2021-07-31,US,quantile,0.45,622199.0085449215
US,2021-06-06,9 wk ahead cum death,2021-08-07,US,quantile,0.45,625648.450809094
US,2021-06-06,10 wk ahead cum death,2021-08-14,US,quantile,0.45,629135.6921962466
US,2021-06-06,11 wk ahead cum death,2021-08-21,US,quantile,0.45,632654.7987693378
US,2021-06-06,12 wk ahead cum death,2021-08-28,US,quantile,0.45,636201.0920501896
US,2021-06-06,13 wk ahead cum death,2021-09-04,US,quantile,0.45,639770.6251979859
US,2021-06-06,14 wk ahead cum death,2021-09-11,US,quantile,0.45,643359.6717960911
US,2021-06-06,1 wk ahead inc death,2021-06-12,US,quantile,0.45,2811.945503561268
US,2021-06-06,2 wk ahead inc death,2021-06-19,US,quantile,0.45,2759.4464511690194
US,2021-06-06,3 wk ahead inc death,2021-06-26,US,quantile,0.45,2941.03527709723
US,2021-06-06,4 wk ahead inc death,2021-07-03,US,quantile,0.45,3083.475796649628
US,2021-06-06,5 wk ahead inc death,2021-07-10,US,quantile,0.45,3193.5602365368513
US,2021-06-06,6 wk ahead inc death,2021-07-17,US,quantile,0.45,3279.949973993609
US,2021-06-06,7 wk ahead inc death,2021-07-24,US,quantile,0.45,3348.5899095117347
US,2021-06-06,8 wk ahead inc death,2021-07-31,US,quantile,0.45,3404.0053964021618
US,2021-06-06,9 wk ahead inc death,2021-08-07,US,quantile,0.45,3449.4422641725278
US,2021-06-06,10 wk ahead inc death,2021-08-14,US,quantile,0.45,3487.2413871526023
US,2021-06-06,11 wk ahead inc death,2021-08-21,US,quantile,0.45,3519.106573091145
US,2021-06-06,12 wk ahead inc death,2021-08-28,US,quantile,0.45,3546.2932808518644
US,2021-06-06,13 wk ahead inc death,2021-09-04,US,quantile,0.45,3569.5331477961968
US,2021-06-06,14 wk ahead inc death,2021-09-11,US,quantile,0.45,3589.046598105272
