location,forecast_date,target_end_date,target,type,quantile,value
US,2022-05-22,2022-05-28,1 wk ahead inc death,quantile,0.5,5104
US,2022-05-22,2022-05-28,1 wk ahead inc death,quantile,0.55,5593
US,2022-05-22,2022-05-28,1 wk ahead inc death,quantile,0.6,6080
US,2022-05-22,2022-05-28,1 wk ahead inc death,quantile,0.65,6609
US,2022-05-22,2022-05-28,1 wk ahead inc death,quantile,0.7,7186
US,2022-05-22,2022-05-28,1 wk ahead inc death,quantile,0.75,8096
US,2022-05-22,2022-05-28,1 wk ahead inc death,quantile,0.8,9123
US,2022-05-22,2022-05-28,1 wk ahead inc death,quantile,0.85,10281
US,2022-05-22,2022-05-28,1 wk ahead inc death,quantile,0.9,11586
US,2022-05-22,2022-05-28,1 wk ahead inc death,quantile,0.95,13960
US,2022-05-22,2022-05-28,1 wk ahead inc death,quantile,0.975,16822
US,2022-05-22,2022-05-28,1 wk ahead inc death,quantile,0.99,20275
US,2022-05-22,2022-06-04,2 wk ahead inc death,point,,5855
US,2022-05-22,2022-06-04,2 wk ahead inc death,quantile,0.01,1178
US,2022-05-22,2022-06-04,2 wk ahead inc death,quantile,0.025,1437
US,2022-05-22,2022-06-04,2 wk ahead inc death,quantile,0.05,1754
US,2022-05-22,2022-06-04,2 wk ahead inc death,quantile,0.1,2141
US,2022-05-22,2022-06-04,2 wk ahead inc death,quantile,0.15,2457
US,2022-05-22,2022-06-04,2 wk ahead inc death,quantile,0.2,2821
US,2022-05-22,2022-06-04,2 wk ahead inc death,quantile,0.25,3238
US,2022-05-22,2022-06-04,2 wk ahead inc death,quantile,0.3,3718
US,2022-05-22,2022-06-04,2 wk ahead inc death,quantile,0.35,4174
US,2022-05-22,2022-06-04,2 wk ahead inc death,quantile,0.4,4686
US,2022-05-22,2022-06-04,2 wk ahead inc death,quantile,0.45,5261
US,2022-05-22,2022-06-04,2 wk ahead inc death,quantile,0.5,5855
US,2022-05-22,2022-06-04,2 wk ahead inc death,quantile,0.55,6633
US,2022-05-22,2022-06-04,2 wk ahead inc death,quantile,0.6,7448
US,2022-05-22,2022-06-04,2 wk ahead inc death,quantile,0.65,8365
US,2022-05-22,2022-06-04,2 wk ahead inc death,quantile,0.7,9395
US,2022-05-22,2022-06-04,2 wk ahead inc death,quantile,0.75,10936
US,2022-05-22,2022-06-04,2 wk ahead inc death,quantile,0.8,12731
US,2022-05-22,2022-06-04,2 wk ahead inc death,quantile,0.85,14821
US,2022-05-22,2022-06-04,2 wk ahead inc death,quantile,0.9,17256
US,2022-05-22,2022-06-04,2 wk ahead inc death,quantile,0.95,21688
US,2022-05-22,2022-06-04,2 wk ahead inc death,quantile,0.975,27263
US,2022-05-22,2022-06-04,2 wk ahead inc death,quantile,0.99,34275
US,2022-05-22,2022-06-11,3 wk ahead inc death,point,,6597
US,2022-05-22,2022-06-11,3 wk ahead inc death,quantile,0.01,912
US,2022-05-22,2022-06-11,3 wk ahead inc death,quantile,0.025,1160
US,2022-05-22,2022-06-11,3 wk ahead inc death,quantile,0.05,1475
US,2022-05-22,2022-06-11,3 wk ahead inc death,quantile,0.1,1876
US,2022-05-22,2022-06-11,3 wk ahead inc death,quantile,0.15,2222
US,2022-05-22,2022-06-11,3 wk ahead inc death,quantile,0.2,2632
US,2022-05-22,2022-06-11,3 wk ahead inc death,quantile,0.25,3118
US,2022-05-22,2022-06-11,3 wk ahead inc death,quantile,0.3,3694
US,2022-05-22,2022-06-11,3 wk ahead inc death,quantile,0.35,4278
US,2022-05-22,2022-06-11,3 wk ahead inc death,quantile,0.4,4955
US,2022-05-22,2022-06-11,3 wk ahead inc death,quantile,0.45,5740
US,2022-05-22,2022-06-11,3 wk ahead inc death,quantile,0.5,6597
US,2022-05-22,2022-06-11,3 wk ahead inc death,quantile,0.55,7702
US,2022-05-22,2022-06-11,3 wk ahead inc death,quantile,0.6,8924
US,2022-05-22,2022-06-11,3 wk ahead inc death,quantile,0.65,10339
US,2022-05-22,2022-06-11,3 wk ahead inc death,quantile,0.7,11980
US,2022-05-22,2022-06-11,3 wk ahead inc death,quantile,0.75,14360
US,2022-05-22,2022-06-11,3 wk ahead inc death,quantile,0.8,17214
US,2022-05-22,2022-06-11,3 wk ahead inc death,quantile,0.85,20637
US,2022-05-22,2022-06-11,3 wk ahead inc death,quantile,0.9,24741
US,2022-05-22,2022-06-11,3 wk ahead inc death,quantile,0.95,32186
US,2022-05-22,2022-06-11,3 wk ahead inc death,quantile,0.975,41874
US,2022-05-22,2022-06-11,3 wk ahead inc death,quantile,0.99,54481
US,2022-05-22,2022-06-18,4 wk ahead inc death,point,,7305
US,2022-05-22,2022-06-18,4 wk ahead inc death,quantile,0.01,700
US,2022-05-22,2022-06-18,4 wk ahead inc death,quantile,0.025,928
US,2022-05-22,2022-06-18,4 wk ahead inc death,quantile,0.05,1229
US,2022-05-22,2022-06-18,4 wk ahead inc death,quantile,0.1,1628
US,2022-05-22,2022-06-18,4 wk ahead inc death,quantile,0.15,1989
US,2022-05-22,2022-06-18,4 wk ahead inc death,quantile,0.2,2429
US,2022-05-22,2022-06-18,4 wk ahead inc death,quantile,0.25,2968
US,2022-05-22,2022-06-18,4 wk ahead inc death,quantile,0.3,3626
US,2022-05-22,2022-06-18,4 wk ahead inc death,quantile,0.35,4324
US,2022-05-22,2022-06-18,4 wk ahead inc death,quantile,0.4,5157
US,2022-05-22,2022-06-18,4 wk ahead inc death,quantile,0.45,6151
US,2022-05-22,2022-06-18,4 wk ahead inc death,quantile,0.5,7305
US,2022-05-22,2022-06-18,4 wk ahead inc death,quantile,0.55,8751
US,2022-05-22,2022-06-18,4 wk ahead inc death,quantile,0.6,10440
US,2022-05-22,2022-06-18,4 wk ahead inc death,quantile,0.65,12455
US,2022-05-22,2022-06-18,4 wk ahead inc death,quantile,0.7,14859
US,2022-05-22,2022-06-18,4 wk ahead inc death,quantile,0.75,18250
US,2022-05-22,2022-06-18,4 wk ahead inc death,quantile,0.8,22414
US,2022-05-22,2022-06-18,4 wk ahead inc death,quantile,0.85,27529
US,2022-05-22,2022-06-18,4 wk ahead inc death,quantile,0.9,33813
US,2022-05-22,2022-06-18,4 wk ahead inc death,quantile,0.95,44954
US,2022-05-22,2022-06-18,4 wk ahead inc death,quantile,0.975,59767
US,2022-05-22,2022-06-18,4 wk ahead inc death,quantile,0.99,79461
