location,forecast_date,target_end_date,target,type,quantile,value
US,2022-04-03,2022-04-23,3 wk ahead inc death,quantile,0.65,4267
US,2022-04-03,2022-04-23,3 wk ahead inc death,quantile,0.7,4913
US,2022-04-03,2022-04-23,3 wk ahead inc death,quantile,0.75,5878
US,2022-04-03,2022-04-23,3 wk ahead inc death,quantile,0.8,7032
US,2022-04-03,2022-04-23,3 wk ahead inc death,quantile,0.85,8413
US,2022-04-03,2022-04-23,3 wk ahead inc death,quantile,0.9,10067
US,2022-04-03,2022-04-23,3 wk ahead inc death,quantile,0.95,13167
US,2022-04-03,2022-04-23,3 wk ahead inc death,quantile,0.975,17225
US,2022-04-03,2022-04-23,3 wk ahead inc death,quantile,0.99,22537
US,2022-04-03,2022-04-30,4 wk ahead inc death,point,,2430
US,2022-04-03,2022-04-30,4 wk ahead inc death,quantile,0.01,256
US,2022-04-03,2022-04-30,4 wk ahead inc death,quantile,0.025,335
US,2022-04-03,2022-04-30,4 wk ahead inc death,quantile,0.05,438
US,2022-04-03,2022-04-30,4 wk ahead inc death,quantile,0.1,573
US,2022-04-03,2022-04-30,4 wk ahead inc death,quantile,0.15,694
US,2022-04-03,2022-04-30,4 wk ahead inc death,quantile,0.2,841
US,2022-04-03,2022-04-30,4 wk ahead inc death,quantile,0.25,1019
US,2022-04-03,2022-04-30,4 wk ahead inc death,quantile,0.3,1235
US,2022-04-03,2022-04-30,4 wk ahead inc death,quantile,0.35,1468
US,2022-04-03,2022-04-30,4 wk ahead inc death,quantile,0.4,1744
US,2022-04-03,2022-04-30,4 wk ahead inc death,quantile,0.45,2072
US,2022-04-03,2022-04-30,4 wk ahead inc death,quantile,0.5,2430
US,2022-04-03,2022-04-30,4 wk ahead inc death,quantile,0.55,2925
US,2022-04-03,2022-04-30,4 wk ahead inc death,quantile,0.6,3476
US,2022-04-03,2022-04-30,4 wk ahead inc death,quantile,0.65,4132
US,2022-04-03,2022-04-30,4 wk ahead inc death,quantile,0.7,4911
US,2022-04-03,2022-04-30,4 wk ahead inc death,quantile,0.75,6069
US,2022-04-03,2022-04-30,4 wk ahead inc death,quantile,0.8,7501
US,2022-04-03,2022-04-30,4 wk ahead inc death,quantile,0.85,9272
US,2022-04-03,2022-04-30,4 wk ahead inc death,quantile,0.9,11461
US,2022-04-03,2022-04-30,4 wk ahead inc death,quantile,0.95,15657
US,2022-04-03,2022-04-30,4 wk ahead inc death,quantile,0.975,21393
US,2022-04-03,2022-04-30,4 wk ahead inc death,quantile,0.99,29233
