location,forecast_date,target_end_date,target,type,quantile,value
US,2022-04-10,2022-04-16,1 wk ahead inc death,quantile,0.95,13074
US,2022-04-10,2022-04-16,1 wk ahead inc death,quantile,0.975,15808
US,2022-04-10,2022-04-16,1 wk ahead inc death,quantile,0.99,19116
US,2022-04-10,2022-04-23,2 wk ahead inc death,point,,5460
US,2022-04-10,2022-04-23,2 wk ahead inc death,quantile,0.01,1077
US,2022-04-10,2022-04-23,2 wk ahead inc death,quantile,0.025,1317
US,2022-04-10,2022-04-23,2 wk ahead inc death,quantile,0.05,1609
US,2022-04-10,2022-04-23,2 wk ahead inc death,quantile,0.1,1967
US,2022-04-10,2022-04-23,2 wk ahead inc death,quantile,0.15,2262
US,2022-04-10,2022-04-23,2 wk ahead inc death,quantile,0.2,2601
US,2022-04-10,2022-04-23,2 wk ahead inc death,quantile,0.25,2991
US,2022-04-10,2022-04-23,2 wk ahead inc death,quantile,0.3,3439
US,2022-04-10,2022-04-23,2 wk ahead inc death,quantile,0.35,3870
US,2022-04-10,2022-04-23,2 wk ahead inc death,quantile,0.4,4355
US,2022-04-10,2022-04-23,2 wk ahead inc death,quantile,0.45,4901
US,2022-04-10,2022-04-23,2 wk ahead inc death,quantile,0.5,5460
US,2022-04-10,2022-04-23,2 wk ahead inc death,quantile,0.55,6209
US,2022-04-10,2022-04-23,2 wk ahead inc death,quantile,0.6,6990
US,2022-04-10,2022-04-23,2 wk ahead inc death,quantile,0.65,7869
US,2022-04-10,2022-04-23,2 wk ahead inc death,quantile,0.7,8860
US,2022-04-10,2022-04-23,2 wk ahead inc death,quantile,0.75,10353
US,2022-04-10,2022-04-23,2 wk ahead inc death,quantile,0.8,12099
US,2022-04-10,2022-04-23,2 wk ahead inc death,quantile,0.85,14141
US,2022-04-10,2022-04-23,2 wk ahead inc death,quantile,0.9,16529
US,2022-04-10,2022-04-23,2 wk ahead inc death,quantile,0.95,20932
US,2022-04-10,2022-04-23,2 wk ahead inc death,quantile,0.975,26512
US,2022-04-10,2022-04-23,2 wk ahead inc death,quantile,0.99,33585
US,2022-04-10,2022-04-30,3 wk ahead inc death,point,,6245
US,2022-04-10,2022-04-30,3 wk ahead inc death,quantile,0.01,837
US,2022-04-10,2022-04-30,3 wk ahead inc death,quantile,0.025,1067
US,2022-04-10,2022-04-30,3 wk ahead inc death,quantile,0.05,1360
US,2022-04-10,2022-04-30,3 wk ahead inc death,quantile,0.1,1734
US,2022-04-10,2022-04-30,3 wk ahead inc death,quantile,0.15,2059
US,2022-04-10,2022-04-30,3 wk ahead inc death,quantile,0.2,2445
US,2022-04-10,2022-04-30,3 wk ahead inc death,quantile,0.25,2904
US,2022-04-10,2022-04-30,3 wk ahead inc death,quantile,0.3,3449
US,2022-04-10,2022-04-30,3 wk ahead inc death,quantile,0.35,4011
US,2022-04-10,2022-04-30,3 wk ahead inc death,quantile,0.4,4666
US,2022-04-10,2022-04-30,3 wk ahead inc death,quantile,0.45,5427
US,2022-04-10,2022-04-30,3 wk ahead inc death,quantile,0.5,6245
US,2022-04-10,2022-04-30,3 wk ahead inc death,quantile,0.55,7346
US,2022-04-10,2022-04-30,3 wk ahead inc death,quantile,0.6,8547
US,2022-04-10,2022-04-30,3 wk ahead inc death,quantile,0.65,9946
US,2022-04-10,2022-04-30,3 wk ahead inc death,quantile,0.7,11575
US,2022-04-10,2022-04-30,3 wk ahead inc death,quantile,0.75,13982
US,2022-04-10,2022-04-30,3 wk ahead inc death,quantile,0.8,16892
US,2022-04-10,2022-04-30,3 wk ahead inc death,quantile,0.85,20408
US,2022-04-10,2022-04-30,3 wk ahead inc death,quantile,0.9,24659
US,2022-04-10,2022-04-30,3 wk ahead inc death,quantile,0.95,32600
US,2022-04-10,2022-04-30,3 wk ahead inc death,quantile,0.975,43105
US,2022-04-10,2022-04-30,3 wk ahead inc death,quantile,0.99,57001
US,2022-04-10,2022-05-07,4 wk ahead inc death,point,,7017
US,2022-04-10,2022-05-07,4 wk ahead inc death,quantile,0.01,642
US,2022-04-10,2022-05-07,4 wk ahead inc death,quantile,0.025,853
US,2022-04-10,2022-05-07,4 wk ahead inc death,quantile,0.05,1134
US,2022-04-10,2022-05-07,4 wk ahead inc death,quantile,0.1,1508
US,2022-04-10,2022-05-07,4 wk ahead inc death,quantile,0.15,1848
US,2022-04-10,2022-05-07,4 wk ahead inc death,quantile,0.2,2266
US,2022-04-10,2022-05-07,4 wk ahead inc death,quantile,0.25,2778
US,2022-04-10,2022-05-07,4 wk ahead inc death,quantile,0.3,3406
US,2022-04-10,2022-05-07,4 wk ahead inc death,quantile,0.35,4091
US,2022-04-10,2022-05-07,4 wk ahead inc death,quantile,0.4,4914
US,2022-04-10,2022-05-07,4 wk ahead inc death,quantile,0.45,5904
US,2022-04-10,2022-05-07,4 wk ahead inc death,quantile,0.5,7017
US,2022-04-10,2022-05-07,4 wk ahead inc death,quantile,0.55,8522
US,2022-04-10,2022-05-07,4 wk ahead inc death,quantile,0.6,10240
US,2022-04-10,2022-05-07,4 wk ahead inc death,quantile,0.65,12305
US,2022-04-10,2022-05-07,4 wk ahead inc death,quantile,0.7,14787
US,2022-04-10,2022-05-07,4 wk ahead inc death,quantile,0.75,18425
US,2022-04-10,2022-05-07,4 wk ahead inc death,quantile,0.8,22958
US,2022-04-10,2022-05-07,4 wk ahead inc death,quantile,0.85,28609
US,2022-04-10,2022-05-07,4 wk ahead inc death,quantile,0.9,35653
US,2022-04-10,2022-05-07,4 wk ahead inc death,quantile,0.95,48901
US,2022-04-10,2022-05-07,4 wk ahead inc death,quantile,0.975,67079
US,2022-04-10,2022-05-07,4 wk ahead inc death,quantile,0.99,92022
