location,forecast_date,target_end_date,target,type,quantile,value
US,2022-05-15,2022-06-04,3 wk ahead inc death,quantile,0.8,10968
US,2022-05-15,2022-06-04,3 wk ahead inc death,quantile,0.85,13166
US,2022-05-15,2022-06-04,3 wk ahead inc death,quantile,0.9,15806
US,2022-05-15,2022-06-04,3 wk ahead inc death,quantile,0.95,20671
US,2022-05-15,2022-06-04,3 wk ahead inc death,quantile,0.975,27037
US,2022-05-15,2022-06-04,3 wk ahead inc death,quantile,0.99,35368
US,2022-05-15,2022-06-11,4 wk ahead inc death,point,,4416
US,2022-05-15,2022-06-11,4 wk ahead inc death,quantile,0.01,429
US,2022-05-15,2022-06-11,4 wk ahead inc death,quantile,0.025,567
US,2022-05-15,2022-06-11,4 wk ahead inc death,quantile,0.05,749
US,2022-05-15,2022-06-11,4 wk ahead inc death,quantile,0.1,990
US,2022-05-15,2022-06-11,4 wk ahead inc death,quantile,0.15,1208
US,2022-05-15,2022-06-11,4 wk ahead inc death,quantile,0.2,1473
US,2022-05-15,2022-06-11,4 wk ahead inc death,quantile,0.25,1798
US,2022-05-15,2022-06-11,4 wk ahead inc death,quantile,0.3,2193
US,2022-05-15,2022-06-11,4 wk ahead inc death,quantile,0.35,2618
US,2022-05-15,2022-06-11,4 wk ahead inc death,quantile,0.4,3125
US,2022-05-15,2022-06-11,4 wk ahead inc death,quantile,0.45,3730
US,2022-05-15,2022-06-11,4 wk ahead inc death,quantile,0.5,4416
US,2022-05-15,2022-06-11,4 wk ahead inc death,quantile,0.55,5316
US,2022-05-15,2022-06-11,4 wk ahead inc death,quantile,0.6,6346
US,2022-05-15,2022-06-11,4 wk ahead inc death,quantile,0.65,7578
US,2022-05-15,2022-06-11,4 wk ahead inc death,quantile,0.7,9049
US,2022-05-15,2022-06-11,4 wk ahead inc death,quantile,0.75,11174
US,2022-05-15,2022-06-11,4 wk ahead inc death,quantile,0.8,13798
US,2022-05-15,2022-06-11,4 wk ahead inc death,quantile,0.85,17040
US,2022-05-15,2022-06-11,4 wk ahead inc death,quantile,0.9,21045
US,2022-05-15,2022-06-11,4 wk ahead inc death,quantile,0.95,28405
US,2022-05-15,2022-06-11,4 wk ahead inc death,quantile,0.975,38343
US,2022-05-15,2022-06-11,4 wk ahead inc death,quantile,0.99,51759
