target,forecast_date,target_end_date,type,quantile,value,location
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,100437.28459821429,22
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,4974.071059091017,23
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,111636.66114851696,24
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,182897.42441531463,25
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,164317.46734984498,26
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,53192.6123046875,27
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,54613.416015625,28
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,86762.04817708333,29
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,6097.8572998046875,30
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,24752.247019594764,31
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,27140.5859375,32
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,22260.405720109608,33
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,237982.0030104907,34
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,24650.19992640276,35
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,184208.26968990325,37
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,6316.165909320116,38
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,154561.82074564716,39
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,28482.762586805555,40
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,51884.18359375,41
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,163320.39599639762,42
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,50980.31231398809,44
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,89525.40556193104,45
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,12332.5302734375,46
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,83879.53385740986,47
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,57011.966145833336,49
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,12779.745833333332,50
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,116601.61441379663,51
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,103400.30941294882,53
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,24995.62890625,54
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,57307.46875,55
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.25,4681.151077397168,56
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,0.0,60
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,1465.295378273161,66
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,327.57143271667866,69
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,83693.29483695653,01
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,12131.7333984375,02
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,73055.74919181035,04
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,54080.8935546875,05
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,83806.48853780987,08
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,91925.4375029298,09
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,20417.07977764423,10
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,20411.14390705541,11
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,119794.35504939898,13
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,28007.307674632353,15
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,12245.293131510416,16
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,318491.69373530307,17
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,112324.21459440334,18
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,31684.938671875,19
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,61898.95703125,20
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,80007.43465909091,21
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,124614.86464759102,22
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,5793.7050789280365,23
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,143733.67329597473,24
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,249322.8028280761,25
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,246875.74196714908,26
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,57262.178385416664,27
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,64240.28515625,28
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,115182.61244706328,29
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,7047.041615439263,30
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,27782.371934515257,31
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,34822.98486328125,32
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,26952.670338125467,33
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,296297.7114496827,34
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,27678.622997641563,35
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,257394.20236941657,37
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,7059.229917885401,38
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,164047.1027176096,39
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,37744.25,40
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,57152.1875,41
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,249252.7888094723,42
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,57023.651258680555,44
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,102729.59720490205,45
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,15895.078125,46
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,92462.5682933896,47
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,66616.03385416667,49
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,15438.857421875,50
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,144223.75502748886,51
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,125787.34782473512,53
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,32432.5712890625,54
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,72842.75071022728,55
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.5,5580.560623139143,56
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,1.2832650557964016,60
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,1833.2714301215278,66
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,408.051618561348,69
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,99549.18415178571,01
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,15677.733154296875,02
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,83652.51375,04
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,61955.5859375,05
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,97374.16791871878,08
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,100821.2607987905,09
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,26349.190104166668,10
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,32584.392903645832,11
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,181915.79332386365,13
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,49381.810302734375,15
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,15872.269733297413,16
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,334702.85763013223,17
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,145472.77982721903,18
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,51348.639453125,19
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,74058.56605113637,20
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,93479.7265625,21
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,149634.84049758912,22
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,7957.735080295139,23
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,183614.49241071427,24
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,294544.816822052,25
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,289812.6894449234,26
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,72622.9151400862,27
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,79991.81818181818,28
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,146693.26127354972,29
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,8712.555042637086,30
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,34707.79296875,31
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,53234.98521205357,32
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,31525.987781008065,33
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,321945.58640554873,34
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,33337.607421875,35
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,312994.31168964785,37
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,8961.0,38
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,185168.73076923078,39
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,53204.7201171875,40
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,71657.13839285714,41
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,288412.23236041993,42
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,68240.54427083333,44
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,143264.13927517473,45
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,23812.0859375,46
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,100492.77238466118,47
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,76271.0546875,49
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,23723.40848214286,50
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,167733.5289015977,51
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,149617.66894142845,53
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,52879.035546875,54
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,83663.68,55
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.75,7149.821594238281,56
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,3.7212543458473393,60
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,2209.190388997396,66
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,548.401120699369,69
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,103123.01136363637,01
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,17780.484723772322,02
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,97915.60404829546,04
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,81949.228515625,05
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,104500.21169885172,08
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,113115.67351973684,09
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,32347.619229403408,10
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,39124.759880514706,11
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,217927.40444711538,13
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,59396.023151676825,15
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,18072.972415865384,16
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,413118.86524126155,17
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,167408.69959633888,18
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,64009.337565104164,19
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,83617.74888392857,20
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,101042.212890625,21
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,167947.20343551578,22
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,10737.434953962054,23
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,187535.05020491802,24
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,360908.639972189,25
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,341127.2800287039,26
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,81521.87715517242,27
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,83710.78571428571,28
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,167350.6561428431,29
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,11174.262044270834,30
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,53655.099888392855,31
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,61961.878038194445,32
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,50996.933894230766,33
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,384975.8386695513,34
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,54571.64314516129,35
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,375994.24218603625,37
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,12026.264914772728,38
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,198124.65167682926,39
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,56654.9609375,40
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,83342.02549342105,41
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,354696.7112343048,42
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,83233.4296875,44
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,162217.8048423765,45
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,29836.9859375,46
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,110517.3359375,47
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,83636.35625,49
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,27089.121773097824,50
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,186415.4676724138,51
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,168012.30673131114,53
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,62355.4102393617,54
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,97470.50339673914,55
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.9,10657.080078125,56
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,8.178571462631226,60
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,2893.884341285342,66
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,575.6286010742188,69
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,131381.326171875,01
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,20830.5859375,02
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,107773.05133928571,04
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,94430.59486607143,05
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,130642.63883244991,08
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,150556.13020833334,09
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,46292.648046875,10
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,44174.7421875,11
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,285378.03125,13
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,65353.80078125,15
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,21433.104817708332,16
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,442478.15625,17
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,184064.7019074477,18
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,78180.92887369792,19
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,98521.82682291667,20
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,133226.39453125,21
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,282999.22017045453,22
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,14139.3427734375,23
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,268132.3823529412,24
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,442478.15625,25
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,442478.15625,26
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,83766.6078125,27
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,98640.19921875,28
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,244181.8375,29
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,13706.6962890625,30
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,63005.0615234375,31
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,65353.80078125,32
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,59985.25390625,33
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,442478.15625,34
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,63340.58765766263,35
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,442478.15625,37
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,15457.16748046875,38
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,250484.4725609756,39
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,65343.84716796875,40
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,86881.0390625,41
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,442478.15625,42
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,90469.515625,44
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,182094.82044568608,45
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,30901.522933467742,46
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,220227.47071213194,47
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,98521.82682291667,49
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,30854.93670099432,50
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,282999.22017045453,51
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,240349.90625,53
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,65353.80078125,54
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,107905.746875,55
1 wk ahead inc case,2022-01-09,2022-01-15,quantile,0.975,13456.306021483852,56
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.01,840962.1926393344,US
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.025,841805.6805532268,US
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.05,842484.5508256911,US
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.1,843530.4107060061,US
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.15,844295.2792243644,US
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.2,844870.8064515155,US
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.25,845353.3284940195,US
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.3,845805.8951263279,US
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.35,846228.1690168747,US
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.4,846636.5767419965,US
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.45,846998.7433867676,US
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.5,847350.8709175396,US
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.55,847855.1531911434,US
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.6,848303.9865706032,US
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.65,848834.1625613922,US
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.7,849621.3412866483,US
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.75,850133.4988555136,US
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.8,850693.6523609895,US
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.85,851919.2088385075,US
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.9,853564.8178070594,US
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.95,1.9943838106903696e+16,US
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.975,4.0540978275620864e+17,US
1 wk ahead cum death,2022-01-09,2022-01-15,quantile,0.99,1.0432089107960577e+18,US
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.01,3701.192639334233,US
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.025,4544.680553226679,US
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.05,5223.550825690964,US
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.1,6269.410706006144,US
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.15,7034.279224364536,US
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.2,7609.80645151582,US
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.25,8092.328494019522,US
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.3,8544.895126327969,US
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.35,8967.169016874617,US
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.4,9375.576741996585,US
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.45,9737.74338676741,US
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.5,10089.87091753967,US
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.55,10594.153191143278,US
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.6,11042.986570602896,US
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.65,11573.162561392144,US
1 wk ahead inc death,2022-01-09,2022-01-15,quantile,0.7,12360.341286648383,US
