target,forecast_date,target_end_date,type,quantile,location,value
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,US,2880818.9783325433
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,US,3405373.5706593394
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,US,3740638.2381589166
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.9,US,4172690.6055794903
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.975,US,5036018.857225139
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,60,0.0
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,66,79.91964349459354
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,69,241.02976417541504
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,01,23318.021862277295
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,02,979.4183589906047
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,04,26778.27067884119
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,05,15573.9466909686
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,06,189768.94325162028
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,08,29927.256745883977
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,09,24323.660131100114
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,10,10102.77426628034
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,11,9970.311344740647
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,12,259495.23788073903
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,13,85078.12116259184
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,15,12324.617639547414
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,16,2195.563636364255
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,17,93918.3414150298
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,18,31272.350232079305
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,19,7889.035984772203
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,20,8771.27298620082
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,21,12828.575070586576
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,22,26290.269717032043
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,23,3855.023242309437
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,24,50836.349713698146
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,25,63966.232202677726
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,26,40962.55173680216
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,27,17603.401889879147
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,28,11533.957319545862
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,29,22793.586456796133
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,30,1509.2720474362325
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,31,5708.071710040945
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,32,7435.206019558902
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,33,5455.180772648237
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,34,161869.564662434
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,35,5171.2377570202025
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,36,312743.51559669524
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,37,56089.657413498404
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,38,2440.724962367057
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,39,75933.86916768791
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,40,11176.053416901546
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,41,7145.342149172902
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,42,90533.85617496964
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,44,8531.73881063487
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,45,21254.50987337391
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,46,2163.373789035003
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,47,31872.72084656883
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,48,81285.17023175678
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,49,7964.501006981642
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,50,2951.6907516239726
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,51,60384.85090937264
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,53,24962.676603931963
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,54,6207.412442157845
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,55,28436.369573569682
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.025,56,809.2497504669872
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,60,0.0
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,66,108.74837875647974
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,69,361.47310134399913
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,01,26942.67432949899
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,02,1104.9336728389517
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,04,29712.710016380912
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,05,17215.35085480004
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,06,228234.57791209582
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,08,34710.72904112477
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,09,27694.87600528426
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,10,11571.221795601034
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,11,11803.785925475902
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,12,342000.76126129506
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,13,106389.13854874343
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,15,14086.744379050393
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,16,2430.3850859357553
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,17,112219.75892428952
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,18,34864.97756633173
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,19,8942.686009468245
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,20,9148.968374006474
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,21,14348.157064027393
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,22,28633.50580812704
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,23,4154.449865156843
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,24,63058.96787181527
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,25,74524.63139664743
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,26,46837.469311640634
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,27,19908.010556782632
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,28,12897.604896430219
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,29,26349.904121080137
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,30,1591.0844717118239
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,31,5890.036269433993
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,32,8242.812426473656
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,33,5777.07091859898
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,34,176900.11331880343
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,35,5523.076693434576
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,36,391778.7687265025
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,37,60701.65235851212
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,38,2681.9822878675686
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,39,91110.1744883576
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,40,11891.22284619772
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,41,7513.009177051045
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,42,98005.40869815703
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,44,9406.209287383781
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,45,26140.854897749465
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,46,2359.945948390681
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,47,38738.33531203547
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,48,95888.01814016199
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,49,8633.687601102125
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,50,3140.94256292038
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,51,63900.81541757659
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,53,30440.933432406106
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,54,6613.855472290057
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,55,30551.47356037899
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.1,56,984.4028488647177
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,60,0.0
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,66,151.9762069965425
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,69,482.8183069267003
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,01,29725.16033420799
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,02,1305.9566709643716
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,04,34928.18591547391
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,05,19844.082937048912
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,06,282280.529528053
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,08,39470.21365945364
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,09,32269.573268024214
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,10,12394.524073422486
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,11,14014.718221445071
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,12,406832.4953333347
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,13,122329.52704910508
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,15,17510.43694129015
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,16,2963.8684742572586
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,17,119324.06644975554
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,18,38127.48750430782
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,19,10230.759408020047
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,20,10577.844558062443
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,21,15975.133262106963
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,22,32493.52285818458
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,23,4516.968535213295
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,24,74557.3638192467
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,25,83723.1896799489
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,26,50789.77031690378
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,27,21955.09136383551
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,28,14786.695410574182
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,29,27721.421293988627
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,30,1728.3155595052704
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,31,6503.006035285365
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,32,9054.18346890004
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,33,5960.300524296461
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,34,214044.3044004373
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,35,6105.738251950629
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,36,436226.9286311362
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,37,74343.47007039767
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,38,2977.153082773423
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,39,102760.03131685882
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,40,13406.465362842933
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,41,8778.02071100107
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,42,109132.5503385109
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,44,10954.997086539672
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,45,31696.85434810156
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,46,2756.2162910724614
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,47,43759.37929177582
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,48,100852.13268796368
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,49,10141.515577332213
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,50,3683.9715691688043
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,51,79478.75767851
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,53,34672.28552045557
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,54,7281.414923014693
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,55,33365.23350404013
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.25,56,1172.9065545267977
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,60,8.881784197001252e-16
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,66,177.98899569752433
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,69,560.7588798368552
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,01,39867.2088273048
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,02,1476.0785163998266
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,04,38429.38727962029
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,05,24910.515924687865
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,06,307428.83258623397
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,08,52108.044539813476
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,09,35212.947513871586
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,10,16171.691968814739
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,11,17350.177271495148
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,12,634212.7575495808
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,13,157590.0642167367
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,15,23195.89368931912
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,16,3168.7930171046073
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,17,124688.86248443055
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,18,44372.27304269002
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,19,11669.461096499712
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,20,11874.756099886341
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,21,16866.826594655806
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,22,33398.27390922018
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,23,5033.40189306214
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,24,80562.64808696148
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,25,99639.10665100586
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,26,53506.45968974498
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,27,23397.343295062376
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,28,15904.080748877861
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,29,31088.045524343233
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,30,2003.5686631850826
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,31,7540.09150548349
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,32,10782.266689247404
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,33,6403.474597187327
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,34,240488.894543193
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,35,7083.764846048256
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,36,453533.97021854477
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,37,77869.76596002748
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,38,3508.675634941038
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,39,111489.11345258886
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,40,15377.271359922028
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,41,10547.004115556592
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,42,131037.70905861807
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,44,12349.081364325497
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,45,37145.13472553718
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,46,3039.8314961746287
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,47,53467.5476743518
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,48,110436.2800487162
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,49,12125.666637065344
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,50,4269.501721711078
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,51,86848.15668488736
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,53,41185.41632502916
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,54,7456.6013207728465
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,55,36220.83240945097
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.5,56,1367.8376464505932
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,60,1.1720579481449258
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,66,198.22831240305067
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,69,716.0182648483965
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,01,47628.6063833864
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,02,1754.6313812679011
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,04,41605.210541632085
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,05,29964.00529067604
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,06,320295.54146070353
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,08,59672.97054325885
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,09,37278.41858038286
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,10,17308.842038589977
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,11,21040.61359530846
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,12,669940.7981651612
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,13,170394.0697389746
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,15,24923.16885671413
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,16,3719.2459263560568
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,17,146564.5319091118
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,18,48097.782532316516
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,19,12825.834254256548
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,20,13849.56545058594
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,21,19013.417362813263
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,22,42721.67182845414
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,23,6218.12660111846
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,24,89453.01668362756
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,25,107816.42377955414
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,26,63667.970146441294
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,27,26916.873449591498
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,28,18505.90231815399
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,29,32339.313097954888
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,30,2371.23916514703
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,31,8202.121117461436
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,32,13035.310454684408
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,33,7618.152282305307
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,34,274386.748058966
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,35,7843.475852095199
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,36,488769.0279772062
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,37,86453.54167012055
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,38,3840.363111394149
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,39,119005.96503993648
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,40,17253.28280034189
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,41,10974.921767775904
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,42,137163.28079744068
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,44,13650.246992171273
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,45,38237.960251245415
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,46,3345.79023475937
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,47,57930.697636014585
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,48,119925.91554063802
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,49,12984.208168012501
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,50,4579.504836462358
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,51,94302.57245908631
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,53,44048.54305601964
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,54,7656.826504386128
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,55,39472.29547004754
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.75,56,1523.936342064693
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.9,60,1.6168003032604854
1 wk ahead inc case,2022-01-02,2022-01-08,quantile,0.9,66,285.85435149027035
