,date,location,location_name,cases,deaths,hosps
188,2020-08-11,10,Delaware,65,2,2
189,2020-08-12,10,Delaware,66,0,6
190,2020-08-13,10,Delaware,202,0,5
191,2020-08-14,10,Delaware,373,0,9
192,2020-08-15,10,Delaware,56,0,5
193,2020-08-16,10,Delaware,55,0,7
194,2020-08-17,10,Delaware,85,2,3
195,2020-08-18,10,Delaware,57,1,10
196,2020-08-19,10,Delaware,50,0,5
197,2020-08-20,10,Delaware,75,0,4
198,2020-08-21,10,Delaware,52,1,14
199,2020-08-22,10,Delaware,58,1,4
200,2020-08-23,10,Delaware,67,1,7
201,2020-08-24,10,Delaware,47,0,10
202,2020-08-25,10,Delaware,20,0,10
203,2020-08-26,10,Delaware,24,0,6
204,2020-08-27,10,Delaware,-10,0,11
205,2020-08-28,10,Delaware,107,1,10
206,2020-08-29,10,Delaware,266,0,13
207,2020-08-30,10,Delaware,-6,0,6
208,2020-08-31,10,Delaware,86,2,8
209,2020-09-01,10,Delaware,106,3,10
210,2020-09-02,10,Delaware,14,2,10
211,2020-09-03,10,Delaware,104,0,10
212,2020-09-04,10,Delaware,99,0,9
213,2020-09-05,10,Delaware,140,1,6
214,2020-09-06,10,Delaware,151,1,7
215,2020-09-07,10,Delaware,206,2,6
216,2020-09-08,10,Delaware,59,1,9
217,2020-09-09,10,Delaware,0,1,8
218,2020-09-10,10,Delaware,158,0,10
219,2020-09-11,10,Delaware,93,2,5
220,2020-09-12,10,Delaware,167,0,3
221,2020-09-13,10,Delaware,123,0,5
222,2020-09-14,10,Delaware,88,1,3
223,2020-09-15,10,Delaware,200,1,8
224,2020-09-16,10,Delaware,97,2,3
225,2020-09-17,10,Delaware,84,0,4
226,2020-09-18,10,Delaware,48,0,7
227,2020-09-19,10,Delaware,83,1,9
228,2020-09-20,10,Delaware,117,0,7
229,2020-09-21,10,Delaware,101,1,1
230,2020-09-22,10,Delaware,94,2,12
231,2020-09-23,10,Delaware,69,2,4
232,2020-09-24,10,Delaware,117,2,9
233,2020-09-25,10,Delaware,138,1,8
234,2020-09-26,10,Delaware,71,3,8
235,2020-09-27,10,Delaware,104,0,13
236,2020-09-28,10,Delaware,129,2,10
237,2020-09-29,10,Delaware,142,3,12
238,2020-09-30,10,Delaware,82,1,10
239,2020-10-01,10,Delaware,174,2,9
240,2020-10-02,10,Delaware,150,4,11
241,2020-10-03,10,Delaware,188,2,7
242,2020-10-04,10,Delaware,118,1,14
243,2020-10-05,10,Delaware,120,2,14
244,2020-10-06,10,Delaware,103,0,18
245,2020-10-07,10,Delaware,84,3,13
246,2020-10-08,10,Delaware,132,2,14
247,2020-10-09,10,Delaware,145,2,10
248,2020-10-10,10,Delaware,171,1,6
249,2020-10-11,10,Delaware,132,4,9
250,2020-10-12,10,Delaware,159,1,19
251,2020-10-13,10,Delaware,105,1,14
252,2020-10-14,10,Delaware,71,1,11
253,2020-10-15,10,Delaware,95,4,16
254,2020-10-16,10,Delaware,164,1,17
255,2020-10-17,10,Delaware,218,3,13
256,2020-10-18,10,Delaware,151,2,14
257,2020-10-19,10,Delaware,103,4,15
258,2020-10-20,10,Delaware,129,3,11
259,2020-10-21,10,Delaware,50,2,14
260,2020-10-22,10,Delaware,153,4,9
261,2020-10-23,10,Delaware,159,4,9
262,2020-10-24,10,Delaware,160,4,12
263,2020-10-25,10,Delaware,114,7,9
264,2020-10-26,10,Delaware,207,1,8
265,2020-10-27,10,Delaware,81,0,13
266,2020-10-28,10,Delaware,143,4,13
267,2020-10-29,10,Delaware,161,8,5
268,2020-10-30,10,Delaware,198,2,17
269,2020-10-31,10,Delaware,200,4,10
270,2020-11-01,10,Delaware,175,3,14
271,2020-11-02,10,Delaware,185,2,13
272,2020-11-03,10,Delaware,115,4,17
273,2020-11-04,10,Delaware,108,1,12
274,2020-11-05,10,Delaware,219,2,10
275,2020-11-06,10,Delaware,282,2,16
276,2020-11-07,10,Delaware,223,3,17
277,2020-11-08,10,Delaware,345,1,18
278,2020-11-09,10,Delaware,305,2,13
279,2020-11-10,10,Delaware,204,3,24
280,2020-11-11,10,Delaware,230,2,17
281,2020-11-12,10,Delaware,204,2,24
282,2020-11-13,10,Delaware,470,3,31
283,2020-11-14,10,Delaware,379,1,18
284,2020-11-15,10,Delaware,408,3,19
285,2020-11-16,10,Delaware,397,4,19
286,2020-11-17,10,Delaware,352,3,21
287,2020-11-18,10,Delaware,203,3,21
288,2020-11-19,10,Delaware,398,3,25
289,2020-11-20,10,Delaware,663,2,38
290,2020-11-21,10,Delaware,505,2,18
291,2020-11-22,10,Delaware,487,4,30
292,2020-11-23,10,Delaware,403,6,34
293,2020-11-24,10,Delaware,453,4,32
294,2020-11-25,10,Delaware,331,2,40
295,2020-11-26,10,Delaware,584,3,30
296,2020-11-27,10,Delaware,591,5,42
297,2020-11-28,10,Delaware,500,3,39
298,2020-11-29,10,Delaware,581,4,38
299,2020-11-30,10,Delaware,403,3,47
300,2020-12-01,10,Delaware,689,6,51
301,2020-12-02,10,Delaware,355,3,63
302,2020-12-03,10,Delaware,758,5,41
303,2020-12-04,10,Delaware,942,4,70
304,2020-12-05,10,Delaware,698,4,63
305,2020-12-06,10,Delaware,816,7,46
306,2020-12-07,10,Delaware,799,5,52
307,2020-12-08,10,Delaware,753,3,56
308,2020-12-09,10,Delaware,929,13,52
309,2020-12-10,10,Delaware,643,6,44
310,2020-12-11,10,Delaware,782,4,45
311,2020-12-12,10,Delaware,1058,7,50
312,2020-12-13,10,Delaware,584,13,59
313,2020-12-14,10,Delaware,997,6,47
314,2020-12-15,10,Delaware,685,7,63
315,2020-12-16,10,Delaware,787,13,54
316,2020-12-17,10,Delaware,839,6,39
317,2020-12-18,10,Delaware,341,7,46
318,2020-12-19,10,Delaware,1027,13,42
319,2020-12-20,10,Delaware,480,14,55
320,2020-12-21,10,Delaware,440,7,51
321,2020-12-22,10,Delaware,567,7,52
322,2020-12-23,10,Delaware,612,9,40
323,2020-12-24,10,Delaware,780,9,55
324,2020-12-25,10,Delaware,638,11,32
325,2020-12-26,10,Delaware,820,8,50
326,2020-12-27,10,Delaware,584,15,44
327,2020-12-28,10,Delaware,431,9,48
328,2020-12-29,10,Delaware,701,6,41
329,2020-12-30,10,Delaware,407,8,48
330,2020-12-31,10,Delaware,860,6,49
331,2021-01-01,10,Delaware,608,4,40
332,2021-01-02,10,Delaware,809,7,59
333,2021-01-03,10,Delaware,611,8,52
334,2021-01-04,10,Delaware,849,5,45
335,2021-01-05,10,Delaware,767,8,52
336,2021-01-06,10,Delaware,629,9,61
337,2021-01-07,10,Delaware,1220,10,44
338,2021-01-08,10,Delaware,554,4,66
339,2021-01-09,10,Delaware,972,12,59
340,2021-01-10,10,Delaware,798,9,40
341,2021-01-11,10,Delaware,554,9,49
342,2021-01-12,10,Delaware,619,11,51
343,2021-01-13,10,Delaware,727,9,58
344,2021-01-14,10,Delaware,892,12,62
345,2021-01-15,10,Delaware,662,4,66
346,2021-01-16,10,Delaware,645,6,42
347,2021-01-17,10,Delaware,922,12,51
348,2021-01-18,10,Delaware,616,10,63
349,2021-01-19,10,Delaware,401,9,60
350,2021-01-20,10,Delaware,464,9,47
351,2021-01-21,10,Delaware,748,13,48
352,2021-01-22,10,Delaware,710,11,42
353,2021-01-23,10,Delaware,682,2,39
354,2021-01-24,10,Delaware,660,13,38
355,2021-01-25,10,Delaware,616,4,49
356,2021-01-26,10,Delaware,299,5,26
357,2021-01-27,10,Delaware,342,7,38
358,2021-01-28,10,Delaware,663,9,36
359,2021-01-29,10,Delaware,440,7,42
360,2021-01-30,10,Delaware,616,2,34
361,2021-01-31,10,Delaware,520,4,42
362,2021-02-01,10,Delaware,424,3,44
363,2021-02-02,10,Delaware,201,8,36
364,2021-02-03,10,Delaware,286,2,36
365,2021-02-04,10,Delaware,243,3,18
366,2021-02-05,10,Delaware,321,4,33
367,2021-02-06,10,Delaware,286,4,23
368,2021-02-07,10,Delaware,762,6,24
369,2021-02-08,10,Delaware,337,4,26
370,2021-02-09,10,Delaware,279,4,27
371,2021-02-10,10,Delaware,251,3,37
372,2021-02-11,10,Delaware,414,4,30
373,2021-02-12,10,Delaware,388,2,22
374,2021-02-13,10,Delaware,409,4,24
375,2021-02-14,10,Delaware,331,5,11
376,2021-02-15,10,Delaware,236,3,25
377,2021-02-16,10,Delaware,130,0,26
378,2021-02-17,10,Delaware,212,1,13
379,2021-02-18,10,Delaware,271,1,17
380,2021-02-19,10,Delaware,329,0,20
381,2021-02-20,10,Delaware,350,0,25
382,2021-02-21,10,Delaware,201,1,21
383,2021-02-22,10,Delaware,358,1,20
384,2021-02-23,10,Delaware,138,11,19
385,2021-02-24,10,Delaware,278,23,22
386,2021-02-25,10,Delaware,295,4,20
387,2021-02-26,10,Delaware,297,12,19
388,2021-02-27,10,Delaware,419,0,13
389,2021-02-28,10,Delaware,282,4,15
390,2021-03-01,10,Delaware,281,0,13
391,2021-03-02,10,Delaware,113,4,14
392,2021-03-03,10,Delaware,232,14,12
393,2021-03-04,10,Delaware,218,4,15
394,2021-03-05,10,Delaware,231,9,8
395,2021-03-06,10,Delaware,265,11,7
396,2021-03-07,10,Delaware,215,9,6
397,2021-03-08,10,Delaware,209,2,15
398,2021-03-09,10,Delaware,116,7,16
399,2021-03-10,10,Delaware,212,10,8
400,2021-03-11,10,Delaware,789,2,17
401,2021-03-12,10,Delaware,231,2,8
402,2021-03-13,10,Delaware,245,8,15
403,2021-03-14,10,Delaware,225,3,17
404,2021-03-15,10,Delaware,233,4,16
405,2021-03-16,10,Delaware,137,3,8
406,2021-03-17,10,Delaware,372,2,19
407,2021-03-18,10,Delaware,302,1,7
408,2021-03-19,10,Delaware,210,5,19
409,2021-03-20,10,Delaware,307,4,16
410,2021-03-21,10,Delaware,345,3,13
411,2021-03-22,10,Delaware,142,2,15
412,2021-03-23,10,Delaware,180,4,14
413,2021-03-24,10,Delaware,210,0,19
414,2021-03-25,10,Delaware,219,1,20
415,2021-03-26,10,Delaware,287,0,13
416,2021-03-27,10,Delaware,376,8,20
417,2021-03-28,10,Delaware,361,0,21
418,2021-03-29,10,Delaware,340,8,15
419,2021-03-30,10,Delaware,171,7,22
420,2021-03-31,10,Delaware,229,0,17
421,2021-04-01,10,Delaware,386,0,23
422,2021-04-02,10,Delaware,402,6,20
423,2021-04-03,10,Delaware,487,0,14
424,2021-04-04,10,Delaware,299,1,16
425,2021-04-05,10,Delaware,201,0,20
426,2021-04-06,10,Delaware,229,1,17
427,2021-04-07,10,Delaware,236,0,23
428,2021-04-08,10,Delaware,362,1,25
429,2021-04-09,10,Delaware,380,5,21
430,2021-04-10,10,Delaware,419,4,24
431,2021-04-11,10,Delaware,367,1,23
432,2021-04-12,10,Delaware,355,3,20
433,2021-04-13,10,Delaware,210,6,25
434,2021-04-14,10,Delaware,380,4,23
435,2021-04-15,10,Delaware,400,4,17
436,2021-04-16,10,Delaware,407,1,31
437,2021-04-17,10,Delaware,455,6,33
438,2021-04-18,10,Delaware,381,0,23
439,2021-04-19,10,Delaware,389,0,28
440,2021-04-20,10,Delaware,160,1,25
441,2021-04-21,10,Delaware,286,0,19
442,2021-04-22,10,Delaware,274,1,16
443,2021-04-23,10,Delaware,326,5,18
444,2021-04-24,10,Delaware,334,6,25
445,2021-04-25,10,Delaware,295,1,19
446,2021-04-26,10,Delaware,237,1,25
447,2021-04-27,10,Delaware,144,0,18
448,2021-04-28,10,Delaware,241,5,18
449,2021-04-29,10,Delaware,194,2,27
450,2021-04-30,10,Delaware,367,1,16
451,2021-05-01,10,Delaware,216,1,11
452,2021-05-02,10,Delaware,288,0,20
453,2021-05-03,10,Delaware,158,0,12
454,2021-05-04,10,Delaware,137,0,14
455,2021-05-05,10,Delaware,197,2,12
456,2021-05-06,10,Delaware,171,1,13
457,2021-05-07,10,Delaware,203,0,11
458,2021-05-08,10,Delaware,173,7,13
459,2021-05-09,10,Delaware,200,0,13
460,2021-05-10,10,Delaware,104,5,10
461,2021-05-11,10,Delaware,89,3,13
462,2021-05-12,10,Delaware,114,0,9
463,2021-05-13,10,Delaware,125,4,13
464,2021-05-14,10,Delaware,135,3,14
465,2021-05-15,10,Delaware,158,0,8
466,2021-05-16,10,Delaware,134,0,11
467,2021-05-17,10,Delaware,82,0,11
468,2021-05-18,10,Delaware,86,0,9
469,2021-05-19,10,Delaware,753,1,12
470,2021-05-20,10,Delaware,103,0,8
471,2021-05-21,10,Delaware,135,2,8
472,2021-05-22,10,Delaware,114,5,10
473,2021-05-23,10,Delaware,85,0,7
474,2021-05-24,10,Delaware,44,0,14
475,2021-05-25,10,Delaware,0,0,7
476,2021-05-26,10,Delaware,123,1,9
477,2021-05-27,10,Delaware,75,0,6
478,2021-05-28,10,Delaware,74,0,7
479,2021-05-29,10,Delaware,89,1,5
480,2021-05-30,10,Delaware,51,0,1
481,2021-05-31,10,Delaware,45,0,9
482,2021-06-01,10,Delaware,28,0,12
483,2021-06-02,10,Delaware,17,5,3
484,2021-06-03,10,Delaware,46,2,5
485,2021-06-04,10,Delaware,48,6,3
486,2021-06-05,10,Delaware,65,3,6
487,2021-06-06,10,Delaware,56,0,3
488,2021-06-07,10,Delaware,41,0,4
489,2021-06-08,10,Delaware,21,0,3
490,2021-06-09,10,Delaware,37,0,2
491,2021-06-10,10,Delaware,33,2,3
492,2021-06-11,10,Delaware,38,0,3
493,2021-06-12,10,Delaware,26,0,2
494,2021-06-13,10,Delaware,36,0,2
495,2021-06-14,10,Delaware,21,0,1
496,2021-06-15,10,Delaware,42,0,5
497,2021-06-16,10,Delaware,-3,0,6
498,2021-06-17,10,Delaware,52,0,1
499,2021-06-18,10,Delaware,31,0,0
500,2021-06-19,10,Delaware,27,3,2
501,2021-06-20,10,Delaware,20,1,0
502,2021-06-21,10,Delaware,16,0,4
503,2021-06-22,10,Delaware,13,8,4
504,2021-06-23,10,Delaware,22,2,1
505,2021-06-24,10,Delaware,21,0,2
506,2021-06-25,10,Delaware,16,0,0
507,2021-06-26,10,Delaware,21,1,1
508,2021-06-27,10,Delaware,25,0,1
509,2021-06-28,10,Delaware,18,0,0
510,2021-06-29,10,Delaware,12,0,2
511,2021-06-30,10,Delaware,32,0,3
512,2021-07-01,10,Delaware,26,0,1
513,2021-07-02,10,Delaware,50,1,1
514,2021-07-03,10,Delaware,26,0,2
515,2021-07-04,10,Delaware,29,0,2
516,2021-07-05,10,Delaware,16,0,0
517,2021-07-06,10,Delaware,9,0,5
518,2021-07-07,10,Delaware,0,0,5
519,2021-07-08,10,Delaware,31,0,2
520,2021-07-09,10,Delaware,55,0,4
521,2021-07-10,10,Delaware,33,0,3
522,2021-07-11,10,Delaware,55,0,1
523,2021-07-12,10,Delaware,19,0,0
524,2021-07-13,10,Delaware,19,0,4
525,2021-07-14,10,Delaware,70,1,2
526,2021-07-15,10,Delaware,49,0,4
527,2021-07-16,10,Delaware,39,1,4
528,2021-07-17,10,Delaware,69,0,5
529,2021-07-18,10,Delaware,48,0,6
530,2021-07-19,10,Delaware,36,0,2
531,2021-07-20,10,Delaware,34,0,0
532,2021-07-21,10,Delaware,45,0,4
533,2021-07-22,10,Delaware,71,0,6
534,2021-07-23,10,Delaware,65,1,3
535,2021-07-24,10,Delaware,91,0,4
536,2021-07-25,10,Delaware,68,0,0
537,2021-07-26,10,Delaware,65,0,2
538,2021-07-27,10,Delaware,81,0,2
539,2021-07-28,10,Delaware,73,0,3
540,2021-07-29,10,Delaware,113,2,2
541,2021-07-30,10,Delaware,146,130,4
542,2021-07-31,10,Delaware,132,3,4
543,2021-08-01,10,Delaware,156,0,7
544,2021-08-02,10,Delaware,118,0,8
545,2021-08-03,10,Delaware,81,0,13
546,2021-08-04,10,Delaware,122,0,13
547,2021-08-05,10,Delaware,186,0,9
548,2021-08-06,10,Delaware,228,0,11
549,2021-08-07,10,Delaware,260,2,11
550,2021-08-08,10,Delaware,214,0,14
551,2021-08-09,10,Delaware,195,0,19
552,2021-08-10,10,Delaware,123,1,15
553,2021-08-11,10,Delaware,161,0,12
554,2021-08-12,10,Delaware,331,1,19
555,2021-08-13,10,Delaware,271,0,17
556,2021-08-14,10,Delaware,334,1,15
557,2021-08-15,10,Delaware,299,0,26
558,2021-08-16,10,Delaware,284,0,20
559,2021-08-17,10,Delaware,142,2,39
560,2021-08-18,10,Delaware,324,9,31
561,2021-08-19,10,Delaware,429,2,20
562,2021-08-20,10,Delaware,408,0,23
563,2021-08-21,10,Delaware,388,3,18
564,2021-08-22,10,Delaware,310,0,19
565,2021-08-23,10,Delaware,280,0,26
566,2021-08-24,10,Delaware,195,3,22
567,2021-08-25,10,Delaware,341,12,24
568,2021-08-26,10,Delaware,429,3,30
569,2021-08-27,10,Delaware,528,3,35
570,2021-08-28,10,Delaware,382,2,41
571,2021-08-29,10,Delaware,300,0,22
572,2021-08-30,10,Delaware,394,0,33
573,2021-08-31,10,Delaware,232,3,25
574,2021-09-01,10,Delaware,328,7,25
575,2021-09-02,10,Delaware,547,1,22
576,2021-09-03,10,Delaware,556,0,26
577,2021-09-04,10,Delaware,461,3,22
578,2021-09-05,10,Delaware,367,0,25
579,2021-09-06,10,Delaware,259,0,21
580,2021-09-07,10,Delaware,348,0,30
581,2021-09-08,10,Delaware,238,3,28
582,2021-09-09,10,Delaware,352,6,41
583,2021-09-10,10,Delaware,650,0,37
584,2021-09-11,10,Delaware,617,0,32
585,2021-09-12,10,Delaware,530,0,33
586,2021-09-13,10,Delaware,444,0,20
587,2021-09-14,10,Delaware,249,2,23
588,2021-09-15,10,Delaware,252,9,28
589,2021-09-16,10,Delaware,554,2,28
590,2021-09-17,10,Delaware,618,0,39
591,2021-09-18,10,Delaware,581,7,18
592,2021-09-19,10,Delaware,450,0,28
593,2021-09-20,10,Delaware,439,0,26
594,2021-09-21,10,Delaware,272,7,28
595,2021-09-22,10,Delaware,267,2,29
596,2021-09-23,10,Delaware,643,13,39
597,2021-09-24,10,Delaware,570,0,24
598,2021-09-25,10,Delaware,599,0,26
599,2021-09-26,10,Delaware,381,0,29
600,2021-09-27,10,Delaware,424,0,23
601,2021-09-28,10,Delaware,290,8,31
602,2021-09-29,10,Delaware,294,3,29
603,2021-09-30,10,Delaware,531,1,26
604,2021-10-01,10,Delaware,636,0,22
605,2021-10-02,10,Delaware,618,18,23
606,2021-10-03,10,Delaware,402,0,26
607,2021-10-04,10,Delaware,365,0,32
608,2021-10-05,10,Delaware,283,3,14
609,2021-10-06,10,Delaware,428,2,31
610,2021-10-07,10,Delaware,471,0,27
611,2021-10-08,10,Delaware,516,20,23
612,2021-10-09,10,Delaware,606,0,20
613,2021-10-10,10,Delaware,311,0,27
614,2021-10-11,10,Delaware,359,0,23
615,2021-10-12,10,Delaware,165,8,28
616,2021-10-13,10,Delaware,321,0,40
617,2021-10-14,10,Delaware,494,0,23
618,2021-10-15,10,Delaware,442,16,32
619,2021-10-16,10,Delaware,494,11,14
620,2021-10-17,10,Delaware,0,0,19
621,2021-10-18,10,Delaware,588,0,25
622,2021-10-19,10,Delaware,189,5,20
623,2021-10-20,10,Delaware,293,4,17
624,2021-10-21,10,Delaware,379,4,21
625,2021-10-22,10,Delaware,394,0,20
