,date,location,location_name,hosps
751,2020-07-30,08,Colorado,57
752,2020-09-16,16,Idaho,12
753,2020-09-25,34,New Jersey,27
754,2020-10-12,29,Missouri,192
755,2020-10-23,49,Utah,50
756,2020-08-20,16,Idaho,17
757,2020-07-21,72,Puerto Rico,0
758,2020-09-30,78,Virgin Islands,0
759,2020-09-04,04,Arizona,55
760,2020-09-28,13,Georgia,362
761,2020-08-25,51,Virginia,52
762,2020-09-19,06,California,305
763,2020-09-01,08,Colorado,21
764,2020-10-03,50,Vermont,0
765,2020-10-10,02,Alaska,6
766,2020-09-07,33,New Hampshire,2
767,2020-07-30,04,Arizona,139
768,2020-08-16,41,Oregon,17
769,2020-10-22,45,South Carolina,77
770,2020-10-19,50,Vermont,0
771,2020-08-31,25,Massachusetts,20
772,2020-08-17,47,Tennessee,133
773,2020-08-02,09,Connecticut,7
774,2020-08-30,78,Virgin Islands,1
775,2020-10-05,32,Nevada,46
776,2020-09-17,25,Massachusetts,25
777,2020-09-11,26,Michigan,46
778,2020-10-18,37,North Carolina,120
779,2020-09-03,13,Georgia,241
780,2020-07-19,45,South Carolina,105
781,2020-07-30,24,Maryland,70
782,2020-10-16,72,Puerto Rico,14
783,2020-07-20,24,Maryland,52
784,2020-09-29,31,Nebraska,30
785,2020-07-21,01,Alabama,122
786,2020-09-12,22,Louisiana,83
787,2020-10-29,08,Colorado,117
788,2020-08-13,25,Massachusetts,23
789,2020-08-29,12,Florida,343
790,2020-06-28,44,Rhode Island,0
791,2020-09-27,15,Hawaii,66
792,2020-10-26,48,Texas,774
793,2020-10-10,19,Iowa,59
794,2020-11-02,33,New Hampshire,2
795,2020-09-25,12,Florida,266
796,2020-08-03,36,New York,76
797,2020-10-07,09,Connecticut,21
798,2020-10-13,72,Puerto Rico,24
799,2020-10-18,19,Iowa,71
800,2020-08-23,12,Florida,434
801,2020-08-27,47,Tennessee,121
802,2020-07-30,36,New York,73
803,2020-09-21,15,Hawaii,16
804,2020-08-07,38,North Dakota,15
805,2020-10-08,13,Georgia,263
806,2020-07-26,46,South Dakota,2
807,2020-10-23,21,Kentucky,268
808,2020-07-14,44,Rhode Island,0
809,2020-09-04,30,Montana,13
810,2020-09-17,17,Illinois,132
811,2020-08-04,50,Vermont,0
812,2020-10-20,21,Kentucky,165
813,2020-09-02,17,Illinois,133
814,2020-11-02,54,West Virginia,30
815,2020-10-15,22,Louisiana,83
816,2020-10-28,20,Kansas,94
817,2020-09-03,35,New Mexico,12
818,2020-10-13,16,Idaho,23
819,2020-08-20,05,Arkansas,67
820,2020-10-03,32,Nevada,25
821,2020-09-07,19,Iowa,42
822,2020-10-19,32,Nevada,50
823,2020-11-01,12,Florida,364
824,2020-08-06,08,Colorado,58
825,2020-10-01,20,Kansas,34
826,2020-08-24,04,Arizona,83
827,2020-09-24,30,Montana,45
828,2020-07-04,36,New York,0
829,2020-08-15,32,Nevada,58
830,2020-09-05,72,Puerto Rico,9
831,2020-08-28,10,Delaware,10
832,2020-09-22,56,Wyoming,7
833,2020-09-03,78,Virgin Islands,0
834,2020-07-29,20,Kansas,36
835,2020-10-17,33,New Hampshire,0
836,2020-07-20,56,Wyoming,1
837,2020-08-30,33,New Hampshire,29
838,2020-09-14,04,Arizona,61
839,2020-09-10,44,Rhode Island,3
840,2020-08-28,16,Idaho,17
841,2020-08-19,48,Texas,616
842,2020-09-27,18,Indiana,125
843,2020-07-29,45,South Carolina,170
844,2020-07-15,29,Missouri,69
845,2020-08-26,72,Puerto Rico,28
846,2020-09-20,33,New Hampshire,2
847,2020-08-21,05,Arkansas,63
848,2020-09-30,46,South Dakota,40
849,2020-09-19,40,Oklahoma,105
850,2020-10-12,11,District of Columbia,9
851,2020-07-26,27,Minnesota,17
852,2020-10-15,55,Wisconsin,297
853,2020-09-14,47,Tennessee,95
854,2020-08-23,31,Nebraska,12
855,2020-09-18,44,Rhode Island,3
856,2020-07-24,13,Georgia,273
857,2020-10-02,20,Kansas,56
858,2020-06-01,44,Rhode Island,0
859,2020-08-31,44,Rhode Island,5
860,2020-11-04,28,Mississippi,78
861,2020-09-09,02,Alaska,5
862,2020-08-12,37,North Carolina,91
863,2020-07-16,39,Ohio,124
864,2020-10-10,53,Washington,30
865,2020-10-06,26,Michigan,84
866,2020-07-31,22,Louisiana,182
867,2020-07-24,46,South Dakota,4
868,2020-09-05,56,Wyoming,8
869,2020-08-14,10,Delaware,9
870,2020-08-20,36,New York,69
871,2020-10-21,27,Minnesota,98
872,2020-10-09,51,Virginia,69
873,2020-08-16,12,Florida,500
874,2020-10-22,04,Arizona,111
875,2020-09-28,46,South Dakota,60
876,2020-10-20,31,Nebraska,76
877,2020-08-31,54,West Virginia,9
878,2020-10-28,31,Nebraska,105
879,2020-11-04,11,District of Columbia,6
880,2020-07-03,36,New York,0
881,2020-07-19,06,California,622
882,2020-07-30,41,Oregon,8
883,2020-08-09,54,West Virginia,9
884,2020-10-17,05,Arkansas,92
885,2020-10-19,24,Maryland,74
886,2020-08-10,47,Tennessee,130
887,2020-09-08,55,Wisconsin,73
888,2020-08-26,55,Wisconsin,52
889,2020-10-16,26,Michigan,123
890,2020-05-12,36,New York,0
891,2020-07-24,02,Alaska,11
892,2020-07-14,04,Arizona,195
893,2020-10-30,09,Connecticut,47
894,2020-07-16,23,Maine,0
895,2020-10-05,09,Connecticut,20
896,2020-09-03,08,Colorado,39
897,2020-09-28,35,New Mexico,19
898,2020-09-29,13,Georgia,329
899,2020-08-22,10,Delaware,4
900,2020-08-06,20,Kansas,19
901,2020-08-19,30,Montana,17
902,2020-10-05,47,Tennessee,135
903,2020-08-26,04,Arizona,88
904,2020-07-18,34,New Jersey,25
905,2020-07-20,39,Ohio,136
906,2020-07-16,42,Pennsylvania,42
907,2020-10-05,42,Pennsylvania,95
908,2020-09-30,53,Washington,25
909,2020-08-01,06,California,701
910,2020-07-19,31,Nebraska,1
911,2020-09-11,11,District of Columbia,9
912,2020-08-04,27,Minnesota,20
913,2020-07-16,04,Arizona,141
914,2020-10-10,21,Kentucky,136
915,2020-10-06,78,Virgin Islands,0
916,2020-10-10,48,Texas,650
917,2020-09-04,34,New Jersey,29
918,2020-08-31,06,California,461
919,2020-07-28,41,Oregon,14
920,2020-08-18,78,Virgin Islands,0
921,2020-10-30,25,Massachusetts,52
922,2020-08-23,19,Iowa,43
923,2020-09-27,54,West Virginia,14
924,2020-09-07,53,Washington,35
925,2020-08-21,42,Pennsylvania,90
926,2020-08-19,72,Puerto Rico,21
927,2020-10-03,15,Hawaii,24
928,2020-10-08,37,North Carolina,143
929,2020-10-30,42,Pennsylvania,184
930,2020-08-25,31,Nebraska,11
931,2020-09-25,40,Oklahoma,109
932,2020-10-25,22,Louisiana,68
933,2020-08-10,35,New Mexico,13
934,2020-10-10,29,Missouri,173
935,2020-07-17,37,North Carolina,91
936,2020-09-18,10,Delaware,7
937,2020-09-21,54,West Virginia,10
938,2020-08-07,30,Montana,20
939,2020-08-03,21,Kentucky,242
940,2020-09-27,40,Oklahoma,117
941,2020-09-13,56,Wyoming,5
942,2020-10-07,38,North Dakota,28
943,2020-09-29,46,South Dakota,38
944,2020-08-09,41,Oregon,17
945,2020-08-15,19,Iowa,36
946,2020-09-13,51,Virginia,62
947,2020-08-18,08,Colorado,26
948,2020-10-28,50,Vermont,2
949,2020-07-28,08,Colorado,51
950,2020-10-02,41,Oregon,8
951,2020-08-24,78,Virgin Islands,3
952,2020-08-24,49,Utah,15
953,2020-09-26,56,Wyoming,10
954,2020-11-04,24,Maryland,92
955,2020-07-19,12,Florida,691
956,2020-09-30,35,New Mexico,23
957,2020-10-07,21,Kentucky,171
958,2020-10-12,31,Nebraska,48
959,2020-08-10,39,Ohio,73
960,2020-10-04,47,Tennessee,126
961,2020-08-03,05,Arkansas,70
962,2020-09-18,27,Minnesota,43
963,2020-08-13,54,West Virginia,7
964,2020-09-20,04,Arizona,46
965,2020-10-13,49,Utah,58
966,2020-10-05,20,Kansas,81
967,2020-10-08,36,New York,157
968,2020-08-29,31,Nebraska,17
969,2020-11-04,10,Delaware,12
970,2020-10-12,22,Louisiana,148
971,2020-08-27,17,Illinois,129
972,2020-08-07,45,South Carolina,98
973,2020-09-12,47,Tennessee,108
974,2020-08-12,46,South Dakota,18
975,2020-08-02,28,Mississippi,83
976,2020-08-17,49,Utah,16
977,2020-07-27,39,Ohio,124
978,2020-07-18,04,Arizona,151
979,2020-07-27,28,Mississippi,121
980,2020-09-30,18,Indiana,91
981,2020-07-23,06,California,752
982,2020-08-14,27,Minnesota,46
983,2020-10-24,54,West Virginia,25
984,2020-09-10,28,Mississippi,70
985,2020-10-31,38,North Dakota,41
986,2020-08-25,44,Rhode Island,3
987,2020-08-23,08,Colorado,27
988,2020-07-23,29,Missouri,89
989,2020-08-09,12,Florida,569
990,2020-09-16,44,Rhode Island,4
991,2020-10-28,01,Alabama,149
992,2020-10-05,23,Maine,0
993,2020-09-05,54,West Virginia,9
994,2020-11-04,39,Ohio,379
995,2020-10-16,34,New Jersey,69
996,2020-10-09,17,Illinois,168
997,2020-10-22,22,Louisiana,64
998,2020-08-17,36,New York,89
999,2020-09-05,11,District of Columbia,8
1000,2020-07-15,02,Alaska,1
1001,2020-08-11,21,Kentucky,239
1002,2020-09-01,32,Nevada,45
1003,2020-07-19,29,Missouri,43
1004,2020-09-04,16,Idaho,20
1005,2020-08-13,27,Minnesota,36
1006,2020-10-12,54,West Virginia,24
1007,2020-09-05,29,Missouri,84
1008,2020-08-11,29,Missouri,55
1009,2020-04-28,36,New York,0
1010,2020-11-05,55,Wisconsin,443
1011,2020-04-25,44,Rhode Island,0
1012,2020-10-04,53,Washington,27
1013,2020-07-25,09,Connecticut,8
1014,2020-07-22,04,Arizona,266
1015,2020-08-22,41,Oregon,22
1016,2020-09-17,46,South Dakota,35
1017,2020-09-11,41,Oregon,9
1018,2020-08-11,05,Arkansas,51
1019,2020-08-23,56,Wyoming,8
1020,2020-09-06,54,West Virginia,19
1021,2020-09-09,48,Texas,427
1022,2020-08-15,42,Pennsylvania,43
1023,2020-10-25,27,Minnesota,96
1024,2020-08-07,12,Florida,616
1025,2020-09-01,20,Kansas,43
1026,2020-07-28,46,South Dakota,6
1027,2020-08-05,30,Montana,15
1028,2020-08-04,04,Arizona,125
1029,2020-10-02,30,Montana,40
1030,2020-10-09,39,Ohio,199
1031,2020-08-28,27,Minnesota,45
1032,2020-09-14,18,Indiana,78
1033,2020-09-13,45,South Carolina,55
1034,2020-08-11,45,South Carolina,102
1035,2020-09-28,11,District of Columbia,13
1036,2020-08-13,09,Connecticut,5
1037,2020-09-27,10,Delaware,13
1038,2020-09-04,28,Mississippi,79
1039,2020-11-01,10,Delaware,14
1040,2020-05-18,44,Rhode Island,0
1041,2020-07-14,32,Nevada,1
1042,2020-09-15,34,New Jersey,25
1043,2020-10-03,78,Virgin Islands,0
1044,2020-08-03,13,Georgia,210
1045,2020-10-04,02,Alaska,5
1046,2020-10-11,12,Florida,273
1047,2020-06-18,36,New York,0
1048,2020-07-17,40,Oklahoma,50
1049,2020-05-08,44,Rhode Island,0
1050,2020-08-20,28,Mississippi,77
1051,2020-09-07,28,Mississippi,74
1052,2020-09-15,02,Alaska,3
1053,2020-10-22,16,Idaho,46
1054,2020-08-18,02,Alaska,3
1055,2020-09-22,47,Tennessee,106
1056,2020-08-08,15,Hawaii,17
1057,2020-07-28,24,Maryland,61
1058,2020-05-11,36,New York,0
1059,2020-10-21,30,Montana,70
1060,2020-09-08,10,Delaware,9
1061,2020-08-27,18,Indiana,73
1062,2020-08-14,56,Wyoming,7
1063,2020-09-03,72,Puerto Rico,31
1064,2020-07-19,22,Louisiana,162
1065,2020-09-23,30,Montana,37
1066,2020-09-14,39,Ohio,82
1067,2020-05-13,44,Rhode Island,0
1068,2020-10-29,41,Oregon,16
1069,2020-06-13,36,New York,0
1070,2020-08-31,32,Nevada,58
1071,2020-07-16,13,Georgia,216
1072,2020-10-26,13,Georgia,326
1073,2020-08-17,24,Maryland,69
1074,2020-10-01,56,Wyoming,5
1075,2020-08-29,09,Connecticut,14
1076,2020-08-07,37,North Carolina,149
1077,2020-09-08,27,Minnesota,37
1078,2020-07-30,33,New Hampshire,5
1079,2020-11-03,44,Rhode Island,18
1080,2020-09-15,45,South Carolina,55
1081,2020-08-25,45,South Carolina,91
1082,2020-09-30,39,Ohio,113
1083,2020-08-01,19,Iowa,31
1084,2020-09-19,51,Virginia,61
1085,2020-07-28,13,Georgia,242
1086,2020-08-09,30,Montana,15
1087,2020-08-29,53,Washington,16
1088,2020-10-11,45,South Carolina,78
1089,2020-09-20,46,South Dakota,34
1090,2020-10-01,45,South Carolina,55
1091,2020-10-12,38,North Dakota,24
1092,2020-08-15,29,Missouri,93
1093,2020-09-24,37,North Carolina,118
1094,2020-10-25,44,Rhode Island,6
1095,2020-10-11,36,New York,141
1096,2020-08-29,48,Texas,438
1097,2020-09-06,06,California,387
1098,2020-08-28,35,New Mexico,13
1099,2020-10-24,25,Massachusetts,57
1100,2020-10-20,30,Montana,73
1101,2020-10-07,13,Georgia,290
1102,2020-09-23,34,New Jersey,26
1103,2020-10-19,56,Wyoming,31
1104,2020-10-23,53,Washington,32
1105,2020-10-22,49,Utah,37
1106,2020-08-31,27,Minnesota,38
1107,2020-08-07,48,Texas,715
1108,2020-10-21,47,Tennessee,166
1109,2020-11-02,05,Arkansas,97
1110,2020-10-29,12,Florida,590
1111,2020-08-26,53,Washington,25
1112,2020-09-15,18,Indiana,59
1113,2020-09-07,36,New York,83
1114,2020-10-01,11,District of Columbia,6
1115,2020-07-31,49,Utah,24
1116,2020-07-02,36,New York,0
1117,2020-08-19,35,New Mexico,11
1118,2020-08-30,37,North Carolina,643
1119,2020-10-11,29,Missouri,183
1120,2020-10-12,47,Tennessee,154
1121,2020-08-16,22,Louisiana,156
1122,2020-08-15,72,Puerto Rico,22
1123,2020-07-31,28,Mississippi,102
1124,2020-09-01,01,Alabama,147
1125,2020-09-25,50,Vermont,0
1126,2020-07-30,05,Arkansas,61
1127,2020-10-06,27,Minnesota,82
1128,2020-10-08,11,District of Columbia,11
1129,2020-09-04,33,New Hampshire,3
1130,2020-05-02,36,New York,0
1131,2020-08-26,26,Michigan,59
1132,2020-07-30,29,Missouri,89
1133,2020-08-24,19,Iowa,49
1134,2020-09-17,01,Alabama,131
1135,2020-08-21,34,New Jersey,32
1136,2020-07-21,08,Colorado,29
1137,2020-09-08,54,West Virginia,11
1138,2020-09-19,32,Nevada,44
1139,2020-10-01,16,Idaho,22
1140,2020-04-27,36,New York,0
1141,2020-09-11,22,Louisiana,80
1142,2020-10-18,20,Kansas,54
1143,2020-10-29,26,Michigan,287
1144,2020-10-13,10,Delaware,14
1145,2020-08-26,21,Kentucky,305
1146,2020-07-14,02,Alaska,0
1147,2020-07-15,40,Oklahoma,54
1148,2020-07-20,29,Missouri,58
1149,2020-09-28,17,Illinois,109
1150,2020-06-26,44,Rhode Island,0
1151,2020-07-28,28,Mississippi,113
1152,2020-07-20,22,Louisiana,193
1153,2020-08-11,51,Virginia,71
1154,2020-09-03,55,Wisconsin,65
1155,2020-08-03,42,Pennsylvania,125
1156,2020-08-25,27,Minnesota,36
1157,2020-09-19,15,Hawaii,44
1158,2020-07-31,04,Arizona,126
1159,2020-09-26,46,South Dakota,37
1160,2020-11-01,24,Maryland,68
1161,2020-08-07,35,New Mexico,20
1162,2020-10-08,17,Illinois,178
1163,2020-08-13,19,Iowa,37
1164,2020-10-16,39,Ohio,215
1165,2020-10-14,05,Arkansas,105
1166,2020-09-08,08,Colorado,16
1167,2020-08-24,26,Michigan,64
1168,2020-07-18,46,South Dakota,3
1169,2020-07-17,25,Massachusetts,21
1170,2020-10-18,34,New Jersey,80
1171,2020-09-14,28,Mississippi,66
1172,2020-09-17,13,Georgia,201
1173,2020-08-27,72,Puerto Rico,22
1174,2020-09-21,11,District of Columbia,7
1175,2020-10-26,50,Vermont,1
1176,2020-10-27,25,Massachusetts,54
1177,2020-07-28,18,Indiana,62
1178,2020-07-25,42,Pennsylvania,107
1179,2020-08-17,72,Puerto Rico,33
1180,2020-11-02,36,New York,207
1181,2020-09-15,40,Oklahoma,96
1182,2020-07-29,24,Maryland,64
1183,2020-05-22,36,New York,1
1184,2020-07-19,04,Arizona,142
1185,2020-10-07,48,Texas,552
1186,2020-09-20,22,Louisiana,69
1187,2020-09-30,55,Wisconsin,142
1188,2020-10-20,08,Colorado,99
1189,2020-09-15,29,Missouri,116
1190,2020-07-14,06,California,615
1191,2020-10-19,41,Oregon,62
1192,2020-10-25,19,Iowa,79
1193,2020-07-14,47,Tennessee,180
1194,2020-09-07,10,Delaware,6
1195,2020-10-02,36,New York,104
1196,2020-07-27,23,Maine,6
1197,2020-06-06,36,New York,0
1198,2020-09-15,51,Virginia,58
1199,2020-08-19,23,Maine,2
1200,2020-08-30,05,Arkansas,52
1201,2020-08-21,09,Connecticut,13
1202,2020-10-24,42,Pennsylvania,124
1203,2020-10-20,45,South Carolina,73
1204,2020-08-24,11,District of Columbia,13
1205,2020-09-30,24,Maryland,59
1206,2020-07-27,42,Pennsylvania,144
1207,2020-08-31,01,Alabama,146
1208,2020-10-10,41,Oregon,14
1209,2020-09-02,22,Louisiana,90
1210,2020-09-02,31,Nebraska,8
1211,2020-05-27,44,Rhode Island,0
1212,2020-07-17,23,Maine,0
1213,2020-07-29,49,Utah,18
1214,2020-09-12,34,New Jersey,22
1215,2020-08-15,47,Tennessee,102
1216,2020-07-06,44,Rhode Island,0
1217,2020-07-29,04,Arizona,131
1218,2020-07-22,27,Minnesota,6
1219,2020-08-05,26,Michigan,39
1220,2020-08-06,01,Alabama,113
1221,2020-09-25,35,New Mexico,14
1222,2020-05-21,36,New York,0
1223,2020-07-06,28,Mississippi,0
1224,2020-09-20,01,Alabama,107
1225,2020-08-28,21,Kentucky,269
1226,2020-10-15,13,Georgia,260
1227,2020-10-07,16,Idaho,20
1228,2020-11-01,16,Idaho,46
1229,2020-08-10,46,South Dakota,12
1230,2020-07-24,49,Utah,27
1231,2020-11-04,04,Arizona,109
1232,2020-07-30,45,South Carolina,165
1233,2020-10-14,21,Kentucky,202
1234,2020-08-18,47,Tennessee,113
1235,2020-10-12,15,Hawaii,11
1236,2020-08-15,50,Vermont,2
1237,2020-09-27,22,Louisiana,69
1238,2020-07-31,26,Michigan,952
1239,2020-09-18,48,Texas,381
1240,2020-10-04,48,Texas,467
1241,2020-07-18,10,Delaware,2
1242,2020-10-28,32,Nevada,52
1243,2020-10-19,08,Colorado,105
1244,2020-09-30,22,Louisiana,74
1245,2020-08-18,38,North Dakota,9
1246,2020-07-30,39,Ohio,69
1247,2020-07-22,26,Michigan,32
1248,2020-07-09,72,Puerto Rico,24
1249,2020-08-09,40,Oklahoma,78
1250,2020-09-14,78,Virgin Islands,0
1251,2020-04-29,44,Rhode Island,0
1252,2020-10-08,34,New Jersey,66
1253,2020-11-04,31,Nebraska,105
1254,2020-10-05,05,Arkansas,94
1255,2020-08-12,27,Minnesota,42
1256,2020-07-26,37,North Carolina,166
1257,2020-07-22,44,Rhode Island,8
1258,2020-10-18,54,West Virginia,29
1259,2020-11-03,27,Minnesota,170
1260,2020-09-21,29,Missouri,107
1261,2020-10-24,09,Connecticut,24
1262,2020-08-10,78,Virgin Islands,0
1263,2020-07-27,09,Connecticut,8
1264,2020-08-04,39,Ohio,73
1265,2020-10-10,08,Colorado,57
1266,2020-10-06,22,Louisiana,79
1267,2020-08-23,32,Nevada,50
1268,2020-07-24,06,California,843
1269,2020-10-17,46,South Dakota,44
1270,2020-09-05,25,Massachusetts,22
1271,2020-10-30,05,Arkansas,83
1272,2020-07-16,28,Mississippi,88
1273,2020-08-16,16,Idaho,27
1274,2020-10-21,15,Hawaii,3
1275,2020-10-09,04,Arizona,81
1276,2020-08-06,47,Tennessee,151
1277,2020-08-15,11,District of Columbia,10
1278,2020-10-19,20,Kansas,79
1279,2020-09-08,51,Virginia,69
1280,2020-10-28,38,North Dakota,50
1281,2020-10-15,42,Pennsylvania,107
1282,2020-09-16,23,Maine,1
1283,2020-08-01,02,Alaska,1
1284,2020-09-11,55,Wisconsin,95
1285,2020-10-30,47,Tennessee,185
1286,2020-08-09,78,Virgin Islands,0
1287,2020-08-31,10,Delaware,8
1288,2020-09-03,12,Florida,393
1289,2020-07-17,06,California,602
1290,2020-08-11,31,Nebraska,7
1291,2020-08-23,20,Kansas,36
1292,2020-08-28,40,Oklahoma,162
1293,2020-09-29,09,Connecticut,19
1294,2020-11-02,31,Nebraska,117
1295,2020-10-06,17,Illinois,173
1296,2020-06-25,36,New York,0
1297,2020-08-26,11,District of Columbia,14
1298,2020-07-18,39,Ohio,147
1299,2020-08-14,08,Colorado,31
1300,2020-07-16,46,South Dakota,16
1301,2020-09-09,31,Nebraska,12
1302,2020-09-18,19,Iowa,50
1303,2020-08-19,47,Tennessee,139
1304,2020-08-03,09,Connecticut,48
1305,2020-09-14,13,Georgia,194
1306,2020-11-01,56,Wyoming,21
1307,2020-07-19,08,Colorado,41
1308,2020-08-22,19,Iowa,60
1309,2020-09-25,23,Maine,0
1310,2020-09-28,51,Virginia,63
1311,2020-07-13,72,Puerto Rico,0
1312,2020-08-09,06,California,621
1313,2020-07-20,72,Puerto Rico,1
1314,2020-10-05,36,New York,140
1315,2020-08-24,05,Arkansas,59
1316,2020-08-27,36,New York,81
1317,2020-08-16,10,Delaware,7
1318,2020-10-30,11,District of Columbia,14
1319,2020-10-02,11,District of Columbia,12
1320,2020-08-14,24,Maryland,64
1321,2020-10-27,11,District of Columbia,11
1322,2020-09-22,08,Colorado,36
1323,2020-10-02,53,Washington,21
1324,2020-08-13,48,Texas,670
1325,2020-10-08,51,Virginia,64
1326,2020-11-04,44,Rhode Island,11
1327,2020-09-09,06,California,360
1328,2020-10-30,36,New York,146
1329,2020-08-01,29,Missouri,72
1330,2020-10-10,24,Maryland,52
1331,2020-09-29,42,Pennsylvania,84
1332,2020-08-14,37,North Carolina,65
1333,2020-08-01,72,Puerto Rico,3
1334,2020-08-12,05,Arkansas,68
1335,2020-08-06,09,Connecticut,11
1336,2020-08-12,42,Pennsylvania,59
1337,2020-08-02,23,Maine,5
1338,2020-08-29,36,New York,56
1339,2020-08-30,46,South Dakota,15
1340,2020-11-03,10,Delaware,17
1341,2020-08-14,41,Oregon,14
1342,2020-07-24,21,Kentucky,33
1343,2020-09-30,04,Arizona,53
1344,2020-07-14,25,Massachusetts,20
1345,2020-09-12,30,Montana,9
1346,2020-08-07,41,Oregon,18
1347,2020-09-05,36,New York,67
1348,2020-08-01,28,Mississippi,101
1349,2020-08-16,49,Utah,15
1350,2020-08-12,49,Utah,19
1351,2020-09-21,72,Puerto Rico,26
1352,2020-08-24,32,Nevada,47
1353,2020-09-18,28,Mississippi,82
1354,2020-10-15,27,Minnesota,69
1355,2020-07-22,39,Ohio,113
1356,2020-10-31,35,New Mexico,78
1357,2020-10-13,53,Washington,28
1358,2020-08-17,53,Washington,25
1359,2020-08-03,23,Maine,4
1360,2020-09-04,22,Louisiana,97
1361,2020-08-21,20,Kansas,32
1362,2020-09-04,10,Delaware,9
1363,2020-08-09,45,South Carolina,90
1364,2020-10-01,38,North Dakota,27
1365,2020-08-07,26,Michigan,43
1366,2020-11-04,19,Iowa,171
1367,2020-07-08,44,Rhode Island,0
1368,2020-09-12,04,Arizona,49
1369,2020-08-25,10,Delaware,10
1370,2020-08-10,24,Maryland,62
1371,2020-07-15,23,Maine,0
1372,2020-07-19,54,West Virginia,5
1373,2020-08-13,20,Kansas,32
1374,2020-09-19,01,Alabama,93
1375,2020-09-28,31,Nebraska,30
1376,2020-09-25,45,South Carolina,74
1377,2020-07-21,78,Virgin Islands,2
1378,2020-07-19,51,Virginia,60
1379,2020-09-24,35,New Mexico,8
1380,2020-11-01,44,Rhode Island,6
1381,2020-08-14,50,Vermont,1
1382,2020-10-08,45,South Carolina,70
1383,2020-09-10,22,Louisiana,91
1384,2020-08-08,18,Indiana,52
1385,2020-07-15,06,California,575
1386,2020-08-17,01,Alabama,120
1387,2020-09-24,78,Virgin Islands,0
1388,2020-08-03,46,South Dakota,6
1389,2020-10-09,24,Maryland,60
1390,2020-07-25,13,Georgia,263
1391,2020-07-28,02,Alaska,0
1392,2020-10-27,36,New York,167
1393,2020-10-18,09,Connecticut,24
1394,2020-07-15,53,Washington,22
1395,2020-09-03,25,Massachusetts,26
1396,2020-09-16,05,Arkansas,56
1397,2020-09-29,23,Maine,3
1398,2020-10-27,54,West Virginia,41
1399,2020-11-02,45,South Carolina,64
1400,2020-08-14,32,Nevada,57
1401,2020-10-08,21,Kentucky,147
1402,2020-08-30,12,Florida,350
1403,2020-09-01,26,Michigan,46
1404,2020-10-11,16,Idaho,22
1405,2020-07-17,49,Utah,29
1406,2020-10-22,55,Wisconsin,341
1407,2020-10-04,06,California,315
1408,2020-09-13,23,Maine,1
1409,2020-08-15,25,Massachusetts,16
1410,2020-08-23,01,Alabama,128
1411,2020-08-22,37,North Carolina,113
1412,2020-09-22,38,North Dakota,13
1413,2020-08-10,10,Delaware,5
1414,2020-10-03,01,Alabama,98
1415,2020-09-28,53,Washington,19
1416,2020-09-05,05,Arkansas,37
1417,2020-07-17,45,South Carolina,116
1418,2020-07-24,55,Wisconsin,31
1419,2020-10-21,33,New Hampshire,0
1420,2020-08-18,26,Michigan,59
1421,2020-08-23,50,Vermont,1
1422,2020-08-04,13,Georgia,225
1423,2020-08-13,37,North Carolina,68
1424,2020-08-01,35,New Mexico,16
1425,2020-08-10,04,Arizona,114
1426,2020-09-26,23,Maine,1
1427,2020-09-08,41,Oregon,13
1428,2020-07-22,18,Indiana,17
1429,2020-08-20,37,North Carolina,115
1430,2020-10-02,49,Utah,31
1431,2020-11-01,04,Arizona,95
1432,2020-10-08,05,Arkansas,86
1433,2020-08-21,30,Montana,14
1434,2020-09-26,09,Connecticut,10
1435,2020-10-25,48,Texas,722
1436,2020-08-02,38,North Dakota,7
1437,2020-09-02,41,Oregon,4
1438,2020-07-17,17,Illinois,96
1439,2020-08-02,17,Illinois,89
1440,2020-08-05,21,Kentucky,206
1441,2020-08-16,01,Alabama,93
1442,2020-10-10,34,New Jersey,56
1443,2020-09-09,15,Hawaii,34
1444,2020-10-27,05,Arkansas,77
1445,2020-08-27,55,Wisconsin,73
