location,location_name,date,orig_obs,issue_date,real_diff,relative_diff
US,US,2020-04-04,8097,2020-08-02,161,0.019883907620106212
US,US,2020-04-11,13746,2020-08-02,458,0.03331878364615161
US,US,2020-04-18,15665,2020-08-02,428,0.027322055537823173
US,US,2020-04-25,14075,2020-08-02,261,0.018543516873889877
US,US,2020-05-02,13164,2020-08-02,200,0.015192950470981464
US,US,2020-05-09,12295,2020-08-02,129,0.010492069947132981
US,US,2020-05-16,9916,2020-08-02,63,0.006353368293666801
US,US,2020-05-23,8254,2020-08-02,35,0.004240368306275745
US,US,2020-05-30,6632,2020-08-02,29,0.0043727382388419785
US,US,2020-06-06,6040,2020-08-02,23,0.0038079470198675498
US,US,2020-06-13,5266,2020-08-02,16,0.0030383592859855677
US,US,2020-06-20,4265,2020-08-02,6,0.001406799531066823
US,US,2020-06-27,5771,2020-08-02,-1861,-0.32247444117137414
US,US,2020-07-25,6341,2020-08-02,5,7.885191610156126e-4
11,District of Columbia,2020-08-01,3,2020-08-09,1,0.3333333333333333
18,Indiana,2020-05-02,329,2020-08-09,114,0.3465045592705167
18,Indiana,2020-05-09,375,2020-08-09,-114,-0.304
35,New Mexico,2020-05-23,43,2020-08-09,6,0.13953488372093023
35,New Mexico,2020-05-30,49,2020-08-09,-6,-0.12244897959183673
45,South Carolina,2020-06-06,52,2020-08-09,6,0.11538461538461539
45,South Carolina,2020-06-13,60,2020-08-09,-6,-0.1
48,Texas,2020-03-21,5,2020-08-09,1,0.2
48,Texas,2020-03-28,25,2020-08-09,8,0.32
48,Texas,2020-04-04,86,2020-08-09,10,0.11627906976744186
48,Texas,2020-04-11,150,2020-08-09,19,0.12666666666666668
48,Texas,2020-04-18,210,2020-08-09,15,0.07142857142857142
48,Texas,2020-04-25,162,2020-08-09,29,0.17901234567901234
48,Texas,2020-05-02,225,2020-08-09,-12,-0.05333333333333334
48,Texas,2020-05-09,203,2020-08-09,-4,-0.019704433497536946
48,Texas,2020-05-16,252,2020-08-09,-1,-0.003968253968253968
48,Texas,2020-05-23,160,2020-08-09,10,0.0625
48,Texas,2020-05-30,179,2020-08-09,37,0.20670391061452514
48,Texas,2020-06-06,176,2020-08-09,12,0.06818181818181818
48,Texas,2020-06-13,138,2020-08-09,30,0.21739130434782608
48,Texas,2020-06-20,212,2020-08-09,18,0.08490566037735849
48,Texas,2020-06-27,205,2020-08-09,43,0.2097560975609756
48,Texas,2020-07-04,232,2020-08-09,116,0.5
48,Texas,2020-07-11,518,2020-08-09,169,0.32625482625482627
48,Texas,2020-07-18,801,2020-08-09,137,0.17103620474406991
48,Texas,2020-07-25,1051,2020-08-09,78,0.07421503330161751
48,Texas,2020-08-01,1875,2020-08-09,-4,-0.0021333333333333334
US,US,2020-03-21,404,2020-08-09,1,0.0024752475247524753
US,US,2020-03-28,2524,2020-08-09,8,0.003169572107765452
US,US,2020-04-04,8258,2020-08-09,10,0.001210946960523129
US,US,2020-04-11,14204,2020-08-09,19,0.0013376513658124472
US,US,2020-04-18,16093,2020-08-09,15,9.320822717951905e-4
US,US,2020-04-25,14336,2020-08-09,29,0.0020228794642857145
US,US,2020-05-02,13364,2020-08-09,102,0.007632445375636037
US,US,2020-05-09,12424,2020-08-09,-118,-0.009497746297488731
US,US,2020-05-16,9979,2020-08-09,-1,-1.002104419280489e-4
US,US,2020-05-23,8289,2020-08-09,16,0.0019302690312462299
US,US,2020-05-30,6661,2020-08-09,31,0.0046539558624831105
US,US,2020-06-06,6063,2020-08-09,18,0.0029688273132112814
US,US,2020-06-13,5282,2020-08-09,24,0.004543733434305188
US,US,2020-06-20,4271,2020-08-09,18,0.00421446967923203
US,US,2020-06-27,3910,2020-08-09,43,0.010997442455242966
US,US,2020-07-04,3569,2020-08-09,116,0.032502101428971704
US,US,2020-07-11,5088,2020-08-09,169,0.033215408805031446
US,US,2020-07-18,5342,2020-08-09,137,0.02564582553350805
US,US,2020-07-25,6346,2020-08-09,78,0.01229120705956508
US,US,2020-08-01,7982,2020-08-09,-3,-3.7584565271861687e-4
48,Texas,2020-08-22,1313,2020-08-30,-3,-0.002284843869002285
US,US,2020-08-22,6872,2020-08-30,-3,-4.3655413271245633e-4
36,New York,2020-03-28,1406,2020-09-06,-109,-0.077524893314367
36,New York,2020-04-04,4509,2020-09-06,-315,-0.06986027944111776
36,New York,2020-04-11,6667,2020-09-06,419,0.06284685765711714
36,New York,2020-04-18,6459,2020-09-06,-1056,-0.1634928007431491
36,New York,2020-04-25,3275,2020-09-06,1055,0.32213740458015266
36,New York,2020-05-02,2700,2020-09-06,-4,-0.0014814814814814814
36,New York,2020-05-09,2255,2020-09-06,-2,-8.869179600886918e-4
36,New York,2020-05-23,914,2020-09-06,273,0.2986870897155361
36,New York,2020-05-30,658,2020-09-06,-41,-0.06231003039513678
36,New York,2020-06-06,545,2020-09-06,-53,-0.09724770642201835
36,New York,2020-06-13,467,2020-09-06,-40,-0.08565310492505353
36,New York,2020-06-20,262,2020-09-06,-13,-0.04961832061068702
36,New York,2020-06-27,235,2020-09-06,-1,-0.00425531914893617
36,New York,2020-07-04,219,2020-09-06,-64,-0.2922374429223744
36,New York,2020-07-11,186,2020-09-06,-12,-0.06451612903225806
36,New York,2020-07-18,135,2020-09-06,-18,-0.13333333333333333
36,New York,2020-07-25,130,2020-09-06,-15,-0.11538461538461539
36,New York,2020-08-01,86,2020-09-06,-14,-0.16279069767441862
36,New York,2020-08-08,74,2020-09-06,-5,-0.06756756756756757
36,New York,2020-08-15,65,2020-09-06,-9,-0.13846153846153847
36,New York,2020-08-22,38,2020-09-06,-8,-0.21052631578947367
36,New York,2020-08-29,67,2020-09-06,-15,-0.22388059701492538
US,US,2020-03-28,2532,2020-09-06,-109,-0.043048973143759876
US,US,2020-04-04,8268,2020-09-06,-315,-0.038098693759071114
US,US,2020-04-11,14223,2020-09-06,419,0.029459326443085142
US,US,2020-04-18,16108,2020-09-06,-1056,-0.06555748696299975
US,US,2020-04-25,14365,2020-09-06,1055,0.07344239470936303
US,US,2020-05-02,13466,2020-09-06,-4,-2.970444081390168e-4
US,US,2020-05-09,12306,2020-09-06,-2,-1.6252234682268812e-4
US,US,2020-05-23,8305,2020-09-06,273,0.03287176399759181
US,US,2020-05-30,6692,2020-09-06,-41,-0.006126718469814704
US,US,2020-06-06,6081,2020-09-06,-53,-0.008715671764512416
US,US,2020-06-13,5306,2020-09-06,-40,-0.007538635506973238
US,US,2020-06-20,4289,2020-09-06,-13,-0.003031009559337841
US,US,2020-06-27,3953,2020-09-06,-1,-2.5297242600556537e-4
US,US,2020-07-04,3685,2020-09-06,-64,-0.017367706919945727
US,US,2020-07-11,5257,2020-09-06,-12,-0.002282670724747955
US,US,2020-07-18,5479,2020-09-06,-18,-0.003285271034860376
US,US,2020-07-25,6424,2020-09-06,-15,-0.0023349937733499375
US,US,2020-08-01,7979,2020-09-06,-14,-0.0017546058403308685
US,US,2020-08-08,7264,2020-09-06,-5,-6.883259911894273e-4
US,US,2020-08-15,7058,2020-09-06,-9,-0.0012751487673561916
US,US,2020-08-22,6869,2020-09-06,-8,-0.001164652787887611
US,US,2020-08-29,6411,2020-09-06,-15,-0.002339728591483388
04,Arizona,2020-09-19,136,2020-09-27,16,0.11764705882352941
41,Oregon,2020-09-19,16,2020-09-27,4,0.25
55,Wisconsin,2020-09-19,29,2020-09-27,3,0.10344827586206896
US,US,2020-09-19,5566,2020-09-27,23,0.004132231404958678
44,Rhode Island,2020-03-21,0,2020-10-18,1,1
44,Rhode Island,2020-03-28,2,2020-10-18,-1,-0.5
44,Rhode Island,2020-04-04,15,2020-10-18,4,0.26666666666666666
44,Rhode Island,2020-04-11,39,2020-10-18,3,0.07692307692307693
44,Rhode Island,2020-04-18,81,2020-10-18,-10,-0.12345679012345678
44,Rhode Island,2020-04-25,78,2020-10-18,3,0.038461538461538464
44,Rhode Island,2020-05-02,81,2020-10-18,80,0.9876543209876543
44,Rhode Island,2020-05-09,122,2020-10-18,-18,-0.14754098360655737
44,Rhode Island,2020-05-16,71,2020-10-18,-3,-0.04225352112676056
44,Rhode Island,2020-05-23,108,2020-10-18,-37,-0.3425925925925926
44,Rhode Island,2020-05-30,114,2020-10-18,-22,-0.19298245614035087
44,Rhode Island,2020-06-06,61,2020-10-18,100,1.639344262295082
44,Rhode Island,2020-06-13,61,2020-10-18,-50,-0.819672131147541
44,Rhode Island,2020-06-20,61,2020-10-18,-36,-0.5901639344262295
44,Rhode Island,2020-06-27,33,2020-10-18,-14,-0.42424242424242425
44,Rhode Island,2020-07-04,33,2020-10-18,20,0.6060606060606061
44,Rhode Island,2020-07-11,16,2020-10-18,-9,-0.5625
44,Rhode Island,2020-07-18,14,2020-10-18,-10,-0.7142857142857143
44,Rhode Island,2020-07-25,12,2020-10-18,-1,-0.08333333333333333
44,Rhode Island,2020-08-01,5,2020-10-18,13,2.6
44,Rhode Island,2020-08-08,7,2020-10-18,-2,-0.2857142857142857
44,Rhode Island,2020-08-15,7,2020-10-18,-5,-0.7142857142857143
44,Rhode Island,2020-08-22,9,2020-10-18,2,0.2222222222222222
44,Rhode Island,2020-08-29,16,2020-10-18,-8,-0.5
44,Rhode Island,2020-09-05,9,2020-10-18,14,1.5555555555555556
44,Rhode Island,2020-09-12,16,2020-10-18,-14,-0.875
US,US,2020-03-21,405,2020-10-18,1,0.0024691358024691358
US,US,2020-03-28,2423,2020-10-18,-1,-4.127115146512588e-4
US,US,2020-04-04,7953,2020-10-18,4,5.029548598013328e-4
US,US,2020-04-11,14642,2020-10-18,3,2.0489004234394207e-4
US,US,2020-04-18,15052,2020-10-18,-10,-6.643635397289397e-4
US,US,2020-04-25,15420,2020-10-18,3,1.945525291828794e-4
US,US,2020-05-02,13462,2020-10-18,80,0.005942653394740751
US,US,2020-05-09,12304,2020-10-18,-18,-0.0014629388816644994
US,US,2020-05-16,9978,2020-10-18,-3,-3.006614552014432e-4
US,US,2020-05-23,8578,2020-10-18,-37,-0.004313359757519235
US,US,2020-05-30,6651,2020-10-18,-22,-0.003307773267177868
US,US,2020-06-06,6028,2020-10-18,100,0.0165892501658925
US,US,2020-06-13,5266,2020-10-18,-50,-0.0094948727687049
US,US,2020-06-20,4276,2020-10-18,-36,-0.00841908325537886
US,US,2020-06-27,3952,2020-10-18,-14,-0.00354251012145749
US,US,2020-07-04,3621,2020-10-18,20,0.005523336095001381
US,US,2020-07-11,5245,2020-10-18,-9,-0.0017159199237368923
US,US,2020-07-18,5461,2020-10-18,-10,-0.0018311664530305805
US,US,2020-07-25,6409,2020-10-18,-1,-1.5603058199407084e-4
US,US,2020-08-01,7965,2020-10-18,13,0.0016321406151914627
US,US,2020-08-08,7259,2020-10-18,-2,-2.7552004408320705e-4
US,US,2020-08-15,7049,2020-10-18,-5,-7.093204709887927e-4
US,US,2020-08-22,6861,2020-10-18,2,2.915026963999417e-4
US,US,2020-08-29,6396,2020-10-18,-8,-0.0012507817385866166
US,US,2020-09-05,5824,2020-10-18,14,0.002403846153846154
US,US,2020-09-12,5155,2020-10-18,-14,-0.0027158098933074684
51,Virginia,2020-09-19,266,2020-11-01,2,0.007518796992481203
51,Virginia,2020-10-03,125,2020-11-01,1,0.008
51,Virginia,2020-10-24,155,2020-11-01,1,0.0064516129032258064
US,US,2020-09-19,5589,2020-11-01,2,3.578457684737878e-4
US,US,2020-10-03,4894,2020-11-01,1,2.043318348998774e-4
US,US,2020-10-24,5603,2020-11-01,1,1.784758165268606e-4
17,Illinois,2020-10-31,243,2020-11-08,46,0.18930041152263374
32,Nevada,2020-10-24,32,2020-11-08,4,0.125
US,US,2020-10-24,5604,2020-11-08,4,7.137758743754461e-4
US,US,2020-10-31,5655,2020-11-08,46,0.008134394341290893
13,Georgia,2020-11-07,214,2020-11-15,454,2.121495327102804
36,New York,2020-09-26,44,2020-11-15,161,3.659090909090909
36,New York,2020-10-03,72,2020-11-15,17,0.2361111111111111
36,New York,2020-10-10,96,2020-11-15,-5,-0.052083333333333336
36,New York,2020-10-17,54,2020-11-15,27,0.5
36,New York,2020-10-24,71,2020-11-15,16,0.22535211267605634
36,New York,2020-10-31,93,2020-11-15,3,0.03225806451612903
36,New York,2020-11-07,169,2020-11-15,-15,-0.08875739644970414
55,Wisconsin,2020-03-28,13,2020-11-15,5,0.38461538461538464
55,Wisconsin,2020-04-04,37,2020-11-15,43,1.162162162162162
55,Wisconsin,2020-04-11,83,2020-11-15,-8,-0.0963855421686747
55,Wisconsin,2020-04-18,75,2020-11-15,-3,-0.04
55,Wisconsin,2020-04-25,54,2020-11-15,-4,-0.07407407407407407
55,Wisconsin,2020-05-02,68,2020-11-15,7,0.10294117647058823
55,Wisconsin,2020-05-09,64,2020-11-15,-4,-0.0625
55,Wisconsin,2020-05-16,55,2020-11-15,-1,-0.01818181818181818
55,Wisconsin,2020-05-23,54,2020-11-15,14,0.25925925925925924
55,Wisconsin,2020-05-30,81,2020-11-15,8,0.09876543209876543
55,Wisconsin,2020-06-06,57,2020-11-15,-12,-0.21052631578947367
55,Wisconsin,2020-06-13,46,2020-11-15,-2,-0.043478260869565216
55,Wisconsin,2020-06-20,53,2020-11-15,-15,-0.2830188679245283
55,Wisconsin,2020-06-27,33,2020-11-15,2,0.06060606060606061
55,Wisconsin,2020-07-04,19,2020-11-15,1,0.05263157894736842
55,Wisconsin,2020-07-11,25,2020-11-15,-5,-0.2
55,Wisconsin,2020-07-18,22,2020-11-15,10,0.45454545454545453
55,Wisconsin,2020-07-25,48,2020-11-15,6,0.125
55,Wisconsin,2020-08-01,56,2020-11-15,-8,-0.14285714285714285
55,Wisconsin,2020-08-08,49,2020-11-15,13,0.2653061224489796
55,Wisconsin,2020-08-15,42,2020-11-15,9,0.21428571428571427
55,Wisconsin,2020-08-22,43,2020-11-15,-6,-0.13953488372093023
55,Wisconsin,2020-08-29,38,2020-11-15,9,0.23684210526315788
55,Wisconsin,2020-09-05,49,2020-11-15,-9,-0.1836734693877551
55,Wisconsin,2020-09-12,41,2020-11-15,2,0.04878048780487805
55,Wisconsin,2020-09-19,32,2020-11-15,3,0.09375
55,Wisconsin,2020-09-26,40,2020-11-15,21,0.525
55,Wisconsin,2020-10-03,91,2020-11-15,-5,-0.054945054945054944
55,Wisconsin,2020-10-10,86,2020-11-15,39,0.45348837209302323
55,Wisconsin,2020-10-17,116,2020-11-15,77,0.6637931034482759
55,Wisconsin,2020-10-24,196,2020-11-15,82,0.41836734693877553
55,Wisconsin,2020-10-31,261,2020-11-15,39,0.14942528735632185
55,Wisconsin,2020-11-07,270,2020-11-15,-61,-0.22592592592592592
US,US,2020-03-28,2422,2020-11-15,5,0.002064409578860446
US,US,2020-04-04,7957,2020-11-15,43,0.005404046751288174
US,US,2020-04-11,14645,2020-11-15,-8,-5.462615227039945e-4
US,US,2020-04-18,15042,2020-11-15,-3,-1.9944156362185878e-4
US,US,2020-04-25,15423,2020-11-15,-4,-2.5935291447837645e-4
US,US,2020-05-02,13542,2020-11-15,7,5.169103529759268e-4
US,US,2020-05-09,12286,2020-11-15,-4,-3.2557382386456127e-4
US,US,2020-05-16,9975,2020-11-15,-1,-1.0025062656641604e-4
US,US,2020-05-23,8541,2020-11-15,14,0.001639152324083831
US,US,2020-05-30,6629,2020-11-15,8,0.0012068185246643535
US,US,2020-06-06,6128,2020-11-15,-12,-0.0019582245430809398
US,US,2020-06-13,5216,2020-11-15,-2,-3.834355828220859e-4
US,US,2020-06-20,4240,2020-11-15,-15,-0.003537735849056604
US,US,2020-06-27,3938,2020-11-15,2,5.078720162519045e-4
US,US,2020-07-04,3641,2020-11-15,1,2.7464982147761604e-4
US,US,2020-07-11,5236,2020-11-15,-5,-9.549274255156608e-4
US,US,2020-07-18,5451,2020-11-15,10,0.00183452577508714
US,US,2020-07-25,6408,2020-11-15,6,9.363295880149813e-4
US,US,2020-08-01,7978,2020-11-15,-8,-0.001002757583354224
US,US,2020-08-08,7257,2020-11-15,13,0.0017913738459418493
US,US,2020-08-15,7044,2020-11-15,9,0.0012776831345826234
US,US,2020-08-22,6863,2020-11-15,-6,-8.742532420224392e-4
US,US,2020-08-29,6388,2020-11-15,9,0.001408891671884784
US,US,2020-09-05,5838,2020-11-15,-9,-0.001541623843782117
US,US,2020-09-12,5141,2020-11-15,2,3.8902937171756465e-4
US,US,2020-09-19,5591,2020-11-15,3,5.365766410302271e-4
US,US,2020-09-26,5208,2020-11-15,182,0.03494623655913978
US,US,2020-10-03,4895,2020-11-15,12,0.0024514811031664963
US,US,2020-10-10,4986,2020-11-15,34,0.00681909346169274
US,US,2020-10-17,4916,2020-11-15,104,0.02115541090317331
US,US,2020-10-24,5608,2020-11-15,98,0.01747503566333809
US,US,2020-10-31,5701,2020-11-15,42,0.007367128573934397
US,US,2020-11-07,6515,2020-11-15,378,0.0580199539524175
48,Texas,2020-04-04,96,2020-11-22,1,0.010416666666666666
48,Texas,2020-04-11,169,2020-11-22,1,0.005917159763313609
48,Texas,2020-04-18,225,2020-11-22,-2,-0.008888888888888889
48,Texas,2020-04-25,191,2020-11-22,2,0.010471204188481676
48,Texas,2020-05-02,213,2020-11-22,-2,-0.009389671361502348
48,Texas,2020-05-16,251,2020-11-22,1,0.00398406374501992
48,Texas,2020-05-23,170,2020-11-22,1,0.0058823529411764705
48,Texas,2020-06-06,188,2020-11-22,1,0.005319148936170213
48,Texas,2020-06-20,230,2020-11-22,-1,-0.004347826086956522
48,Texas,2020-06-27,248,2020-11-22,3,0.012096774193548387
48,Texas,2020-07-04,348,2020-11-22,2,0.005747126436781609
48,Texas,2020-07-11,687,2020-11-22,1,0.001455604075691412
48,Texas,2020-07-18,938,2020-11-22,5,0.005330490405117271
48,Texas,2020-07-25,1129,2020-11-22,-6,-0.005314437555358724
48,Texas,2020-08-01,1871,2020-11-22,-1,-5.344735435595938e-4
48,Texas,2020-08-08,1482,2020-11-22,-2,-0.001349527665317139
48,Texas,2020-08-15,1210,2020-11-22,1,8.264462809917355e-4
48,Texas,2020-08-22,1310,2020-11-22,-1,-7.633587786259542e-4
48,Texas,2020-09-05,969,2020-11-22,2,0.0020639834881320948
48,Texas,2020-09-12,756,2020-11-22,2,0.0026455026455026454
48,Texas,2020-09-26,656,2020-11-22,5,0.007621951219512195
48,Texas,2020-10-10,648,2020-11-22,-13,-0.020061728395061727
48,Texas,2020-10-17,497,2020-11-22,5,0.01006036217303823
48,Texas,2020-10-24,475,2020-11-22,-4,-0.008421052631578947
48,Texas,2020-10-31,550,2020-11-22,-3,-0.005454545454545455
48,Texas,2020-11-07,681,2020-11-22,-3,-0.004405286343612335
48,Texas,2020-11-14,772,2020-11-22,-2,-0.0025906735751295338
US,US,2020-04-04,8000,2020-11-22,1,1.25e-4
US,US,2020-04-11,14637,2020-11-22,1,6.832001093120175e-5
US,US,2020-04-18,15039,2020-11-22,-2,-1.3298756566261055e-4
US,US,2020-04-25,15419,2020-11-22,2,1.2971009793112393e-4
US,US,2020-05-02,13549,2020-11-22,-2,-1.4761236991659902e-4
US,US,2020-05-16,9974,2020-11-22,1,1.0026067776218167e-4
US,US,2020-05-23,8555,2020-11-22,1,1.168907071887785e-4
US,US,2020-06-06,6116,2020-11-22,1,1.6350555918901244e-4
US,US,2020-06-20,4225,2020-11-22,-1,-2.3668639053254438e-4
US,US,2020-06-27,3940,2020-11-22,3,7.614213197969543e-4
US,US,2020-07-04,3642,2020-11-22,2,5.491488193300384e-4
US,US,2020-07-11,5231,2020-11-22,1,1.9116803670426305e-4
US,US,2020-07-18,5461,2020-11-22,5,9.155832265152902e-4
US,US,2020-07-25,6414,2020-11-22,-6,-9.354536950420954e-4
