location,location_name,date,orig_obs,issue_date,real_diff,relative_diff
21,Kentucky,2020-11-20,353,2020-11-29,6,0.0169971671388102
22,Louisiana,2020-11-20,143,2020-11-29,-1,-0.006993006993006993
23,Maine,2020-11-20,12,2020-11-29,-5,-0.4166666666666667
26,Michigan,2020-11-20,501,2020-11-29,-10,-0.01996007984031936
27,Minnesota,2020-11-20,213,2020-11-29,-2,-0.009389671361502348
29,Missouri,2020-11-20,374,2020-11-29,-32,-0.0855614973262032
30,Montana,2020-11-20,88,2020-11-29,1,0.011363636363636364
37,North Carolina,2020-11-20,230,2020-11-29,-1,-0.004347826086956522
38,North Dakota,2020-11-20,40,2020-11-29,11,0.275
31,Nebraska,2020-11-20,108,2020-11-29,2,0.018518518518518517
34,New Jersey,2020-11-20,362,2020-11-29,1,0.0027624309392265192
32,Nevada,2020-11-20,141,2020-11-29,-29,-0.20567375886524822
36,New York,2020-11-20,652,2020-11-29,-2,-0.003067484662576687
39,Ohio,2020-11-20,700,2020-11-29,-10,-0.014285714285714285
40,Oklahoma,2020-11-20,352,2020-11-29,26,0.07386363636363637
41,Oregon,2020-11-20,62,2020-11-29,-1,-0.016129032258064516
42,Pennsylvania,2020-11-20,512,2020-11-29,33,0.064453125
72,Puerto Rico,2020-11-20,54,2020-11-29,-2,-0.037037037037037035
45,South Carolina,2020-11-20,87,2020-11-29,-2,-0.022988505747126436
46,South Dakota,2020-11-20,69,2020-11-29,-2,-0.028985507246376812
47,Tennessee,2020-11-20,261,2020-11-29,15,0.05747126436781609
48,Texas,2020-11-20,1264,2020-11-29,-29,-0.022943037974683545
49,Utah,2020-11-20,83,2020-11-29,-1,-0.012048192771084338
51,Virginia,2020-11-20,125,2020-11-29,12,0.096
53,Washington,2020-11-20,97,2020-11-29,2,0.020618556701030927
55,Wisconsin,2020-11-20,427,2020-11-29,2,0.00468384074941452
54,West Virginia,2020-11-20,78,2020-11-29,-1,-0.01282051282051282
56,Wyoming,2020-11-20,42,2020-11-29,2,0.047619047619047616
05,Arkansas,2020-11-19,130,2020-11-29,-5,-0.038461538461538464
04,Arizona,2020-11-19,286,2020-11-29,-2,-0.006993006993006993
06,California,2020-11-19,819,2020-11-29,-31,-0.03785103785103785
08,Colorado,2020-11-19,303,2020-11-29,-28,-0.0924092409240924
11,District of Columbia,2020-11-19,12,2020-11-29,-1,-0.08333333333333333
16,Idaho,2020-11-19,63,2020-11-29,4,0.06349206349206349
17,Illinois,2020-11-19,682,2020-11-29,-2,-0.002932551319648094
20,Kansas,2020-11-19,183,2020-11-29,7,0.03825136612021858
24,Maryland,2020-11-19,184,2020-11-29,-1,-0.005434782608695652
29,Missouri,2020-11-19,371,2020-11-29,-2,-0.005390835579514825
34,New Jersey,2020-11-19,337,2020-11-29,-1,-0.002967359050445104
36,New York,2020-11-19,596,2020-11-29,4,0.006711409395973154
40,Oklahoma,2020-11-19,370,2020-11-29,-1,-0.002702702702702703
42,Pennsylvania,2020-11-19,517,2020-11-29,1,0.0019342359767891683
45,South Carolina,2020-11-19,81,2020-11-29,2,0.024691358024691357
48,Texas,2020-11-19,1206,2020-11-29,-40,-0.03316749585406302
49,Utah,2020-11-19,91,2020-11-29,2,0.02197802197802198
51,Virginia,2020-11-19,133,2020-11-29,1,0.007518796992481203
05,Arkansas,2020-11-18,155,2020-11-29,-7,-0.04516129032258064
04,Arizona,2020-11-18,246,2020-11-29,-6,-0.024390243902439025
06,California,2020-11-18,721,2020-11-29,-32,-0.044382801664355064
08,Colorado,2020-11-18,303,2020-11-29,-7,-0.0231023102310231
09,Connecticut,2020-11-18,95,2020-11-29,1,0.010526315789473684
18,Indiana,2020-11-18,348,2020-11-29,-6,-0.017241379310344827
20,Kansas,2020-11-18,162,2020-11-29,-2,-0.012345679012345678
21,Kentucky,2020-11-18,340,2020-11-29,-1,-0.0029411764705882353
29,Missouri,2020-11-18,352,2020-11-29,-1,-0.002840909090909091
38,North Dakota,2020-11-18,52,2020-11-29,17,0.3269230769230769
36,New York,2020-11-18,494,2020-11-29,93,0.1882591093117409
40,Oklahoma,2020-11-18,352,2020-11-29,-1,-0.002840909090909091
05,Arkansas,2020-11-17,139,2020-11-29,-7,-0.050359712230215826
04,Arizona,2020-11-17,230,2020-11-29,-3,-0.013043478260869565
06,California,2020-11-17,718,2020-11-29,-32,-0.04456824512534819
08,Colorado,2020-11-17,281,2020-11-29,-8,-0.028469750889679714
17,Illinois,2020-11-17,675,2020-11-29,-3,-0.0044444444444444444
28,Mississippi,2020-11-17,102,2020-11-29,-3,-0.029411764705882353
30,Montana,2020-11-17,92,2020-11-29,-1,-0.010869565217391304
38,North Dakota,2020-11-17,46,2020-11-29,19,0.41304347826086957
36,New York,2020-11-17,468,2020-11-29,93,0.1987179487179487
42,Pennsylvania,2020-11-17,455,2020-11-29,12,0.026373626373626374
05,Arkansas,2020-11-16,133,2020-11-29,-1,-0.007518796992481203
04,Arizona,2020-11-16,228,2020-11-29,-2,-0.008771929824561403
06,California,2020-11-16,688,2020-11-29,-53,-0.07703488372093023
08,Colorado,2020-11-16,283,2020-11-29,-8,-0.028268551236749116
09,Connecticut,2020-11-16,122,2020-11-29,-7,-0.05737704918032787
12,Florida,2020-11-16,600,2020-11-29,-7,-0.011666666666666667
38,North Dakota,2020-11-16,51,2020-11-29,12,0.23529411764705882
36,New York,2020-11-16,484,2020-11-29,1,0.002066115702479339
05,Arkansas,2020-11-15,117,2020-11-29,-5,-0.042735042735042736
04,Arizona,2020-11-15,191,2020-11-29,-4,-0.020942408376963352
06,California,2020-11-15,595,2020-11-29,-60,-0.10084033613445378
08,Colorado,2020-11-15,215,2020-11-29,-4,-0.018604651162790697
38,North Dakota,2020-11-15,46,2020-11-29,9,0.1956521739130435
05,Arkansas,2020-11-14,123,2020-11-29,-3,-0.024390243902439025
04,Arizona,2020-11-14,196,2020-11-29,-1,-0.00510204081632653
06,California,2020-11-14,571,2020-11-29,-23,-0.040280210157618214
08,Colorado,2020-11-14,217,2020-11-29,-3,-0.013824884792626729
09,Connecticut,2020-11-14,86,2020-11-29,-4,-0.046511627906976744
21,Kentucky,2020-11-14,355,2020-11-29,-1,-0.0028169014084507044
38,North Dakota,2020-11-14,40,2020-11-29,18,0.45
31,Nebraska,2020-11-14,119,2020-11-29,1,0.008403361344537815
05,Arkansas,2020-11-13,119,2020-11-29,-5,-0.04201680672268908
04,Arizona,2020-11-13,202,2020-11-29,-9,-0.04455445544554455
06,California,2020-11-13,580,2020-11-29,-36,-0.06206896551724138
08,Colorado,2020-11-13,246,2020-11-29,-10,-0.04065040650406504
09,Connecticut,2020-11-13,122,2020-11-29,-5,-0.040983606557377046
38,North Dakota,2020-11-13,44,2020-11-29,13,0.29545454545454547
31,Nebraska,2020-11-13,113,2020-11-29,1,0.008849557522123894
02,Alaska,2020-11-12,18,2020-11-29,-2,-0.1111111111111111
05,Arkansas,2020-11-12,126,2020-11-29,-8,-0.06349206349206349
04,Arizona,2020-11-12,172,2020-11-29,-5,-0.029069767441860465
06,California,2020-11-12,545,2020-11-29,-45,-0.08256880733944955
08,Colorado,2020-11-12,211,2020-11-29,-4,-0.018957345971563982
09,Connecticut,2020-11-12,96,2020-11-29,-8,-0.08333333333333333
17,Illinois,2020-11-12,623,2020-11-29,1,0.0016051364365971107
20,Kansas,2020-11-12,149,2020-11-29,1,0.006711409395973154
21,Kentucky,2020-11-12,370,2020-11-29,-2,-0.005405405405405406
29,Missouri,2020-11-12,334,2020-11-29,2,0.005988023952095809
28,Mississippi,2020-11-12,72,2020-11-29,-1,-0.013888888888888888
42,Pennsylvania,2020-11-12,400,2020-11-29,-2,-0.005
45,South Carolina,2020-11-12,74,2020-11-29,-2,-0.02702702702702703
05,Arkansas,2020-11-11,139,2020-11-29,-4,-0.02877697841726619
04,Arizona,2020-11-11,170,2020-11-29,-2,-0.011764705882352941
06,California,2020-11-11,583,2020-11-29,-36,-0.06174957118353345
08,Colorado,2020-11-11,231,2020-11-29,-6,-0.025974025974025976
09,Connecticut,2020-11-11,106,2020-11-29,-5,-0.04716981132075472
38,North Dakota,2020-11-11,45,2020-11-29,21,0.4666666666666667
05,Arkansas,2020-11-10,113,2020-11-29,-7,-0.061946902654867256
04,Arizona,2020-11-10,174,2020-11-29,-1,-0.005747126436781609
06,California,2020-11-10,479,2020-11-29,-23,-0.04801670146137787
08,Colorado,2020-11-10,229,2020-11-29,-7,-0.03056768558951965
38,North Dakota,2020-11-10,54,2020-11-29,10,0.18518518518518517
05,Arkansas,2020-11-09,121,2020-11-29,-10,-0.08264462809917356
04,Arizona,2020-11-09,177,2020-11-29,-1,-0.005649717514124294
06,California,2020-11-09,508,2020-11-29,-26,-0.051181102362204724
08,Colorado,2020-11-09,232,2020-11-29,-7,-0.03017241379310345
38,North Dakota,2020-11-09,49,2020-11-29,17,0.3469387755102041
05,Arkansas,2020-11-08,102,2020-11-29,-11,-0.10784313725490197
04,Arizona,2020-11-08,160,2020-11-29,-1,-0.00625
06,California,2020-11-08,373,2020-11-29,-16,-0.04289544235924933
08,Colorado,2020-11-08,188,2020-11-29,-1,-0.005319148936170213
09,Connecticut,2020-11-08,78,2020-11-29,-3,-0.038461538461538464
38,North Dakota,2020-11-08,37,2020-11-29,14,0.3783783783783784
05,Arkansas,2020-11-07,97,2020-11-29,-7,-0.07216494845360824
04,Arizona,2020-11-07,164,2020-11-29,-2,-0.012195121951219513
06,California,2020-11-07,410,2020-11-29,-22,-0.05365853658536585
08,Colorado,2020-11-07,215,2020-11-29,-1,-0.004651162790697674
38,North Dakota,2020-11-07,34,2020-11-29,15,0.4411764705882353
05,Arkansas,2020-11-06,111,2020-11-29,-4,-0.036036036036036036
04,Arizona,2020-11-06,172,2020-11-29,-4,-0.023255813953488372
06,California,2020-11-06,431,2020-11-29,-35,-0.08120649651972157
08,Colorado,2020-11-06,180,2020-11-29,-9,-0.05
09,Connecticut,2020-11-06,84,2020-11-29,-2,-0.023809523809523808
38,North Dakota,2020-11-06,60,2020-11-29,20,0.3333333333333333
05,Arkansas,2020-11-05,125,2020-11-29,-1,-0.008
04,Arizona,2020-11-05,152,2020-11-29,-4,-0.02631578947368421
06,California,2020-11-05,429,2020-11-29,-35,-0.08158508158508158
08,Colorado,2020-11-05,188,2020-11-29,-4,-0.02127659574468085
09,Connecticut,2020-11-05,67,2020-11-29,-3,-0.04477611940298507
05,Arkansas,2020-11-04,99,2020-11-29,-2,-0.020202020202020204
06,California,2020-11-04,439,2020-11-29,-16,-0.03644646924829157
08,Colorado,2020-11-04,161,2020-11-29,-9,-0.055900621118012424
09,Connecticut,2020-11-04,58,2020-11-29,-7,-0.1206896551724138
38,North Dakota,2020-11-04,39,2020-11-29,17,0.4358974358974359
05,Arkansas,2020-11-03,86,2020-11-29,-6,-0.06976744186046512
04,Arizona,2020-11-03,121,2020-11-29,-1,-0.008264462809917356
06,California,2020-11-03,400,2020-11-29,-18,-0.045
08,Colorado,2020-11-03,139,2020-11-29,-2,-0.014388489208633094
38,North Dakota,2020-11-03,38,2020-11-29,18,0.47368421052631576
04,Arizona,2020-11-02,137,2020-11-29,-5,-0.0364963503649635
06,California,2020-11-02,442,2020-11-29,-31,-0.07013574660633484
08,Colorado,2020-11-02,169,2020-11-29,-7,-0.04142011834319527
38,North Dakota,2020-11-02,43,2020-11-29,15,0.3488372093023256
35,New Mexico,2020-11-02,66,2020-11-29,2,0.030303030303030304
36,New York,2020-11-02,253,2020-11-29,6,0.023715415019762844
05,Arkansas,2020-11-01,89,2020-11-29,-5,-0.056179775280898875
04,Arizona,2020-11-01,95,2020-11-29,-4,-0.042105263157894736
06,California,2020-11-01,385,2020-11-29,-27,-0.07012987012987013
08,Colorado,2020-11-01,146,2020-11-29,-3,-0.02054794520547945
09,Connecticut,2020-11-01,50,2020-11-29,-3,-0.06
38,North Dakota,2020-11-01,28,2020-11-29,13,0.4642857142857143
36,New York,2020-11-01,182,2020-11-29,6,0.03296703296703297
05,Arkansas,2020-10-31,70,2020-11-29,-4,-0.05714285714285714
04,Arizona,2020-10-31,108,2020-11-29,-2,-0.018518518518518517
06,California,2020-10-31,368,2020-11-29,-20,-0.05434782608695652
08,Colorado,2020-10-31,114,2020-11-29,-5,-0.043859649122807015
38,North Dakota,2020-10-31,21,2020-11-29,20,0.9523809523809523
36,New York,2020-10-31,167,2020-11-29,6,0.03592814371257485
05,Arkansas,2020-10-30,83,2020-11-29,-3,-0.03614457831325301
06,California,2020-10-30,356,2020-11-29,-23,-0.06460674157303371
08,Colorado,2020-10-30,137,2020-11-29,-2,-0.014598540145985401
38,North Dakota,2020-10-30,30,2020-11-29,14,0.4666666666666667
35,New Mexico,2020-10-30,72,2020-11-29,-4,-0.05555555555555555
36,New York,2020-10-30,173,2020-11-29,6,0.03468208092485549
05,Arkansas,2020-10-29,103,2020-11-29,-3,-0.02912621359223301
04,Arizona,2020-10-29,107,2020-11-29,-1,-0.009345794392523364
06,California,2020-10-29,452,2020-11-29,-31,-0.06858407079646017
08,Colorado,2020-10-29,117,2020-11-29,-4,-0.03418803418803419
09,Connecticut,2020-10-29,53,2020-11-29,-4,-0.07547169811320754
36,New York,2020-10-29,207,2020-11-29,6,0.028985507246376812
05,Arkansas,2020-10-28,95,2020-11-29,-5,-0.05263157894736842
06,California,2020-10-28,360,2020-11-29,-18,-0.05
08,Colorado,2020-10-28,120,2020-11-29,-1,-0.008333333333333333
09,Connecticut,2020-10-28,41,2020-11-29,-2,-0.04878048780487805
29,Missouri,2020-10-28,212,2020-11-29,-1,-0.0047169811320754715
38,North Dakota,2020-10-28,39,2020-11-29,11,0.28205128205128205
45,South Carolina,2020-10-28,84,2020-11-29,1,0.011904761904761904
05,Arkansas,2020-10-27,77,2020-11-29,-4,-0.05194805194805195
04,Arizona,2020-10-27,95,2020-11-29,-6,-0.06315789473684211
06,California,2020-10-27,376,2020-11-29,-23,-0.061170212765957445
08,Colorado,2020-10-27,112,2020-11-29,-1,-0.008928571428571428
09,Connecticut,2020-10-27,52,2020-11-29,-1,-0.019230769230769232
38,North Dakota,2020-10-27,32,2020-11-29,7,0.21875
35,New Mexico,2020-10-27,42,2020-11-29,1,0.023809523809523808
05,Arkansas,2020-10-26,94,2020-11-29,-3,-0.031914893617021274
04,Arizona,2020-10-26,89,2020-11-29,-1,-0.011235955056179775
06,California,2020-10-26,357,2020-11-29,-22,-0.06162464985994398
08,Colorado,2020-10-26,88,2020-11-29,-2,-0.022727272727272728
38,North Dakota,2020-10-26,34,2020-11-29,10,0.29411764705882354
05,Arkansas,2020-10-25,82,2020-11-29,-3,-0.036585365853658534
04,Arizona,2020-10-25,79,2020-11-29,-3,-0.0379746835443038
06,California,2020-10-25,302,2020-11-29,-14,-0.046357615894039736
08,Colorado,2020-10-25,76,2020-11-29,-3,-0.039473684210526314
38,North Dakota,2020-10-25,30,2020-11-29,14,0.4666666666666667
04,Arizona,2020-10-24,95,2020-11-29,-2,-0.021052631578947368
06,California,2020-10-24,325,2020-11-29,-12,-0.036923076923076927
08,Colorado,2020-10-24,95,2020-11-29,-5,-0.05263157894736842
38,North Dakota,2020-10-24,17,2020-11-29,12,0.7058823529411765
05,Arkansas,2020-10-23,98,2020-11-29,-3,-0.030612244897959183
04,Arizona,2020-10-23,115,2020-11-29,-1,-0.008695652173913044
06,California,2020-10-23,342,2020-11-29,-24,-0.07017543859649122
08,Colorado,2020-10-23,84,2020-11-29,-1,-0.011904761904761904
09,Connecticut,2020-10-23,44,2020-11-29,-4,-0.09090909090909091
38,North Dakota,2020-10-23,27,2020-11-29,11,0.4074074074074074
04,Arizona,2020-10-22,111,2020-11-29,-5,-0.04504504504504504
06,California,2020-10-22,355,2020-11-29,-17,-0.04788732394366197
08,Colorado,2020-10-22,91,2020-11-29,-3,-0.03296703296703297
04,Arizona,2020-10-21,98,2020-11-29,-2,-0.02040816326530612
06,California,2020-10-21,356,2020-11-29,-16,-0.0449438202247191
08,Colorado,2020-10-21,81,2020-11-29,-1,-0.012345679012345678
11,District of Columbia,2020-10-21,8,2020-11-29,-1,-0.125
38,North Dakota,2020-10-21,20,2020-11-29,17,0.85
04,Arizona,2020-10-20,87,2020-11-29,-1,-0.011494252873563218
06,California,2020-10-20,325,2020-11-29,-12,-0.036923076923076927
08,Colorado,2020-10-20,99,2020-11-29,-2,-0.020202020202020204
38,North Dakota,2020-10-20,32,2020-11-29,14,0.4375
04,Arizona,2020-10-19,91,2020-11-29,-2,-0.02197802197802198
06,California,2020-10-19,368,2020-11-29,-18,-0.04891304347826087
08,Colorado,2020-10-19,105,2020-11-29,-2,-0.01904761904761905
24,Maryland,2020-10-19,74,2020-11-29,6,0.08108108108108109
38,North Dakota,2020-10-19,24,2020-11-29,11,0.4583333333333333
05,Arkansas,2020-10-18,84,2020-11-29,-3,-0.03571428571428571
04,Arizona,2020-10-18,72,2020-11-29,-3,-0.041666666666666664
06,California,2020-10-18,320,2020-11-29,-19,-0.059375
08,Colorado,2020-10-18,74,2020-11-29,-1,-0.013513513513513514
38,North Dakota,2020-10-18,12,2020-11-29,8,0.6666666666666666
05,Arkansas,2020-10-17,92,2020-11-29,-3,-0.03260869565217391
04,Arizona,2020-10-17,91,2020-11-29,-1,-0.01098901098901099
06,California,2020-10-17,320,2020-11-29,-17,-0.053125
08,Colorado,2020-10-17,50,2020-11-29,-1,-0.02
38,North Dakota,2020-10-17,13,2020-11-29,9,0.6923076923076923
05,Arkansas,2020-10-16,87,2020-11-29,-2,-0.022988505747126436
06,California,2020-10-16,344,2020-11-29,-24,-0.06976744186046512
08,Colorado,2020-10-16,56,2020-11-29,-1,-0.017857142857142856
05,Arkansas,2020-10-15,101,2020-11-29,-4,-0.039603960396039604
04,Arizona,2020-10-15,95,2020-11-29,-6,-0.06315789473684211
06,California,2020-10-15,337,2020-11-29,-12,-0.03560830860534125
08,Colorado,2020-10-15,77,2020-11-29,-1,-0.012987012987012988
09,Connecticut,2020-10-15,30,2020-11-29,-1,-0.03333333333333333
38,North Dakota,2020-10-15,15,2020-11-29,14,0.9333333333333333
05,Arkansas,2020-10-14,105,2020-11-29,-8,-0.0761904761904762
04,Arizona,2020-10-14,74,2020-11-29,-8,-0.10810810810810811
06,California,2020-10-14,323,2020-11-29,-12,-0.03715170278637771
08,Colorado,2020-10-14,72,2020-11-29,-1,-0.013888888888888888
38,North Dakota,2020-10-14,21,2020-11-29,7,0.3333333333333333
05,Arkansas,2020-10-13,101,2020-11-29,-4,-0.039603960396039604
04,Arizona,2020-10-13,71,2020-11-29,-1,-0.014084507042253521
06,California,2020-10-13,366,2020-11-29,-17,-0.04644808743169399
08,Colorado,2020-10-13,71,2020-11-29,-1,-0.014084507042253521
38,North Dakota,2020-10-13,20,2020-11-29,7,0.35
35,New Mexico,2020-10-13,18,2020-11-29,1,0.05555555555555555
05,Arkansas,2020-10-12,112,2020-11-29,-3,-0.026785714285714284
04,Arizona,2020-10-12,84,2020-11-29,-1,-0.011904761904761904
06,California,2020-10-12,335,2020-11-29,-22,-0.06567164179104477
08,Colorado,2020-10-12,61,2020-11-29,-3,-0.04918032786885246
09,Connecticut,2020-10-12,22,2020-11-29,-2,-0.09090909090909091
11,District of Columbia,2020-10-12,9,2020-11-29,-2,-0.2222222222222222
38,North Dakota,2020-10-12,18,2020-11-29,6,0.3333333333333333
04,Arizona,2020-10-11,61,2020-11-29,-2,-0.03278688524590164
06,California,2020-10-11,291,2020-11-29,-20,-0.06872852233676977
38,North Dakota,2020-10-11,11,2020-11-29,7,0.6363636363636364
35,New Mexico,2020-10-11,29,2020-11-29,-1,-0.034482758620689655
05,Arkansas,2020-10-10,67,2020-11-29,-2,-0.029850746268656716
04,Arizona,2020-10-10,64,2020-11-29,-5,-0.078125
06,California,2020-10-10,321,2020-11-29,-20,-0.06230529595015576
38,North Dakota,2020-10-10,9,2020-11-29,11,1.2222222222222223
04,Arizona,2020-10-09,81,2020-11-29,-5,-0.06172839506172839
06,California,2020-10-09,336,2020-11-29,-24,-0.07142857142857142
08,Colorado,2020-10-09,49,2020-11-29,-1,-0.02040816326530612
38,North Dakota,2020-10-09,26,2020-11-29,15,0.5769230769230769
04,Arizona,2020-10-08,66,2020-11-29,-3,-0.045454545454545456
06,California,2020-10-08,335,2020-11-29,-20,-0.05970149253731343
08,Colorado,2020-10-08,51,2020-11-29,-1,-0.0196078431372549
09,Connecticut,2020-10-08,13,2020-11-29,-1,-0.07692307692307693
05,Arkansas,2020-10-07,105,2020-11-29,-1,-0.009523809523809525
04,Arizona,2020-10-07,66,2020-11-29,-2,-0.030303030303030304
06,California,2020-10-07,350,2020-11-29,-17,-0.04857142857142857
38,North Dakota,2020-10-07,14,2020-11-29,14,1
05,Arkansas,2020-10-06,87,2020-11-29,-3,-0.034482758620689655
04,Arizona,2020-10-06,70,2020-11-29,-2,-0.02857142857142857
06,California,2020-10-06,338,2020-11-29,-21,-0.0621301775147929
38,North Dakota,2020-10-06,26,2020-11-29,10,0.38461538461538464
05,Arkansas,2020-10-05,94,2020-11-29,-1,-0.010638297872340425
06,California,2020-10-05,347,2020-11-29,-20,-0.05763688760806916
38,North Dakota,2020-10-05,23,2020-11-29,9,0.391304347826087
36,New York,2020-10-05,170,2020-11-29,2,0.011764705882352941
04,Arizona,2020-10-04,66,2020-11-29,-2,-0.030303030303030304
06,California,2020-10-04,315,2020-11-29,-25,-0.07936507936507936
08,Colorado,2020-10-04,43,2020-11-29,-1,-0.023255813953488372
38,North Dakota,2020-10-04,17,2020-11-29,11,0.6470588235294118
06,California,2020-10-03,294,2020-11-29,-12,-0.04081632653061224
08,Colorado,2020-10-03,26,2020-11-29,-1,-0.038461538461538464
09,Connecticut,2020-10-03,23,2020-11-29,-1,-0.043478260869565216
38,North Dakota,2020-10-03,10,2020-11-29,8,0.8
05,Arkansas,2020-10-02,71,2020-11-29,-1,-0.014084507042253521
06,California,2020-10-02,328,2020-11-29,-21,-0.06402439024390244
08,Colorado,2020-10-02,31,2020-11-29,-1,-0.03225806451612903
09,Connecticut,2020-10-02,14,2020-11-29,-1,-0.07142857142857142
06,California,2020-08-14,635,2020-11-29,-39,-0.06141732283464567
11,District of Columbia,2020-08-14,11,2020-11-29,-1,-0.09090909090909091
38,North Dakota,2020-08-14,4,2020-11-29,4,1
04,Arizona,2020-08-13,114,2020-11-29,-1,-0.008771929824561403
06,California,2020-08-13,645,2020-11-29,-48,-0.07441860465116279
08,Colorado,2020-08-13,38,2020-11-29,-1,-0.02631578947368421
38,North Dakota,2020-08-13,3,2020-11-29,3,1
06,California,2020-08-12,564,2020-11-29,-25,-0.044326241134751775
08,Colorado,2020-08-12,33,2020-11-29,-3,-0.09090909090909091
09,Connecticut,2020-08-12,13,2020-11-29,-2,-0.15384615384615385
38,North Dakota,2020-08-12,7,2020-11-29,2,0.2857142857142857
06,California,2020-08-11,633,2020-11-29,-37,-0.05845181674565561
08,Colorado,2020-08-11,49,2020-11-29,-2,-0.04081632653061224
09,Connecticut,2020-08-11,9,2020-11-29,-1,-0.1111111111111111
38,North Dakota,2020-08-11,4,2020-11-29,1,0.25
04,Arizona,2020-08-10,114,2020-11-29,-6,-0.05263157894736842
06,California,2020-08-10,717,2020-11-29,-37,-0.05160390516039052
08,Colorado,2020-08-10,36,2020-11-29,-2,-0.05555555555555555
38,North Dakota,2020-08-10,7,2020-11-29,3,0.42857142857142855
