forecast_date,target,target_week_end_date,location_name,point,quantile_0.025,quantile_0.975
2020-04-13,2 wk ahead cum death,2020-04-25,US,46548,NA,NA
2020-04-13,1 wk ahead cum death,2020-04-18,Alabama,152,102,325
2020-04-13,2 wk ahead cum death,2020-04-25,Alabama,243,116,676
2020-04-13,3 wk ahead cum death,2020-05-02,Alabama,339,131,1151
2020-04-13,4 wk ahead cum death,2020-05-09,Alabama,428,142,1836
2020-04-13,1 wk ahead cum death,2020-04-18,Delaware,52,36,146
2020-04-13,2 wk ahead cum death,2020-04-25,Delaware,71,36,295
2020-04-13,3 wk ahead cum death,2020-05-02,Delaware,90,37,496
2020-04-13,4 wk ahead cum death,2020-05-09,Delaware,108,38,828
2020-04-13,1 wk ahead cum death,2020-04-18,District of Columbia,75,54,154
2020-04-13,2 wk ahead cum death,2020-04-25,District of Columbia,103,59,272
2020-04-13,3 wk ahead cum death,2020-05-02,District of Columbia,127,64,404
2020-04-13,4 wk ahead cum death,2020-05-09,District of Columbia,145,66,571
2020-04-13,1 wk ahead cum death,2020-04-18,Florida,796,573,1238
2020-04-13,2 wk ahead cum death,2020-04-25,Florida,1291,714,2505
2020-04-13,3 wk ahead cum death,2020-05-02,Florida,1873,858,4351
2020-04-13,4 wk ahead cum death,2020-05-09,Florida,2490,964,6744
2020-04-13,1 wk ahead cum death,2020-04-18,Georgia,717,488,1450
2020-04-13,2 wk ahead cum death,2020-04-25,Georgia,1108,596,2578
2020-04-13,3 wk ahead cum death,2020-05-02,Georgia,1543,708,3855
2020-04-13,4 wk ahead cum death,2020-05-09,Georgia,1973,805,5470
2020-04-13,1 wk ahead cum death,2020-04-18,Hawaii,18,10,53
2020-04-13,2 wk ahead cum death,2020-04-25,Hawaii,34,10,131
2020-04-13,3 wk ahead cum death,2020-05-02,Hawaii,45,10,191
2020-04-13,4 wk ahead cum death,2020-05-09,Hawaii,50,10,225
2020-04-13,1 wk ahead cum death,2020-04-18,Idaho,35,28,78
2020-04-13,2 wk ahead cum death,2020-04-25,Idaho,45,28,130
2020-04-13,3 wk ahead cum death,2020-05-02,Idaho,52,29,168
2020-04-13,4 wk ahead cum death,2020-05-09,Idaho,56,29,199
2020-04-13,1 wk ahead cum death,2020-04-18,Illinois,1174,830,2021
2020-04-13,2 wk ahead cum death,2020-04-25,Illinois,1678,954,3667
2020-04-13,3 wk ahead cum death,2020-05-02,Illinois,2177,1049,6152
2020-04-13,4 wk ahead cum death,2020-05-09,Illinois,2656,1108,10358
2020-04-13,1 wk ahead cum death,2020-04-18,Indiana,564,382,1116
2020-04-13,2 wk ahead cum death,2020-04-25,Indiana,801,434,1949
2020-04-13,3 wk ahead cum death,2020-05-02,Indiana,987,471,2827
2020-04-13,4 wk ahead cum death,2020-05-09,Indiana,1142,497,3990
2020-04-13,1 wk ahead cum death,2020-04-18,Iowa,72,45,182
2020-04-13,2 wk ahead cum death,2020-04-25,Iowa,127,55,400
2020-04-13,3 wk ahead cum death,2020-05-02,Iowa,198,69,677
2020-04-13,4 wk ahead cum death,2020-05-09,Iowa,279,86,985
2020-04-13,1 wk ahead cum death,2020-04-18,Alaska,11,8,30
2020-04-13,2 wk ahead cum death,2020-04-25,Alaska,15,8,55
2020-04-13,3 wk ahead cum death,2020-05-02,Alaska,19,8,80
2020-04-13,4 wk ahead cum death,2020-05-09,Alaska,21,8,104
2020-04-13,1 wk ahead cum death,2020-04-18,Kansas,91,58,260
2020-04-13,2 wk ahead cum death,2020-04-25,Kansas,148,65,547
2020-04-13,3 wk ahead cum death,2020-05-02,Kansas,213,76,908
2020-04-13,4 wk ahead cum death,2020-05-09,Kansas,275,82,1360
2020-04-13,1 wk ahead cum death,2020-04-18,Kentucky,190,110,410
2020-04-13,2 wk ahead cum death,2020-04-25,Kentucky,343,140,911
2020-04-13,3 wk ahead cum death,2020-05-02,Kentucky,526,171,1696
2020-04-13,4 wk ahead cum death,2020-05-09,Kentucky,723,194,3051
2020-04-13,1 wk ahead cum death,2020-04-18,Louisiana,993,852,1736
2020-04-13,2 wk ahead cum death,2020-04-25,Louisiana,1112,871,2625
2020-04-13,3 wk ahead cum death,2020-05-02,Louisiana,1191,879,3494
2020-04-13,4 wk ahead cum death,2020-05-09,Louisiana,1253,880,4383
2020-04-13,1 wk ahead cum death,2020-04-18,Maine,27,19,65
2020-04-13,2 wk ahead cum death,2020-04-25,Maine,36,19,113
2020-04-13,3 wk ahead cum death,2020-05-02,Maine,43,19,165
2020-04-13,4 wk ahead cum death,2020-05-09,Maine,48,19,202
2020-04-13,1 wk ahead cum death,2020-04-18,Maryland,398,268,822
2020-04-13,2 wk ahead cum death,2020-04-25,Maryland,623,308,1638
2020-04-13,3 wk ahead cum death,2020-05-02,Maryland,829,345,2667
2020-04-13,4 wk ahead cum death,2020-05-09,Maryland,1015,369,4527
2020-04-13,1 wk ahead cum death,2020-04-18,Massachusetts,1547,1013,2742
2020-04-13,2 wk ahead cum death,2020-04-25,Massachusetts,2764,1324,6181
2020-04-13,3 wk ahead cum death,2020-05-02,Massachusetts,4076,1581,11505
2020-04-13,4 wk ahead cum death,2020-05-09,Massachusetts,5255,1738,19042
2020-04-13,1 wk ahead cum death,2020-04-18,Michigan,1974,1576,3469
2020-04-13,2 wk ahead cum death,2020-04-25,Michigan,2378,1656,5228
2020-04-13,3 wk ahead cum death,2020-05-02,Michigan,2668,1697,6976
2020-04-13,4 wk ahead cum death,2020-05-09,Michigan,2928,1725,9017
2020-04-13,1 wk ahead cum death,2020-04-18,Minnesota,122,74,270
2020-04-13,2 wk ahead cum death,2020-04-25,Minnesota,204,85,590
2020-04-13,3 wk ahead cum death,2020-05-02,Minnesota,296,100,1034
2020-04-13,4 wk ahead cum death,2020-05-09,Minnesota,389,110,1601
2020-04-13,1 wk ahead cum death,2020-04-18,Mississippi,142,98,391
2020-04-13,2 wk ahead cum death,2020-04-25,Mississippi,210,105,774
2020-04-13,3 wk ahead cum death,2020-05-02,Mississippi,272,117,1126
2020-04-13,4 wk ahead cum death,2020-05-09,Mississippi,319,123,1561
2020-04-13,1 wk ahead cum death,2020-04-18,Missouri,220,122,635
2020-04-13,2 wk ahead cum death,2020-04-25,Missouri,396,153,1375
2020-04-13,3 wk ahead cum death,2020-05-02,Missouri,602,203,2257
2020-04-13,4 wk ahead cum death,2020-05-09,Missouri,786,241,3155
2020-04-13,1 wk ahead cum death,2020-04-18,Montana,9,7,23
2020-04-13,2 wk ahead cum death,2020-04-25,Montana,13,7,47
2020-04-13,3 wk ahead cum death,2020-05-02,Montana,16,7,66
2020-04-13,4 wk ahead cum death,2020-05-09,Montana,17,7,81
2020-04-13,1 wk ahead cum death,2020-04-18,Nebraska,34,18,94
2020-04-13,2 wk ahead cum death,2020-04-25,Nebraska,62,23,212
2020-04-13,3 wk ahead cum death,2020-05-02,Nebraska,100,29,404
2020-04-13,4 wk ahead cum death,2020-05-09,Nebraska,141,36,669
2020-04-13,1 wk ahead cum death,2020-04-18,Nevada,160,118,311
2020-04-13,2 wk ahead cum death,2020-04-25,Nevada,216,128,507
2020-04-13,3 wk ahead cum death,2020-05-02,Nevada,261,135,715
2020-04-13,4 wk ahead cum death,2020-05-09,Nevada,297,139,948
2020-04-13,1 wk ahead cum death,2020-04-18,New Hampshire,40,24,100
2020-04-13,2 wk ahead cum death,2020-04-25,New Hampshire,57,25,172
2020-04-13,3 wk ahead cum death,2020-05-02,New Hampshire,68,26,224
2020-04-13,4 wk ahead cum death,2020-05-09,New Hampshire,75,26,274
2020-04-13,1 wk ahead cum death,2020-04-18,New Jersey,3651,2676,6392
2020-04-13,2 wk ahead cum death,2020-04-25,New Jersey,4717,3001,9820
2020-04-13,3 wk ahead cum death,2020-05-02,New Jersey,5440,3180,13268
2020-04-13,4 wk ahead cum death,2020-05-09,New Jersey,6012,3289,17459
2020-04-13,1 wk ahead cum death,2020-04-18,New Mexico,38,27,83
2020-04-13,2 wk ahead cum death,2020-04-25,New Mexico,58,28,174
2020-04-13,3 wk ahead cum death,2020-05-02,New Mexico,82,33,308
2020-04-13,4 wk ahead cum death,2020-05-09,New Mexico,105,34,474
2020-04-13,1 wk ahead cum death,2020-04-18,New York,13196,10733,17683
2020-04-13,2 wk ahead cum death,2020-04-25,New York,16089,11327,24975
2020-04-13,3 wk ahead cum death,2020-05-02,New York,18015,11498,32497
2020-04-13,4 wk ahead cum death,2020-05-09,New York,19515,11524,42097
2020-04-13,1 wk ahead cum death,2020-04-18,North Carolina,172,101,435
2020-04-13,2 wk ahead cum death,2020-04-25,North Carolina,272,120,792
2020-04-13,3 wk ahead cum death,2020-05-02,North Carolina,345,135,1066
2020-04-13,4 wk ahead cum death,2020-05-09,North Carolina,394,143,1398
2020-04-13,1 wk ahead cum death,2020-04-18,North Dakota,9,7,23
2020-04-13,2 wk ahead cum death,2020-04-25,North Dakota,12,7,46
2020-04-13,3 wk ahead cum death,2020-05-02,North Dakota,15,7,73
2020-04-13,4 wk ahead cum death,2020-05-09,North Dakota,18,7,104
2020-04-13,1 wk ahead cum death,2020-04-18,Ohio,372,271,745
2020-04-13,2 wk ahead cum death,2020-04-25,Ohio,481,293,1188
2020-04-13,3 wk ahead cum death,2020-05-02,Ohio,568,308,1635
2020-04-13,4 wk ahead cum death,2020-05-09,Ohio,649,316,2202
2020-04-13,1 wk ahead cum death,2020-04-18,Arizona,175,120,348
2020-04-13,2 wk ahead cum death,2020-04-25,Arizona,273,135,690
2020-04-13,3 wk ahead cum death,2020-05-02,Arizona,385,157,1074
2020-04-13,4 wk ahead cum death,2020-05-09,Arizona,492,172,1541
2020-04-13,1 wk ahead cum death,2020-04-18,Oklahoma,155,101,384
2020-04-13,2 wk ahead cum death,2020-04-25,Oklahoma,247,118,767
2020-04-13,3 wk ahead cum death,2020-05-02,Oklahoma,352,140,1220
2020-04-13,4 wk ahead cum death,2020-05-09,Oklahoma,456,156,1741
2020-04-13,1 wk ahead cum death,2020-04-18,Oregon,74,57,114
2020-04-13,2 wk ahead cum death,2020-04-25,Oregon,104,64,203
2020-04-13,3 wk ahead cum death,2020-05-02,Oregon,135,73,312
2020-04-13,4 wk ahead cum death,2020-05-09,Oregon,164,81,428
2020-04-13,1 wk ahead cum death,2020-04-18,Pennsylvania,1003,665,2123
2020-04-13,2 wk ahead cum death,2020-04-25,Pennsylvania,1539,790,3906
2020-04-13,3 wk ahead cum death,2020-05-02,Pennsylvania,1970,880,5543
2020-04-13,4 wk ahead cum death,2020-05-09,Pennsylvania,2300,935,7403
2020-04-13,1 wk ahead cum death,2020-04-18,Rhode Island,134,72,343
2020-04-13,2 wk ahead cum death,2020-04-25,Rhode Island,263,92,936
2020-04-13,3 wk ahead cum death,2020-05-02,Rhode Island,425,113,2130
2020-04-13,4 wk ahead cum death,2020-05-09,Rhode Island,581,128,4068
2020-04-13,1 wk ahead cum death,2020-04-18,South Carolina,134,89,287
2020-04-13,2 wk ahead cum death,2020-04-25,South Carolina,206,105,541
2020-04-13,3 wk ahead cum death,2020-05-02,South Carolina,287,125,818
2020-04-13,4 wk ahead cum death,2020-05-09,South Carolina,367,140,1159
2020-04-13,1 wk ahead cum death,2020-04-18,South Dakota,18,7,56
2020-04-13,2 wk ahead cum death,2020-04-25,South Dakota,43,8,155
2020-04-13,3 wk ahead cum death,2020-05-02,South Dakota,76,10,357
2020-04-13,4 wk ahead cum death,2020-05-09,South Dakota,110,11,740
2020-04-13,1 wk ahead cum death,2020-04-18,Tennessee,188,114,378
2020-04-13,2 wk ahead cum death,2020-04-25,Tennessee,283,133,687
2020-04-13,3 wk ahead cum death,2020-05-02,Tennessee,362,150,952
2020-04-13,4 wk ahead cum death,2020-05-09,Tennessee,417,160,1220
2020-04-13,1 wk ahead cum death,2020-04-18,Texas,479,315,962
2020-04-13,2 wk ahead cum death,2020-04-25,Texas,799,376,2003
2020-04-13,3 wk ahead cum death,2020-05-02,Texas,1169,457,3284
2020-04-13,4 wk ahead cum death,2020-05-09,Texas,1526,523,4815
2020-04-13,1 wk ahead cum death,2020-04-18,Utah,28,18,71
2020-04-13,2 wk ahead cum death,2020-04-25,Utah,43,19,150
2020-04-13,3 wk ahead cum death,2020-05-02,Utah,62,22,227
2020-04-13,4 wk ahead cum death,2020-05-09,Utah,81,26,324
2020-04-13,1 wk ahead cum death,2020-04-18,Arkansas,37,27,99
2020-04-13,2 wk ahead cum death,2020-04-25,Arkansas,54,28,210
2020-04-13,3 wk ahead cum death,2020-05-02,Arkansas,73,31,316
2020-04-13,4 wk ahead cum death,2020-05-09,Arkansas,92,35,429
2020-04-13,1 wk ahead cum death,2020-04-18,Vermont,30,27,52
2020-04-13,2 wk ahead cum death,2020-04-25,Vermont,34,27,88
2020-04-13,3 wk ahead cum death,2020-05-02,Vermont,39,27,133
2020-04-13,4 wk ahead cum death,2020-05-09,Vermont,43,28,182
2020-04-13,1 wk ahead cum death,2020-04-18,Virginia,245,160,557
2020-04-13,2 wk ahead cum death,2020-04-25,Virginia,415,193,1178
2020-04-13,3 wk ahead cum death,2020-05-02,Virginia,614,235,1949
2020-04-13,4 wk ahead cum death,2020-05-09,Virginia,809,264,3015
2020-04-13,1 wk ahead cum death,2020-04-18,Washington,644,567,787
2020-04-13,2 wk ahead cum death,2020-04-25,Washington,783,620,1091
2020-04-13,3 wk ahead cum death,2020-05-02,Washington,889,653,1398
2020-04-13,4 wk ahead cum death,2020-05-09,Washington,967,673,1709
2020-04-13,1 wk ahead cum death,2020-04-18,West Virginia,16,6,66
2020-04-13,2 wk ahead cum death,2020-04-25,West Virginia,29,6,150
2020-04-13,3 wk ahead cum death,2020-05-02,West Virginia,38,6,218
2020-04-13,4 wk ahead cum death,2020-05-09,West Virginia,43,6,274
2020-04-13,1 wk ahead cum death,2020-04-18,Wisconsin,217,158,428
2020-04-13,2 wk ahead cum death,2020-04-25,Wisconsin,288,174,698
2020-04-13,3 wk ahead cum death,2020-05-02,Wisconsin,339,184,928
2020-04-13,4 wk ahead cum death,2020-05-09,Wisconsin,380,189,1167
2020-04-13,1 wk ahead cum death,2020-04-18,Wyoming,1,0,20
2020-04-13,2 wk ahead cum death,2020-04-25,Wyoming,4,0,53
2020-04-13,3 wk ahead cum death,2020-05-02,Wyoming,10,0,108
2020-04-13,4 wk ahead cum death,2020-05-09,Wyoming,18,0,177
2020-04-13,1 wk ahead cum death,2020-04-18,California,908,713,1378
2020-04-13,2 wk ahead cum death,2020-04-25,California,1224,813,2217
2020-04-13,3 wk ahead cum death,2020-05-02,California,1461,885,2932
2020-04-13,4 wk ahead cum death,2020-05-09,California,1624,927,3642
2020-04-13,1 wk ahead cum death,2020-04-18,Colorado,396,319,575
2020-04-13,2 wk ahead cum death,2020-04-25,Colorado,518,354,952
2020-04-13,3 wk ahead cum death,2020-05-02,Colorado,632,382,1465
2020-04-13,4 wk ahead cum death,2020-05-09,Colorado,733,404,2170
2020-04-13,1 wk ahead cum death,2020-04-18,Connecticut,1034,656,2074
2020-04-13,2 wk ahead cum death,2020-04-25,Connecticut,1763,807,4526
2020-04-13,3 wk ahead cum death,2020-05-02,Connecticut,2519,945,7655
2020-04-13,4 wk ahead cum death,2020-05-09,Connecticut,3146,1020,11262
