target,location,location_name,type,quantile,value
3 wk ahead cum death,01,Alabama,quantile,0.5,292.556
4 day ahead cum death,01,Alabama,quantile,0.5,137.58
4 day ahead inc death,01,Alabama,quantile,0.5,9.715
4 wk ahead cum death,01,Alabama,quantile,0.5,330.982
5 day ahead cum death,01,Alabama,quantile,0.5,147.832
5 day ahead inc death,01,Alabama,quantile,0.5,10.252
5 wk ahead cum death,01,Alabama,quantile,0.5,346.399
6 day ahead cum death,01,Alabama,quantile,0.5,158.565
6 day ahead inc death,01,Alabama,quantile,0.5,10.733
6 wk ahead cum death,01,Alabama,quantile,0.5,350.574
7 day ahead cum death,01,Alabama,quantile,0.5,169.654
7 day ahead inc death,01,Alabama,quantile,0.5,11.089
1 day ahead cum death,01,Alabama,quantile,0.975,163.025
1 day ahead inc death,01,Alabama,quantile,0.975,35.025
1 wk ahead cum death,01,Alabama,quantile,0.975,330.025
2 day ahead cum death,01,Alabama,quantile,0.975,200.1
2 day ahead inc death,01,Alabama,quantile,0.975,38.025
2 wk ahead cum death,01,Alabama,quantile,0.975,598.1
3 day ahead cum death,01,Alabama,quantile,0.975,241.1
3 day ahead inc death,01,Alabama,quantile,0.975,40.025
3 wk ahead cum death,01,Alabama,quantile,0.975,768.375
4 day ahead cum death,01,Alabama,quantile,0.975,284.075
4 day ahead inc death,01,Alabama,quantile,0.975,40.025
4 wk ahead cum death,01,Alabama,quantile,0.975,886
5 day ahead cum death,01,Alabama,quantile,0.975,330.025
5 day ahead inc death,01,Alabama,quantile,0.975,41.025
5 wk ahead cum death,01,Alabama,quantile,0.975,953
6 day ahead cum death,01,Alabama,quantile,0.975,373.05
6 day ahead inc death,01,Alabama,quantile,0.975,41.025
6 wk ahead cum death,01,Alabama,quantile,0.975,967.45
7 day ahead cum death,01,Alabama,quantile,0.975,412
7 day ahead inc death,01,Alabama,quantile,0.975,41
1 day ahead cum death,10,Delaware,point,NA,42.546
1 day ahead inc death,10,Delaware,point,NA,3.034
1 wk ahead cum death,10,Delaware,point,NA,54.04
2 day ahead cum death,10,Delaware,point,NA,45.555
2 day ahead inc death,10,Delaware,point,NA,3.009
2 wk ahead cum death,10,Delaware,point,NA,68.211
3 day ahead cum death,10,Delaware,point,NA,48.495
3 day ahead inc death,10,Delaware,point,NA,2.94
3 wk ahead cum death,10,Delaware,point,NA,73.811
4 day ahead cum death,10,Delaware,point,NA,51.339
4 day ahead inc death,10,Delaware,point,NA,2.844
4 wk ahead cum death,10,Delaware,point,NA,74.121
5 day ahead cum death,10,Delaware,point,NA,54.04
5 day ahead inc death,10,Delaware,point,NA,2.701
5 wk ahead cum death,10,Delaware,point,NA,74.121
6 day ahead cum death,10,Delaware,point,NA,56.596
6 day ahead inc death,10,Delaware,point,NA,2.556
6 wk ahead cum death,10,Delaware,point,NA,74.121
7 day ahead cum death,10,Delaware,point,NA,58.993
7 day ahead inc death,10,Delaware,point,NA,2.397
1 day ahead cum death,10,Delaware,quantile,0.025,36
1 day ahead inc death,10,Delaware,quantile,0.025,0
1 wk ahead cum death,10,Delaware,quantile,0.025,36
2 day ahead cum death,10,Delaware,quantile,0.025,36
2 day ahead inc death,10,Delaware,quantile,0.025,0
2 wk ahead cum death,10,Delaware,quantile,0.025,36
3 day ahead cum death,10,Delaware,quantile,0.025,36
3 day ahead inc death,10,Delaware,quantile,0.025,0
3 wk ahead cum death,10,Delaware,quantile,0.025,36
4 day ahead cum death,10,Delaware,quantile,0.025,36
4 day ahead inc death,10,Delaware,quantile,0.025,0
4 wk ahead cum death,10,Delaware,quantile,0.025,36
5 day ahead cum death,10,Delaware,quantile,0.025,36
5 day ahead inc death,10,Delaware,quantile,0.025,0
5 wk ahead cum death,10,Delaware,quantile,0.025,36
6 day ahead cum death,10,Delaware,quantile,0.025,36
6 day ahead inc death,10,Delaware,quantile,0.025,0
6 wk ahead cum death,10,Delaware,quantile,0.025,36
7 day ahead cum death,10,Delaware,quantile,0.025,36
7 day ahead inc death,10,Delaware,quantile,0.025,0
1 day ahead cum death,10,Delaware,quantile,0.5,42.546
1 day ahead inc death,10,Delaware,quantile,0.5,3.034
1 wk ahead cum death,10,Delaware,quantile,0.5,54.04
2 day ahead cum death,10,Delaware,quantile,0.5,45.555
2 day ahead inc death,10,Delaware,quantile,0.5,3.009
2 wk ahead cum death,10,Delaware,quantile,0.5,68.211
3 day ahead cum death,10,Delaware,quantile,0.5,48.495
3 day ahead inc death,10,Delaware,quantile,0.5,2.94
3 wk ahead cum death,10,Delaware,quantile,0.5,73.811
4 day ahead cum death,10,Delaware,quantile,0.5,51.339
4 day ahead inc death,10,Delaware,quantile,0.5,2.844
4 wk ahead cum death,10,Delaware,quantile,0.5,74.121
5 day ahead cum death,10,Delaware,quantile,0.5,54.04
5 day ahead inc death,10,Delaware,quantile,0.5,2.701
5 wk ahead cum death,10,Delaware,quantile,0.5,74.121
6 day ahead cum death,10,Delaware,quantile,0.5,56.596
6 day ahead inc death,10,Delaware,quantile,0.5,2.556
6 wk ahead cum death,10,Delaware,quantile,0.5,74.121
7 day ahead cum death,10,Delaware,quantile,0.5,58.993
7 day ahead inc death,10,Delaware,quantile,0.5,2.397
1 day ahead cum death,10,Delaware,quantile,0.975,74.0749999999999
1 day ahead inc death,10,Delaware,quantile,0.975,19.025
1 wk ahead cum death,10,Delaware,quantile,0.975,137.275
2 day ahead cum death,10,Delaware,quantile,0.975,92.1249999999999
2 day ahead inc death,10,Delaware,quantile,0.975,18.05
2 wk ahead cum death,10,Delaware,quantile,0.975,195.45
3 day ahead cum death,10,Delaware,quantile,0.975,108.175
3 day ahead inc death,10,Delaware,quantile,0.975,16.05
3 wk ahead cum death,10,Delaware,quantile,0.975,220.225
4 day ahead cum death,10,Delaware,quantile,0.975,123.225
4 day ahead inc death,10,Delaware,quantile,0.975,15.05
4 wk ahead cum death,10,Delaware,quantile,0.975,225.15
5 day ahead cum death,10,Delaware,quantile,0.975,137.275
5 day ahead inc death,10,Delaware,quantile,0.975,14.05
5 wk ahead cum death,10,Delaware,quantile,0.975,225.15
6 day ahead cum death,10,Delaware,quantile,0.975,149.325
6 day ahead inc death,10,Delaware,quantile,0.975,13.025
6 wk ahead cum death,10,Delaware,quantile,0.975,225.15
7 day ahead cum death,10,Delaware,quantile,0.975,160.35
7 day ahead inc death,10,Delaware,quantile,0.975,12
1 day ahead cum death,11,District of Columbia,point,NA,60.773
1 day ahead inc death,11,District of Columbia,point,NA,3.955
1 wk ahead cum death,11,District of Columbia,point,NA,76.757
2 day ahead cum death,11,District of Columbia,point,NA,64.776
2 day ahead inc death,11,District of Columbia,point,NA,4.003
2 wk ahead cum death,11,District of Columbia,point,NA,99.871
3 day ahead cum death,11,District of Columbia,point,NA,68.816
3 day ahead inc death,11,District of Columbia,point,NA,4.04
3 wk ahead cum death,11,District of Columbia,point,NA,112.331
4 day ahead cum death,11,District of Columbia,point,NA,72.818
4 day ahead inc death,11,District of Columbia,point,NA,4.002
4 wk ahead cum death,11,District of Columbia,point,NA,116.289
5 day ahead cum death,11,District of Columbia,point,NA,76.757
5 day ahead inc death,11,District of Columbia,point,NA,3.939
5 wk ahead cum death,11,District of Columbia,point,NA,116.523
6 day ahead cum death,11,District of Columbia,point,NA,80.603
6 day ahead inc death,11,District of Columbia,point,NA,3.846
6 wk ahead cum death,11,District of Columbia,point,NA,116.523
7 day ahead cum death,11,District of Columbia,point,NA,84.299
7 day ahead inc death,11,District of Columbia,point,NA,3.696
1 day ahead cum death,11,District of Columbia,quantile,0.025,53
1 day ahead inc death,11,District of Columbia,quantile,0.025,0
1 wk ahead cum death,11,District of Columbia,quantile,0.025,53
2 day ahead cum death,11,District of Columbia,quantile,0.025,53
2 day ahead inc death,11,District of Columbia,quantile,0.025,0
2 wk ahead cum death,11,District of Columbia,quantile,0.025,56
3 day ahead cum death,11,District of Columbia,quantile,0.025,53
3 day ahead inc death,11,District of Columbia,quantile,0.025,0
3 wk ahead cum death,11,District of Columbia,quantile,0.025,58
4 day ahead cum death,11,District of Columbia,quantile,0.025,53
4 day ahead inc death,11,District of Columbia,quantile,0.025,0
4 wk ahead cum death,11,District of Columbia,quantile,0.025,58
5 day ahead cum death,11,District of Columbia,quantile,0.025,53
5 day ahead inc death,11,District of Columbia,quantile,0.025,0
5 wk ahead cum death,11,District of Columbia,quantile,0.025,58
6 day ahead cum death,11,District of Columbia,quantile,0.025,53
6 day ahead inc death,11,District of Columbia,quantile,0.025,0
6 wk ahead cum death,11,District of Columbia,quantile,0.025,58
7 day ahead cum death,11,District of Columbia,quantile,0.025,53
7 day ahead inc death,11,District of Columbia,quantile,0.025,0
1 day ahead cum death,11,District of Columbia,quantile,0.5,60.773
1 day ahead inc death,11,District of Columbia,quantile,0.5,3.955
1 wk ahead cum death,11,District of Columbia,quantile,0.5,76.757
2 day ahead cum death,11,District of Columbia,quantile,0.5,64.776
2 day ahead inc death,11,District of Columbia,quantile,0.5,4.003
2 wk ahead cum death,11,District of Columbia,quantile,0.5,99.871
3 day ahead cum death,11,District of Columbia,quantile,0.5,68.816
3 day ahead inc death,11,District of Columbia,quantile,0.5,4.04
3 wk ahead cum death,11,District of Columbia,quantile,0.5,112.331
4 day ahead cum death,11,District of Columbia,quantile,0.5,72.818
4 day ahead inc death,11,District of Columbia,quantile,0.5,4.002
4 wk ahead cum death,11,District of Columbia,quantile,0.5,116.289
5 day ahead cum death,11,District of Columbia,quantile,0.5,76.757
5 day ahead inc death,11,District of Columbia,quantile,0.5,3.939
5 wk ahead cum death,11,District of Columbia,quantile,0.5,116.523
6 day ahead cum death,11,District of Columbia,quantile,0.5,80.603
6 day ahead inc death,11,District of Columbia,quantile,0.5,3.846
6 wk ahead cum death,11,District of Columbia,quantile,0.5,116.523
7 day ahead cum death,11,District of Columbia,quantile,0.5,84.299
7 day ahead inc death,11,District of Columbia,quantile,0.5,3.696
1 day ahead cum death,11,District of Columbia,quantile,0.975,98
1 day ahead inc death,11,District of Columbia,quantile,0.975,22.025
1 wk ahead cum death,11,District of Columbia,quantile,0.975,176.2
2 day ahead cum death,11,District of Columbia,quantile,0.975,119.05
2 day ahead inc death,11,District of Columbia,quantile,0.975,21.05
2 wk ahead cum death,11,District of Columbia,quantile,0.975,263
3 day ahead cum death,11,District of Columbia,quantile,0.975,139.1
3 day ahead inc death,11,District of Columbia,quantile,0.975,21.025
3 wk ahead cum death,11,District of Columbia,quantile,0.975,292
4 day ahead cum death,11,District of Columbia,quantile,0.975,158.15
4 day ahead inc death,11,District of Columbia,quantile,0.975,20
4 wk ahead cum death,11,District of Columbia,quantile,0.975,302.1
5 day ahead cum death,11,District of Columbia,quantile,0.975,176.2
5 day ahead inc death,11,District of Columbia,quantile,0.975,19.025
5 wk ahead cum death,11,District of Columbia,quantile,0.975,304.05
6 day ahead cum death,11,District of Columbia,quantile,0.975,193.225
6 day ahead inc death,11,District of Columbia,quantile,0.975,17.025
6 wk ahead cum death,11,District of Columbia,quantile,0.975,304.05
7 day ahead cum death,11,District of Columbia,quantile,0.975,209.2
7 day ahead inc death,11,District of Columbia,quantile,0.975,15.025
1 day ahead cum death,12,Florida,point,NA,591.711
1 day ahead inc death,12,Florida,point,NA,64.763
1 wk ahead cum death,12,Florida,point,NA,886.738
2 day ahead cum death,12,Florida,point,NA,659.933
2 day ahead inc death,12,Florida,point,NA,68.222
2 wk ahead cum death,12,Florida,point,NA,1541.012
3 day ahead cum death,12,Florida,point,NA,731.871
3 day ahead inc death,12,Florida,point,NA,71.938
3 wk ahead cum death,12,Florida,point,NA,2350.544
4 day ahead cum death,12,Florida,point,NA,807.493
4 day ahead inc death,12,Florida,point,NA,75.622
4 wk ahead cum death,12,Florida,point,NA,3228.35
5 day ahead cum death,12,Florida,point,NA,886.738
5 day ahead inc death,12,Florida,point,NA,79.245
5 wk ahead cum death,12,Florida,point,NA,3925.923
6 day ahead cum death,12,Florida,point,NA,969.609
6 day ahead inc death,12,Florida,point,NA,82.871
6 wk ahead cum death,12,Florida,point,NA,4365.325
7 day ahead cum death,12,Florida,point,NA,1056.073
7 day ahead inc death,12,Florida,point,NA,86.464
1 day ahead cum death,12,Florida,quantile,0.025,504.975
1 day ahead inc death,12,Florida,quantile,0.025,20
1 wk ahead cum death,12,Florida,quantile,0.025,594
2 day ahead cum death,12,Florida,quantile,0.025,525
2 day ahead inc death,12,Florida,quantile,0.025,21
2 wk ahead cum death,12,Florida,quantile,0.025,785
3 day ahead cum death,12,Florida,quantile,0.025,548
3 day ahead inc death,12,Florida,quantile,0.025,22
3 wk ahead cum death,12,Florida,quantile,0.025,995.6
4 day ahead cum death,12,Florida,quantile,0.025,571
4 day ahead inc death,12,Florida,quantile,0.025,23
4 wk ahead cum death,12,Florida,quantile,0.025,1151.5
5 day ahead cum death,12,Florida,quantile,0.025,594
5 day ahead inc death,12,Florida,quantile,0.025,24
5 wk ahead cum death,12,Florida,quantile,0.025,1221.725
6 day ahead cum death,12,Florida,quantile,0.025,618.95
6 day ahead inc death,12,Florida,quantile,0.025,25
6 wk ahead cum death,12,Florida,quantile,0.025,1244.8
7 day ahead cum death,12,Florida,quantile,0.025,645.9
7 day ahead inc death,12,Florida,quantile,0.025,25
1 day ahead cum death,12,Florida,quantile,0.5,591.711
1 day ahead inc death,12,Florida,quantile,0.5,64.763
1 wk ahead cum death,12,Florida,quantile,0.5,886.738
2 day ahead cum death,12,Florida,quantile,0.5,659.933
2 day ahead inc death,12,Florida,quantile,0.5,68.222
2 wk ahead cum death,12,Florida,quantile,0.5,1541.012
3 day ahead cum death,12,Florida,quantile,0.5,731.871
3 day ahead inc death,12,Florida,quantile,0.5,71.938
3 wk ahead cum death,12,Florida,quantile,0.5,2350.544
4 day ahead cum death,12,Florida,quantile,0.5,807.493
4 day ahead inc death,12,Florida,quantile,0.5,75.622
4 wk ahead cum death,12,Florida,quantile,0.5,3228.35
5 day ahead cum death,12,Florida,quantile,0.5,886.738
5 day ahead inc death,12,Florida,quantile,0.5,79.245
5 wk ahead cum death,12,Florida,quantile,0.5,3925.923
6 day ahead cum death,12,Florida,quantile,0.5,969.609
6 day ahead inc death,12,Florida,quantile,0.5,82.871
6 wk ahead cum death,12,Florida,quantile,0.5,4365.325
7 day ahead cum death,12,Florida,quantile,0.5,1056.073
7 day ahead inc death,12,Florida,quantile,0.5,86.464
1 day ahead cum death,12,Florida,quantile,0.975,771.025
1 day ahead inc death,12,Florida,quantile,0.975,156.025
1 wk ahead cum death,12,Florida,quantile,0.975,1444.5
2 day ahead cum death,12,Florida,quantile,0.975,933
2 day ahead inc death,12,Florida,quantile,0.975,162
2 wk ahead cum death,12,Florida,quantile,0.975,2987.425
3 day ahead cum death,12,Florida,quantile,0.975,1103.025
3 day ahead inc death,12,Florida,quantile,0.975,167.075
3 wk ahead cum death,12,Florida,quantile,0.975,5183.55
4 day ahead cum death,12,Florida,quantile,0.975,1269.275
4 day ahead inc death,12,Florida,quantile,0.975,174.075
4 wk ahead cum death,12,Florida,quantile,0.975,7848.15
5 day ahead cum death,12,Florida,quantile,0.975,1444.5
5 day ahead inc death,12,Florida,quantile,0.975,185
5 wk ahead cum death,12,Florida,quantile,0.975,10457.525
6 day ahead cum death,12,Florida,quantile,0.975,1635.2
6 day ahead inc death,12,Florida,quantile,0.975,192.075
6 wk ahead cum death,12,Florida,quantile,0.975,12158.95
7 day ahead cum death,12,Florida,quantile,0.975,1817.375
7 day ahead inc death,12,Florida,quantile,0.975,204.025
1 day ahead cum death,13,Georgia,point,NA,557.689
1 day ahead inc death,13,Georgia,point,NA,61.175
1 wk ahead cum death,13,Georgia,point,NA,828.249
2 day ahead cum death,13,Georgia,point,NA,621.56
2 day ahead inc death,13,Georgia,point,NA,63.871
2 wk ahead cum death,13,Georgia,point,NA,1381.164
3 day ahead cum death,13,Georgia,point,NA,688.031
3 day ahead inc death,13,Georgia,point,NA,66.471
3 wk ahead cum death,13,Georgia,point,NA,2004.763
4 day ahead cum death,13,Georgia,point,NA,757.006
4 day ahead inc death,13,Georgia,point,NA,68.975
4 wk ahead cum death,13,Georgia,point,NA,2627.025
5 day ahead cum death,13,Georgia,point,NA,828.249
5 day ahead inc death,13,Georgia,point,NA,71.243
5 wk ahead cum death,13,Georgia,point,NA,3115.173
6 day ahead cum death,13,Georgia,point,NA,901.533
6 day ahead inc death,13,Georgia,point,NA,73.284
6 wk ahead cum death,13,Georgia,point,NA,3427.24
7 day ahead cum death,13,Georgia,point,NA,976.817
7 day ahead inc death,13,Georgia,point,NA,75.284
1 day ahead cum death,13,Georgia,quantile,0.025,446
1 day ahead inc death,13,Georgia,quantile,0.025,4
1 wk ahead cum death,13,Georgia,quantile,0.025,478.975
2 day ahead cum death,13,Georgia,quantile,0.025,452
2 day ahead inc death,13,Georgia,quantile,0.025,6
2 wk ahead cum death,13,Georgia,quantile,0.025,627.825
3 day ahead cum death,13,Georgia,quantile,0.025,459.975
3 day ahead inc death,13,Georgia,quantile,0.025,7
3 wk ahead cum death,13,Georgia,quantile,0.025,803
4 day ahead cum death,13,Georgia,quantile,0.025,469
4 day ahead inc death,13,Georgia,quantile,0.025,9
4 wk ahead cum death,13,Georgia,quantile,0.025,957.975
5 day ahead cum death,13,Georgia,quantile,0.025,478.975
5 day ahead inc death,13,Georgia,quantile,0.025,10
5 wk ahead cum death,13,Georgia,quantile,0.025,1037.975
6 day ahead cum death,13,Georgia,quantile,0.025,492
6 day ahead inc death,13,Georgia,quantile,0.025,13
6 wk ahead cum death,13,Georgia,quantile,0.025,1070.95
7 day ahead cum death,13,Georgia,quantile,0.025,507
7 day ahead inc death,13,Georgia,quantile,0.025,15
1 day ahead cum death,13,Georgia,quantile,0.5,557.689
1 day ahead inc death,13,Georgia,quantile,0.5,61.175
1 wk ahead cum death,13,Georgia,quantile,0.5,828.249
2 day ahead cum death,13,Georgia,quantile,0.5,621.56
2 day ahead inc death,13,Georgia,quantile,0.5,63.871
2 wk ahead cum death,13,Georgia,quantile,0.5,1381.164
3 day ahead cum death,13,Georgia,quantile,0.5,688.031
3 day ahead inc death,13,Georgia,quantile,0.5,66.471
3 wk ahead cum death,13,Georgia,quantile,0.5,2004.763
4 day ahead cum death,13,Georgia,quantile,0.5,757.006
4 day ahead inc death,13,Georgia,quantile,0.5,68.975
4 wk ahead cum death,13,Georgia,quantile,0.5,2627.025
5 day ahead cum death,13,Georgia,quantile,0.5,828.249
5 day ahead inc death,13,Georgia,quantile,0.5,71.243
5 wk ahead cum death,13,Georgia,quantile,0.5,3115.173
6 day ahead cum death,13,Georgia,quantile,0.5,901.533
6 day ahead inc death,13,Georgia,quantile,0.5,73.284
6 wk ahead cum death,13,Georgia,quantile,0.5,3427.24
7 day ahead cum death,13,Georgia,quantile,0.5,976.817
7 day ahead inc death,13,Georgia,quantile,0.5,75.284
1 day ahead cum death,13,Georgia,quantile,0.975,992.125
1 day ahead inc death,13,Georgia,quantile,0.975,273.05
1 wk ahead cum death,13,Georgia,quantile,0.975,2047.775
2 day ahead cum death,13,Georgia,quantile,0.975,1256.175
2 day ahead inc death,13,Georgia,quantile,0.975,266.275
2 wk ahead cum death,13,Georgia,quantile,0.975,3617.2
3 day ahead cum death,13,Georgia,quantile,0.975,1513.2
3 day ahead inc death,13,Georgia,quantile,0.975,284.1
3 wk ahead cum death,13,Georgia,quantile,0.975,5183.975
4 day ahead cum death,13,Georgia,quantile,0.975,1784.725
4 day ahead inc death,13,Georgia,quantile,0.975,275.125
4 wk ahead cum death,13,Georgia,quantile,0.975,7045.4
5 day ahead cum death,13,Georgia,quantile,0.975,2047.775
5 day ahead inc death,13,Georgia,quantile,0.975,258.05
5 wk ahead cum death,13,Georgia,quantile,0.975,8387.075
6 day ahead cum death,13,Georgia,quantile,0.975,2265.275
6 day ahead inc death,13,Georgia,quantile,0.975,246.1
6 wk ahead cum death,13,Georgia,quantile,0.975,9498.65
7 day ahead cum death,13,Georgia,quantile,0.975,2477.55
7 day ahead inc death,13,Georgia,quantile,0.975,243.075
1 day ahead cum death,15,Hawaii,point,NA,13.458
1 day ahead inc death,15,Hawaii,point,NA,1.953
1 wk ahead cum death,15,Hawaii,point,NA,25.848
2 day ahead cum death,15,Hawaii,point,NA,15.883
2 day ahead inc death,15,Hawaii,point,NA,2.425
2 wk ahead cum death,15,Hawaii,point,NA,54.343
3 day ahead cum death,15,Hawaii,point,NA,18.801
3 day ahead inc death,15,Hawaii,point,NA,2.918
3 wk ahead cum death,15,Hawaii,point,NA,74.201
4 day ahead cum death,15,Hawaii,point,NA,22.139
4 day ahead inc death,15,Hawaii,point,NA,3.338
4 wk ahead cum death,15,Hawaii,point,NA,81.286
5 day ahead cum death,15,Hawaii,point,NA,25.848
5 day ahead inc death,15,Hawaii,point,NA,3.709
5 wk ahead cum death,15,Hawaii,point,NA,82.373
6 day ahead cum death,15,Hawaii,point,NA,29.817
6 day ahead inc death,15,Hawaii,point,NA,3.969
6 wk ahead cum death,15,Hawaii,point,NA,82.449
7 day ahead cum death,15,Hawaii,point,NA,33.942
7 day ahead inc death,15,Hawaii,point,NA,4.125
1 day ahead cum death,15,Hawaii,quantile,0.025,10
1 day ahead inc death,15,Hawaii,quantile,0.025,0
1 wk ahead cum death,15,Hawaii,quantile,0.025,10
2 day ahead cum death,15,Hawaii,quantile,0.025,10
2 day ahead inc death,15,Hawaii,quantile,0.025,0
2 wk ahead cum death,15,Hawaii,quantile,0.025,10
3 day ahead cum death,15,Hawaii,quantile,0.025,10
3 day ahead inc death,15,Hawaii,quantile,0.025,0
3 wk ahead cum death,15,Hawaii,quantile,0.025,10
4 day ahead cum death,15,Hawaii,quantile,0.025,10
4 day ahead inc death,15,Hawaii,quantile,0.025,0
4 wk ahead cum death,15,Hawaii,quantile,0.025,10
5 day ahead cum death,15,Hawaii,quantile,0.025,10
5 day ahead inc death,15,Hawaii,quantile,0.025,0
5 wk ahead cum death,15,Hawaii,quantile,0.025,10
6 day ahead cum death,15,Hawaii,quantile,0.025,10
6 day ahead inc death,15,Hawaii,quantile,0.025,0
6 wk ahead cum death,15,Hawaii,quantile,0.025,10
7 day ahead cum death,15,Hawaii,quantile,0.025,10
7 day ahead inc death,15,Hawaii,quantile,0.025,0
1 day ahead cum death,15,Hawaii,quantile,0.5,13.458
1 day ahead inc death,15,Hawaii,quantile,0.5,1.953
1 wk ahead cum death,15,Hawaii,quantile,0.5,25.848
2 day ahead cum death,15,Hawaii,quantile,0.5,15.883
2 day ahead inc death,15,Hawaii,quantile,0.5,2.425
2 wk ahead cum death,15,Hawaii,quantile,0.5,54.343
3 day ahead cum death,15,Hawaii,quantile,0.5,18.801
3 day ahead inc death,15,Hawaii,quantile,0.5,2.918
3 wk ahead cum death,15,Hawaii,quantile,0.5,74.201
4 day ahead cum death,15,Hawaii,quantile,0.5,22.139
4 day ahead inc death,15,Hawaii,quantile,0.5,3.338
4 wk ahead cum death,15,Hawaii,quantile,0.5,81.286
5 day ahead cum death,15,Hawaii,quantile,0.5,25.848
5 day ahead inc death,15,Hawaii,quantile,0.5,3.709
5 wk ahead cum death,15,Hawaii,quantile,0.5,82.373
6 day ahead cum death,15,Hawaii,quantile,0.5,29.817
6 day ahead inc death,15,Hawaii,quantile,0.5,3.969
6 wk ahead cum death,15,Hawaii,quantile,0.5,82.449
7 day ahead cum death,15,Hawaii,quantile,0.5,33.942
7 day ahead inc death,15,Hawaii,quantile,0.5,4.125
1 day ahead cum death,15,Hawaii,quantile,0.975,26
1 day ahead inc death,15,Hawaii,quantile,0.975,9
1 wk ahead cum death,15,Hawaii,quantile,0.975,84.0749999999999
2 day ahead cum death,15,Hawaii,quantile,0.975,37
2 day ahead inc death,15,Hawaii,quantile,0.975,11.025
2 wk ahead cum death,15,Hawaii,quantile,0.975,221.075
3 day ahead cum death,15,Hawaii,quantile,0.975,50.025
3 day ahead inc death,15,Hawaii,quantile,0.975,14
3 wk ahead cum death,15,Hawaii,quantile,0.975,318.275
4 day ahead cum death,15,Hawaii,quantile,0.975,64.0999999999999
4 day ahead inc death,15,Hawaii,quantile,0.975,16
4 wk ahead cum death,15,Hawaii,quantile,0.975,359.025
5 day ahead cum death,15,Hawaii,quantile,0.975,84.0749999999999
5 day ahead inc death,15,Hawaii,quantile,0.975,17
5 wk ahead cum death,15,Hawaii,quantile,0.975,364.15
6 day ahead cum death,15,Hawaii,quantile,0.975,107.05
6 day ahead inc death,15,Hawaii,quantile,0.975,19
6 wk ahead cum death,15,Hawaii,quantile,0.975,365.125
7 day ahead cum death,15,Hawaii,quantile,0.975,124.05
7 day ahead inc death,15,Hawaii,quantile,0.975,20.025
1 day ahead cum death,16,Idaho,point,NA,31.407
1 day ahead inc death,16,Idaho,point,NA,1.818
1 wk ahead cum death,16,Idaho,point,NA,39.955
2 day ahead cum death,16,Idaho,point,NA,33.353
2 day ahead inc death,16,Idaho,point,NA,1.946
2 wk ahead cum death,16,Idaho,point,NA,56.434
3 day ahead cum death,16,Idaho,point,NA,35.427
3 day ahead inc death,16,Idaho,point,NA,2.074
3 wk ahead cum death,16,Idaho,point,NA,67.859
4 day ahead cum death,16,Idaho,point,NA,37.635
