0.025,06037,1 wk ahead inc case,2020-07-12,2020-07-18,8238,forecast_date,location,quantile,target,target_end_date,type,value
0.500,06047,1 wk ahead inc case,2020-07-12,2020-07-18,474,,,quantile,,,,
,06047,1 wk ahead inc case,2020-07-12,2020-07-18,474,,,point,,,,
0.750,06047,1 wk ahead inc case,2020-07-12,2020-07-18,725,,,quantile,,,,
0.900,06047,1 wk ahead inc case,2020-07-12,2020-07-18,1027,,,quantile,,,,
0.975,06047,1 wk ahead inc case,2020-07-12,2020-07-18,1392,,,quantile,,,,
0.025,06047,2 wk ahead inc case,2020-07-12,2020-07-25,93,,,quantile,,,,
0.100,06047,2 wk ahead inc case,2020-07-12,2020-07-25,169,,,quantile,,,,
0.250,06047,2 wk ahead inc case,2020-07-12,2020-07-25,318,,,quantile,,,,
0.500,06047,2 wk ahead inc case,2020-07-12,2020-07-25,568,,,quantile,,,,
,06047,2 wk ahead inc case,2020-07-12,2020-07-25,568,,,point,,,,
0.750,06047,2 wk ahead inc case,2020-07-12,2020-07-25,988,,,quantile,,,,
0.900,06047,2 wk ahead inc case,2020-07-12,2020-07-25,1476,,,quantile,,,,
0.975,06047,2 wk ahead inc case,2020-07-12,2020-07-25,2388,,,quantile,,,,
0.025,06047,3 wk ahead inc case,2020-07-12,2020-08-01,78,,,quantile,,,,
0.100,06047,3 wk ahead inc case,2020-07-12,2020-08-01,164,,,quantile,,,,
0.250,06047,3 wk ahead inc case,2020-07-12,2020-08-01,345,,,quantile,,,,
0.500,06047,3 wk ahead inc case,2020-07-12,2020-08-01,730,,,quantile,,,,
,06047,3 wk ahead inc case,2020-07-12,2020-08-01,730,,,point,,,,
0.750,06047,3 wk ahead inc case,2020-07-12,2020-08-01,1373,,,quantile,,,,
0.900,06047,3 wk ahead inc case,2020-07-12,2020-08-01,2204,,,quantile,,,,
0.975,06047,3 wk ahead inc case,2020-07-12,2020-08-01,3290,,,quantile,,,,
0.025,06047,4 wk ahead inc case,2020-07-12,2020-08-08,52,,,quantile,,,,
0.100,06047,4 wk ahead inc case,2020-07-12,2020-08-08,157,,,quantile,,,,
0.250,06047,4 wk ahead inc case,2020-07-12,2020-08-08,353,,,quantile,,,,
0.500,06047,4 wk ahead inc case,2020-07-12,2020-08-08,816,,,quantile,,,,
,06047,4 wk ahead inc case,2020-07-12,2020-08-08,816,,,point,,,,
0.750,06047,4 wk ahead inc case,2020-07-12,2020-08-08,1844,,,quantile,,,,
0.900,06047,4 wk ahead inc case,2020-07-12,2020-08-08,2899,,,quantile,,,,
0.975,06047,4 wk ahead inc case,2020-07-12,2020-08-08,4657,,,quantile,,,,
0.025,48479,1 wk ahead inc case,2020-07-12,2020-07-18,665,,,quantile,,,,
0.100,48479,1 wk ahead inc case,2020-07-12,2020-07-18,934,,,quantile,,,,
0.250,48479,1 wk ahead inc case,2020-07-12,2020-07-18,1350,,,quantile,,,,
0.500,48479,1 wk ahead inc case,2020-07-12,2020-07-18,1887,,,quantile,,,,
,48479,1 wk ahead inc case,2020-07-12,2020-07-18,1887,,,point,,,,
0.750,48479,1 wk ahead inc case,2020-07-12,2020-07-18,2794,,,quantile,,,,
0.900,48479,1 wk ahead inc case,2020-07-12,2020-07-18,3895,,,quantile,,,,
0.975,48479,1 wk ahead inc case,2020-07-12,2020-07-18,5506,,,quantile,,,,
0.025,48479,2 wk ahead inc case,2020-07-12,2020-07-25,854,,,quantile,,,,
0.100,48479,2 wk ahead inc case,2020-07-12,2020-07-25,1341,,,quantile,,,,
0.250,48479,2 wk ahead inc case,2020-07-12,2020-07-25,1926,,,quantile,,,,
0.500,48479,2 wk ahead inc case,2020-07-12,2020-07-25,3192,,,quantile,,,,
,48479,2 wk ahead inc case,2020-07-12,2020-07-25,3192,,,point,,,,
0.750,48479,2 wk ahead inc case,2020-07-12,2020-07-25,5149,,,quantile,,,,
0.900,48479,2 wk ahead inc case,2020-07-12,2020-07-25,7647,,,quantile,,,,
0.975,48479,2 wk ahead inc case,2020-07-12,2020-07-25,11191,,,quantile,,,,
0.025,48479,3 wk ahead inc case,2020-07-12,2020-08-01,1009,,,quantile,,,,
0.100,48479,3 wk ahead inc case,2020-07-12,2020-08-01,1742,,,quantile,,,,
0.250,48479,3 wk ahead inc case,2020-07-12,2020-08-01,2916,,,quantile,,,,
0.500,48479,3 wk ahead inc case,2020-07-12,2020-08-01,5236,,,quantile,,,,
,48479,3 wk ahead inc case,2020-07-12,2020-08-01,5236,,,point,,,,
0.750,48479,3 wk ahead inc case,2020-07-12,2020-08-01,9300,,,quantile,,,,
0.900,48479,3 wk ahead inc case,2020-07-12,2020-08-01,14609,,,quantile,,,,
0.975,48479,3 wk ahead inc case,2020-07-12,2020-08-01,23123,,,quantile,,,,
0.025,48479,4 wk ahead inc case,2020-07-12,2020-08-08,1148,,,quantile,,,,
0.100,48479,4 wk ahead inc case,2020-07-12,2020-08-08,2174,,,quantile,,,,
0.250,48479,4 wk ahead inc case,2020-07-12,2020-08-08,4047,,,quantile,,,,
0.500,48479,4 wk ahead inc case,2020-07-12,2020-08-08,7170,,,quantile,,,,
,48479,4 wk ahead inc case,2020-07-12,2020-08-08,7170,,,point,,,,
0.750,48479,4 wk ahead inc case,2020-07-12,2020-08-08,13214,,,quantile,,,,
0.900,48479,4 wk ahead inc case,2020-07-12,2020-08-08,21619,,,quantile,,,,
0.975,48479,4 wk ahead inc case,2020-07-12,2020-08-08,33204,,,quantile,,,,
0.025,06087,1 wk ahead inc case,2020-07-12,2020-07-18,37,,,quantile,,,,
0.100,06087,1 wk ahead inc case,2020-07-12,2020-07-18,57,,,quantile,,,,
0.250,06087,1 wk ahead inc case,2020-07-12,2020-07-18,85,,,quantile,,,,
0.500,06087,1 wk ahead inc case,2020-07-12,2020-07-18,129,,,quantile,,,,
,06087,1 wk ahead inc case,2020-07-12,2020-07-18,129,,,point,,,,
0.750,06087,1 wk ahead inc case,2020-07-12,2020-07-18,196,,,quantile,,,,
0.900,06087,1 wk ahead inc case,2020-07-12,2020-07-18,272,,,quantile,,,,
0.975,06087,1 wk ahead inc case,2020-07-12,2020-07-18,379,,,quantile,,,,
0.025,06087,2 wk ahead inc case,2020-07-12,2020-07-25,30,,,quantile,,,,
0.100,06087,2 wk ahead inc case,2020-07-12,2020-07-25,54,,,quantile,,,,
0.250,06087,2 wk ahead inc case,2020-07-12,2020-07-25,87,,,quantile,,,,
0.500,06087,2 wk ahead inc case,2020-07-12,2020-07-25,158,,,quantile,,,,
,06087,2 wk ahead inc case,2020-07-12,2020-07-25,158,,,point,,,,
0.750,06087,2 wk ahead inc case,2020-07-12,2020-07-25,272,,,quantile,,,,
0.900,06087,2 wk ahead inc case,2020-07-12,2020-07-25,398,,,quantile,,,,
0.975,06087,2 wk ahead inc case,2020-07-12,2020-07-25,607,,,quantile,,,,
0.025,06087,3 wk ahead inc case,2020-07-12,2020-08-01,23,,,quantile,,,,
0.100,06087,3 wk ahead inc case,2020-07-12,2020-08-01,48,,,quantile,,,,
0.250,06087,3 wk ahead inc case,2020-07-12,2020-08-01,94,,,quantile,,,,
0.500,06087,3 wk ahead inc case,2020-07-12,2020-08-01,204,,,quantile,,,,
,06087,3 wk ahead inc case,2020-07-12,2020-08-01,204,,,point,,,,
0.750,06087,3 wk ahead inc case,2020-07-12,2020-08-01,383,,,quantile,,,,
0.900,06087,3 wk ahead inc case,2020-07-12,2020-08-01,653,,,quantile,,,,
0.975,06087,3 wk ahead inc case,2020-07-12,2020-08-01,1017,,,quantile,,,,
0.025,06087,4 wk ahead inc case,2020-07-12,2020-08-08,16,,,quantile,,,,
0.100,06087,4 wk ahead inc case,2020-07-12,2020-08-08,44,,,quantile,,,,
0.250,06087,4 wk ahead inc case,2020-07-12,2020-08-08,99,,,quantile,,,,
0.500,06087,4 wk ahead inc case,2020-07-12,2020-08-08,241,,,quantile,,,,
,06087,4 wk ahead inc case,2020-07-12,2020-08-08,241,,,point,,,,
0.750,06087,4 wk ahead inc case,2020-07-12,2020-08-08,536,,,quantile,,,,
0.900,06087,4 wk ahead inc case,2020-07-12,2020-08-08,967,,,quantile,,,,
0.975,06087,4 wk ahead inc case,2020-07-12,2020-08-08,1461,,,quantile,,,,
0.025,18141,1 wk ahead inc case,2020-07-12,2020-07-18,77,,,quantile,,,,
0.100,18141,1 wk ahead inc case,2020-07-12,2020-07-18,106,,,quantile,,,,
0.250,18141,1 wk ahead inc case,2020-07-12,2020-07-18,140,,,quantile,,,,
0.500,18141,1 wk ahead inc case,2020-07-12,2020-07-18,187,,,quantile,,,,
,18141,1 wk ahead inc case,2020-07-12,2020-07-18,187,,,point,,,,
0.750,18141,1 wk ahead inc case,2020-07-12,2020-07-18,254,,,quantile,,,,
0.900,18141,1 wk ahead inc case,2020-07-12,2020-07-18,318,,,quantile,,,,
0.975,18141,1 wk ahead inc case,2020-07-12,2020-07-18,411,,,quantile,,,,
0.025,18141,2 wk ahead inc case,2020-07-12,2020-07-25,62,,,quantile,,,,
0.100,18141,2 wk ahead inc case,2020-07-12,2020-07-25,96,,,quantile,,,,
0.250,18141,2 wk ahead inc case,2020-07-12,2020-07-25,137,,,quantile,,,,
0.500,18141,2 wk ahead inc case,2020-07-12,2020-07-25,206,,,quantile,,,,
,18141,2 wk ahead inc case,2020-07-12,2020-07-25,206,,,point,,,,
0.750,18141,2 wk ahead inc case,2020-07-12,2020-07-25,304,,,quantile,,,,
0.900,18141,2 wk ahead inc case,2020-07-12,2020-07-25,419,,,quantile,,,,
0.975,18141,2 wk ahead inc case,2020-07-12,2020-07-25,556,,,quantile,,,,
0.025,18141,3 wk ahead inc case,2020-07-12,2020-08-01,51,,,quantile,,,,
0.100,18141,3 wk ahead inc case,2020-07-12,2020-08-01,86,,,quantile,,,,
0.250,18141,3 wk ahead inc case,2020-07-12,2020-08-01,132,,,quantile,,,,
0.500,18141,3 wk ahead inc case,2020-07-12,2020-08-01,236,,,quantile,,,,
,18141,3 wk ahead inc case,2020-07-12,2020-08-01,236,,,point,,,,
0.750,18141,3 wk ahead inc case,2020-07-12,2020-08-01,404,,,quantile,,,,
0.900,18141,3 wk ahead inc case,2020-07-12,2020-08-01,607,,,quantile,,,,
0.975,18141,3 wk ahead inc case,2020-07-12,2020-08-01,802,,,quantile,,,,
0.025,18141,4 wk ahead inc case,2020-07-12,2020-08-08,40,,,quantile,,,,
0.100,18141,4 wk ahead inc case,2020-07-12,2020-08-08,69,,,quantile,,,,
0.250,18141,4 wk ahead inc case,2020-07-12,2020-08-08,128,,,quantile,,,,
0.500,18141,4 wk ahead inc case,2020-07-12,2020-08-08,255,,,quantile,,,,
,18141,4 wk ahead inc case,2020-07-12,2020-08-08,255,,,point,,,,
0.750,18141,4 wk ahead inc case,2020-07-12,2020-08-08,506,,,quantile,,,,
0.900,18141,4 wk ahead inc case,2020-07-12,2020-08-08,810,,,quantile,,,,
0.975,18141,4 wk ahead inc case,2020-07-12,2020-08-08,1056,,,quantile,,,,
0.025,53035,1 wk ahead inc case,2020-07-12,2020-07-18,16,,,quantile,,,,
0.100,53035,1 wk ahead inc case,2020-07-12,2020-07-18,28,,,quantile,,,,
0.250,53035,1 wk ahead inc case,2020-07-12,2020-07-18,41,,,quantile,,,,
0.500,53035,1 wk ahead inc case,2020-07-12,2020-07-18,60,,,quantile,,,,
,53035,1 wk ahead inc case,2020-07-12,2020-07-18,60,,,point,,,,
0.750,53035,1 wk ahead inc case,2020-07-12,2020-07-18,90,,,quantile,,,,
0.900,53035,1 wk ahead inc case,2020-07-12,2020-07-18,125,,,quantile,,,,
0.975,53035,1 wk ahead inc case,2020-07-12,2020-07-18,168,,,quantile,,,,
0.025,53035,2 wk ahead inc case,2020-07-12,2020-07-25,14,,,quantile,,,,
0.100,53035,2 wk ahead inc case,2020-07-12,2020-07-25,28,,,quantile,,,,
0.250,53035,2 wk ahead inc case,2020-07-12,2020-07-25,47,,,quantile,,,,
0.500,53035,2 wk ahead inc case,2020-07-12,2020-07-25,84,,,quantile,,,,
,53035,2 wk ahead inc case,2020-07-12,2020-07-25,84,,,point,,,,
0.750,53035,2 wk ahead inc case,2020-07-12,2020-07-25,146,,,quantile,,,,
0.900,53035,2 wk ahead inc case,2020-07-12,2020-07-25,207,,,quantile,,,,
0.975,53035,2 wk ahead inc case,2020-07-12,2020-07-25,284,,,quantile,,,,
0.025,53035,3 wk ahead inc case,2020-07-12,2020-08-01,11,,,quantile,,,,
0.100,53035,3 wk ahead inc case,2020-07-12,2020-08-01,28,,,quantile,,,,
0.250,53035,3 wk ahead inc case,2020-07-12,2020-08-01,60,,,quantile,,,,
0.500,53035,3 wk ahead inc case,2020-07-12,2020-08-01,124,,,quantile,,,,
,53035,3 wk ahead inc case,2020-07-12,2020-08-01,124,,,point,,,,
0.750,53035,3 wk ahead inc case,2020-07-12,2020-08-01,243,,,quantile,,,,
0.900,53035,3 wk ahead inc case,2020-07-12,2020-08-01,363,,,quantile,,,,
0.975,53035,3 wk ahead inc case,2020-07-12,2020-08-01,512,,,quantile,,,,
0.025,53035,4 wk ahead inc case,2020-07-12,2020-08-08,12,,,quantile,,,,
0.100,53035,4 wk ahead inc case,2020-07-12,2020-08-08,28,,,quantile,,,,
0.250,53035,4 wk ahead inc case,2020-07-12,2020-08-08,66,,,quantile,,,,
0.500,53035,4 wk ahead inc case,2020-07-12,2020-08-08,174,,,quantile,,,,
,53035,4 wk ahead inc case,2020-07-12,2020-08-08,174,,,point,,,,
0.750,53035,4 wk ahead inc case,2020-07-12,2020-08-08,387,,,quantile,,,,
0.900,53035,4 wk ahead inc case,2020-07-12,2020-08-08,620,,,quantile,,,,
0.975,53035,4 wk ahead inc case,2020-07-12,2020-08-08,885,,,quantile,,,,
0.025,42049,1 wk ahead inc case,2020-07-12,2020-07-18,14,,,quantile,,,,
0.100,42049,1 wk ahead inc case,2020-07-12,2020-07-18,21,,,quantile,,,,
0.250,42049,1 wk ahead inc case,2020-07-12,2020-07-18,28,,,quantile,,,,
0.500,42049,1 wk ahead inc case,2020-07-12,2020-07-18,40,,,quantile,,,,
,42049,1 wk ahead inc case,2020-07-12,2020-07-18,40,,,point,,,,
0.750,42049,1 wk ahead inc case,2020-07-12,2020-07-18,53,,,quantile,,,,
0.900,42049,1 wk ahead inc case,2020-07-12,2020-07-18,68,,,quantile,,,,
0.975,42049,1 wk ahead inc case,2020-07-12,2020-07-18,90,,,quantile,,,,
0.025,42049,2 wk ahead inc case,2020-07-12,2020-07-25,8,,,quantile,,,,
0.100,42049,2 wk ahead inc case,2020-07-12,2020-07-25,13,,,quantile,,,,
0.250,42049,2 wk ahead inc case,2020-07-12,2020-07-25,19,,,quantile,,,,
0.500,42049,2 wk ahead inc case,2020-07-12,2020-07-25,31,,,quantile,,,,
,42049,2 wk ahead inc case,2020-07-12,2020-07-25,31,,,point,,,,
0.750,42049,2 wk ahead inc case,2020-07-12,2020-07-25,45,,,quantile,,,,
0.900,42049,2 wk ahead inc case,2020-07-12,2020-07-25,60,,,quantile,,,,
0.975,42049,2 wk ahead inc case,2020-07-12,2020-07-25,78,,,quantile,,,,
0.025,42049,3 wk ahead inc case,2020-07-12,2020-08-01,4,,,quantile,,,,
0.100,42049,3 wk ahead inc case,2020-07-12,2020-08-01,7,,,quantile,,,,
0.250,42049,3 wk ahead inc case,2020-07-12,2020-08-01,14,,,quantile,,,,
0.500,42049,3 wk ahead inc case,2020-07-12,2020-08-01,25,,,quantile,,,,
,42049,3 wk ahead inc case,2020-07-12,2020-08-01,25,,,point,,,,
0.750,42049,3 wk ahead inc case,2020-07-12,2020-08-01,42,,,quantile,,,,
0.900,42049,3 wk ahead inc case,2020-07-12,2020-08-01,56,,,quantile,,,,
0.975,42049,3 wk ahead inc case,2020-07-12,2020-08-01,82,,,quantile,,,,
0.025,42049,4 wk ahead inc case,2020-07-12,2020-08-08,2,,,quantile,,,,
0.100,42049,4 wk ahead inc case,2020-07-12,2020-08-08,5,,,quantile,,,,
0.250,42049,4 wk ahead inc case,2020-07-12,2020-08-08,10,,,quantile,,,,
0.500,42049,4 wk ahead inc case,2020-07-12,2020-08-08,20,,,quantile,,,,
,42049,4 wk ahead inc case,2020-07-12,2020-08-08,20,,,point,,,,
0.750,42049,4 wk ahead inc case,2020-07-12,2020-08-08,37,,,quantile,,,,
0.900,42049,4 wk ahead inc case,2020-07-12,2020-08-08,56,,,quantile,,,,
0.975,42049,4 wk ahead inc case,2020-07-12,2020-08-08,82,,,quantile,,,,
0.025,12001,1 wk ahead inc case,2020-07-12,2020-07-18,206,,,quantile,,,,
0.100,12001,1 wk ahead inc case,2020-07-12,2020-07-18,301,,,quantile,,,,
0.250,12001,1 wk ahead inc case,2020-07-12,2020-07-18,400,,,quantile,,,,
0.500,12001,1 wk ahead inc case,2020-07-12,2020-07-18,554,,,quantile,,,,
,12001,1 wk ahead inc case,2020-07-12,2020-07-18,554,,,point,,,,
0.750,12001,1 wk ahead inc case,2020-07-12,2020-07-18,752,,,quantile,,,,
0.900,12001,1 wk ahead inc case,2020-07-12,2020-07-18,952,,,quantile,,,,
0.975,12001,1 wk ahead inc case,2020-07-12,2020-07-18,1186,,,quantile,,,,
0.025,12001,2 wk ahead inc case,2020-07-12,2020-07-25,172,,,quantile,,,,
0.100,12001,2 wk ahead inc case,2020-07-12,2020-07-25,262,,,quantile,,,,
0.250,12001,2 wk ahead inc case,2020-07-12,2020-07-25,402,,,quantile,,,,
0.500,12001,2 wk ahead inc case,2020-07-12,2020-07-25,613,,,quantile,,,,
,12001,2 wk ahead inc case,2020-07-12,2020-07-25,613,,,point,,,,
0.750,12001,2 wk ahead inc case,2020-07-12,2020-07-25,918,,,quantile,,,,
0.900,12001,2 wk ahead inc case,2020-07-12,2020-07-25,1272,,,quantile,,,,
0.975,12001,2 wk ahead inc case,2020-07-12,2020-07-25,1736,,,quantile,,,,
0.025,12001,3 wk ahead inc case,2020-07-12,2020-08-01,129,,,quantile,,,,
0.100,12001,3 wk ahead inc case,2020-07-12,2020-08-01,232,,,quantile,,,,
0.250,12001,3 wk ahead inc case,2020-07-12,2020-08-01,411,,,quantile,,,,
0.500,12001,3 wk ahead inc case,2020-07-12,2020-08-01,690,,,quantile,,,,
,12001,3 wk ahead inc case,2020-07-12,2020-08-01,690,,,point,,,,
0.750,12001,3 wk ahead inc case,2020-07-12,2020-08-01,1217,,,quantile,,,,
0.900,12001,3 wk ahead inc case,2020-07-12,2020-08-01,1715,,,quantile,,,,
0.975,12001,3 wk ahead inc case,2020-07-12,2020-08-01,2393,,,quantile,,,,
0.025,12001,4 wk ahead inc case,2020-07-12,2020-08-08,95,,,quantile,,,,
0.100,12001,4 wk ahead inc case,2020-07-12,2020-08-08,202,,,quantile,,,,
0.250,12001,4 wk ahead inc case,2020-07-12,2020-08-08,380,,,quantile,,,,
0.500,12001,4 wk ahead inc case,2020-07-12,2020-08-08,768,,,quantile,,,,
,12001,4 wk ahead inc case,2020-07-12,2020-08-08,768,,,point,,,,
0.750,12001,4 wk ahead inc case,2020-07-12,2020-08-08,1436,,,quantile,,,,
0.900,12001,4 wk ahead inc case,2020-07-12,2020-08-08,2315,,,quantile,,,,
0.975,12001,4 wk ahead inc case,2020-07-12,2020-08-08,3018,,,quantile,,,,
0.025,09011,1 wk ahead inc case,2020-07-12,2020-07-18,5,,,quantile,,,,
0.100,09011,1 wk ahead inc case,2020-07-12,2020-07-18,7,,,quantile,,,,
0.250,09011,1 wk ahead inc case,2020-07-12,2020-07-18,11,,,quantile,,,,
0.500,09011,1 wk ahead inc case,2020-07-12,2020-07-18,18,,,quantile,,,,
,09011,1 wk ahead inc case,2020-07-12,2020-07-18,18,,,point,,,,
0.750,09011,1 wk ahead inc case,2020-07-12,2020-07-18,28,,,quantile,,,,
0.900,09011,1 wk ahead inc case,2020-07-12,2020-07-18,39,,,quantile,,,,
0.975,09011,1 wk ahead inc case,2020-07-12,2020-07-18,54,,,quantile,,,,
0.025,09011,2 wk ahead inc case,2020-07-12,2020-07-25,2,,,quantile,,,,
0.100,09011,2 wk ahead inc case,2020-07-12,2020-07-25,4,,,quantile,,,,
0.250,09011,2 wk ahead inc case,2020-07-12,2020-07-25,8,,,quantile,,,,
0.500,09011,2 wk ahead inc case,2020-07-12,2020-07-25,15,,,quantile,,,,
,09011,2 wk ahead inc case,2020-07-12,2020-07-25,15,,,point,,,,
0.750,09011,2 wk ahead inc case,2020-07-12,2020-07-25,25,,,quantile,,,,
0.900,09011,2 wk ahead inc case,2020-07-12,2020-07-25,38,,,quantile,,,,
0.975,09011,2 wk ahead inc case,2020-07-12,2020-07-25,53,,,quantile,,,,
0.025,09011,3 wk ahead inc case,2020-07-12,2020-08-01,1,,,quantile,,,,
0.100,09011,3 wk ahead inc case,2020-07-12,2020-08-01,3,,,quantile,,,,
0.250,09011,3 wk ahead inc case,2020-07-12,2020-08-01,6,,,quantile,,,,
0.500,09011,3 wk ahead inc case,2020-07-12,2020-08-01,12,,,quantile,,,,
,09011,3 wk ahead inc case,2020-07-12,2020-08-01,12,,,point,,,,
0.750,09011,3 wk ahead inc case,2020-07-12,2020-08-01,24,,,quantile,,,,
0.900,09011,3 wk ahead inc case,2020-07-12,2020-08-01,40,,,quantile,,,,
0.975,09011,3 wk ahead inc case,2020-07-12,2020-08-01,62,,,quantile,,,,
0.025,09011,4 wk ahead inc case,2020-07-12,2020-08-08,0,,,quantile,,,,
0.100,09011,4 wk ahead inc case,2020-07-12,2020-08-08,1,,,quantile,,,,
0.250,09011,4 wk ahead inc case,2020-07-12,2020-08-08,4,,,quantile,,,,
0.500,09011,4 wk ahead inc case,2020-07-12,2020-08-08,10,,,quantile,,,,
,09011,4 wk ahead inc case,2020-07-12,2020-08-08,10,,,point,,,,
0.750,09011,4 wk ahead inc case,2020-07-12,2020-08-08,24,,,quantile,,,,
0.900,09011,4 wk ahead inc case,2020-07-12,2020-08-08,41,,,quantile,,,,
0.975,09011,4 wk ahead inc case,2020-07-12,2020-08-08,69,,,quantile,,,,
0.025,26077,1 wk ahead inc case,2020-07-12,2020-07-18,54,,,quantile,,,,
0.100,26077,1 wk ahead inc case,2020-07-12,2020-07-18,69,,,quantile,,,,
0.250,26077,1 wk ahead inc case,2020-07-12,2020-07-18,97,,,quantile,,,,
0.500,26077,1 wk ahead inc case,2020-07-12,2020-07-18,129,,,quantile,,,,
,26077,1 wk ahead inc case,2020-07-12,2020-07-18,129,,,point,,,,
0.750,26077,1 wk ahead inc case,2020-07-12,2020-07-18,174,,,quantile,,,,
0.900,26077,1 wk ahead inc case,2020-07-12,2020-07-18,219,,,quantile,,,,
0.975,26077,1 wk ahead inc case,2020-07-12,2020-07-18,282,,,quantile,,,,
0.025,26077,2 wk ahead inc case,2020-07-12,2020-07-25,51,,,quantile,,,,
0.100,26077,2 wk ahead inc case,2020-07-12,2020-07-25,80,,,quantile,,,,
0.250,26077,2 wk ahead inc case,2020-07-12,2020-07-25,114,,,quantile,,,,
0.500,26077,2 wk ahead inc case,2020-07-12,2020-07-25,178,,,quantile,,,,
,26077,2 wk ahead inc case,2020-07-12,2020-07-25,178,,,point,,,,
0.750,26077,2 wk ahead inc case,2020-07-12,2020-07-25,277,,,quantile,,,,
0.900,26077,2 wk ahead inc case,2020-07-12,2020-07-25,376,,,quantile,,,,
0.975,26077,2 wk ahead inc case,2020-07-12,2020-07-25,506,,,quantile,,,,
0.025,26077,3 wk ahead inc case,2020-07-12,2020-08-01,49,,,quantile,,,,
0.100,26077,3 wk ahead inc case,2020-07-12,2020-08-01,89,,,quantile,,,,
0.250,26077,3 wk ahead inc case,2020-07-12,2020-08-01,145,,,quantile,,,,
0.500,26077,3 wk ahead inc case,2020-07-12,2020-08-01,262,,,quantile,,,,
,26077,3 wk ahead inc case,2020-07-12,2020-08-01,262,,,point,,,,
0.750,26077,3 wk ahead inc case,2020-07-12,2020-08-01,453,,,quantile,,,,
0.900,26077,3 wk ahead inc case,2020-07-12,2020-08-01,632,,,quantile,,,,
0.975,26077,3 wk ahead inc case,2020-07-12,2020-08-01,871,,,quantile,,,,
0.025,26077,4 wk ahead inc case,2020-07-12,2020-08-08,45,,,quantile,,,,
0.100,26077,4 wk ahead inc case,2020-07-12,2020-08-08,92,,,quantile,,,,
0.250,26077,4 wk ahead inc case,2020-07-12,2020-08-08,170,,,quantile,,,,
0.500,26077,4 wk ahead inc case,2020-07-12,2020-08-08,356,,,quantile,,,,
,26077,4 wk ahead inc case,2020-07-12,2020-08-08,356,,,point,,,,
0.750,26077,4 wk ahead inc case,2020-07-12,2020-08-08,680,,,quantile,,,,
0.900,26077,4 wk ahead inc case,2020-07-12,2020-08-08,1076,,,quantile,,,,
0.975,26077,4 wk ahead inc case,2020-07-12,2020-08-08,1532,,,quantile,,,,
0.025,12109,1 wk ahead inc case,2020-07-12,2020-07-18,300,,,quantile,,,,
0.100,12109,1 wk ahead inc case,2020-07-12,2020-07-18,412,,,quantile,,,,
0.250,12109,1 wk ahead inc case,2020-07-12,2020-07-18,534,,,quantile,,,,
0.500,12109,1 wk ahead inc case,2020-07-12,2020-07-18,684,,,quantile,,,,
,12109,1 wk ahead inc case,2020-07-12,2020-07-18,684,,,point,,,,
0.750,12109,1 wk ahead inc case,2020-07-12,2020-07-18,873,,,quantile,,,,
0.900,12109,1 wk ahead inc case,2020-07-12,2020-07-18,1087,,,quantile,,,,
0.975,12109,1 wk ahead inc case,2020-07-12,2020-07-18,1304,,,quantile,,,,
0.025,12109,2 wk ahead inc case,2020-07-12,2020-07-25,284,,,quantile,,,,
0.100,12109,2 wk ahead inc case,2020-07-12,2020-07-25,400,,,quantile,,,,
0.250,12109,2 wk ahead inc case,2020-07-12,2020-07-25,556,,,quantile,,,,
0.500,12109,2 wk ahead inc case,2020-07-12,2020-07-25,807,,,quantile,,,,
,12109,2 wk ahead inc case,2020-07-12,2020-07-25,807,,,point,,,,
0.750,12109,2 wk ahead inc case,2020-07-12,2020-07-25,1130,,,quantile,,,,
0.900,12109,2 wk ahead inc case,2020-07-12,2020-07-25,1492,,,quantile,,,,
0.975,12109,2 wk ahead inc case,2020-07-12,2020-07-25,1976,,,quantile,,,,
0.025,12109,3 wk ahead inc case,2020-07-12,2020-08-01,227,,,quantile,,,,
0.100,12109,3 wk ahead inc case,2020-07-12,2020-08-01,389,,,quantile,,,,
0.250,12109,3 wk ahead inc case,2020-07-12,2020-08-01,589,,,quantile,,,,
0.500,12109,3 wk ahead inc case,2020-07-12,2020-08-01,990,,,quantile,,,,
,12109,3 wk ahead inc case,2020-07-12,2020-08-01,990,,,point,,,,
0.750,12109,3 wk ahead inc case,2020-07-12,2020-08-01,1484,,,quantile,,,,
0.900,12109,3 wk ahead inc case,2020-07-12,2020-08-01,2012,,,quantile,,,,
0.975,12109,3 wk ahead inc case,2020-07-12,2020-08-01,2795,,,quantile,,,,
0.025,12109,4 wk ahead inc case,2020-07-12,2020-08-08,185,,,quantile,,,,
0.100,12109,4 wk ahead inc case,2020-07-12,2020-08-08,366,,,quantile,,,,
0.250,12109,4 wk ahead inc case,2020-07-12,2020-08-08,609,,,quantile,,,,
0.500,12109,4 wk ahead inc case,2020-07-12,2020-08-08,1106,,,quantile,,,,
,12109,4 wk ahead inc case,2020-07-12,2020-08-08,1106,,,point,,,,
0.750,12109,4 wk ahead inc case,2020-07-12,2020-08-08,1873,,,quantile,,,,
0.900,12109,4 wk ahead inc case,2020-07-12,2020-08-08,2728,,,quantile,,,,
0.975,12109,4 wk ahead inc case,2020-07-12,2020-08-08,3869,,,quantile,,,,
0.025,55009,1 wk ahead inc case,2020-07-12,2020-07-18,83,,,quantile,,,,
0.100,55009,1 wk ahead inc case,2020-07-12,2020-07-18,119,,,quantile,,,,
