target,location,type,quantile,value
1 wk ahead cum death,US,quantile,0.95,3471
1 wk ahead cum death,US,quantile,0.975,3722
1 wk ahead cum death,US,quantile,0.99,4037
1 wk ahead inc death,US,quantile,0.01,363
1 wk ahead inc death,US,quantile,0.025,394
1 wk ahead inc death,US,quantile,0.05,424
1 wk ahead inc death,US,quantile,0.1,466
1 wk ahead inc death,US,quantile,0.15,494
1 wk ahead inc death,US,quantile,0.2,518
1 wk ahead inc death,US,quantile,0.25,540
1 wk ahead inc death,US,quantile,0.3,560
1 wk ahead inc death,US,quantile,0.35,580
1 wk ahead inc death,US,quantile,0.4,601
1 wk ahead inc death,US,quantile,0.45,622
1 wk ahead inc death,US,quantile,0.5,645
1 wk ahead inc death,US,quantile,0.55,668
1 wk ahead inc death,US,quantile,0.6,691
1 wk ahead inc death,US,quantile,0.65,718
1 wk ahead inc death,US,quantile,0.7,749
1 wk ahead inc death,US,quantile,0.75,782
1 wk ahead inc death,US,quantile,0.8,825
1 wk ahead inc death,US,quantile,0.85,878
1 wk ahead inc death,US,quantile,0.9,948
1 wk ahead inc death,US,quantile,0.95,1055
1 wk ahead inc death,US,quantile,0.975,1155
1 wk ahead inc death,US,quantile,0.99,1267
2 day ahead cum death,US,quantile,0.01,772
2 day ahead cum death,US,quantile,0.025,799
2 day ahead cum death,US,quantile,0.05,824
2 day ahead cum death,US,quantile,0.1,850
2 day ahead cum death,US,quantile,0.15,867
2 day ahead cum death,US,quantile,0.2,882
2 day ahead cum death,US,quantile,0.25,894
2 day ahead cum death,US,quantile,0.3,906
2 day ahead cum death,US,quantile,0.35,917
2 day ahead cum death,US,quantile,0.4,927
2 day ahead cum death,US,quantile,0.45,938
2 day ahead cum death,US,quantile,0.5,949
2 day ahead cum death,US,quantile,0.55,960
2 day ahead cum death,US,quantile,0.6,973
2 day ahead cum death,US,quantile,0.65,987
2 day ahead cum death,US,quantile,0.7,1002
2 day ahead cum death,US,quantile,0.75,1020
2 day ahead cum death,US,quantile,0.8,1044
2 day ahead cum death,US,quantile,0.85,1075
2 day ahead cum death,US,quantile,0.9,1116
2 day ahead cum death,US,quantile,0.95,1185
2 day ahead cum death,US,quantile,0.975,1244
2 day ahead cum death,US,quantile,0.99,1315
2 day ahead inc death,US,quantile,0.01,150
2 day ahead inc death,US,quantile,0.025,163
2 day ahead inc death,US,quantile,0.05,174
2 day ahead inc death,US,quantile,0.1,186
2 day ahead inc death,US,quantile,0.15,194
2 day ahead inc death,US,quantile,0.2,201
2 day ahead inc death,US,quantile,0.25,207
2 day ahead inc death,US,quantile,0.3,214
2 day ahead inc death,US,quantile,0.35,219
2 day ahead inc death,US,quantile,0.4,224
2 day ahead inc death,US,quantile,0.45,230
2 day ahead inc death,US,quantile,0.5,235
2 day ahead inc death,US,quantile,0.55,241
2 day ahead inc death,US,quantile,0.6,247
2 day ahead inc death,US,quantile,0.65,254
2 day ahead inc death,US,quantile,0.7,262
2 day ahead inc death,US,quantile,0.75,271
2 day ahead inc death,US,quantile,0.8,283
2 day ahead inc death,US,quantile,0.85,297
2 day ahead inc death,US,quantile,0.9,318
2 day ahead inc death,US,quantile,0.95,350
2 day ahead inc death,US,quantile,0.975,378
2 day ahead inc death,US,quantile,0.99,411
3 day ahead cum death,US,quantile,0.01,985
3 day ahead cum death,US,quantile,0.025,1028
3 day ahead cum death,US,quantile,0.05,1064
3 day ahead cum death,US,quantile,0.1,1107
3 day ahead cum death,US,quantile,0.15,1136
3 day ahead cum death,US,quantile,0.2,1160
3 day ahead cum death,US,quantile,0.25,1181
3 day ahead cum death,US,quantile,0.3,1202
3 day ahead cum death,US,quantile,0.35,1220
3 day ahead cum death,US,quantile,0.4,1239
3 day ahead cum death,US,quantile,0.45,1258
3 day ahead cum death,US,quantile,0.5,1277
3 day ahead cum death,US,quantile,0.55,1297
3 day ahead cum death,US,quantile,0.6,1319
3 day ahead cum death,US,quantile,0.65,1343
3 day ahead cum death,US,quantile,0.7,1371
3 day ahead cum death,US,quantile,0.75,1404
3 day ahead cum death,US,quantile,0.8,1446
3 day ahead cum death,US,quantile,0.85,1500
3 day ahead cum death,US,quantile,0.9,1572
3 day ahead cum death,US,quantile,0.95,1686
3 day ahead cum death,US,quantile,0.975,1788
3 day ahead cum death,US,quantile,0.99,1907
3 day ahead inc death,US,quantile,0.01,205
3 day ahead inc death,US,quantile,0.025,221
3 day ahead inc death,US,quantile,0.05,235
3 day ahead inc death,US,quantile,0.1,253
3 day ahead inc death,US,quantile,0.15,266
3 day ahead inc death,US,quantile,0.2,276
3 day ahead inc death,US,quantile,0.25,286
3 day ahead inc death,US,quantile,0.3,294
3 day ahead inc death,US,quantile,0.35,303
3 day ahead inc death,US,quantile,0.4,312
3 day ahead inc death,US,quantile,0.45,320
3 day ahead inc death,US,quantile,0.5,329
3 day ahead inc death,US,quantile,0.55,338
3 day ahead inc death,US,quantile,0.6,347
3 day ahead inc death,US,quantile,0.65,359
3 day ahead inc death,US,quantile,0.7,371
3 day ahead inc death,US,quantile,0.75,386
3 day ahead inc death,US,quantile,0.8,404
3 day ahead inc death,US,quantile,0.85,426
3 day ahead inc death,US,quantile,0.9,457
3 day ahead inc death,US,quantile,0.95,505
3 day ahead inc death,US,quantile,0.975,546
3 day ahead inc death,US,quantile,0.99,596
4 day ahead cum death,US,quantile,0.01,1266
4 day ahead cum death,US,quantile,0.025,1328
4 day ahead cum death,US,quantile,0.05,1389
4 day ahead cum death,US,quantile,0.1,1453
4 day ahead cum death,US,quantile,0.15,1502
4 day ahead cum death,US,quantile,0.2,1541
4 day ahead cum death,US,quantile,0.25,1576
4 day ahead cum death,US,quantile,0.3,1608
4 day ahead cum death,US,quantile,0.35,1640
4 day ahead cum death,US,quantile,0.4,1670
4 day ahead cum death,US,quantile,0.45,1703
4 day ahead cum death,US,quantile,0.5,1737
4 day ahead cum death,US,quantile,0.55,1771
4 day ahead cum death,US,quantile,0.6,1808
4 day ahead cum death,US,quantile,0.65,1850
4 day ahead cum death,US,quantile,0.7,1899
4 day ahead cum death,US,quantile,0.75,1951
4 day ahead cum death,US,quantile,0.8,2020
4 day ahead cum death,US,quantile,0.85,2109
4 day ahead cum death,US,quantile,0.9,2228
4 day ahead cum death,US,quantile,0.95,2413
4 day ahead cum death,US,quantile,0.975,2574
4 day ahead cum death,US,quantile,0.99,2767
4 day ahead inc death,US,quantile,0.01,273
4 day ahead inc death,US,quantile,0.025,296
4 day ahead inc death,US,quantile,0.05,317
4 day ahead inc death,US,quantile,0.1,344
4 day ahead inc death,US,quantile,0.15,363
4 day ahead inc death,US,quantile,0.2,379
4 day ahead inc death,US,quantile,0.25,393
4 day ahead inc death,US,quantile,0.3,406
4 day ahead inc death,US,quantile,0.35,419
4 day ahead inc death,US,quantile,0.4,432
4 day ahead inc death,US,quantile,0.45,446
4 day ahead inc death,US,quantile,0.5,460
4 day ahead inc death,US,quantile,0.55,475
4 day ahead inc death,US,quantile,0.6,491
4 day ahead inc death,US,quantile,0.65,508
4 day ahead inc death,US,quantile,0.7,527
4 day ahead inc death,US,quantile,0.75,550
4 day ahead inc death,US,quantile,0.8,576
4 day ahead inc death,US,quantile,0.85,611
4 day ahead inc death,US,quantile,0.9,658
4 day ahead inc death,US,quantile,0.95,730
4 day ahead inc death,US,quantile,0.975,793
4 day ahead inc death,US,quantile,0.99,873
5 day ahead cum death,US,quantile,0.01,1640
5 day ahead cum death,US,quantile,0.025,1733
5 day ahead cum death,US,quantile,0.05,1819
5 day ahead cum death,US,quantile,0.1,1926
5 day ahead cum death,US,quantile,0.15,1999
5 day ahead cum death,US,quantile,0.2,2062
5 day ahead cum death,US,quantile,0.25,2117
5 day ahead cum death,US,quantile,0.3,2169
5 day ahead cum death,US,quantile,0.35,2220
5 day ahead cum death,US,quantile,0.4,2271
5 day ahead cum death,US,quantile,0.45,2324
5 day ahead cum death,US,quantile,0.5,2380
5 day ahead cum death,US,quantile,0.55,2437
5 day ahead cum death,US,quantile,0.6,2499
5 day ahead cum death,US,quantile,0.65,2566
5 day ahead cum death,US,quantile,0.7,2645
5 day ahead cum death,US,quantile,0.75,2731
5 day ahead cum death,US,quantile,0.8,2846
5 day ahead cum death,US,quantile,0.85,2987
5 day ahead cum death,US,quantile,0.9,3169
5 day ahead cum death,US,quantile,0.95,3471
5 day ahead cum death,US,quantile,0.975,3722
5 day ahead cum death,US,quantile,0.99,4037
5 day ahead inc death,US,quantile,0.01,363
5 day ahead inc death,US,quantile,0.025,394
5 day ahead inc death,US,quantile,0.05,424
5 day ahead inc death,US,quantile,0.1,466
5 day ahead inc death,US,quantile,0.15,494
5 day ahead inc death,US,quantile,0.2,518
5 day ahead inc death,US,quantile,0.25,540
5 day ahead inc death,US,quantile,0.3,560
5 day ahead inc death,US,quantile,0.35,580
5 day ahead inc death,US,quantile,0.4,601
5 day ahead inc death,US,quantile,0.45,622
5 day ahead inc death,US,quantile,0.5,645
5 day ahead inc death,US,quantile,0.55,668
5 day ahead inc death,US,quantile,0.6,691
5 day ahead inc death,US,quantile,0.65,718
5 day ahead inc death,US,quantile,0.7,749
5 day ahead inc death,US,quantile,0.75,782
5 day ahead inc death,US,quantile,0.8,825
5 day ahead inc death,US,quantile,0.85,878
5 day ahead inc death,US,quantile,0.9,948
5 day ahead inc death,US,quantile,0.95,1055
5 day ahead inc death,US,quantile,0.975,1155
5 day ahead inc death,US,quantile,0.99,1267
6 day ahead cum death,US,quantile,0.01,2129
6 day ahead cum death,US,quantile,0.025,2259
6 day ahead cum death,US,quantile,0.05,2396
6 day ahead cum death,US,quantile,0.1,2563
6 day ahead cum death,US,quantile,0.15,2672
6 day ahead cum death,US,quantile,0.2,2771
6 day ahead cum death,US,quantile,0.25,2860
6 day ahead cum death,US,quantile,0.3,2943
6 day ahead cum death,US,quantile,0.35,3023
6 day ahead cum death,US,quantile,0.4,3108
6 day ahead cum death,US,quantile,0.45,3192
6 day ahead cum death,US,quantile,0.5,3283
6 day ahead cum death,US,quantile,0.55,3379
6 day ahead cum death,US,quantile,0.6,3475
6 day ahead cum death,US,quantile,0.65,3584
6 day ahead cum death,US,quantile,0.7,3708
6 day ahead cum death,US,quantile,0.75,3846
6 day ahead cum death,US,quantile,0.8,4024
6 day ahead cum death,US,quantile,0.85,4240
6 day ahead cum death,US,quantile,0.9,4530
6 day ahead cum death,US,quantile,0.95,4999
6 day ahead cum death,US,quantile,0.975,5382
6 day ahead cum death,US,quantile,0.99,5867
6 day ahead inc death,US,quantile,0.01,475
6 day ahead inc death,US,quantile,0.025,520
6 day ahead inc death,US,quantile,0.05,570
6 day ahead inc death,US,quantile,0.1,629
6 day ahead inc death,US,quantile,0.15,672
6 day ahead inc death,US,quantile,0.2,709
6 day ahead inc death,US,quantile,0.25,741
6 day ahead inc death,US,quantile,0.3,773
6 day ahead inc death,US,quantile,0.35,804
6 day ahead inc death,US,quantile,0.4,835
6 day ahead inc death,US,quantile,0.45,870
6 day ahead inc death,US,quantile,0.5,905
6 day ahead inc death,US,quantile,0.55,940
6 day ahead inc death,US,quantile,0.6,979
6 day ahead inc death,US,quantile,0.65,1018
6 day ahead inc death,US,quantile,0.7,1064
6 day ahead inc death,US,quantile,0.75,1115
6 day ahead inc death,US,quantile,0.8,1179
6 day ahead inc death,US,quantile,0.85,1260
6 day ahead inc death,US,quantile,0.9,1368
6 day ahead inc death,US,quantile,0.95,1531
6 day ahead inc death,US,quantile,0.975,1670
6 day ahead inc death,US,quantile,0.99,1848
