target,location,type,quantile,value
1 wk ahead cum death,US,quantile,0.1,36813
1 wk ahead cum death,US,quantile,0.15,36864
1 wk ahead cum death,US,quantile,0.2,36914
1 wk ahead cum death,US,quantile,0.25,36968
1 wk ahead cum death,US,quantile,0.3,37045
1 wk ahead cum death,US,quantile,0.35,38249
1 wk ahead cum death,US,quantile,0.4,38642
1 wk ahead cum death,US,quantile,0.45,38850
1 wk ahead cum death,US,quantile,0.5,39028
1 wk ahead cum death,US,quantile,0.55,39208
1 wk ahead cum death,US,quantile,0.6,39407
1 wk ahead cum death,US,quantile,0.65,39752
1 wk ahead cum death,US,quantile,0.7,42884
1 wk ahead cum death,US,quantile,0.75,43116
1 wk ahead cum death,US,quantile,0.8,43272
1 wk ahead cum death,US,quantile,0.85,43417
1 wk ahead cum death,US,quantile,0.9,43566
1 wk ahead cum death,US,quantile,0.95,43768
1 wk ahead cum death,US,quantile,0.975,43926
1 wk ahead cum death,US,quantile,0.99,44104
1 wk ahead inc death,US,quantile,0.01,2500
1 wk ahead inc death,US,quantile,0.025,2521
1 wk ahead inc death,US,quantile,0.05,2543
1 wk ahead inc death,US,quantile,0.1,2569
1 wk ahead inc death,US,quantile,0.15,2591
1 wk ahead inc death,US,quantile,0.2,2612
1 wk ahead inc death,US,quantile,0.25,2635
1 wk ahead inc death,US,quantile,0.3,2668
1 wk ahead inc death,US,quantile,0.35,3175
1 wk ahead inc death,US,quantile,0.4,3281
1 wk ahead inc death,US,quantile,0.45,3337
1 wk ahead inc death,US,quantile,0.5,3383
1 wk ahead inc death,US,quantile,0.55,3430
1 wk ahead inc death,US,quantile,0.6,3479
1 wk ahead inc death,US,quantile,0.65,3570
1 wk ahead inc death,US,quantile,0.7,4395
1 wk ahead inc death,US,quantile,0.75,4463
1 wk ahead inc death,US,quantile,0.8,4512
1 wk ahead inc death,US,quantile,0.85,4555
1 wk ahead inc death,US,quantile,0.9,4601
1 wk ahead inc death,US,quantile,0.95,4661
1 wk ahead inc death,US,quantile,0.975,4707
1 wk ahead inc death,US,quantile,0.99,4758
2 day ahead cum death,US,quantile,0.01,29069
2 day ahead cum death,US,quantile,0.025,29112
2 day ahead cum death,US,quantile,0.05,29148
2 day ahead cum death,US,quantile,0.1,29194
2 day ahead cum death,US,quantile,0.15,29228
2 day ahead cum death,US,quantile,0.2,29259
2 day ahead cum death,US,quantile,0.25,29291
2 day ahead cum death,US,quantile,0.3,29326
2 day ahead cum death,US,quantile,0.35,29373
2 day ahead cum death,US,quantile,0.4,29436
2 day ahead cum death,US,quantile,0.45,29513
2 day ahead cum death,US,quantile,0.5,29585
2 day ahead cum death,US,quantile,0.55,29657
2 day ahead cum death,US,quantile,0.6,29743
2 day ahead cum death,US,quantile,0.65,29889
2 day ahead cum death,US,quantile,0.7,30911
2 day ahead cum death,US,quantile,0.75,31000
2 day ahead cum death,US,quantile,0.8,31062
2 day ahead cum death,US,quantile,0.85,31116
2 day ahead cum death,US,quantile,0.9,31177
2 day ahead cum death,US,quantile,0.95,31254
2 day ahead cum death,US,quantile,0.975,31314
2 day ahead cum death,US,quantile,0.99,31384
2 day ahead inc death,US,quantile,0.01,2366
2 day ahead inc death,US,quantile,0.025,2387
2 day ahead inc death,US,quantile,0.05,2408
2 day ahead inc death,US,quantile,0.1,2434
2 day ahead inc death,US,quantile,0.15,2455
2 day ahead inc death,US,quantile,0.2,2474
2 day ahead inc death,US,quantile,0.25,2497
2 day ahead inc death,US,quantile,0.3,2525
2 day ahead inc death,US,quantile,0.35,2583
2 day ahead inc death,US,quantile,0.4,2640
2 day ahead inc death,US,quantile,0.45,2678
2 day ahead inc death,US,quantile,0.5,2711
2 day ahead inc death,US,quantile,0.55,2742
2 day ahead inc death,US,quantile,0.6,2779
2 day ahead inc death,US,quantile,0.65,2843
2 day ahead inc death,US,quantile,0.7,3202
2 day ahead inc death,US,quantile,0.75,3245
2 day ahead inc death,US,quantile,0.8,3275
2 day ahead inc death,US,quantile,0.85,3303
2 day ahead inc death,US,quantile,0.9,3331
2 day ahead inc death,US,quantile,0.95,3366
2 day ahead inc death,US,quantile,0.975,3395
2 day ahead inc death,US,quantile,0.99,3429
3 day ahead cum death,US,quantile,0.01,31539
3 day ahead cum death,US,quantile,0.025,31591
3 day ahead cum death,US,quantile,0.05,31632
3 day ahead cum death,US,quantile,0.1,31686
3 day ahead cum death,US,quantile,0.15,31726
3 day ahead cum death,US,quantile,0.2,31767
3 day ahead cum death,US,quantile,0.25,31807
3 day ahead cum death,US,quantile,0.3,31864
3 day ahead cum death,US,quantile,0.35,32058
3 day ahead cum death,US,quantile,0.4,32279
3 day ahead cum death,US,quantile,0.45,32402
3 day ahead cum death,US,quantile,0.5,32502
3 day ahead cum death,US,quantile,0.55,32607
3 day ahead cum death,US,quantile,0.6,32724
3 day ahead cum death,US,quantile,0.65,32928
3 day ahead cum death,US,quantile,0.7,34489
3 day ahead cum death,US,quantile,0.75,34615
3 day ahead cum death,US,quantile,0.8,34703
3 day ahead cum death,US,quantile,0.85,34779
3 day ahead cum death,US,quantile,0.9,34864
3 day ahead cum death,US,quantile,0.95,34974
3 day ahead cum death,US,quantile,0.975,35060
3 day ahead cum death,US,quantile,0.99,35157
3 day ahead inc death,US,quantile,0.01,2395
3 day ahead inc death,US,quantile,0.025,2417
3 day ahead inc death,US,quantile,0.05,2439
3 day ahead inc death,US,quantile,0.1,2465
3 day ahead inc death,US,quantile,0.15,2486
3 day ahead inc death,US,quantile,0.2,2506
3 day ahead inc death,US,quantile,0.25,2528
3 day ahead inc death,US,quantile,0.3,2562
3 day ahead inc death,US,quantile,0.35,2759
3 day ahead inc death,US,quantile,0.4,2839
3 day ahead inc death,US,quantile,0.45,2882
3 day ahead inc death,US,quantile,0.5,2918
3 day ahead inc death,US,quantile,0.55,2953
3 day ahead inc death,US,quantile,0.6,2996
3 day ahead inc death,US,quantile,0.65,3070
3 day ahead inc death,US,quantile,0.7,3550
3 day ahead inc death,US,quantile,0.75,3599
3 day ahead inc death,US,quantile,0.8,3635
3 day ahead inc death,US,quantile,0.85,3667
3 day ahead inc death,US,quantile,0.9,3700
3 day ahead inc death,US,quantile,0.95,3745
3 day ahead inc death,US,quantile,0.975,3779
3 day ahead inc death,US,quantile,0.99,3816
4 day ahead cum death,US,quantile,0.01,34061
4 day ahead cum death,US,quantile,0.025,34111
4 day ahead cum death,US,quantile,0.05,34159
4 day ahead cum death,US,quantile,0.1,34221
4 day ahead cum death,US,quantile,0.15,34266
4 day ahead cum death,US,quantile,0.2,34312
4 day ahead cum death,US,quantile,0.25,34361
4 day ahead cum death,US,quantile,0.3,34429
4 day ahead cum death,US,quantile,0.35,35041
4 day ahead cum death,US,quantile,0.4,35347
4 day ahead cum death,US,quantile,0.45,35511
4 day ahead cum death,US,quantile,0.5,35644
4 day ahead cum death,US,quantile,0.55,35785
4 day ahead cum death,US,quantile,0.6,35942
4 day ahead cum death,US,quantile,0.65,36209
4 day ahead cum death,US,quantile,0.7,38466
4 day ahead cum death,US,quantile,0.75,38634
4 day ahead cum death,US,quantile,0.8,38757
4 day ahead cum death,US,quantile,0.85,38862
4 day ahead cum death,US,quantile,0.9,38976
4 day ahead cum death,US,quantile,0.95,39127
4 day ahead cum death,US,quantile,0.975,39250
4 day ahead cum death,US,quantile,0.99,39380
4 day ahead inc death,US,quantile,0.01,2441
4 day ahead inc death,US,quantile,0.025,2465
4 day ahead inc death,US,quantile,0.05,2486
4 day ahead inc death,US,quantile,0.1,2513
4 day ahead inc death,US,quantile,0.15,2534
4 day ahead inc death,US,quantile,0.2,2555
4 day ahead inc death,US,quantile,0.25,2577
4 day ahead inc death,US,quantile,0.3,2609
4 day ahead inc death,US,quantile,0.35,2962
4 day ahead inc death,US,quantile,0.4,3053
4 day ahead inc death,US,quantile,0.45,3102
4 day ahead inc death,US,quantile,0.5,3141
4 day ahead inc death,US,quantile,0.55,3182
4 day ahead inc death,US,quantile,0.6,3229
4 day ahead inc death,US,quantile,0.65,3312
4 day ahead inc death,US,quantile,0.7,3948
4 day ahead inc death,US,quantile,0.75,4007
4 day ahead inc death,US,quantile,0.8,4050
4 day ahead inc death,US,quantile,0.85,4086
4 day ahead inc death,US,quantile,0.9,4125
4 day ahead inc death,US,quantile,0.95,4175
4 day ahead inc death,US,quantile,0.975,4213
4 day ahead inc death,US,quantile,0.99,4261
5 day ahead cum death,US,quantile,0.01,36634
5 day ahead cum death,US,quantile,0.025,36692
5 day ahead cum death,US,quantile,0.05,36743
5 day ahead cum death,US,quantile,0.1,36813
5 day ahead cum death,US,quantile,0.15,36864
5 day ahead cum death,US,quantile,0.2,36914
5 day ahead cum death,US,quantile,0.25,36968
5 day ahead cum death,US,quantile,0.3,37045
5 day ahead cum death,US,quantile,0.35,38249
5 day ahead cum death,US,quantile,0.4,38642
5 day ahead cum death,US,quantile,0.45,38850
5 day ahead cum death,US,quantile,0.5,39028
5 day ahead cum death,US,quantile,0.55,39208
5 day ahead cum death,US,quantile,0.6,39407
5 day ahead cum death,US,quantile,0.65,39752
5 day ahead cum death,US,quantile,0.7,42884
5 day ahead cum death,US,quantile,0.75,43116
5 day ahead cum death,US,quantile,0.8,43272
5 day ahead cum death,US,quantile,0.85,43417
5 day ahead cum death,US,quantile,0.9,43566
5 day ahead cum death,US,quantile,0.95,43768
5 day ahead cum death,US,quantile,0.975,43926
5 day ahead cum death,US,quantile,0.99,44104
5 day ahead inc death,US,quantile,0.01,2500
5 day ahead inc death,US,quantile,0.025,2521
5 day ahead inc death,US,quantile,0.05,2543
5 day ahead inc death,US,quantile,0.1,2569
5 day ahead inc death,US,quantile,0.15,2591
5 day ahead inc death,US,quantile,0.2,2612
5 day ahead inc death,US,quantile,0.25,2635
5 day ahead inc death,US,quantile,0.3,2668
5 day ahead inc death,US,quantile,0.35,3175
5 day ahead inc death,US,quantile,0.4,3281
5 day ahead inc death,US,quantile,0.45,3337
5 day ahead inc death,US,quantile,0.5,3383
5 day ahead inc death,US,quantile,0.55,3430
5 day ahead inc death,US,quantile,0.6,3479
5 day ahead inc death,US,quantile,0.65,3570
5 day ahead inc death,US,quantile,0.7,4395
5 day ahead inc death,US,quantile,0.75,4463
5 day ahead inc death,US,quantile,0.8,4512
5 day ahead inc death,US,quantile,0.85,4555
5 day ahead inc death,US,quantile,0.9,4601
5 day ahead inc death,US,quantile,0.95,4661
5 day ahead inc death,US,quantile,0.975,4707
5 day ahead inc death,US,quantile,0.99,4758
6 day ahead cum death,US,quantile,0.01,39258
6 day ahead cum death,US,quantile,0.025,39320
6 day ahead cum death,US,quantile,0.05,39380
6 day ahead cum death,US,quantile,0.1,39452
6 day ahead cum death,US,quantile,0.15,39507
6 day ahead cum death,US,quantile,0.2,39562
6 day ahead cum death,US,quantile,0.25,39622
6 day ahead cum death,US,quantile,0.3,39707
6 day ahead cum death,US,quantile,0.35,41684
6 day ahead cum death,US,quantile,0.4,42178
6 day ahead cum death,US,quantile,0.45,42453
6 day ahead cum death,US,quantile,0.5,42676
6 day ahead cum death,US,quantile,0.55,42893
6 day ahead cum death,US,quantile,0.6,43146
6 day ahead cum death,US,quantile,0.65,43579
6 day ahead cum death,US,quantile,0.7,47802
6 day ahead cum death,US,quantile,0.75,48102
6 day ahead cum death,US,quantile,0.8,48303
6 day ahead cum death,US,quantile,0.85,48492
6 day ahead cum death,US,quantile,0.9,48686
6 day ahead cum death,US,quantile,0.95,48954
6 day ahead cum death,US,quantile,0.975,49161
6 day ahead cum death,US,quantile,0.99,49391
6 day ahead inc death,US,quantile,0.01,2544
6 day ahead inc death,US,quantile,0.025,2566
6 day ahead inc death,US,quantile,0.05,2589
6 day ahead inc death,US,quantile,0.1,2617
6 day ahead inc death,US,quantile,0.15,2639
6 day ahead inc death,US,quantile,0.2,2660
6 day ahead inc death,US,quantile,0.25,2684
6 day ahead inc death,US,quantile,0.3,2717
6 day ahead inc death,US,quantile,0.35,3407
6 day ahead inc death,US,quantile,0.4,3528
6 day ahead inc death,US,quantile,0.45,3592
6 day ahead inc death,US,quantile,0.5,3642
6 day ahead inc death,US,quantile,0.55,3691
6 day ahead inc death,US,quantile,0.6,3750
6 day ahead inc death,US,quantile,0.65,3853
6 day ahead inc death,US,quantile,0.7,4892
6 day ahead inc death,US,quantile,0.75,4970
6 day ahead inc death,US,quantile,0.8,5027
6 day ahead inc death,US,quantile,0.85,5078
6 day ahead inc death,US,quantile,0.9,5131
6 day ahead inc death,US,quantile,0.95,5205
6 day ahead inc death,US,quantile,0.975,5260
6 day ahead inc death,US,quantile,0.99,5320
