forecast_date,target,target_end_date,location,type,quantile,value,std_error
2022-01-03,2 wk ahead cum death,2022-01-15,51,point,NA,15983.146292965816,53.282848878193924
2022-01-03,2 wk ahead inc case,2022-01-15,51,point,NA,126848.90143335545,26242.088672135214
2022-01-03,2 wk ahead inc death,2022-01-15,51,point,NA,303.731938499259,53.282848878193924
2022-01-03,3 wk ahead cum death,2022-01-22,51,point,NA,16132.931304319553,53.7821856156472
2022-01-03,3 wk ahead inc case,2022-01-22,51,point,NA,132592.03728165192,27674.328613254285
2022-01-03,3 wk ahead inc death,2022-01-22,51,point,NA,247.15442054351192,53.7821856156472
2022-01-03,4 wk ahead cum death,2022-01-29,51,point,NA,16270.08384483623,54.239409616208405
2022-01-03,4 wk ahead inc case,2022-01-29,51,point,NA,139304.31511236526,29179.073605220587
2022-01-03,4 wk ahead inc death,2022-01-29,51,point,NA,226.31007182297935,54.239409616208405
2022-01-03,5 wk ahead cum death,2022-02-05,51,point,NA,16390.994637133826,54.642488669333964
2022-01-03,5 wk ahead inc case,2022-02-05,51,point,NA,146594.4430082981,30762.565500564146
2022-01-03,5 wk ahead inc death,2022-02-05,51,point,NA,199.51019489657222,54.642488669333964
2022-01-03,1 wk ahead cum death,2022-01-08,53,point,NA,9933.804794958984,32.41451547295054
2022-01-03,1 wk ahead inc case,2022-01-08,53,point,NA,52998.99741706393,17417.068368250242
2022-01-03,1 wk ahead inc death,2022-01-08,53,point,NA,56.1409090909091,32.41451547295054
2022-01-03,2 wk ahead cum death,2022-01-15,53,point,NA,10029.073429903272,32.72538192394473
2022-01-03,2 wk ahead inc case,2022-01-15,53,point,NA,27885.86446207958,17694.07649277683
2022-01-03,2 wk ahead inc death,2022-01-15,53,point,NA,66.18998014087123,32.72538192394473
2022-01-03,3 wk ahead cum death,2022-01-22,53,point,NA,10123.247911213333,33.032678095410304
2022-01-03,3 wk ahead inc case,2022-01-22,53,point,NA,16973.328038328073,17862.68341451196
2022-01-03,3 wk ahead inc death,2022-01-22,53,point,NA,65.42979283092498,33.032678095410304
2022-01-03,4 wk ahead cum death,2022-01-29,53,point,NA,10216.655304561951,33.337471219442705
2022-01-03,4 wk ahead inc case,2022-01-29,53,point,NA,9736.827305998879,17959.40554677877
2022-01-03,4 wk ahead inc death,2022-01-29,53,point,NA,64.89684159294481,33.337471219442705
2022-01-03,5 wk ahead cum death,2022-02-05,53,point,NA,10310.691767325197,33.64431702929908
2022-01-03,5 wk ahead inc case,2022-02-05,53,point,NA,12923.910245237666,18087.78701199938
2022-01-03,5 wk ahead inc death,2022-02-05,53,point,NA,65.33390140896739,33.64431702929908
2022-01-03,1 wk ahead cum death,2022-01-08,54,point,NA,5407.102217322982,42.81526049870392
2022-01-03,1 wk ahead inc case,2022-01-08,54,point,NA,12657.049251381464,3107.7320708432776
2022-01-03,1 wk ahead inc death,2022-01-08,54,point,NA,84.02298850574712,42.81526049870392
2022-01-03,2 wk ahead cum death,2022-01-15,54,point,NA,5490.500619503081,43.47563719790454
2022-01-03,2 wk ahead inc case,2022-01-15,54,point,NA,14347.567259723435,3177.975666905695
2022-01-03,2 wk ahead inc death,2022-01-15,54,point,NA,98.55364926166864,43.47563719790454
2022-01-03,3 wk ahead cum death,2022-01-22,54,point,NA,5574.622430870505,44.14174209523411
2022-01-03,3 wk ahead inc case,2022-01-22,54,point,NA,15651.25436783713,3254.6019248477137
2022-01-03,3 wk ahead inc death,2022-01-22,54,point,NA,99.40851714230683,44.14174209523411
2022-01-03,4 wk ahead cum death,2022-01-29,54,point,NA,5659.629150543633,44.814853995224354
2022-01-03,4 wk ahead inc case,2022-01-29,54,point,NA,21291.219742364206,3358.8406304195664
2022-01-03,4 wk ahead inc death,2022-01-29,54,point,NA,100.45423193430905,44.814853995224354
2022-01-03,5 wk ahead cum death,2022-02-05,54,point,NA,5745.306661025003,45.49327744325707
2022-01-03,5 wk ahead inc case,2022-02-05,54,point,NA,16247.025358104129,3438.3836962098235
2022-01-03,5 wk ahead inc death,2022-02-05,54,point,NA,101.24691956758926,45.49327744325707
2022-01-03,1 wk ahead cum death,2022-01-08,55,point,NA,11371.149695184224,128.42719599534854
2022-01-03,1 wk ahead inc case,2022-01-08,55,point,NA,42290.08404735794,15976.208699834224
2022-01-03,1 wk ahead inc death,2022-01-08,55,point,NA,112.76571428571428,128.42719599534854
2022-01-03,2 wk ahead cum death,2022-01-15,55,point,NA,11593.795476286385,130.94178547254688
2022-01-03,2 wk ahead inc case,2022-01-15,55,point,NA,45593.609189404226,16348.923320355243
2022-01-03,2 wk ahead inc death,2022-01-15,55,point,NA,126.70627888346573,130.94178547254688
2022-01-03,3 wk ahead cum death,2022-01-22,55,point,NA,11818.812297568591,133.48315377598988
2022-01-03,3 wk ahead inc case,2022-01-22,55,point,NA,29098.920535901536,16586.798612922204
2022-01-03,3 wk ahead inc death,2022-01-22,55,point,NA,128.05562256655523,133.48315377598988
2022-01-03,4 wk ahead cum death,2022-01-29,55,point,NA,12047.991659144149,136.07153433346534
2022-01-03,4 wk ahead inc case,2022-01-29,55,point,NA,16641.331665310765,16722.83670525304
2022-01-03,4 wk ahead inc death,2022-01-29,55,point,NA,130.42449741638248,136.07153433346534
2022-01-03,5 wk ahead cum death,2022-02-05,55,point,NA,12278.49739475936,138.67489512630232
2022-01-03,5 wk ahead inc case,2022-02-05,55,point,NA,19427.548889664326,16881.65132073966
2022-01-03,5 wk ahead inc death,2022-02-05,55,point,NA,131.17932833273878,138.67489512630232
2022-01-03,1 wk ahead cum death,2022-01-08,56,point,NA,1526.0,22.1012670901857
2022-01-03,1 wk ahead inc case,2022-01-08,56,point,NA,2090.558969713353,605.9413790817824
2022-01-03,1 wk ahead inc death,2022-01-08,56,point,NA,0.5,22.1012670901857
2022-01-03,2 wk ahead cum death,2022-01-15,56,point,NA,1526.0,22.1012670901857
2022-01-03,2 wk ahead inc case,2022-01-15,56,point,NA,1365.895444189976,608.0104876448137
2022-01-03,2 wk ahead inc death,2022-01-15,56,point,NA,0.5,22.1012670901857
2022-01-03,3 wk ahead cum death,2022-01-22,56,point,NA,1526.0,22.1012670901857
2022-01-03,3 wk ahead inc case,2022-01-22,56,point,NA,581.6741055105417,608.8916289340015
2022-01-03,3 wk ahead inc death,2022-01-22,56,point,NA,0.5,22.1012670901857
2022-01-03,4 wk ahead cum death,2022-01-29,56,point,NA,1526.0,22.1012670901857
2022-01-03,4 wk ahead inc case,2022-01-29,56,point,NA,973.7847748501338,610.3667538601239
2022-01-03,4 wk ahead inc death,2022-01-29,56,point,NA,0.5,22.1012670901857
2022-01-03,5 wk ahead cum death,2022-02-05,56,point,NA,1526.0,22.1012670901857
2022-01-03,5 wk ahead inc case,2022-02-05,56,point,NA,1164.6465907209576,612.1310032717535
2022-01-03,5 wk ahead inc death,2022-02-05,56,point,NA,0.5,22.1012670901857
