location,quantile,type,target,value
US,0.35,quantile,4 day ahead inc,419
US,0.4,quantile,4 day ahead inc,432
US,0.45,quantile,4 day ahead inc,446
US,0.5,quantile,4 day ahead inc,460
US,0.55,quantile,4 day ahead inc,475
US,0.6,quantile,4 day ahead inc,491
US,0.65,quantile,4 day ahead inc,508
US,0.7,quantile,4 day ahead inc,527
US,0.75,quantile,4 day ahead inc,550
US,0.8,quantile,4 day ahead inc,576
US,0.85,quantile,4 day ahead inc,611
US,0.9,quantile,4 day ahead inc,658
US,0.95,quantile,4 day ahead inc,730
US,0.975,quantile,4 day ahead inc,793
US,0.99,quantile,4 day ahead inc,873
US,0.01,quantile,5 day ahead inc,363
US,0.025,quantile,5 day ahead inc,394
US,0.05,quantile,5 day ahead inc,424
US,0.1,quantile,5 day ahead inc,466
US,0.15,quantile,5 day ahead inc,494
US,0.2,quantile,5 day ahead inc,518
US,0.25,quantile,5 day ahead inc,540
US,0.3,quantile,5 day ahead inc,560
US,0.35,quantile,5 day ahead inc,580
US,0.4,quantile,5 day ahead inc,601
US,0.45,quantile,5 day ahead inc,622
US,0.5,quantile,5 day ahead inc,645
US,0.55,quantile,5 day ahead inc,668
US,0.6,quantile,5 day ahead inc,691
US,0.65,quantile,5 day ahead inc,718
US,0.7,quantile,5 day ahead inc,749
US,0.75,quantile,5 day ahead inc,782
US,0.8,quantile,5 day ahead inc,825
US,0.85,quantile,5 day ahead inc,878
US,0.9,quantile,5 day ahead inc,948
US,0.95,quantile,5 day ahead inc,1055
US,0.975,quantile,5 day ahead inc,1155
US,0.99,quantile,5 day ahead inc,1267
US,0.01,quantile,6 day ahead inc,475
US,0.025,quantile,6 day ahead inc,520
US,0.05,quantile,6 day ahead inc,570
US,0.1,quantile,6 day ahead inc,629
US,0.15,quantile,6 day ahead inc,672
US,0.2,quantile,6 day ahead inc,709
US,0.25,quantile,6 day ahead inc,741
US,0.3,quantile,6 day ahead inc,773
US,0.35,quantile,6 day ahead inc,804
US,0.4,quantile,6 day ahead inc,835
US,0.45,quantile,6 day ahead inc,870
US,0.5,quantile,6 day ahead inc,905
US,0.55,quantile,6 day ahead inc,940
US,0.6,quantile,6 day ahead inc,979
US,0.65,quantile,6 day ahead inc,1018
US,0.7,quantile,6 day ahead inc,1064
US,0.75,quantile,6 day ahead inc,1115
US,0.8,quantile,6 day ahead inc,1179
US,0.85,quantile,6 day ahead inc,1260
US,0.9,quantile,6 day ahead inc,1368
US,0.95,quantile,6 day ahead inc,1531
US,0.975,quantile,6 day ahead inc,1670
US,0.99,quantile,6 day ahead inc,1848
