forecast_date,location,location_name,target,type,target_end_date,quantile,value
2020-05-30,01,Alabama,1 day ahead inc hosp,quantile,2020-05-31,0.010,0.0
2020-05-30,01,Alabama,1 day ahead inc hosp,quantile,2020-05-31,0.025,0.0
2020-05-30,01,Alabama,1 day ahead inc hosp,quantile,2020-05-31,0.050,0.0
2020-05-30,01,Alabama,1 day ahead inc hosp,quantile,2020-05-31,0.100,0.0
2020-05-30,01,Alabama,1 day ahead inc hosp,quantile,2020-05-31,0.150,0.0
2020-05-30,01,Alabama,1 day ahead inc hosp,quantile,2020-05-31,0.200,5.103063676046428
2020-05-30,01,Alabama,1 day ahead inc hosp,quantile,2020-05-31,0.250,9.595688488247518
2020-05-30,01,Alabama,1 day ahead inc hosp,quantile,2020-05-31,0.300,13.630204420011115
2020-05-30,01,Alabama,1 day ahead inc hosp,quantile,2020-05-31,0.350,17.368784693859123
2020-05-30,01,Alabama,1 day ahead inc hosp,quantile,2020-05-31,0.400,20.916331777178794
2020-05-30,01,Alabama,1 day ahead inc hosp,quantile,2020-05-31,0.450,24.348624635718494
2020-05-30,01,Alabama,1 day ahead inc hosp,quantile,2020-05-31,0.500,27.726499787719746
2020-05-30,01,Alabama,1 day ahead inc hosp,quantile,2020-05-31,0.550,31.104374939721
2020-05-30,01,Alabama,1 day ahead inc hosp,quantile,2020-05-31,0.600,34.53666779826071
2020-05-30,01,Alabama,1 day ahead inc hosp,quantile,2020-05-31,0.650,38.08421488158038
2020-05-30,01,Alabama,1 day ahead inc hosp,quantile,2020-05-31,0.700,41.82279515542838
2020-05-30,01,Alabama,1 day ahead inc hosp,quantile,2020-05-31,0.750,45.85731108719199
2020-05-30,01,Alabama,1 day ahead inc hosp,quantile,2020-05-31,0.800,50.34993589939306
2020-05-30,01,Alabama,1 day ahead inc hosp,quantile,2020-05-31,0.850,55.586638809730744
2020-05-30,01,Alabama,1 day ahead inc hosp,quantile,2020-05-31,0.900,62.17560683297514
2020-05-30,01,Alabama,1 day ahead inc hosp,quantile,2020-05-31,0.950,71.94145000281183
2020-05-30,01,Alabama,1 day ahead inc hosp,quantile,2020-05-31,0.975,80.41186253359808
2020-05-30,01,Alabama,1 day ahead inc hosp,quantile,2020-05-31,0.990,90.26054764967924
2020-05-30,01,Alabama,1 wk ahead cum death,point,2020-06-06,,727.7818753155453
2020-05-30,01,Alabama,1 wk ahead cum death,quantile,2020-06-06,0.010,619.1915706315887
2020-05-30,01,Alabama,1 wk ahead cum death,quantile,2020-06-06,0.025,636.2938014011752
2020-05-30,01,Alabama,1 wk ahead cum death,quantile,2020-06-06,0.050,651.0026633566223
2020-05-30,01,Alabama,1 wk ahead cum death,quantile,2020-06-06,0.100,667.9610391785305
2020-05-30,01,Alabama,1 wk ahead cum death,quantile,2020-06-06,0.150,679.4027748355022
2020-05-30,01,Alabama,1 wk ahead cum death,quantile,2020-06-06,0.200,688.4963036252618
2020-05-30,01,Alabama,1 wk ahead cum death,quantile,2020-06-06,0.250,696.2977416237188
2020-05-30,01,Alabama,1 wk ahead cum death,quantile,2020-06-06,0.300,703.3036740599108
2020-05-30,01,Alabama,1 wk ahead cum death,quantile,2020-06-06,0.350,709.7957145546945
2020-05-30,01,Alabama,1 wk ahead cum death,quantile,2020-06-06,0.400,715.9560261262201
2020-05-30,01,Alabama,1 wk ahead cum death,quantile,2020-06-06,0.450,721.9161988643762
2020-05-30,01,Alabama,1 wk ahead cum death,quantile,2020-06-06,0.500,727.7818753155453
2020-05-30,01,Alabama,1 wk ahead cum death,quantile,2020-06-06,0.550,733.6475517667145
2020-05-30,01,Alabama,1 wk ahead cum death,quantile,2020-06-06,0.600,739.6077245048706
2020-05-30,01,Alabama,1 wk ahead cum death,quantile,2020-06-06,0.650,745.7680360763961
2020-05-30,01,Alabama,1 wk ahead cum death,quantile,2020-06-06,0.700,752.2600765711799
2020-05-30,01,Alabama,1 wk ahead cum death,quantile,2020-06-06,0.750,759.266009007372
2020-05-30,01,Alabama,1 wk ahead cum death,quantile,2020-06-06,0.800,767.067447005829
2020-05-30,01,Alabama,1 wk ahead cum death,quantile,2020-06-06,0.850,776.1609757955885
2020-05-30,01,Alabama,1 wk ahead cum death,quantile,2020-06-06,0.900,787.6027114525602
2020-05-30,01,Alabama,1 wk ahead cum death,quantile,2020-06-06,0.950,804.5610872744684
2020-05-30,01,Alabama,1 wk ahead cum death,quantile,2020-06-06,0.975,819.2699492299155
2020-05-30,01,Alabama,1 wk ahead cum death,quantile,2020-06-06,0.990,836.372179999502
2020-05-30,01,Alabama,1 wk ahead inc death,point,2020-06-06,,68.41048992015294
2020-05-30,01,Alabama,1 wk ahead inc death,quantile,2020-06-06,0.010,57.131552914756696
2020-05-30,01,Alabama,1 wk ahead inc death,quantile,2020-06-06,0.025,58.9079084012186
2020-05-30,01,Alabama,1 wk ahead inc death,quantile,2020-06-06,0.050,60.43567211732012
2020-05-30,01,Alabama,1 wk ahead inc death,quantile,2020-06-06,0.100,62.19708583805532
2020-05-30,01,Alabama,1 wk ahead inc death,quantile,2020-06-06,0.150,63.38550331310496
2020-05-30,01,Alabama,1 wk ahead inc death,quantile,2020-06-06,0.200,64.3300198486738
2020-05-30,01,Alabama,1 wk ahead inc death,quantile,2020-06-06,0.250,65.14033093484484
2020-05-30,01,Alabama,1 wk ahead inc death,quantile,2020-06-06,0.300,65.86801533394338
2020-05-30,01,Alabama,1 wk ahead inc death,quantile,2020-06-06,0.350,66.54232337636262
2020-05-30,01,Alabama,1 wk ahead inc death,quantile,2020-06-06,0.400,67.18217576789122
2020-05-30,01,Alabama,1 wk ahead inc death,quantile,2020-06-06,0.450,67.80124036164656
2020-05-30,01,Alabama,1 wk ahead inc death,quantile,2020-06-06,0.500,68.41048992015294
2020-05-30,01,Alabama,1 wk ahead inc death,quantile,2020-06-06,0.550,69.01973947865932
2020-05-30,01,Alabama,1 wk ahead inc death,quantile,2020-06-06,0.600,69.63880407241466
2020-05-30,01,Alabama,1 wk ahead inc death,quantile,2020-06-06,0.650,70.27865646394326
2020-05-30,01,Alabama,1 wk ahead inc death,quantile,2020-06-06,0.700,70.9529645063625
2020-05-30,01,Alabama,1 wk ahead inc death,quantile,2020-06-06,0.750,71.68064890546104
2020-05-30,01,Alabama,1 wk ahead inc death,quantile,2020-06-06,0.800,72.49095999163208
2020-05-30,01,Alabama,1 wk ahead inc death,quantile,2020-06-06,0.850,73.43547652720092
2020-05-30,01,Alabama,1 wk ahead inc death,quantile,2020-06-06,0.900,74.62389400225057
2020-05-30,01,Alabama,1 wk ahead inc death,quantile,2020-06-06,0.950,76.38530772298577
2020-05-30,01,Alabama,1 wk ahead inc death,quantile,2020-06-06,0.975,77.91307143908728
2020-05-30,01,Alabama,1 wk ahead inc death,quantile,2020-06-06,0.990,79.68942692554918
2020-05-30,01,Alabama,10 day ahead cum death,point,2020-06-09,,751.9808805306037
2020-05-30,01,Alabama,10 day ahead cum death,quantile,2020-06-09,0.010,628.1688837259285
2020-05-30,01,Alabama,10 day ahead cum death,quantile,2020-06-09,0.025,647.6684269637854
2020-05-30,01,Alabama,10 day ahead cum death,quantile,2020-06-09,0.050,664.4391098965618
2020-05-30,01,Alabama,10 day ahead cum death,quantile,2020-06-09,0.100,683.774633258297
2020-05-30,01,Alabama,10 day ahead cum death,quantile,2020-06-09,0.150,696.8202190748566
2020-05-30,01,Alabama,10 day ahead cum death,quantile,2020-06-09,0.200,707.188437128372
2020-05-30,01,Alabama,10 day ahead cum death,quantile,2020-06-09,0.250,716.0834450146473
2020-05-30,01,Alabama,10 day ahead cum death,quantile,2020-06-09,0.300,724.0714370082983
2020-05-30,01,Alabama,10 day ahead cum death,quantile,2020-06-09,0.350,731.4735020391992
2020-05-30,01,Alabama,10 day ahead cum death,quantile,2020-06-09,0.400,738.4973379040066
2020-05-30,01,Alabama,10 day ahead cum death,quantile,2020-06-09,0.450,745.2929803893979
2020-05-30,01,Alabama,10 day ahead cum death,quantile,2020-06-09,0.500,751.9808805306037
2020-05-30,01,Alabama,10 day ahead cum death,quantile,2020-06-09,0.550,758.6687806718096
2020-05-30,01,Alabama,10 day ahead cum death,quantile,2020-06-09,0.600,765.4644231572009
2020-05-30,01,Alabama,10 day ahead cum death,quantile,2020-06-09,0.650,772.4882590220083
2020-05-30,01,Alabama,10 day ahead cum death,quantile,2020-06-09,0.700,779.8903240529091
2020-05-30,01,Alabama,10 day ahead cum death,quantile,2020-06-09,0.750,787.8783160465601
2020-05-30,01,Alabama,10 day ahead cum death,quantile,2020-06-09,0.800,796.7733239328354
2020-05-30,01,Alabama,10 day ahead cum death,quantile,2020-06-09,0.850,807.1415419863508
2020-05-30,01,Alabama,10 day ahead cum death,quantile,2020-06-09,0.900,820.1871278029105
2020-05-30,01,Alabama,10 day ahead cum death,quantile,2020-06-09,0.950,839.5226511646456
2020-05-30,01,Alabama,10 day ahead cum death,quantile,2020-06-09,0.975,856.2933340974221
2020-05-30,01,Alabama,10 day ahead cum death,quantile,2020-06-09,0.990,875.792877335279
2020-05-30,01,Alabama,10 day ahead inc death,point,2020-06-09,,10.159750013960954
2020-05-30,01,Alabama,10 day ahead inc death,quantile,2020-06-09,0.010,0.0
2020-05-30,01,Alabama,10 day ahead inc death,quantile,2020-06-09,0.025,0.0
2020-05-30,01,Alabama,10 day ahead inc death,quantile,2020-06-09,0.050,1.0670587355278656
2020-05-30,01,Alabama,10 day ahead inc death,quantile,2020-06-09,0.100,3.0753793733425816
2020-05-30,01,Alabama,10 day ahead inc death,quantile,2020-06-09,0.150,4.430383773152551
2020-05-30,01,Alabama,10 day ahead inc death,quantile,2020-06-09,0.200,5.507298315607916
2020-05-30,01,Alabama,10 day ahead inc death,quantile,2020-06-09,0.250,6.431195102745525
2020-05-30,01,Alabama,10 day ahead inc death,quantile,2020-06-09,0.300,7.26088297182571
2020-05-30,01,Alabama,10 day ahead inc death,quantile,2020-06-09,0.350,8.02971243073883
2020-05-30,01,Alabama,10 day ahead inc death,quantile,2020-06-09,0.400,8.75925640325067
2020-05-30,01,Alabama,10 day ahead inc death,quantile,2020-06-09,0.450,9.465098639599486
2020-05-30,01,Alabama,10 day ahead inc death,quantile,2020-06-09,0.500,10.159750013960954
2020-05-30,01,Alabama,10 day ahead inc death,quantile,2020-06-09,0.550,10.854401388322422
2020-05-30,01,Alabama,10 day ahead inc death,quantile,2020-06-09,0.600,11.560243624671239
2020-05-30,01,Alabama,10 day ahead inc death,quantile,2020-06-09,0.650,12.28978759718308
2020-05-30,01,Alabama,10 day ahead inc death,quantile,2020-06-09,0.700,13.058617056096198
2020-05-30,01,Alabama,10 day ahead inc death,quantile,2020-06-09,0.750,13.888304925176385
2020-05-30,01,Alabama,10 day ahead inc death,quantile,2020-06-09,0.800,14.812201712313993
2020-05-30,01,Alabama,10 day ahead inc death,quantile,2020-06-09,0.850,15.889116254769357
2020-05-30,01,Alabama,10 day ahead inc death,quantile,2020-06-09,0.900,17.244120654579334
2020-05-30,01,Alabama,10 day ahead inc death,quantile,2020-06-09,0.950,19.252441292394046
2020-05-30,01,Alabama,10 day ahead inc death,quantile,2020-06-09,0.975,20.994359936851126
2020-05-30,01,Alabama,10 day ahead inc death,quantile,2020-06-09,0.990,23.01971680875501
2020-05-30,01,Alabama,10 day ahead inc hosp,point,2020-06-09,,30.359396357171903
2020-05-30,01,Alabama,10 day ahead inc hosp,quantile,2020-06-09,0.010,0.0
2020-05-30,01,Alabama,10 day ahead inc hosp,quantile,2020-06-09,0.025,0.0
2020-05-30,01,Alabama,10 day ahead inc hosp,quantile,2020-06-09,0.050,0.0
2020-05-30,01,Alabama,10 day ahead inc hosp,quantile,2020-06-09,0.100,0.0
2020-05-30,01,Alabama,10 day ahead inc hosp,quantile,2020-06-09,0.150,0.0
2020-05-30,01,Alabama,10 day ahead inc hosp,quantile,2020-06-09,0.200,0.0
2020-05-30,01,Alabama,10 day ahead inc hosp,quantile,2020-06-09,0.250,0.0
2020-05-30,01,Alabama,10 day ahead inc hosp,quantile,2020-06-09,0.300,4.9469384859924155
2020-05-30,01,Alabama,10 day ahead inc hosp,quantile,2020-06-09,0.350,11.686759923391012
2020-05-30,01,Alabama,10 day ahead inc hosp,quantile,2020-06-09,0.400,18.082191378906906
2020-05-30,01,Alabama,10 day ahead inc hosp,quantile,2020-06-09,0.450,24.26984532584379
2020-05-30,01,Alabama,10 day ahead inc hosp,quantile,2020-06-09,0.500,30.359396357171903
2020-05-30,01,Alabama,10 day ahead inc hosp,quantile,2020-06-09,0.550,36.448947388500024
2020-05-30,01,Alabama,10 day ahead inc hosp,quantile,2020-06-09,0.600,42.636601335436914
2020-05-30,01,Alabama,10 day ahead inc hosp,quantile,2020-06-09,0.650,49.03203279095281
2020-05-30,01,Alabama,10 day ahead inc hosp,quantile,2020-06-09,0.700,55.7718542283514
2020-05-30,01,Alabama,10 day ahead inc hosp,quantile,2020-06-09,0.750,63.04518126017643
2020-05-30,01,Alabama,10 day ahead inc hosp,quantile,2020-06-09,0.800,71.1443758210828
2020-05-30,01,Alabama,10 day ahead inc hosp,quantile,2020-06-09,0.850,80.58497624987982
2020-05-30,01,Alabama,10 day ahead inc hosp,quantile,2020-06-09,0.900,92.46340727997995
2020-05-30,01,Alabama,10 day ahead inc hosp,quantile,2020-06-09,0.950,110.06903142847293
2020-05-30,01,Alabama,10 day ahead inc hosp,quantile,2020-06-09,0.975,125.33928478051418
2020-05-30,01,Alabama,10 day ahead inc hosp,quantile,2020-06-09,0.990,143.094254371479
2020-05-30,01,Alabama,11 day ahead cum death,point,2020-06-10,,765.6731693827065
2020-05-30,01,Alabama,11 day ahead cum death,quantile,2020-06-10,0.010,637.1873881464298
2020-05-30,01,Alabama,11 day ahead cum death,quantile,2020-06-10,0.025,657.4230204868009
2020-05-30,01,Alabama,11 day ahead cum death,quantile,2020-06-10,0.050,674.8267806562055
2020-05-30,01,Alabama,11 day ahead cum death,quantile,2020-06-10,0.100,694.8922015270449
2020-05-30,01,Alabama,11 day ahead cum death,quantile,2020-06-10,0.150,708.4302457278009
2020-05-30,01,Alabama,11 day ahead cum death,quantile,2020-06-10,0.200,719.1898540938271
2020-05-30,01,Alabama,11 day ahead cum death,quantile,2020-06-10,0.250,728.4206400181824
2020-05-30,01,Alabama,11 day ahead cum death,quantile,2020-06-10,0.300,736.7101710676859
2020-05-30,01,Alabama,11 day ahead cum death,quantile,2020-06-10,0.350,744.3916569721367
2020-05-30,01,Alabama,11 day ahead cum death,quantile,2020-06-10,0.400,751.6806359213161
2020-05-30,01,Alabama,11 day ahead cum death,quantile,2020-06-10,0.450,758.7328074093134
2020-05-30,01,Alabama,11 day ahead cum death,quantile,2020-06-10,0.500,765.6731693827065
2020-05-30,01,Alabama,11 day ahead cum death,quantile,2020-06-10,0.550,772.6135313560997
2020-05-30,01,Alabama,11 day ahead cum death,quantile,2020-06-10,0.600,779.6657028440969
2020-05-30,01,Alabama,11 day ahead cum death,quantile,2020-06-10,0.650,786.9546817932763
2020-05-30,01,Alabama,11 day ahead cum death,quantile,2020-06-10,0.700,794.6361676977272
2020-05-30,01,Alabama,11 day ahead cum death,quantile,2020-06-10,0.750,802.9256987472306
2020-05-30,01,Alabama,11 day ahead cum death,quantile,2020-06-10,0.800,812.156484671586
2020-05-30,01,Alabama,11 day ahead cum death,quantile,2020-06-10,0.850,822.9160930376122
2020-05-30,01,Alabama,11 day ahead cum death,quantile,2020-06-10,0.900,836.4541372383683
2020-05-30,01,Alabama,11 day ahead cum death,quantile,2020-06-10,0.950,856.5195581092075
2020-05-30,01,Alabama,11 day ahead cum death,quantile,2020-06-10,0.975,873.9233182786122
2020-05-30,01,Alabama,11 day ahead cum death,quantile,2020-06-10,0.990,894.1589506189832
2020-05-30,01,Alabama,11 day ahead inc death,point,2020-06-10,,10.225743624402963
2020-05-30,01,Alabama,11 day ahead inc death,quantile,2020-06-10,0.010,0.0
2020-05-30,01,Alabama,11 day ahead inc death,quantile,2020-06-10,0.025,0.0
2020-05-30,01,Alabama,11 day ahead inc death,quantile,2020-06-10,0.050,0.7898119489545294
2020-05-30,01,Alabama,11 day ahead inc death,quantile,2020-06-10,0.100,2.873944769537693
2020-05-30,01,Alabama,11 day ahead inc death,quantile,2020-06-10,0.150,4.280099289142388
2020-05-30,01,Alabama,11 day ahead inc death,quantile,2020-06-10,0.200,5.397666325318806
2020-05-30,01,Alabama,11 day ahead inc death,quantile,2020-06-10,0.250,6.3564393323024015
2020-05-30,01,Alabama,11 day ahead inc death,quantile,2020-06-10,0.300,7.217447124699171
2020-05-30,01,Alabama,11 day ahead inc death,quantile,2020-06-10,0.350,8.015299160166755
2020-05-30,01,Alabama,11 day ahead inc death,quantile,2020-06-10,0.400,8.772382719704833
2020-05-30,01,Alabama,11 day ahead inc death,quantile,2020-06-10,0.450,9.504869825214577
2020-05-30,01,Alabama,11 day ahead inc death,quantile,2020-06-10,0.500,10.225743624402963
2020-05-30,01,Alabama,11 day ahead inc death,quantile,2020-06-10,0.550,10.94661742359135
2020-05-30,01,Alabama,11 day ahead inc death,quantile,2020-06-10,0.600,11.679104529101096
2020-05-30,01,Alabama,11 day ahead inc death,quantile,2020-06-10,0.650,12.436188088639172
2020-05-30,01,Alabama,11 day ahead inc death,quantile,2020-06-10,0.700,13.234040124106755
2020-05-30,01,Alabama,11 day ahead inc death,quantile,2020-06-10,0.750,14.095047916503527
2020-05-30,01,Alabama,11 day ahead inc death,quantile,2020-06-10,0.800,15.05382092348712
2020-05-30,01,Alabama,11 day ahead inc death,quantile,2020-06-10,0.850,16.171387959663537
2020-05-30,01,Alabama,11 day ahead inc death,quantile,2020-06-10,0.900,17.57754247926824
2020-05-30,01,Alabama,11 day ahead inc death,quantile,2020-06-10,0.950,19.6616752998514
2020-05-30,01,Alabama,11 day ahead inc death,quantile,2020-06-10,0.975,21.46934970668766
2020-05-30,01,Alabama,11 day ahead inc death,quantile,2020-06-10,0.990,23.571161862898727
2020-05-30,01,Alabama,11 day ahead inc hosp,point,2020-06-10,,30.624991275389064
2020-05-30,01,Alabama,11 day ahead inc hosp,quantile,2020-06-10,0.010,0.0
2020-05-30,01,Alabama,11 day ahead inc hosp,quantile,2020-06-10,0.025,0.0
2020-05-30,01,Alabama,11 day ahead inc hosp,quantile,2020-06-10,0.050,0.0
2020-05-30,01,Alabama,11 day ahead inc hosp,quantile,2020-06-10,0.100,0.0
2020-05-30,01,Alabama,11 day ahead inc hosp,quantile,2020-06-10,0.150,0.0
2020-05-30,01,Alabama,11 day ahead inc hosp,quantile,2020-06-10,0.200,0.0
2020-05-30,01,Alabama,11 day ahead inc hosp,quantile,2020-06-10,0.250,0.0
2020-05-30,01,Alabama,11 day ahead inc hosp,quantile,2020-06-10,0.300,4.253237431021919
2020-05-30,01,Alabama,11 day ahead inc hosp,quantile,2020-06-10,0.350,11.24748067986729
2020-05-30,01,Alabama,11 day ahead inc hosp,quantile,2020-06-10,0.400,17.884333554482986
2020-05-30,01,Alabama,11 day ahead inc hosp,quantile,2020-06-10,0.450,24.30556551834625
2020-05-30,01,Alabama,11 day ahead inc hosp,quantile,2020-06-10,0.500,30.624991275389064
2020-05-30,01,Alabama,11 day ahead inc hosp,quantile,2020-06-10,0.550,36.944417032431886
2020-05-30,01,Alabama,11 day ahead inc hosp,quantile,2020-06-10,0.600,43.36564899629516
2020-05-30,01,Alabama,11 day ahead inc hosp,quantile,2020-06-10,0.650,50.00250187091086
2020-05-30,01,Alabama,11 day ahead inc hosp,quantile,2020-06-10,0.700,56.99674511975621
2020-05-30,01,Alabama,11 day ahead inc hosp,quantile,2020-06-10,0.750,64.54463328882645
2020-05-30,01,Alabama,11 day ahead inc hosp,quantile,2020-06-10,0.800,72.94956469611446
2020-05-30,01,Alabama,11 day ahead inc hosp,quantile,2020-06-10,0.850,82.74653875951725
2020-05-30,01,Alabama,11 day ahead inc hosp,quantile,2020-06-10,0.900,95.0733691972121
2020-05-30,01,Alabama,11 day ahead inc hosp,quantile,2020-06-10,0.950,113.34358881445975
2020-05-30,01,Alabama,11 day ahead inc hosp,quantile,2020-06-10,0.975,129.1902796218792
2020-05-30,01,Alabama,11 day ahead inc hosp,quantile,2020-06-10,0.990,147.61548232917704
2020-05-30,01,Alabama,12 day ahead cum death,point,2020-06-11,,779.4193745854624
2020-05-30,01,Alabama,12 day ahead cum death,quantile,2020-06-11,0.010,646.4239558409364
2020-05-30,01,Alabama,12 day ahead cum death,quantile,2020-06-11,0.025,667.3698252653429
2020-05-30,01,Alabama,12 day ahead cum death,quantile,2020-06-11,0.050,685.3844285092837
2020-05-30,01,Alabama,12 day ahead cum death,quantile,2020-06-11,0.100,706.1541123242969
2020-05-30,01,Alabama,12 day ahead cum death,quantile,2020-06-11,0.150,720.1673193899911
2020-05-30,01,Alabama,12 day ahead cum death,quantile,2020-06-11,0.200,731.304572138101
2020-05-30,01,Alabama,12 day ahead cum death,quantile,2020-06-11,0.250,740.8593433161907
2020-05-30,01,Alabama,12 day ahead cum death,quantile,2020-06-11,0.300,749.4398231367328
2020-05-30,01,Alabama,12 day ahead cum death,quantile,2020-06-11,0.350,757.3909164375857
2020-05-30,01,Alabama,12 day ahead cum death,quantile,2020-06-11,0.400,764.935726440986
2020-05-30,01,Alabama,12 day ahead cum death,quantile,2020-06-11,0.450,772.2354174346505
2020-05-30,01,Alabama,12 day ahead cum death,quantile,2020-06-11,0.500,779.4193745854624
2020-05-30,01,Alabama,12 day ahead cum death,quantile,2020-06-11,0.550,786.6033317362743
2020-05-30,01,Alabama,12 day ahead cum death,quantile,2020-06-11,0.600,793.9030227299388
2020-05-30,01,Alabama,12 day ahead cum death,quantile,2020-06-11,0.650,801.447832733339
2020-05-30,01,Alabama,12 day ahead cum death,quantile,2020-06-11,0.700,809.398926034192
2020-05-30,01,Alabama,12 day ahead cum death,quantile,2020-06-11,0.750,817.9794058547342
2020-05-30,01,Alabama,12 day ahead cum death,quantile,2020-06-11,0.800,827.5341770328238
2020-05-30,01,Alabama,12 day ahead cum death,quantile,2020-06-11,0.850,838.6714297809336
2020-05-30,01,Alabama,12 day ahead cum death,quantile,2020-06-11,0.900,852.684636846628
2020-05-30,01,Alabama,12 day ahead cum death,quantile,2020-06-11,0.950,873.4543206616411
2020-05-30,01,Alabama,12 day ahead cum death,quantile,2020-06-11,0.975,891.4689239055818
2020-05-30,01,Alabama,12 day ahead cum death,quantile,2020-06-11,0.990,912.4147933299884
2020-05-30,01,Alabama,12 day ahead inc death,point,2020-06-11,,10.279659975056006
2020-05-30,01,Alabama,12 day ahead inc death,quantile,2020-06-11,0.010,0.0
2020-05-30,01,Alabama,12 day ahead inc death,quantile,2020-06-11,0.025,0.0
2020-05-30,01,Alabama,12 day ahead inc death,quantile,2020-06-11,0.050,0.5125427707541625
2020-05-30,01,Alabama,12 day ahead inc death,quantile,2020-06-11,0.100,2.6698251916233824
2020-05-30,01,Alabama,12 day ahead inc death,quantile,2020-06-11,0.150,4.125333399262573
2020-05-30,01,Alabama,12 day ahead inc death,quantile,2020-06-11,0.200,5.282125182145059
2020-05-30,01,Alabama,12 day ahead inc death,quantile,2020-06-11,0.250,6.274549529164787
