"","forecast_date","target","target_end_date","quantile","type","location","value"
"34","2023-08-06","0 day ahead inc hosp","2023-08-06","0.450","quantile","01",19.117004247776
"35","2023-08-06","0 day ahead inc hosp","2023-08-06","0.500","quantile","01",20.2675395841443
"36","2023-08-06","0 day ahead inc hosp","2023-08-06","0.550","quantile","01",22.7171929376777
"37","2023-08-06","0 day ahead inc hosp","2023-08-06","0.600","quantile","01",24.6569130648993
"38","2023-08-06","0 day ahead inc hosp","2023-08-06","0.650","quantile","01",27.0627330720084
"39","2023-08-06","0 day ahead inc hosp","2023-08-06","0.700","quantile","01",32.3945726485994
"40","2023-08-06","0 day ahead inc hosp","2023-08-06","0.750","quantile","01",39.0417315558841
"41","2023-08-06","0 day ahead inc hosp","2023-08-06","0.800","quantile","01",47.562577565985
"42","2023-08-06","0 day ahead inc hosp","2023-08-06","0.850","quantile","01",99.1239700997788
"43","2023-08-06","0 day ahead inc hosp","2023-08-06","0.900","quantile","01",111.192286899293
"44","2023-08-06","0 day ahead inc hosp","2023-08-06","0.950","quantile","01",235.902287476822
"45","2023-08-06","0 day ahead inc hosp","2023-08-06","0.975","quantile","01",336.380204152184
"46","2023-08-06","0 day ahead inc hosp","2023-08-06","0.990","quantile","01",406.722009339468
"47","2023-08-06","0 day ahead inc hosp","2023-08-06","0.010","quantile","05",1.77388493892326
"48","2023-08-06","0 day ahead inc hosp","2023-08-06","0.025","quantile","05",2.00174832881076
"49","2023-08-06","0 day ahead inc hosp","2023-08-06","0.050","quantile","05",2.64138675762955
"50","2023-08-06","0 day ahead inc hosp","2023-08-06","0.100","quantile","05",3.94941016062319
"51","2023-08-06","0 day ahead inc hosp","2023-08-06","0.150","quantile","05",4.72563545795496
"52","2023-08-06","0 day ahead inc hosp","2023-08-06","0.200","quantile","05",4.90361562723952
"53","2023-08-06","0 day ahead inc hosp","2023-08-06","0.250","quantile","05",6.19754534927817
"54","2023-08-06","0 day ahead inc hosp","2023-08-06","0.300","quantile","05",6.71914603543125
"55","2023-08-06","0 day ahead inc hosp","2023-08-06","0.350","quantile","05",8.22337368494581
"56","2023-08-06","0 day ahead inc hosp","2023-08-06","0.400","quantile","05",10.9980823696371
"57","2023-08-06","0 day ahead inc hosp","2023-08-06","0.450","quantile","05",12.9481765225966
"58","2023-08-06","0 day ahead inc hosp","2023-08-06","0.500","quantile","05",14.6574848867148
"59","2023-08-06","0 day ahead inc hosp","2023-08-06","0.550","quantile","05",15.653588328237
"60","2023-08-06","0 day ahead inc hosp","2023-08-06","0.600","quantile","05",17.156772705931
"61","2023-08-06","0 day ahead inc hosp","2023-08-06","0.650","quantile","05",21.1097402578096
"62","2023-08-06","0 day ahead inc hosp","2023-08-06","0.700","quantile","05",27.4648927198161
"63","2023-08-06","0 day ahead inc hosp","2023-08-06","0.750","quantile","05",32.2086304140867
"64","2023-08-06","0 day ahead inc hosp","2023-08-06","0.800","quantile","05",36.6650975036183
"65","2023-08-06","0 day ahead inc hosp","2023-08-06","0.850","quantile","05",43.7208735401597
"66","2023-08-06","0 day ahead inc hosp","2023-08-06","0.900","quantile","05",59.2967771753393
"67","2023-08-06","0 day ahead inc hosp","2023-08-06","0.950","quantile","05",73.7964454905103
"68","2023-08-06","0 day ahead inc hosp","2023-08-06","0.975","quantile","05",106.675037771968
"69","2023-08-06","0 day ahead inc hosp","2023-08-06","0.990","quantile","05",167.036999638348
"70","2023-08-06","0 day ahead inc hosp","2023-08-06","0.010","quantile","04",4.34419214736774
"71","2023-08-06","0 day ahead inc hosp","2023-08-06","0.025","quantile","04",4.86789741625763
"72","2023-08-06","0 day ahead inc hosp","2023-08-06","0.050","quantile","04",5.51643347746215
"73","2023-08-06","0 day ahead inc hosp","2023-08-06","0.100","quantile","04",6.84396436663223
"74","2023-08-06","0 day ahead inc hosp","2023-08-06","0.150","quantile","04",7.40200814826161
"75","2023-08-06","0 day ahead inc hosp","2023-08-06","0.200","quantile","04",8.53252020732581
"76","2023-08-06","0 day ahead inc hosp","2023-08-06","0.250","quantile","04",9.42208508256188
"77","2023-08-06","0 day ahead inc hosp","2023-08-06","0.300","quantile","04",10.6833450488135
"78","2023-08-06","0 day ahead inc hosp","2023-08-06","0.350","quantile","04",12.7175483796206
"79","2023-08-06","0 day ahead inc hosp","2023-08-06","0.400","quantile","04",15.004934169656
"80","2023-08-06","0 day ahead inc hosp","2023-08-06","0.450","quantile","04",17.2651702641815
"81","2023-08-06","0 day ahead inc hosp","2023-08-06","0.500","quantile","04",19.1975431720198
"82","2023-08-06","0 day ahead inc hosp","2023-08-06","0.550","quantile","04",21.0877080207788
"83","2023-08-06","0 day ahead inc hosp","2023-08-06","0.600","quantile","04",23.3406041558242
"84","2023-08-06","0 day ahead inc hosp","2023-08-06","0.650","quantile","04",24.2327740441933
"85","2023-08-06","0 day ahead inc hosp","2023-08-06","0.700","quantile","04",26.8655617104743
"86","2023-08-06","0 day ahead inc hosp","2023-08-06","0.750","quantile","04",32.6425502213728
"87","2023-08-06","0 day ahead inc hosp","2023-08-06","0.800","quantile","04",36.7559182053401
"88","2023-08-06","0 day ahead inc hosp","2023-08-06","0.850","quantile","04",45.0610674553052
"89","2023-08-06","0 day ahead inc hosp","2023-08-06","0.900","quantile","04",59.8449906698398
"90","2023-08-06","0 day ahead inc hosp","2023-08-06","0.950","quantile","04",76.9263731710355
"91","2023-08-06","0 day ahead inc hosp","2023-08-06","0.975","quantile","04",80.9162229635584
"92","2023-08-06","0 day ahead inc hosp","2023-08-06","0.990","quantile","04",100.169670861359
"93","2023-08-06","0 day ahead inc hosp","2023-08-06","0.010","quantile","06",13.9455583612409
"94","2023-08-06","0 day ahead inc hosp","2023-08-06","0.025","quantile","06",18.9984399545036
"95","2023-08-06","0 day ahead inc hosp","2023-08-06","0.050","quantile","06",22.2622136031139
"96","2023-08-06","0 day ahead inc hosp","2023-08-06","0.100","quantile","06",31.1157755166429
"97","2023-08-06","0 day ahead inc hosp","2023-08-06","0.150","quantile","06",40.9562193145096
"98","2023-08-06","0 day ahead inc hosp","2023-08-06","0.200","quantile","06",53.866611613882
"99","2023-08-06","0 day ahead inc hosp","2023-08-06","0.250","quantile","06",61.1862784954601
"100","2023-08-06","0 day ahead inc hosp","2023-08-06","0.300","quantile","06",69.866754718166
"101","2023-08-06","0 day ahead inc hosp","2023-08-06","0.350","quantile","06",82.8131993608892
"102","2023-08-06","0 day ahead inc hosp","2023-08-06","0.400","quantile","06",99.3447680468464
"103","2023-08-06","0 day ahead inc hosp","2023-08-06","0.450","quantile","06",119.015284948219
"104","2023-08-06","0 day ahead inc hosp","2023-08-06","0.500","quantile","06",129.787061224714
"105","2023-08-06","0 day ahead inc hosp","2023-08-06","0.550","quantile","06",135.40918218124
"106","2023-08-06","0 day ahead inc hosp","2023-08-06","0.600","quantile","06",150.137463867496
"107","2023-08-06","0 day ahead inc hosp","2023-08-06","0.650","quantile","06",179.832589904123
"108","2023-08-06","0 day ahead inc hosp","2023-08-06","0.700","quantile","06",214.623859360155
"109","2023-08-06","0 day ahead inc hosp","2023-08-06","0.750","quantile","06",241.936412914659
"110","2023-08-06","0 day ahead inc hosp","2023-08-06","0.800","quantile","06",283.086840170481
"111","2023-08-06","0 day ahead inc hosp","2023-08-06","0.850","quantile","06",349.92904370829
"112","2023-08-06","0 day ahead inc hosp","2023-08-06","0.900","quantile","06",527.671017994226
"113","2023-08-06","0 day ahead inc hosp","2023-08-06","0.950","quantile","06",1364.76149005804
"114","2023-08-06","0 day ahead inc hosp","2023-08-06","0.975","quantile","06",1602.43634576542
"115","2023-08-06","0 day ahead inc hosp","2023-08-06","0.990","quantile","06",1814.70159694026
"116","2023-08-06","0 day ahead inc hosp","2023-08-06","0.010","quantile","08",1.34415155023948
"117","2023-08-06","0 day ahead inc hosp","2023-08-06","0.025","quantile","08",1.69765067378661
"118","2023-08-06","0 day ahead inc hosp","2023-08-06","0.050","quantile","08",2.71375899214739
"119","2023-08-06","0 day ahead inc hosp","2023-08-06","0.100","quantile","08",4.34030363275087
"120","2023-08-06","0 day ahead inc hosp","2023-08-06","0.150","quantile","08",4.7545938525124
"121","2023-08-06","0 day ahead inc hosp","2023-08-06","0.200","quantile","08",6.43768378980073
"122","2023-08-06","0 day ahead inc hosp","2023-08-06","0.250","quantile","08",7.48760425411895
"123","2023-08-06","0 day ahead inc hosp","2023-08-06","0.300","quantile","08",8.70764833564068
"124","2023-08-06","0 day ahead inc hosp","2023-08-06","0.350","quantile","08",9.58409413942415
"125","2023-08-06","0 day ahead inc hosp","2023-08-06","0.400","quantile","08",10.3925108696606
"126","2023-08-06","0 day ahead inc hosp","2023-08-06","0.450","quantile","08",11.5849109475033
"127","2023-08-06","0 day ahead inc hosp","2023-08-06","0.500","quantile","08",12.4810718964864
"128","2023-08-06","0 day ahead inc hosp","2023-08-06","0.550","quantile","08",13.8375680632981
"129","2023-08-06","0 day ahead inc hosp","2023-08-06","0.600","quantile","08",15.0395673248977
"130","2023-08-06","0 day ahead inc hosp","2023-08-06","0.650","quantile","08",17.5054517926499
"131","2023-08-06","0 day ahead inc hosp","2023-08-06","0.700","quantile","08",21.4292511466162
"132","2023-08-06","0 day ahead inc hosp","2023-08-06","0.750","quantile","08",30.4834747510963
"133","2023-08-06","0 day ahead inc hosp","2023-08-06","0.800","quantile","08",35.397893439782
"134","2023-08-06","0 day ahead inc hosp","2023-08-06","0.850","quantile","08",44.0074666969304
"135","2023-08-06","0 day ahead inc hosp","2023-08-06","0.900","quantile","08",52.9391489324393
"136","2023-08-06","0 day ahead inc hosp","2023-08-06","0.950","quantile","08",120.117468614726
"137","2023-08-06","0 day ahead inc hosp","2023-08-06","0.975","quantile","08",211.415299944634
"138","2023-08-06","0 day ahead inc hosp","2023-08-06","0.990","quantile","08",309.76011004071
"139","2023-08-06","0 day ahead inc hosp","2023-08-06","0.010","quantile","09",1.70697594324129
"140","2023-08-06","0 day ahead inc hosp","2023-08-06","0.025","quantile","09",1.93705530790999
"141","2023-08-06","0 day ahead inc hosp","2023-08-06","0.050","quantile","09",2.09478376355648
"142","2023-08-06","0 day ahead inc hosp","2023-08-06","0.100","quantile","09",2.48852089658609
"143","2023-08-06","0 day ahead inc hosp","2023-08-06","0.150","quantile","09",3.44199851593541
"144","2023-08-06","0 day ahead inc hosp","2023-08-06","0.200","quantile","09",4.06037300020044
"145","2023-08-06","0 day ahead inc hosp","2023-08-06","0.250","quantile","09",4.82272021907429
"146","2023-08-06","0 day ahead inc hosp","2023-08-06","0.300","quantile","09",5.53158982892096
"147","2023-08-06","0 day ahead inc hosp","2023-08-06","0.350","quantile","09",5.77303024869066
"148","2023-08-06","0 day ahead inc hosp","2023-08-06","0.400","quantile","09",6.66645108759682
"149","2023-08-06","0 day ahead inc hosp","2023-08-06","0.450","quantile","09",6.99785082627851
"150","2023-08-06","0 day ahead inc hosp","2023-08-06","0.500","quantile","09",8.22303088331868
"151","2023-08-06","0 day ahead inc hosp","2023-08-06","0.550","quantile","09",10.0656911947241
"152","2023-08-06","0 day ahead inc hosp","2023-08-06","0.600","quantile","09",12.3575896430319
"153","2023-08-06","0 day ahead inc hosp","2023-08-06","0.650","quantile","09",16.6853679496344
"154","2023-08-06","0 day ahead inc hosp","2023-08-06","0.700","quantile","09",20.9367269117695
"155","2023-08-06","0 day ahead inc hosp","2023-08-06","0.750","quantile","09",25.8573967122684
"156","2023-08-06","0 day ahead inc hosp","2023-08-06","0.800","quantile","09",30.9151829847342
"157","2023-08-06","0 day ahead inc hosp","2023-08-06","0.850","quantile","09",38.9793151333166
"158","2023-08-06","0 day ahead inc hosp","2023-08-06","0.900","quantile","09",47.0427604631675
"159","2023-08-06","0 day ahead inc hosp","2023-08-06","0.950","quantile","09",69.0314110181611
"160","2023-08-06","0 day ahead inc hosp","2023-08-06","0.975","quantile","09",104.505939980764
"161","2023-08-06","0 day ahead inc hosp","2023-08-06","0.990","quantile","09",118.3436043312
"162","2023-08-06","0 day ahead inc hosp","2023-08-06","0.010","quantile","11",0.161998393328871
"163","2023-08-06","0 day ahead inc hosp","2023-08-06","0.025","quantile","11",0.343575676990658
"164","2023-08-06","0 day ahead inc hosp","2023-08-06","0.050","quantile","11",0.802096159282117
"165","2023-08-06","0 day ahead inc hosp","2023-08-06","0.100","quantile","11",1.0621330731916
"166","2023-08-06","0 day ahead inc hosp","2023-08-06","0.150","quantile","11",1.23373782757316
"167","2023-08-06","0 day ahead inc hosp","2023-08-06","0.200","quantile","11",1.43297121503807
"168","2023-08-06","0 day ahead inc hosp","2023-08-06","0.250","quantile","11",1.65308154450876
"169","2023-08-06","0 day ahead inc hosp","2023-08-06","0.300","quantile","11",2.00605632216442
"170","2023-08-06","0 day ahead inc hosp","2023-08-06","0.350","quantile","11",2.23318816914414
"171","2023-08-06","0 day ahead inc hosp","2023-08-06","0.400","quantile","11",2.43133641534031
"172","2023-08-06","0 day ahead inc hosp","2023-08-06","0.450","quantile","11",3.21927240105504
"173","2023-08-06","0 day ahead inc hosp","2023-08-06","0.500","quantile","11",4.07580371715475
"174","2023-08-06","0 day ahead inc hosp","2023-08-06","0.550","quantile","11",4.81140613394837
"175","2023-08-06","0 day ahead inc hosp","2023-08-06","0.600","quantile","11",5.29347184524792
"176","2023-08-06","0 day ahead inc hosp","2023-08-06","0.650","quantile","11",6.35014194367962
"177","2023-08-06","0 day ahead inc hosp","2023-08-06","0.700","quantile","11",7.04297917368131
"178","2023-08-06","0 day ahead inc hosp","2023-08-06","0.750","quantile","11",8.3742571272589
"179","2023-08-06","0 day ahead inc hosp","2023-08-06","0.800","quantile","11",9.58219984806588
"180","2023-08-06","0 day ahead inc hosp","2023-08-06","0.850","quantile","11",11.5709834320126
"181","2023-08-06","0 day ahead inc hosp","2023-08-06","0.900","quantile","11",15.3814151810915
"182","2023-08-06","0 day ahead inc hosp","2023-08-06","0.950","quantile","11",18.6745704260603
"183","2023-08-06","0 day ahead inc hosp","2023-08-06","0.975","quantile","11",25.9243353208408
"184","2023-08-06","0 day ahead inc hosp","2023-08-06","0.990","quantile","11",33.5544744447711
"185","2023-08-06","0 day ahead inc hosp","2023-08-06","0.010","quantile","10",0.362314043219963
"186","2023-08-06","0 day ahead inc hosp","2023-08-06","0.025","quantile","10",0.476136036848414
"187","2023-08-06","0 day ahead inc hosp","2023-08-06","0.050","quantile","10",0.849212427913801
"188","2023-08-06","0 day ahead inc hosp","2023-08-06","0.100","quantile","10",0.979093577504805
"189","2023-08-06","0 day ahead inc hosp","2023-08-06","0.150","quantile","10",1.03163850548216
"190","2023-08-06","0 day ahead inc hosp","2023-08-06","0.200","quantile","10",1.11156332603927
"191","2023-08-06","0 day ahead inc hosp","2023-08-06","0.250","quantile","10",1.20971172306419
"192","2023-08-06","0 day ahead inc hosp","2023-08-06","0.300","quantile","10",1.36196781813604
"193","2023-08-06","0 day ahead inc hosp","2023-08-06","0.350","quantile","10",1.69367173768605
"194","2023-08-06","0 day ahead inc hosp","2023-08-06","0.400","quantile","10",1.92701237697233
"195","2023-08-06","0 day ahead inc hosp","2023-08-06","0.450","quantile","10",2.40243649009863
"196","2023-08-06","0 day ahead inc hosp","2023-08-06","0.500","quantile","10",2.6270062620112
"197","2023-08-06","0 day ahead inc hosp","2023-08-06","0.550","quantile","10",2.86483308557761
"198","2023-08-06","0 day ahead inc hosp","2023-08-06","0.600","quantile","10",3.22029494961036
"199","2023-08-06","0 day ahead inc hosp","2023-08-06","0.650","quantile","10",3.61309313018889
"200","2023-08-06","0 day ahead inc hosp","2023-08-06","0.700","quantile","10",3.99230028159822
"201","2023-08-06","0 day ahead inc hosp","2023-08-06","0.750","quantile","10",4.37993237186473
"202","2023-08-06","0 day ahead inc hosp","2023-08-06","0.800","quantile","10",4.74337618360204
"203","2023-08-06","0 day ahead inc hosp","2023-08-06","0.850","quantile","10",6.00957423734644
"204","2023-08-06","0 day ahead inc hosp","2023-08-06","0.900","quantile","10",8.04113183100253
"205","2023-08-06","0 day ahead inc hosp","2023-08-06","0.950","quantile","10",13.6582865249071
"206","2023-08-06","0 day ahead inc hosp","2023-08-06","0.975","quantile","10",23.6248678652063
"207","2023-08-06","0 day ahead inc hosp","2023-08-06","0.990","quantile","10",30.7947803512933
"208","2023-08-06","0 day ahead inc hosp","2023-08-06","0.010","quantile","12",10.4388417727871
"209","2023-08-06","0 day ahead inc hosp","2023-08-06","0.025","quantile","12",11.5751714354381
"210","2023-08-06","0 day ahead inc hosp","2023-08-06","0.050","quantile","12",12.7557796598229
"211","2023-08-06","0 day ahead inc hosp","2023-08-06","0.100","quantile","12",24.7410248653066
"212","2023-08-06","0 day ahead inc hosp","2023-08-06","0.150","quantile","12",37.7527041527025
"213","2023-08-06","0 day ahead inc hosp","2023-08-06","0.200","quantile","12",52.6446191806455
"214","2023-08-06","0 day ahead inc hosp","2023-08-06","0.250","quantile","12",69.1920918109033
"215","2023-08-06","0 day ahead inc hosp","2023-08-06","0.300","quantile","12",81.6810149402347
"216","2023-08-06","0 day ahead inc hosp","2023-08-06","0.350","quantile","12",90.7583622878396
"217","2023-08-06","0 day ahead inc hosp","2023-08-06","0.400","quantile","12",98.7725176815985
"218","2023-08-06","0 day ahead inc hosp","2023-08-06","0.450","quantile","12",106.586006478615
"219","2023-08-06","0 day ahead inc hosp","2023-08-06","0.500","quantile","12",130.718925344393
"220","2023-08-06","0 day ahead inc hosp","2023-08-06","0.550","quantile","12",148.725321326011
"221","2023-08-06","0 day ahead inc hosp","2023-08-06","0.600","quantile","12",169.678115389531
"222","2023-08-06","0 day ahead inc hosp","2023-08-06","0.650","quantile","12",200.02540384392
"223","2023-08-06","0 day ahead inc hosp","2023-08-06","0.700","quantile","12",210.84263096083
"224","2023-08-06","0 day ahead inc hosp","2023-08-06","0.750","quantile","12",232.415847502166
"225","2023-08-06","0 day ahead inc hosp","2023-08-06","0.800","quantile","12",276.875957046045
"226","2023-08-06","0 day ahead inc hosp","2023-08-06","0.850","quantile","12",435.951170405804
"227","2023-08-06","0 day ahead inc hosp","2023-08-06","0.900","quantile","12",499.411618702065
"228","2023-08-06","0 day ahead inc hosp","2023-08-06","0.950","quantile","12",634.125485122676
"229","2023-08-06","0 day ahead inc hosp","2023-08-06","0.975","quantile","12",958.284173121363
"230","2023-08-06","0 day ahead inc hosp","2023-08-06","0.990","quantile","12",1538.06801692433
"231","2023-08-06","0 day ahead inc hosp","2023-08-06","0.010","quantile","13",4.59882124621284
"232","2023-08-06","0 day ahead inc hosp","2023-08-06","0.025","quantile","13",5.63770920028445
"233","2023-08-06","0 day ahead inc hosp","2023-08-06","0.050","quantile","13",6.88257811809751
"234","2023-08-06","0 day ahead inc hosp","2023-08-06","0.100","quantile","13",9.93946355502194
"235","2023-08-06","0 day ahead inc hosp","2023-08-06","0.150","quantile","13",12.6170157144435
"236","2023-08-06","0 day ahead inc hosp","2023-08-06","0.200","quantile","13",17.5829600016903
"237","2023-08-06","0 day ahead inc hosp","2023-08-06","0.250","quantile","13",19.6114407998594
"238","2023-08-06","0 day ahead inc hosp","2023-08-06","0.300","quantile","13",21.9529970731507
"239","2023-08-06","0 day ahead inc hosp","2023-08-06","0.350","quantile","13",23.4827195490302
"240","2023-08-06","0 day ahead inc hosp","2023-08-06","0.400","quantile","13",25.5494371640358
"241","2023-08-06","0 day ahead inc hosp","2023-08-06","0.450","quantile","13",27.7766161461183
"242","2023-08-06","0 day ahead inc hosp","2023-08-06","0.500","quantile","13",30.974482329324
"243","2023-08-06","0 day ahead inc hosp","2023-08-06","0.550","quantile","13",35.9506821837098
"244","2023-08-06","0 day ahead inc hosp","2023-08-06","0.600","quantile","13",38.639007506833
"245","2023-08-06","0 day ahead inc hosp","2023-08-06","0.650","quantile","13",44.9131189188559
"246","2023-08-06","0 day ahead inc hosp","2023-08-06","0.700","quantile","13",49.8762984374237
"247","2023-08-06","0 day ahead inc hosp","2023-08-06","0.750","quantile","13",53.2973921534134
"248","2023-08-06","0 day ahead inc hosp","2023-08-06","0.800","quantile","13",63.6709606231527
"249","2023-08-06","0 day ahead inc hosp","2023-08-06","0.850","quantile","13",89.3751399254188
"250","2023-08-06","0 day ahead inc hosp","2023-08-06","0.900","quantile","13",152.828162633797
"251","2023-08-06","0 day ahead inc hosp","2023-08-06","0.950","quantile","13",199.328877488271
"252","2023-08-06","0 day ahead inc hosp","2023-08-06","0.975","quantile","13",250.387836541049
"253","2023-08-06","0 day ahead inc hosp","2023-08-06","0.990","quantile","13",302.783394850351
"254","2023-08-06","0 day ahead inc hosp","2023-08-06","0.010","quantile","15",1.07900033090283
"255","2023-08-06","0 day ahead inc hosp","2023-08-06","0.025","quantile","15",1.41173027876419
"256","2023-08-06","0 day ahead inc hosp","2023-08-06","0.050","quantile","15",1.84020788706066
"257","2023-08-06","0 day ahead inc hosp","2023-08-06","0.100","quantile","15",4.44033156011493
"258","2023-08-06","0 day ahead inc hosp","2023-08-06","0.150","quantile","15",5.31946456211306
"259","2023-08-06","0 day ahead inc hosp","2023-08-06","0.200","quantile","15",6.129466147512
"260","2023-08-06","0 day ahead inc hosp","2023-08-06","0.250","quantile","15",6.84953261009102
"261","2023-08-06","0 day ahead inc hosp","2023-08-06","0.300","quantile","15",7.93469324437784
"262","2023-08-06","0 day ahead inc hosp","2023-08-06","0.350","quantile","15",9.55626152910465
"263","2023-08-06","0 day ahead inc hosp","2023-08-06","0.400","quantile","15",10.4142954851313
"264","2023-08-06","0 day ahead inc hosp","2023-08-06","0.450","quantile","15",11.6989895617269
"265","2023-08-06","0 day ahead inc hosp","2023-08-06","0.500","quantile","15",14.6410982966009
"266","2023-08-06","0 day ahead inc hosp","2023-08-06","0.550","quantile","15",17.2392454793029
"267","2023-08-06","0 day ahead inc hosp","2023-08-06","0.600","quantile","15",19.1780464399731
"268","2023-08-06","0 day ahead inc hosp","2023-08-06","0.650","quantile","15",22.600892511008
"269","2023-08-06","0 day ahead inc hosp","2023-08-06","0.700","quantile","15",25.9653030254736
"270","2023-08-06","0 day ahead inc hosp","2023-08-06","0.750","quantile","15",30.2098631729506
"271","2023-08-06","0 day ahead inc hosp","2023-08-06","0.800","quantile","15",41.894676182863
"272","2023-08-06","0 day ahead inc hosp","2023-08-06","0.850","quantile","15",59.6453769314713
"273","2023-08-06","0 day ahead inc hosp","2023-08-06","0.900","quantile","15",68.5351534167
"274","2023-08-06","0 day ahead inc hosp","2023-08-06","0.950","quantile","15",78.0290332672743
"275","2023-08-06","0 day ahead inc hosp","2023-08-06","0.975","quantile","15",169.840188238167
"276","2023-08-06","0 day ahead inc hosp","2023-08-06","0.990","quantile","15",239.359293026358
"277","2023-08-06","0 day ahead inc hosp","2023-08-06","0.010","quantile","19",1.42511560761288
"278","2023-08-06","0 day ahead inc hosp","2023-08-06","0.025","quantile","19",1.67928781331326
"279","2023-08-06","0 day ahead inc hosp","2023-08-06","0.050","quantile","19",1.75514974502183
"280","2023-08-06","0 day ahead inc hosp","2023-08-06","0.100","quantile","19",2.08830457344911
"281","2023-08-06","0 day ahead inc hosp","2023-08-06","0.150","quantile","19",2.64511393823169
"282","2023-08-06","0 day ahead inc hosp","2023-08-06","0.200","quantile","19",2.9250187323808
"283","2023-08-06","0 day ahead inc hosp","2023-08-06","0.250","quantile","19",3.57197530406038
"284","2023-08-06","0 day ahead inc hosp","2023-08-06","0.300","quantile","19",4.23499939899872
"285","2023-08-06","0 day ahead inc hosp","2023-08-06","0.350","quantile","19",4.93596553949582
"286","2023-08-06","0 day ahead inc hosp","2023-08-06","0.400","quantile","19",5.708232624242
"287","2023-08-06","0 day ahead inc hosp","2023-08-06","0.450","quantile","19",6.52579772951172
"288","2023-08-06","0 day ahead inc hosp","2023-08-06","0.500","quantile","19",7.35649485163897
"289","2023-08-06","0 day ahead inc hosp","2023-08-06","0.550","quantile","19",8.59860498732333
"290","2023-08-06","0 day ahead inc hosp","2023-08-06","0.600","quantile","19",10.2990379193337
"291","2023-08-06","0 day ahead inc hosp","2023-08-06","0.650","quantile","19",12.0844812162899
"292","2023-08-06","0 day ahead inc hosp","2023-08-06","0.700","quantile","19",13.4972122924527
"293","2023-08-06","0 day ahead inc hosp","2023-08-06","0.750","quantile","19",16.763596263825
"294","2023-08-06","0 day ahead inc hosp","2023-08-06","0.800","quantile","19",18.7230377360803
"295","2023-08-06","0 day ahead inc hosp","2023-08-06","0.850","quantile","19",21.4592572972142
"296","2023-08-06","0 day ahead inc hosp","2023-08-06","0.900","quantile","19",30.2522165455065
"297","2023-08-06","0 day ahead inc hosp","2023-08-06","0.950","quantile","19",51.6724139870692
