target,location,location_name,type,quantile,value
6 day ahead inc,00,US,quantile,0.5,1223.8368225089355
6 day ahead inc,00,US,quantile,0.9,2124.7600090896094
6 day ahead inc,00,US,quantile,0.95,2167.741930617245
6 day ahead inc,00,US,quantile,0.975,2174.011879124276
6 day ahead cum,00,US,quantile,0.025,32513.044312337428
6 day ahead cum,00,US,quantile,0.05,32574.192365918218
6 day ahead cum,00,US,quantile,0.1,33661.24447829893
6 day ahead cum,00,US,quantile,0.5,50947.98563288478
6 day ahead cum,00,US,quantile,0.9,87538.39582794963
6 day ahead cum,00,US,quantile,0.95,95005.71638079916
6 day ahead cum,00,US,quantile,0.975,95090.57039653645
7 day ahead inc,00,US,quantile,0.025,642.4866074025783
7 day ahead inc,00,US,quantile,0.05,647.4166033244995
7 day ahead inc,00,US,quantile,0.1,777.7963840906411
7 day ahead inc,00,US,quantile,0.5,1191.7102022035456
7 day ahead inc,00,US,quantile,0.9,2055.997852733898
7 day ahead inc,00,US,quantile,0.95,2099.026046842805
7 day ahead inc,00,US,quantile,0.975,2104.4790260598515
7 day ahead cum,00,US,quantile,0.025,33161.641972995916
7 day ahead cum,00,US,quantile,0.05,33218.909083104285
7 day ahead cum,00,US,quantile,0.1,34439.62873021197
7 day ahead cum,00,US,quantile,0.5,52131.87069152674
7 day ahead cum,00,US,quantile,0.9,89315.63614855248
7 day ahead cum,00,US,quantile,0.95,97111.54476905293
7 day ahead cum,00,US,quantile,0.975,97196.11382183876
1 week ahead inc,00,US,quantile,0.025,5366.225577529221
1 week ahead inc,00,US,quantile,0.05,5386.123993241008
1 week ahead inc,00,US,quantile,0.1,6242.442535054294
1 week ahead inc,00,US,quantile,0.5,9602.484030198111
1 week ahead inc,00,US,quantile,0.9,16728.362882465422
1 week ahead inc,00,US,quantile,0.95,17234.05117625978
1 week ahead inc,00,US,quantile,0.975,17260.823950141752
1 week ahead cum,00,US,quantile,0.025,32586.02732813229
1 week ahead cum,00,US,quantile,0.05,32654.32082174844
1 week ahead cum,00,US,quantile,0.1,33024.437562830564
1 week ahead cum,00,US,quantile,0.5,49779.17301493284
1 week ahead cum,00,US,quantile,0.9,86179.52145388695
1 week ahead cum,00,US,quantile,0.95,93170.71747265145
1 week ahead cum,00,US,quantile,0.975,93239.97979986267
2 week ahead inc,00,US,quantile,0.025,4182.228787354034
2 week ahead inc,00,US,quantile,0.05,4202.95106576944
2 week ahead inc,00,US,quantile,0.1,5143.724124637683
2 week ahead inc,00,US,quantile,0.5,7845.617028438118
2 week ahead inc,00,US,quantile,0.9,13426.806935436422
2 week ahead inc,00,US,quantile,0.95,13724.675215620542
2 week ahead inc,00,US,quantile,0.975,13743.240489772284
2 week ahead cum,00,US,quantile,0.025,36763.546158884616
2 week ahead cum,00,US,quantile,0.05,36851.166778498686
2 week ahead cum,00,US,quantile,0.1,38159.724483947204
2 week ahead cum,00,US,quantile,0.5,57595.10923261664
2 week ahead cum,00,US,quantile,0.9,97704.9172651458
2 week ahead cum,00,US,quantile,0.95,106892.81767867267
2 week ahead cum,00,US,quantile,0.975,106987.15641523217
3 week ahead inc,00,US,quantile,0.025,3143.437813795525
3 week ahead inc,00,US,quantile,0.05,3158.7627972629994
3 week ahead inc,00,US,quantile,0.1,4083.2063923140886
3 week ahead inc,00,US,quantile,0.5,6386.197349535087
3 week ahead inc,00,US,quantile,0.9,10288.745972404113
3 week ahead inc,00,US,quantile,0.95,10533.367135095965
3 week ahead inc,00,US,quantile,0.975,10556.03762573284
3 week ahead cum,00,US,quantile,0.025,39916.33492639956
3 week ahead cum,00,US,quantile,0.05,40004.66738941164
3 week ahead cum,00,US,quantile,0.1,42262.11494314834
3 week ahead cum,00,US,quantile,0.5,63831.75405072951
3 week ahead cum,00,US,quantile,0.9,106422.3970941426
3 week ahead cum,00,US,quantile,0.95,117442.70108023768
3 week ahead cum,00,US,quantile,0.975,117546.80012274877
4 week ahead inc,00,US,quantile,0.025,2311.968488384773
4 week ahead inc,00,US,quantile,0.05,2323.8204599765204
4 week ahead inc,00,US,quantile,0.1,3178.2273548043236
4 week ahead inc,00,US,quantile,0.5,4978.488175779005
4 week ahead inc,00,US,quantile,0.9,7655.81351137593
4 week ahead inc,00,US,quantile,0.95,7931.872922414856
4 week ahead inc,00,US,quantile,0.975,7945.671162230367
4 week ahead cum,00,US,quantile,0.025,42229.13236488508
4 week ahead cum,00,US,quantile,0.05,42321.112604642614
4 week ahead cum,00,US,quantile,0.1,45454.16893922363
4 week ahead cum,00,US,quantile,0.5,68798.66931549521
4 week ahead cum,00,US,quantile,0.9,112842.83217299508
4 week ahead cum,00,US,quantile,0.95,125379.79355217465
4 week ahead cum,00,US,quantile,0.975,125499.21140593814
